50Traced_NONETRACED_MEDIAN_SINGLE_LSA_30_SUM,Associated
0.10375060886507549,NO
0.08994966715375871,NO
0.16983276505926287,NO
0.3354440655950642,NO
0.09303458353628836,NO
0.1311901282675759,NO
0.079720733885371,NO
0.09433349569735346,NO
0.2583211560318234,NO
0.3849650917356714,YES
0.08410456242896573,NO
0.5328787140769604,YES
0.37814580289007954,NO
0.3463224549439844,NO
0.3450235427829193,NO
0.16950803701899658,NO
0.09871732424094819,NO
0.16415002435460302,NO
0.10537424906640688,NO
0.3378795258970612,NO
0.17031985711966227,NO
0.1105698977106673,YES
0.11462899821399578,YES
0.2549115116090275,YES
0.3737619743464848,YES
0.23948692969637927,NO
0.10034096444227958,YES
0.1797369702873843,NO
0.15814255560967688,YES
0.3809059912323429,YES
0.529956161714564,NO
0.24046111381717813,NO
0.17048222113979541,NO
0.16463711641500242,NO
0.62493911349245,YES
0.13947069329436595,YES
0.20555284948855332,NO
0.15554473128754667,NO
0.14336742977756128,NO
0.15586945932781296,NO
0.2758564702062023,NO
0.2318558207501218,NO
0.23591492125345018,NO
0.44049358662120475,YES
0.10845916544893651,NO
0.16691021269686637,YES
0.03945445689235265,NO
0.5359636304594901,YES
0.05098230232180548,NO
0.18087351842831628,NO
0.10894625750933591,NO
0.18460789089137847,NO
0.11430427017372949,NO
0.293067056340315,NO
0.1657736645559344,NO
0.14775125832115601,NO
0.1279428478649131,NO
0.23380418899171945,NO
0.20019483682415976,NO
0.46647182984250685,NO
0.23218054879038802,NO
0.2545867835687612,NO
0.2219516155220003,NO
0.06673161227471992,NO
0.3391784380581263,NO
0.7267413541159278,YES
0.2443578503003734,NO
0.31125182659522654,YES
0.31693456729988634,NO
0.3360935216755967,NO
0.3308978730313363,NO
0.2956648806624452,NO
0.2329923688910537,NO
0.18996590355577203,NO
0.30021107322617313,NO
0.2690371813606105,NO
0.3416138983601234,NO
0.7090436759214157,YES
0.6744601396330573,YES
0.5772040915733073,YES
0.27163500568274074,YES
0.26465335281701574,NO
0.2976132489040429,YES
0.18720571521350865,NO
0.19564864426043188,YES
0.2786166585484657,YES
0.5289819775937652,NO
0.2539373274882286,NO
0.22877090436759212,NO
0.218054879038805,NO
0.5418087351842832,YES
0.18590680305244356,YES
0.27001136548140936,NO
0.13865887319370027,NO
0.20555284948855332,NO
0.12810521188504626,NO
0.35573956811170643,NO
