50Traced_NONETRACED_MAX_RAW_VSM_65_MEDIAN,Associated
0.0737,NO
0.1687,NO
0.1423,NO
0.2164,NO
0.0671,NO
0.1986,NO
0.1687,NO
0.1687,NO
0.1689,NO
0.4096,YES
0.1412,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1142,NO
0.20600000000000002,NO
0.1687,NO
0.1701,NO
0.2179,NO
0.2083,NO
1.0,YES
1.0,YES
1.0,YES
0.4096,YES
0.1573,NO
1.0,YES
0.1219,NO
0.1615,YES
0.3715,YES
0.3362,NO
0.1579,NO
0.1148,NO
0.1778,NO
0.3947,YES
0.3715,YES
0.1778,NO
0.1056,NO
0.1778,NO
0.1058,NO
0.1797,NO
0.1526,NO
0.1551,NO
0.2811,YES
0.0766,NO
0.3715,YES
0.1344,NO
0.3399,YES
0.1088,NO
0.1212,NO
0.0769,NO
0.1235,NO
0.0802,NO
0.1903,NO
0.1119,NO
0.1778,NO
0.0886,NO
0.1731,NO
0.2688,NO
0.2865,NO
0.1512,NO
0.1666,NO
0.1987,NO
0.1731,NO
0.2252,NO
1.0,YES
0.1603,NO
0.5081,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.1906,NO
0.1731,NO
0.1947,NO
0.1755,NO
0.2202,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2254,NO
1.0,YES
0.1576,NO
0.188,YES
1.0,YES
0.3356,NO
0.1662,NO
0.1507,NO
0.1441,NO
1.0,YES
1.0,YES
0.1731,NO
0.1355,NO
0.1364,NO
0.0887,NO
0.2289,NO
0.2088,NO
0.2075,NO
0.3834,YES
0.204,NO
1.0,YES
0.0577,NO
0.3081,YES
0.204,NO
0.1251,NO
0.1355,NO
0.1355,NO
0.1053,NO
0.2201,NO
0.1355,NO
0.1525,NO
0.1566,NO
0.0635,NO
1.0,YES
1.0,YES
0.3659,YES
0.2985,YES
0.1661,NO
0.1088,NO
0.2465,YES
0.183,NO
0.2134,YES
0.1443,NO
0.2165,NO
0.1934,NO
0.1934,NO
0.0818,NO
1.0,YES
0.1088,NO
1.0,YES
0.1417,NO
1.0,YES
0.1516,NO
0.2044,NO
0.1488,NO
0.1116,NO
0.2732,YES
0.2113,NO
0.2078,YES
0.1544,NO
0.1621,NO
0.2524,NO
0.2582,NO
0.1977,NO
0.1986,NO
0.1684,NO
0.1621,NO
0.1639,NO
1.0,YES
0.1639,NO
1.0,YES
0.1987,NO
0.1756,NO
0.1844,NO
0.0621,NO
0.2524,NO
0.1621,NO
0.1701,NO
0.2019,NO
0.2524,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2226,NO
1.0,YES
0.1219,NO
0.1248,NO
0.11,NO
0.2886,YES
0.3672,YES
1.0,YES
0.1331,YES
0.1306,NO
0.11,NO
0.2068,YES
0.2598,NO
0.1092,YES
0.2293,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
0.2886,YES
0.141,NO
0.2955,YES
0.142,NO
1.0,YES
0.2049,NO
0.2293,NO
0.2293,NO
0.2293,NO
0.1461,YES
0.1242,NO
0.1326,YES
0.1415,NO
0.1755,NO
0.2688,NO
0.19,NO
0.1547,NO
0.1997,NO
