50Traced_NONETRACED_SUM_SINGLE_VSM_83_MEDIAN,Associated
0.6899,NO
0.4319,NO
1.3430000000000002,NO
1.6895,NO
1.2486,NO
1.3336,NO
0.9572,NO
0.225,NO
1.1909,NO
3.531,YES
1.6383,NO
2.8355,YES
0.401,NO
0.2461,NO
0.4008,NO
0.1142,NO
2.0544,NO
0.3679,NO
1.3591,NO
0.2179,NO
1.4004,NO
3.6691,YES
3.6834,YES
3.1255,YES
3.0485,YES
0.6912,NO
3.9726,YES
1.1162,NO
2.5231,YES
2.481,YES
0.8997,NO
0.5807,NO
0.2962,NO
0.8405,NO
1.8815,YES
2.4892,YES
1.1031,NO
0.6174,NO
0.8031,NO
0.5109,NO
0.951,NO
0.9878,NO
1.0702,NO
1.4195,YES
0.7177,NO
2.4652,YES
0.5359,NO
2.6025,YES
0.3426,NO
0.6729,NO
0.6293,NO
0.5579,NO
0.7753,NO
0.6771,NO
0.9122,NO
0.4679,NO
0.5963,NO
0.6219,NO
1.474,NO
1.876,NO
1.5011,NO
1.4398,NO
0.7723,NO
0.1956,NO
1.6029,NO
3.4619,YES
1.6866,NO
2.7852,YES
0.7088,NO
0.6976,NO
0.7871,NO
0.1919,NO
2.1575,NO
0.3019,NO
1.5430000000000001,NO
0.1755,NO
1.7134,NO
3.523,YES
3.4833,YES
2.7486,YES
2.5788,YES
1.1198,NO
3.5881,YES
1.5928,NO
3.0346,YES
2.6697,YES
2.8584,NO
1.473,NO
1.4380000000000002,NO
2.8769,NO
2.4937,YES
2.8369,YES
3.1739,NO
1.4711,NO
2.5625,NO
1.1858,NO
0.9715,NO
1.219,NO
1.147,NO
1.4654,YES
2.1644,NO
2.9564,YES
1.4312,NO
2.8732,YES
1.4478,NO
1.4469,NO
1.7244,NO
1.0872,NO
1.2865,NO
2.9138,NO
2.4076,NO
2.8221,NO
0.8369,NO
0.8851,NO
2.8765,YES
4.0216,YES
4.1808,YES
2.7459,YES
1.2175,NO
0.2948,NO
2.8136,YES
0.8037,NO
2.3607,YES
0.2074,NO
0.9181,NO
1.0997,NO
0.9861,NO
0.3322,NO
5.3278,YES
0.4543,NO
4.5696,YES
0.4924,NO
4.6133,YES
0.4487,NO
0.7216,NO
0.5959,NO
0.5293,NO
2.6042,YES
1.1887,NO
2.7223,YES
0.875,NO
0.7778,NO
1.7247,NO
1.9286,NO
1.3387,NO
1.7819999999999998,NO
1.2014,NO
0.39799999999999996,NO
1.7573,NO
3.6609,YES
1.952,NO
2.8778,YES
0.8807,NO
0.7167,NO
0.8623,NO
0.2502,NO
2.3783,NO
0.5416,NO
1.3167,NO
0.4764,NO
1.4465,NO
3.7029,YES
3.8431,YES
3.1422,YES
3.1988,YES
1.0814,NO
4.1821,YES
1.3584,NO
0.5779,NO
0.5949,NO
2.1939,YES
4.1236,YES
4.302,YES
1.9126,YES
0.7806,NO
0.0877,NO
2.1228,YES
1.4949,NO
1.9003,YES
0.517,NO
0.6758,NO
0.6782,NO
0.6527,NO
0.2098,NO
5.0731,YES
0.2441,NO
4.5781,YES
0.142,NO
4.99,YES
1.2453,NO
1.4984,NO
1.4092,NO
0.8533,NO
1.7908,YES
1.4289,NO
2.3308,YES
0.9584,NO
0.7698,NO
2.1659,NO
1.7912,NO
1.2327,NO
2.3272,NO
1.3175,NO
0.4338,NO
2.1888,NO
3.6306,YES
2.5025,NO
3.0057,YES
0.8911,NO
0.7662,NO
0.9103,NO
0.1098,NO
2.1381,NO
0.5956,NO
1.3244,NO
0.6523,NO
1.3396,NO
3.7637,YES
3.7492,YES
3.2095,YES
3.2030000000000003,YES
1.5092,NO
4.354,YES
1.7987,NO
0.7235,NO
0.617,NO
2.2399,NO
1.5376,NO
1.1284,NO
1.9972,NO
0.9411,NO
0.2955,NO
2.0836,NO
3.1304,YES
2.447,NO
2.4388,YES
0.3886,NO
0.5112,NO
0.285,NO
0.204,NO
1.77,NO
0.3708,NO
1.5969,NO
0.3388,NO
1.4319,NO
3.3889,YES
3.2927,YES
2.9207,YES
2.5308,YES
1.5437,NO
3.821,YES
1.8711,NO
1.0677,NO
0.8059,NO
1.4511,NO
1.8068,NO
1.3522,NO
1.3393,NO
1.1461,NO
0.6113,NO
1.4494,NO
3.2314,YES
1.4873,NO
2.5636,YES
0.6875,NO
0.5472,NO
0.6593,NO
0.2312,NO
2.187,NO
0.7523,NO
1.5651,NO
0.4793,NO
1.3872,NO
3.3224,YES
3.3693,YES
2.8257,YES
2.7861,YES
0.7479,NO
3.574,YES
1.192,NO
0.6945,NO
0.4303,NO
1.2958,NO
1.9698,NO
1.5044,NO
1.2275,NO
0.9425,NO
0.2097,NO
1.1715,NO
3.605,YES
1.5678,NO
2.8169,YES
0.4233,NO
0.2048,NO
0.397,NO
0.0849,NO
2.2973,NO
0.34700000000000003,NO
1.5382,NO
0.1702,NO
1.6139,NO
3.7068,YES
3.7253,YES
3.1731,YES
3.0641,YES
0.6248,NO
3.9744,YES
1.1127,NO
1.1519,NO
1.1799,NO
6.5295,YES
1.5859,YES
1.7406,YES
6.5926,YES
1.9222,NO
0.591,NO
6.2793,YES
0.6542,NO
6.4879999999999995,YES
0.599,NO
0.5176,NO
0.9417,NO
0.3436,NO
0.2969,NO
2.8307,YES
0.6805,NO
2.9996,YES
1.2176,NO
2.2898,YES
1.1783,NO
1.224,NO
1.6739,NO
1.3181,NO
6.1574,YES
3.9199,NO
5.6739,YES
0.1938,NO
0.5166,NO
2.4543,YES
0.3207,NO
0.5876,NO
2.155,YES
0.3178,NO
0.1097,NO
2.4819999999999998,YES
0.2486,NO
2.4861,YES
0.2619,NO
0.3264,NO
0.5386,NO
0.2648,NO
0.171,NO
0.5601,NO
0.1398,NO
1.4385,NO
0.3175,NO
1.0189,NO
0.5512,NO
0.2416,NO
0.3767,NO
0.3274,NO
2.2726,YES
0.9619,NO
2.1657,YES
1.0768,NO
0.9137,NO
4.8124,YES
4.2330000000000005,YES
4.4783,YES
4.1973,YES
1.33,NO
0.4265,NO
4.5096,YES
2.0601,NO
4.4085,YES
1.2672,NO
0.2387,NO
0.8989,NO
0.4454,NO
0.1967,NO
5.209,YES
0.5371,NO
5.189,YES
0.5061,NO
5.2698,YES
2.0138,NO
2.1919,NO
1.5819999999999999,NO
1.4041,NO
4.2569,YES
3.1685,NO
4.8328,YES
0.6636,NO
0.5686,NO
2.8121,YES
0.7794,NO
0.4385,NO
3.1154,YES
1.2422,NO
0.3202,NO
3.1734,YES
0.8945,NO
3.3592,YES
0.7391,NO
0.8605,NO
0.5895,NO
0.6184,NO
0.1775,NO
1.3508,NO
0.1654,NO
0.6359,NO
0.1279,NO
0.5413,NO
1.2077,NO
1.2094,NO
1.9257,NO
1.2525,NO
2.487,YES
2.5031,NO
2.7898,YES
1.1729,NO
1.1287,NO
2.2991,YES
3.7591,YES
4.0685,YES
2.1083,YES
1.2027,NO
0.7385,NO
2.4417,YES
0.7602,NO
1.7455,YES
0.1073,NO
1.0181,NO
1.0931,NO
1.0962,NO
0.5495,NO
5.0206,YES
0.9363,NO
4.4886,YES
0.7473,NO
4.5342,YES
0.4423,NO
0.7695,NO
0.6394,NO
0.4147,NO
2.0965,YES
0.9085,NO
2.3042,YES
2.4911,YES
1.7411,YES
1.5957,NO
0.5478,NO
0.514,NO
1.6538,NO
2.0223,YES
2.411,YES
1.4291,NO
0.6234,NO
1.6088,NO
0.5688,NO
0.2131,NO
0.5259,NO
0.212,NO
0.8364,YES
0.932,NO
2.4211,YES
0.9526,NO
2.6276,YES
0.6161,NO
0.8312,NO
0.6302,NO
0.6817,NO
0.7096,NO
1.5804,NO
1.3782,NO
1.2284,NO
0.7236,NO
0.8914,NO
6.0087,YES
1.7908,YES
2.1226,YES
6.1579999999999995,YES
1.2946,NO
0.275,NO
6.0314,YES
0.6789,NO
6.0007,YES
0.5660000000000001,NO
0.4072,NO
0.8157,NO
0.3308,NO
0.1064,NO
2.888,YES
0.3891,NO
2.6667,YES
0.7619,NO
2.6793,YES
0.9705,NO
1.1842,NO
1.2389,NO
0.7611,NO
6.1241,YES
3.3862,NO
5.8884,YES
0.6366,NO
0.7585,NO
4.9586,YES
1.7551,YES
2.0285,YES
4.8813,YES
1.0551,NO
0.2425,NO
5.2395,YES
0.4394,NO
4.8949,YES
0.2549,NO
0.5255,NO
0.8194,NO
0.405,NO
0.0948,NO
2.7163,YES
0.3082,NO
2.4958,YES
0.5369,NO
2.4295,YES
0.6319,NO
0.812,NO
0.9087,NO
0.5710000000000001,NO
4.9376,YES
2.5785,NO
4.8396,YES
0.9613,NO
1.034,NO
6.0698,YES
1.3773,YES
1.5416,YES
6.1576,YES
1.6495,NO
0.439,NO
5.9265,YES
0.5226,NO
6.0454,YES
0.5373,NO
0.5463,NO
0.8908,NO
0.3141,NO
0.2034,NO
2.7153,YES
0.4823,NO
2.8781,YES
0.8808,NO
2.2371,YES
1.1033,NO
1.1065,NO
1.6566,NO
1.1854,NO
5.7492,YES
3.6466,NO
5.3968,YES
0.8927,NO
1.082,NO
5.7579,YES
1.8780000000000001,YES
1.8747,YES
5.85,YES
1.4993,NO
0.3455,NO
6.1085,YES
0.6196,NO
5.6378,YES
0.5547,NO
1.2391,NO
1.5,NO
1.082,NO
0.17800000000000002,NO
3.1723,YES
0.3784,NO
2.7151,YES
0.6528,NO
2.4132,YES
0.8686,NO
1.1509,NO
1.4206,NO
1.0324,NO
5.3364,YES
3.2013,NO
5.2891,YES
0.7806,NO
0.777,NO
1.7378,YES
4.0503,YES
4.1323,YES
1.3994,YES
0.9183,NO
0.2393,NO
1.6161,YES
0.9752,NO
1.1992,YES
0.3886,NO
0.7158,NO
0.7331,NO
0.7814,NO
0.2611,NO
5.1731,YES
0.3861,NO
4.4614,YES
0.3221,NO
4.6121,YES
0.5808,NO
0.7615,NO
0.6407,NO
0.4464,NO
1.3129,YES
