50Traced_NONETRACED_MAX_MULTI_VSM_94_MEDIAN,Associated
0.3071,NO
0.1164,NO
0.2287,NO
0.2383,NO
0.1995,NO
0.1782,NO
0.3258,NO
0.1819,NO
0.2141,NO
0.9462,YES
0.1782,NO
0.5949,YES
0.3555,NO
0.3555,NO
0.3353,NO
0.2574,NO
0.36,NO
0.2852,NO
0.2383,NO
0.2852,NO
0.3078,NO
1.0,YES
1.0,YES
1.0,YES
0.5193,YES
0.2502,NO
0.3569,YES
0.2156,NO
1.0,YES
0.408,YES
0.3362,NO
0.2796,NO
0.2796,NO
0.2387,NO
1.0,YES
1.0,YES
0.2796,NO
0.1939,NO
0.1256,NO
0.1443,NO
0.301,NO
0.3413,NO
0.301,NO
1.0,YES
0.1542,NO
1.0,YES
0.2165,NO
1.0,YES
0.2796,NO
0.2425,NO
0.2425,NO
0.1789,NO
0.126,NO
0.2673,NO
0.1778,NO
0.2796,NO
0.3071,NO
0.1534,NO
0.2809,NO
0.4329,NO
0.3069,NO
0.3427,NO
0.3258,NO
0.1133,NO
0.2594,NO
0.9462,YES
0.2866,NO
1.0,YES
0.205,NO
0.35200000000000004,NO
0.2136,NO
0.1944,NO
0.36,NO
0.188,NO
0.3529,NO
0.1755,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
0.5193,YES
0.314,NO
0.5682,YES
0.2866,NO
0.3239,YES
0.2106,YES
0.3356,NO
0.2013,NO
0.1909,NO
0.2528,NO
0.5161,YES
0.3239,YES
0.2528,NO
0.2193,NO
0.2455,NO
0.188,NO
0.3667,NO
0.3667,NO
0.3667,NO
0.4268,YES
0.1466,NO
0.5161,YES
0.2013,NO
0.5161,YES
0.1155,NO
0.316,NO
0.316,NO
0.1286,NO
0.1641,NO
0.2479,NO
0.1366,NO
0.2479,NO
0.27,NO
0.0804,NO
0.6191,YES
1.0,YES
1.0,YES
0.4224,YES
0.2525,NO
0.1691,NO
0.6191,YES
0.3816,NO
0.4224,YES
0.2022,NO
0.3877,NO
0.3877,NO
0.3877,NO
0.2493,NO
1.0,YES
0.2493,NO
1.0,YES
0.2493,NO
0.7878,YES
0.2147,NO
0.5347,NO
