50Traced_NONETRACED_SUM_RAW_LSA_95_MAX,Associated
0.7642,NO
0.1872,NO
0.3714,NO
0.4018,NO
0.3302,NO
0.5981,NO
0.5061,NO
0.251,NO
0.4209,NO
0.9588,YES
0.3699,NO
0.6907,YES
0.3551,NO
0.5527,NO
0.2223,NO
0.4139,NO
0.4747,NO
0.4363,NO
0.3205,NO
0.3867,NO
0.2588,NO
0.7902,YES
1.845,YES
1.7353,YES
1.246,YES
0.5536,NO
0.5956,YES
0.5722,NO
1.8608,YES
1.1169,YES
0.4475,NO
0.2718,NO
0.3877,NO
0.3574,NO
1.3819,YES
0.688,YES
0.4356,NO
0.2146,NO
0.2705,NO
0.1058,NO
0.1797,NO
0.4684,NO
0.1565,NO
0.675,YES
0.4972,NO
2.0899,YES
0.2498,NO
1.6526,YES
0.433,NO
0.1338,NO
0.3312,NO
0.1386,NO
0.1791,NO
0.4515,NO
0.2452,NO
0.2212,NO
0.5321,NO
0.1534,NO
0.5369,NO
0.4056,NO
0.3952,NO
0.752,NO
0.6167,NO
0.2769,NO
0.4766,NO
1.275,YES
0.3509,NO
1.1033,YES
0.205,NO
0.2537,NO
0.2136,NO
0.3946,NO
0.5441,NO
0.2277,NO
0.2365,NO
0.3552,NO
0.2202,NO
1.0492,YES
2.7315,YES
2.8561,YES
1.3854,YES
0.8722,NO
0.9249,YES
0.6091,NO
1.4326,YES
1.0867,YES
0.3801,NO
0.2544,NO
0.4268,NO
0.3271,NO
0.5224,YES
0.4475,YES
0.2477,NO
0.2313,NO
0.1808,NO
0.0887,NO
0.2289,NO
0.4932,NO
0.2075,NO
0.4807,YES
0.4789,NO
1.2423,YES
0.2788,NO
0.7325,YES
0.4752,NO
0.1846,NO
0.5529,NO
0.4062,NO
0.3282,NO
0.506,NO
0.2443,NO
0.2567,NO
0.9028,NO
0.2932,NO
1.2005,YES
2.8282,YES
2.1043,YES
0.6983,YES
0.4184,NO
0.2436,NO
0.7599,YES
0.3982,NO
0.732,YES
0.1443,NO
0.3959,NO
0.9727,NO
0.2546,NO
0.3136,NO
2.8763,YES
0.4113,NO
2.9064,YES
0.41700000000000004,NO
3.5788,YES
0.4908,NO
0.1876,NO
0.1995,NO
0.2416,NO
1.5556,YES
0.71,NO
0.9057,YES
0.5705,NO
0.2438,NO
0.5957,NO
0.2884,NO
0.5514,NO
0.7028,NO
0.5158,NO
0.2827,NO
0.6725,NO
0.8425,YES
0.5578,NO
0.7877,YES
0.2935,NO
0.4334,NO
0.1689,NO
0.2402,NO
0.6233,NO
0.446,NO
0.3935,NO
0.281,NO
0.5384,NO
0.7162,YES
1.8211,YES
1.8921,YES
1.2635,YES
0.9179999999999999,NO
0.5953,YES
0.6093,NO
0.6278,NO
0.1159,NO
0.4155,YES
2.562,YES
1.3762,YES
0.5793,YES
0.1628,NO
0.1129,NO
0.6247,YES
0.4484,NO
0.4517,YES
0.1814,NO
0.2337,NO
0.7443,NO
0.2375,NO
0.2408,NO
2.0971,YES
0.141,NO
2.7186,YES
0.1975,NO
2.8578,YES
0.4119,NO
0.3718,NO
0.4104,NO
0.3805,NO
0.6969,YES
0.6582,NO
0.7073,YES
0.2826,NO
0.1142,NO
0.6776,NO
0.4736,NO
0.6169,NO
0.8862,NO
0.4616,NO
0.2429,NO
0.4163,NO
1.0993,YES
0.4325,NO
1.4797,YES
0.2519,NO
0.3166,NO
0.2033,NO
0.1466,NO
0.7975,NO
0.055999999999999994,NO
0.3325,NO
0.2256,NO
0.4223,NO
0.9801,YES
2.5848,YES
3.1478,YES
1.3846,YES
1.0392,NO
0.9392,YES
0.7539,NO
0.3114,NO
0.1339,NO
0.6245,NO
0.3256,NO
0.3819,NO
0.5702,NO
0.4626,NO
0.1765,NO
0.7331,NO
0.8559,YES
0.5653,NO
0.7926,YES
0.1855,NO
0.3273,NO
0.1125,NO
0.204,NO
0.4383,NO
0.2339,NO
0.31,NO
0.1473,NO
0.3901,NO
0.7822,YES
1.4215,YES
1.4618,YES
0.6204,YES
1.1404,NO
0.6868,YES
0.8027,NO
0.695,NO
0.2878,NO
0.7587,NO
0.6573,NO
0.7332,NO
0.7972,NO
0.4827,NO
0.2844,NO
0.6272,NO
0.9849,YES
0.4934,NO
0.8645,YES
0.3568,NO
0.4867,NO
0.2007,NO
0.3672,NO
0.8499,NO
0.2903,NO
0.3865,NO
0.2779,NO
0.5573,NO
0.871,YES
2.468,YES
2.5754,YES
1.3287,YES
1.1402,NO
0.8555,YES
0.7389,NO
0.6831,NO
0.2637,NO
0.51,NO
0.4917,NO
0.4678,NO
0.5154,NO
0.6207,NO
0.3078,NO
0.5115,NO
1.2564,YES
0.2717,NO
1.4869999999999999,YES
0.2118,NO
0.3226,NO
0.2045,NO
0.3957,NO
0.6849,NO
0.3798,NO
0.2704,NO
0.3481,NO
0.3703,NO
1.0382,YES
2.2026,YES
2.5845,YES
1.3755,YES
0.8733,NO
0.7773,YES
0.4051,NO
0.6836,NO
0.4114,NO
1.96,YES
0.6964,YES
0.9474,YES
3.571,YES
0.7005,NO
0.2238,NO
4.0462,YES
0.5475,NO
4.6021,YES
0.2951,NO
0.5736,NO
0.9576,NO
0.3808,NO
0.4263,NO
0.8258,YES
0.5094,NO
0.7621,YES
0.519,NO
1.0426,YES
0.6569,NO
0.7757,NO
0.5822,NO
0.4676,NO
4.9869,YES
1.2143,NO
4.7776,YES
0.3474,NO
0.25,NO
0.6444,YES
0.5461,NO
0.4484,NO
1.1575,YES
0.4072,NO
0.1414,NO
1.5349,YES
0.3553,NO
1.415,YES
0.1528,NO
0.7568,NO
0.8052,NO
0.2986,NO
0.1839,NO
0.21899999999999997,NO
0.2681,NO
0.489,NO
0.2315,NO
0.6552,NO
0.1991,NO
0.4228,NO
0.4181,NO
0.1917,NO
2.2097,YES
0.5973,NO
1.7897,YES
0.5356,NO
0.2819,NO
0.846,YES
1.1593,YES
1.0424,YES
1.2555,YES
0.2484,NO
0.162,NO
1.3,YES
0.3582,NO
1.3609,YES
0.157,NO
0.4183,NO
0.7815,NO
0.2497,NO
0.1674,NO
1.3195,YES
0.3236,NO
1.8184,YES
0.17,NO
2.0706,YES
0.4096,NO
0.5482,NO
0.444,NO
0.4781,NO
1.5679,YES
0.6469,NO
1.5966,YES
0.2233,NO
0.1646,NO
0.4976,YES
0.2463,NO
0.1733,NO
0.8524,YES
0.1982,NO
0.153,NO
1.8081,YES
0.1822,NO
1.5435,YES
0.2906,NO
0.267,NO
0.4125,NO
0.1353,NO
0.1775,NO
0.2157,NO
0.1654,NO
0.4175,NO
0.1344,NO
0.5552,NO
0.28600000000000003,NO
0.253,NO
0.3901,NO
0.2295,NO
1.5011,YES
0.4894,NO
1.5763,YES
0.6231,NO
0.2354,NO
1.1455,YES
2.6414,YES
1.9207,YES
0.7325,YES
0.3228,NO
0.2138,NO
0.6991,YES
0.3554,NO
0.6549,YES
0.2206,NO
0.3336,NO
0.7271,NO
0.2094,NO
0.1682,NO
2.6572,YES
0.2791,NO
2.0952,YES
0.2039,NO
2.7562,YES
0.4524,NO
0.2497,NO
0.35200000000000004,NO
0.1771,NO
1.4444,YES
0.5443,NO
0.6941,YES
1.0173,YES
0.4259,YES
0.3634,NO
0.1548,NO
0.1568,NO
0.3331,NO
1.1561,YES
0.4727,YES
0.2509,NO
0.2389,NO
0.3018,NO
0.0921,NO
0.2131,NO
0.16,NO
0.1446,NO
0.3656,YES
0.2233,NO
1.4191,YES
0.1834,NO
1.2646,YES
0.2312,NO
0.1562,NO
0.4601,NO
0.2776,NO
0.2853,NO
0.3774,NO
0.2798,NO
0.433,NO
0.3768,NO
0.2142,NO
2.1093,YES
0.6584,YES
1.4325,YES
2.472,YES
0.5719,NO
0.1871,NO
2.736,YES
0.4617,NO
3.3256,YES
0.3369,NO
0.3042,NO
0.8126,NO
0.2305,NO
0.2964,NO
1.4433,YES
0.2686,NO
0.8274,YES
0.3215,NO
1.4627,YES
0.6645,NO
0.7114,NO
0.6227,NO
0.5868,NO
3.8189,YES
0.7942,NO
2.9647,YES
0.2624,NO
0.2618,NO
1.416,YES
0.7682,YES
0.8728,YES
1.8636,YES
0.4085,NO
0.1718,NO
2.5207,YES
0.5529999999999999,NO
3.0709,YES
0.3826,NO
0.6957,NO
1.0398,NO
0.3378,NO
0.1816,NO
0.7817,YES
0.2947,NO
0.6464,YES
0.2187,NO
1.0356,YES
0.4709,NO
0.4783,NO
0.3858,NO
0.3015,NO
3.8915,YES
0.8786,NO
3.1029,YES
0.3055,NO
0.301,NO
2.0624,YES
0.7921,YES
1.4273,YES
2.0847,YES
0.6079,NO
0.2353,NO
2.7755,YES
0.4728,NO
3.2546,YES
0.3843,NO
0.5114,NO
0.9684,NO
0.2844,NO
0.2449,NO
1.3121,YES
0.3642,NO
0.4527,YES
0.3195,NO
1.3247,YES
0.4876,NO
0.3839,NO
0.3619,NO
0.3563,NO
4.5964,YES
0.7857,NO
3.2666,YES
0.2633,NO
0.2093,NO
1.2897,YES
0.5753,YES
0.7473,YES
2.2717,YES
0.5153,NO
0.1132,NO
2.9446,YES
0.3746,NO
2.7133,YES
0.1512,NO
0.3563,NO
0.655,NO
0.2773,NO
0.2734,NO
0.6806,YES
0.2583,NO
0.5091,YES
0.2721,NO
0.7577,YES
0.3876,NO
0.4728,NO
0.3892,NO
0.3478,NO
3.0029,YES
0.6604,NO
2.6687,YES
0.7824,NO
0.258,NO
1.146,YES
1.9446,YES
1.7280000000000002,YES
0.639,YES
0.4091,NO
0.1981,NO
0.7195,YES
0.2985,NO
0.6023,YES
0.1418,NO
0.2488,NO
0.542,NO
0.2523,NO
0.2924,NO
1.9681,YES
0.3304,NO
1.9801,YES
0.3163,NO
2.6314,YES
0.4011,NO
0.3531,NO
0.3555,NO
0.4467,NO
1.4671,YES
0.5115,NO
0.6361,YES
0.6424,NO
0.10300000000000001,NO
0.5925,YES
2.4307,YES
1.2974,YES
0.8582,YES
0.2613,NO
0.1236,NO
0.8759,YES
0.392,NO
0.8157,YES
0.1885,NO
0.1448,NO
0.4934,NO
0.1622,NO
0.2012,NO
1.9972,YES
0.1884,NO
2.1275,YES
0.2582,NO
2.2511,YES
0.4701,NO
0.4093,NO
0.5029,NO
0.332,NO
0.9105,YES
0.6915,NO
0.885,YES
0.3368,NO
0.0394,NO
0.5367,NO
0.4503,NO
0.5021,NO
0.4254,NO
0.3541,NO
0.0798,NO
0.4418,NO
0.2346,NO
0.3949,NO
0.1061,NO
1.4534,YES
2.1089,YES
0.6237,YES
0.1303,NO
0.5712,NO
0.2813,NO
0.4039,NO
0.1551,NO
0.5226,NO
0.2494,NO
0.52,NO
0.3762,NO
0.249,NO
0.3689,NO
0.265,NO
0.6888,NO
0.7032,YES
0.289,YES
0.3396,NO
0.2421,NO
0.2669,NO
0.3374,NO
0.439,YES
0.1577,YES
0.2598,NO
0.1519,NO
0.2417,NO
0.1784,NO
0.2648,NO
0.4701,NO
0.1562,NO
0.4477,YES
0.3512,NO
0.4402,YES
0.2173,NO
0.6171,YES
0.2823,NO
0.1163,NO
0.2343,NO
0.1873,NO
0.0948,NO
0.3048,NO
0.1376,NO
0.2839,NO
0.718,NO
0.2695,NO
1.2155,YES
2.7949,YES
2.1001,YES
0.8445,YES
0.2356,NO
0.2116,NO
1.0390000000000001,YES
0.4793,NO
1.0747,YES
0.1791,NO
0.2141,NO
0.7705,NO
0.2048,NO
0.1968,NO
2.8236,YES
0.2345,NO
2.8728,YES
0.1476,NO
3.5737,YES
0.5526,NO
0.297,NO
0.297,NO
0.3859,NO
1.9434,YES
0.7386,NO
1.1224,YES
1.0614,YES
0.4923,YES
0.3473,NO
0.2994,NO
0.2136,NO
0.2896,NO
1.1785,YES
0.4751,YES
0.2217,NO
0.1684,NO
0.0983,NO
0.1058,NO
0.1741,NO
