50Traced_NONETRACED_MAX_SINGLE_LSA_16_MEDIAN,Associated
0.1503,NO
0.2626,NO
0.1144,NO
0.6139,NO
0.3369,NO
0.0992,NO
0.4224,NO
0.1135,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.3701,NO
0.3701,NO
0.3691,NO
0.2626,NO
0.5133,NO
0.2626,NO
0.0747,NO
0.2626,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1573,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.4007,NO
0.3639,NO
0.3639,NO
0.4007,NO
1.0,YES
1.0,YES
0.4007,NO
0.21100000000000002,NO
0.3,NO
0.3066,NO
0.4183,NO
0.4183,NO
0.4173,NO
1.0,YES
0.3639,NO
1.0,YES
0.2676,NO
1.0,YES
0.3639,NO
0.3066,NO
0.1826,NO
0.3066,NO
0.3066,NO
0.4007,NO
0.2181,NO
0.4007,NO
0.1671,NO
0.3133,NO
0.3063,NO
0.6139,NO
0.3369,NO
0.2097,NO
0.21600000000000003,NO
0.0804,NO
0.2187,NO
1.0,YES
0.3471,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.3249,NO
0.5985,NO
0.2886,NO
0.2253,NO
0.21600000000000003,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
0.7349,YES
0.2322,NO
1.0,YES
0.2077,NO
1.0,YES
1.0,YES
0.5415,NO
0.3722,NO
0.3722,NO
0.5415,NO
1.0,YES
1.0,YES
0.5415,NO
0.4069,NO
0.4748,NO
0.4069,NO
0.2596,NO
0.2088,NO
0.2075,NO
1.0,YES
0.3638,NO
1.0,YES
0.3722,NO
1.0,YES
0.3722,NO
0.4069,NO
0.4069,NO
0.3061,NO
0.1897,NO
0.5415,NO
0.4069,NO
0.5415,NO
0.1709,NO
0.2248,NO
1.0,YES
1.0,YES
1.0,YES
0.6847,YES
0.257,NO
0.1337,NO
0.5022,YES
0.2963,NO
0.6283,YES
0.166,NO
0.3291,NO
0.3291,NO
0.3283,NO
0.1146,NO
1.0,YES
0.0556,NO
1.0,YES
0.4988,NO
1.0,YES
0.3342,NO
0.3721,NO
0.5265,NO
0.2464,NO
0.7068,YES
0.4619,NO
0.5859,YES
0.1671,NO
0.3133,NO
0.3573,NO
0.6139,NO
0.3369,NO
0.3573,NO
0.2599,NO
0.1225,NO
0.3573,NO
1.0,YES
0.4354,NO
1.0,YES
0.2451,NO
0.2451,NO
0.2445,NO
0.3249,NO
0.5985,NO
0.2886,NO
0.2485,NO
0.2421,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
0.9651,YES
0.3573,NO
1.0,YES
0.3573,NO
0.146,NO
0.2248,NO
1.0,YES
1.0,YES
1.0,YES
0.6847,YES
0.2196,NO
0.1337,NO
0.5022,YES
0.3019,NO
0.6283,YES
0.1607,NO
0.3948,NO
0.3948,NO
0.3938,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.4988,NO
1.0,YES
0.3405,NO
0.3721,NO
0.5265,NO
0.2464,NO
0.7068,YES
0.4619,NO
0.5859,YES
0.2332,NO
0.0881,NO
0.4239,NO
0.3384,NO
0.2874,NO
0.4239,NO
0.4224,NO
0.2332,NO
0.444,NO
0.6882,YES
0.7077,NO
1.0,YES
0.2519,NO
0.2391,NO
0.2033,NO
0.2148,NO
0.5133,NO
0.22399999999999998,NO
0.1844,NO
0.2508,NO
0.3295,NO
1.0,YES
0.5954,YES
1.0,YES
1.0,YES
0.4239,NO
1.0,YES
0.4239,NO
0.1671,NO
0.3133,NO
0.4095,NO
0.4834,NO
0.4374,NO
0.3378,NO
0.4224,NO
0.1135,NO
0.444,NO
1.0,YES
0.7077,NO
0.7875,YES
0.1331,NO
0.2391,NO
0.1004,NO
0.3249,NO
0.5985,NO
0.2886,NO
0.4374,NO
0.1825,NO
0.4715,NO
1.0,YES
0.8945,YES
1.0,YES
0.5489,YES
0.3378,NO
1.0,YES
0.3939,NO
0.2093,NO
0.3133,NO
0.4413,NO
0.6139,NO
0.4413,NO
0.3022,NO
0.4224,NO
0.2093,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.2729,NO
0.2729,NO
0.2722,NO
0.3249,NO
0.5985,NO
0.2886,NO
0.3246,NO
0.2508,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3119,NO
1.0,YES
0.3939,NO
0.1503,NO
0.2365,NO
0.10800000000000001,NO
0.6139,NO
0.3369,NO
0.0855,NO
0.1856,NO
0.1244,NO
0.1951,NO
1.0,YES
0.311,NO
1.0,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.2453,NO
0.4518,NO
0.2179,NO
0.2511,NO
0.1867,NO
0.35600000000000004,NO
