50Traced_NONETRACED_MAX_SINGLE_VSM_64_MEDIAN,Associated
0.1503,NO
0.1062,NO
0.1144,NO
0.3384,NO
0.1965,NO
0.166,NO
0.0821,NO
0.1058,NO
0.2452,NO
1.0,YES
0.3591,NO
1.0,YES
0.3701,NO
0.3574,NO
0.3691,NO
0.3249,NO
0.5985,NO
0.2886,NO
0.391,NO
0.2179,NO
0.191,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
0.6631,YES
0.2574,NO
1.0,YES
1.0,YES
0.3362,NO
0.1872,NO
0.1872,NO
0.3765,NO
1.0,YES
1.0,YES
0.2853,NO
0.2082,NO
0.3,NO
0.2082,NO
0.397,NO
0.397,NO
0.397,NO
1.0,YES
0.1872,NO
1.0,YES
0.1872,NO
1.0,YES
0.1872,NO
0.2082,NO
0.2082,NO
0.2082,NO
0.2082,NO
0.4007,NO
0.2181,NO
0.4007,NO
0.1503,NO
0.1534,NO
0.2077,NO
0.3384,NO
0.3063,NO
0.2097,NO
0.4224,NO
0.1135,NO
0.2357,NO
1.0,YES
0.3451,NO
1.0,YES
0.2134,NO
0.2168,NO
0.2136,NO
0.3123,NO
0.5752,NO
0.2774,NO
0.4343,NO
0.1755,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2232,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.4653,NO
0.34299999999999997,NO
0.3006,NO
0.5089,NO
1.0,YES
1.0,YES
0.4748,NO
0.601,NO
0.4748,NO
0.601,NO
0.7376,NO
0.7124,NO
0.7358,NO
1.0,YES
0.3722,NO
1.0,YES
0.3722,NO
1.0,YES
0.3722,NO
0.3114,NO
0.601,NO
0.601,NO
0.601,NO
0.5415,NO
0.2963,NO
0.5415,NO
0.1709,NO
0.2021,NO
0.4028,YES
1.0,YES
1.0,YES
0.503,YES
0.1724,NO
0.0982,NO
0.3689,YES
0.2963,NO
0.4615,YES
0.1443,NO
0.379,NO
0.379,NO
0.379,NO
0.0921,NO
1.0,YES
0.0921,NO
1.0,YES
0.2187,NO
1.0,YES
0.3342,NO
0.4485,NO
0.3867,NO
0.1733,NO
0.5192,YES
0.3518,NO
0.7346,YES
0.1544,NO
0.1996,NO
