50Traced_NONETRACED_SUM_SINGLE_LSA_8_MAX,Associated
0.5323,NO
0.6081,NO
1.2994,NO
1.9612,NO
1.4216,NO
1.4637,NO
0.8681,NO
0.6729,NO
0.6801,NO
3.3972,YES
0.6368,NO
2.6948,YES
0.5582,NO
1.0558,NO
0.6617,NO
0.5747,NO
1.5704,NO
0.5869,NO
0.7913,NO
1.0374,NO
1.1692,NO
2.9978,YES
3.1057,YES
3.3482,YES
2.8235,YES
0.6638,NO
2.0233,YES
1.4227,NO
2.2369,YES
3.1708,YES
1.3943,NO
0.9927,NO
1.0807,NO
1.1636,NO
1.7821,YES
3.1582,YES
0.7248,NO
0.5065,NO
0.8514,NO
0.4881,NO
0.5466,NO
1.0032,NO
0.7338,NO
1.5888,YES
1.2433,NO
2.3886,YES
0.8435,NO
3.3969,YES
0.9675,NO
0.7303,NO
0.6724,NO
0.8885,NO
0.6531,NO
1.1465,NO
0.6797,NO
1.1079999999999999,NO
0.4408,NO
0.1534,NO
1.1985,NO
1.2309999999999999,NO
1.1285,NO
1.6389,NO
0.5057,NO
0.1491,NO
0.8596,NO
3.7634,YES
0.9276,NO
3.0676,YES
0.205,NO
0.6018,NO
0.2418,NO
0.4827,NO
1.1016,NO
0.2798,NO
0.9352,NO
0.4024,NO
0.9023,NO
3.2079,YES
3.3376,YES
3.6875,YES
2.9027,YES
0.5659,NO
2.6772,YES
1.1784,NO
1.2999,YES
2.353,YES
1.4852,NO
0.9146,NO
0.7385,NO
1.7395,NO
1.8405,YES
2.252,YES
1.264,NO
1.1604,NO
1.239,NO
1.1004,NO
1.0719,NO
1.3238,NO
1.1454,NO
1.3945,YES
0.8791,NO
1.5047,YES
0.4221,NO
2.5155,YES
0.763,NO
1.0814,NO
1.1444,NO
1.604,NO
1.4224,NO
1.5344,NO
1.1275,NO
1.9749,NO
0.696,NO
0.6364,NO
1.8808,YES
3.9474,YES
4.3688,YES
2.6727,YES
0.8454,NO
0.473,NO
1.5098,YES
0.4322,NO
2.7428,YES
0.5948,NO
1.3909,NO
1.6101,NO
1.0591,NO
0.4022,NO
4.5032,YES
0.4281,NO
3.799,YES
1.0331,NO
4.3807,YES
0.8276,NO
1.1248,NO
1.6714,NO
0.8190000000000001,NO
2.0571,YES
0.7424,NO
2.2702,YES
0.9443,NO
0.7683,NO
1.3915,NO
1.7852,NO
1.5468,NO
1.8374,NO
0.9165,NO
0.8462,NO
1.2041,NO
3.6729,YES
1.1711,NO
3.3058,YES
0.6127,NO
1.0643,NO
0.5651,NO
0.8115,NO
1.6517,NO
0.8397,NO
1.1376,NO
1.3452,NO
1.3214,NO
3.2715,YES
3.3930000000000002,YES
3.7177,YES
3.1708,YES
0.978,NO
2.4113,YES
1.5679,NO
0.3847,NO
0.4259,NO
1.6861,YES
4.0644,YES
4.1583,YES
2.1011,YES
0.6866,NO
0.2934,NO
0.9605,YES
1.095,NO
1.9298,YES
1.2246,NO
1.2076,NO
1.5274,NO
1.1258,NO
0.3032,NO
4.2837,YES
0.2843,NO
3.2441,YES
0.9172,NO
3.7472,YES
1.4433,NO
1.6924,NO
1.8176,NO
1.3119999999999998,NO
1.5878,YES
0.9472,NO
1.8038,YES
0.3014,NO
0.2388,NO
1.1122,NO
1.6764,NO
1.2483,NO
1.1563,NO
0.6078,NO
0.3632,NO
0.556,NO
2.7560000000000002,YES
0.6575,NO
2.4703,YES
0.5506,NO
0.8957,NO
0.7675,NO
0.4091,NO
1.4715,NO
0.3798,NO
0.8607,NO
0.904,NO
1.0307,NO
2.6878,YES
2.7192,YES
2.8068,YES
2.5577,YES
0.7791,NO
1.5091,YES
1.168,NO
0.5233,NO
0.1339,NO
2.109,NO
1.4682,NO
1.6967,NO
2.7036,NO
0.794,NO
0.2163,NO
1.869,NO
3.1678,YES
2.2989,NO
2.7236,YES
0.5406,NO
0.8061,NO
0.4448,NO
0.5401,NO
1.7219,NO
0.2509,NO
1.5924,NO
0.7273,NO
1.5005,NO
2.9208,YES
3.062,YES
3.8019,YES
2.6379,YES
1.7701,NO
2.7149,YES
2.2551,NO
0.4997,NO
0.3438,NO
1.0906,NO
1.8297,NO
1.4065,NO
1.4327,NO
0.5955,NO
0.3034,NO
0.6563,NO
3.7214,YES
0.6346,NO
3.0512,YES
0.4834,NO
1.0175,NO
0.4907,NO
0.408,NO
1.4416,NO
0.4401,NO
0.9168,NO
0.5671,NO
1.1321,NO
3.2089999999999996,YES
3.3476,YES
3.4036,YES
3.0708,YES
0.4913,NO
2.1797,YES
1.2405,NO
0.4211,NO
0.1455,NO
1.0011,NO
1.5258,NO
1.1172,NO
1.3578,NO
0.5432,NO
0.22699999999999998,NO
0.5868,NO
3.7954,YES
0.5144,NO
3.0919,YES
0.4363,NO
0.8962,NO
0.5085,NO
0.3907,NO
1.1598,NO
0.35,NO
0.6153,NO
0.5095,NO
0.8374,NO
3.2015,YES
3.3387,YES
3.5784,YES
3.0087,YES
0.3775,NO
2.3613,YES
1.1521,NO
0.6474,NO
0.9497,NO
5.7584,YES
1.2835,YES
2.0462,YES
5.7459,YES
2.2409,NO
0.9209,NO
5.7535,YES
0.37799999999999995,NO
6.2289,YES
0.7006,NO
2.134,NO
1.6492,NO
1.3536,NO
0.6259,NO
1.9728,YES
0.5333,NO
2.5214,YES
2.3752,NO
2.2412,YES
1.0703,NO
1.3678,NO
3.0391,NO
1.4685,NO
6.4183,YES
2.2564,NO
6.6057,YES
0.4876,NO
0.4798,NO
3.7549,YES
1.1119,NO
1.6273,NO
4.1135,YES
1.2197,NO
0.4622,NO
3.6210000000000004,YES
0.7973,NO
3.8951,YES
0.5189,NO
1.8347,NO
1.4247,NO
0.995,NO
0.3903,NO
1.5924,NO
0.2997,NO
1.6523,NO
1.2652,NO
2.104,NO
0.8687,NO
1.23,NO
2.6739,NO
1.2136,NO
3.8643,YES
1.8645,NO
4.3621,YES
0.5537,NO
0.2465,NO
2.2329,YES
4.0662,YES
4.3991,YES
3.2098,YES
0.7443,NO
0.325,NO
2.1344,YES
1.104,NO
3.4130000000000003,YES
1.4137,NO
1.5701,NO
1.3601,NO
1.0699,NO
0.4419,NO
4.5245,YES
0.3454,NO
3.682,YES
1.1317,NO
4.5375,YES
1.5312,NO
1.9081,NO
2.835,NO
1.5198,NO
2.5734,YES
1.2724,NO
2.8349,YES
0.5983,NO
0.23199999999999998,NO
3.7385,YES
1.3105,NO
1.7654,NO
3.8163,YES
1.3306,NO
0.3937,NO
3.3369999999999997,YES
0.7136,NO
4.1829,YES
0.5779,NO
1.1346,NO
1.1146,NO
0.6748,NO
0.1775,NO
2.2511,NO
0.1654,NO
2.4845,NO
1.2961,NO
2.3003,NO
1.0025,NO
1.0528,NO
2.6879,NO
1.0606,NO
3.7064,YES
1.7174,NO
4.2601,YES
0.2736,NO
0.4982,NO
1.1516,YES
4.0258,YES
4.2098,YES
1.7837,YES
0.7978,NO
0.1542,NO
0.8052,YES
0.2629,NO
1.9422,YES
0.5061,NO
1.0813,NO
1.4509,NO
0.9875,NO
0.2452,NO
4.1841,YES
0.1275,NO
3.6719,YES
0.6601,NO
4.0531,YES
0.5274,NO
0.915,NO
1.3098,NO
0.382,NO
1.2351,YES
0.5715,NO
1.4598,YES
2.2213,YES
3.1946,YES
1.2137,NO
0.5762,NO
0.5702,NO
1.2516,NO
1.8908,YES
3.1161,YES
0.6173,NO
0.456,NO
0.6591,NO
0.3854,NO
1.389,NO
1.8163,NO
1.429,NO
1.6199,YES
0.8882,NO
2.2629,YES
0.3429,NO
3.0834,YES
0.5572,NO
0.5351,NO
0.4651,NO
0.4142,NO
0.8,NO
1.1012,NO
0.3728,NO
1.5823,NO
0.5883,NO
0.4627,NO
5.831,YES
0.8172,YES
1.5659999999999998,YES
5.8203,YES
1.7799,NO
0.5348,NO
5.8402,YES
1.0522,NO
5.8461,YES
0.8995,NO
1.97,NO
1.4416,NO
0.9952,NO
0.4178,NO
1.6225,YES
0.2789,NO
1.8902,YES
1.9393,NO
1.9646,YES
1.2582,NO
1.5939,NO
3.3974,NO
1.8731,NO
6.2277,YES
2.8478,NO
6.6889,YES
0.3391,NO
0.335,NO
5.3225,YES
0.9705,YES
1.5356,YES
5.1673,YES
1.7059,NO
0.4607,NO
5.4774,YES
0.6738,NO
5.689,YES
0.9632,NO
1.7119,NO
1.0239,NO
1.0463,NO
0.2582,NO
1.4152,YES
0.2966,NO
1.8258,YES
2.0806,NO
1.8051,YES
1.1559,NO
1.4911,NO
3.3302,NO
1.632,NO
6.0501,YES
2.4141,NO
6.1044,YES
0.5949,NO
0.6597,NO
6.2356,YES
1.2167,YES
2.0065,YES
6.027,YES
1.8881,NO
0.7205,NO
6.0535,YES
0.9361,NO
6.1912,YES
0.6940000000000001,NO
1.5284,NO
0.9824,NO
0.6062,NO
0.3339,NO
1.7999,YES
0.4473,NO
2.0506,YES
2.1558,NO
2.1645,YES
1.2432,NO
1.5975,NO
3.5554,NO
1.6471,NO
6.5525,YES
3.0086,NO
6.7311,YES
0.5783,NO
0.473,NO
4.7385,YES
1.101,YES
1.8054,YES
5.05,YES
1.6826,NO
0.4912,NO
4.7183,YES
0.9443,NO
5.2159,YES
0.8999,NO
2.0909,NO
1.6982,NO
1.1939,NO
0.4535,NO
1.8179,YES
0.2304,NO
2.1237,YES
1.4113,NO
2.108,YES
1.2539,NO
1.5034,NO
2.8672,NO
1.6469,NO
5.1326,YES
2.1263,NO
5.7209,YES
0.3884,NO
0.5926,NO
1.3126,YES
4.0293,YES
4.2004,YES
1.9069,YES
0.7432,NO
0.3705,NO
0.8738,YES
0.4826,NO
1.7656,YES
0.7126,NO
1.4155,NO
1.6638,NO
1.2552,NO
0.4584,NO
4.3079,YES
0.2647,NO
3.3131,YES
0.9044,NO
4.0227,YES
0.7789,NO
1.1024,NO
1.2672,NO
0.831,NO
1.4205,YES
0.569,NO
1.6712,YES
0.4024,NO
0.4379,NO
2.0492,YES
3.8116,YES
4.1597,YES
2.4039,YES
0.9455,NO
0.2837,NO
1.7303,YES
0.2984,NO
2.8743,YES
0.5242,NO
0.5452,NO
0.8159,NO
0.2851,NO
0.2519,NO
4.2330000000000005,YES
0.215,NO
3.9702,YES
1.1254,NO
4.2601,YES
0.7305,NO
0.9993,NO
2.1039,NO
0.4101,NO
2.0016,YES
0.9415,NO
1.9384,YES
0.6542,NO
0.903,NO
1.6955,NO
1.2389,NO
1.0848,NO
2.2234,NO
1.1424,NO
0.818,NO
1.6589,NO
0.7132,NO
1.7904,NO
0.9045,NO
2.6527,YES
2.4826,YES
2.2237,YES
0.6321,NO
1.4486,NO
0.5233,NO
0.7973,NO
1.2369,NO
1.328,NO
0.7486,NO
0.9706,NO
1.1403,NO
1.4662,NO
2.1153,NO
0.5086,NO
3.1353,NO
0.9427,YES
1.9069,YES
0.5057,NO
0.7541,NO
0.5991,NO
0.4634,NO
1.4377,YES
1.8496,YES
0.2959,NO
0.7268,NO
0.2853,NO
0.7070000000000001,NO
0.4822,NO
0.7697,NO
0.5674,NO
1.2907,YES
0.5819,NO
1.1368,YES
0.3446,NO
1.8134,YES
0.5397,NO
0.7973,NO
0.7628,NO
0.8023,NO
0.6932,NO
0.3526,NO
0.3405,NO
0.5684,NO
0.349,NO
0.3433,NO
1.3862,YES
3.9339999999999997,YES
4.2899,YES
1.8469,YES
0.5796,NO
0.1822,NO
1.0299,YES
0.2541,NO
2.1245,YES
0.5214,NO
0.28,NO
0.6719,NO
0.261,NO
0.2065,NO
4.4087,YES
0.2095,NO
3.8028,YES
0.7815,NO
4.103,YES
0.7609,NO
0.9023,NO
1.3153,NO
0.5406,NO
1.4809999999999999,YES
0.5593,NO
1.2321,YES
2.1148,YES
3.0783,YES
1.1540000000000001,NO
0.5222,NO
0.6115,NO
1.1187,NO
1.7887,YES
3.1055,YES
0.7555,NO
0.1017,NO
0.8988,NO
0.2836,NO
0.7979999999999999,NO
1.077,NO
1.0395,NO
1.5635,YES
0.7907,NO
2.2981,YES
0.42100000000000004,NO
3.3045,YES
0.4917,NO
0.3159,NO
0.2428,NO
0.4822,NO
0.4232,NO
1.229,NO
0.447,NO
1.2316,NO
0.8003,NO
0.7017,NO
0.7535,NO
1.1507,NO
0.7906,NO
0.9343,NO
0.73,NO
0.8154,NO
0.5661,NO
2.7286,YES
0.5381,NO
2.6935,YES
0.6338,NO
0.9712,NO
0.8496,NO
0.6443,NO
0.9452,NO
0.863,NO
0.6124,NO
1.3052,NO
0.5439,NO
2.6675,YES
2.6961,YES
2.6213,YES
2.5703,YES
0.6485,NO
1.409,YES
0.9773,NO
1.9679,YES
2.4226,YES
0.5318,NO
0.1584,NO
0.1357,NO
0.5421,NO
1.0453,YES
2.3542,YES
0.4616,NO
0.1079,NO
0.4245,NO
0.1711,NO
0.3162,NO
0.5596,NO
0.4195,NO
0.8496,YES
0.1549,NO
2.0752,YES
0.1331,NO
2.4426,YES
0.0835,NO
0.1111,NO
0.1415,NO
0.2658,NO
0.2,NO
0.6413,NO
0.2795,NO
0.6212,NO
0.5837,NO
0.8463,NO
1.1663,NO
0.9479,NO
0.5443,NO
1.2570000000000001,NO
0.9944,NO
0.8286,NO
1.0604,NO
1.78,YES
0.8958,NO
1.5561,YES
0.7368,NO
1.0193,NO
0.6447,NO
0.5272,NO
0.6433,NO
0.6819,NO
0.3319,NO
1.2728,NO
0.4644,NO
1.6714,YES
1.7609,YES
2.0083,YES
1.7381,YES
1.06,NO
0.9795,YES
1.4927,NO
