50Traced_NONETRACED_SUM_MULTI_VSM_30_MEDIAN,Associated
0.8716,NO
0.3898,NO
0.9384,NO
1.2552,NO
0.9842,NO
1.5805,NO
1.1306,NO
0.5912,NO
0.9527,NO
2.5109,YES
0.5965,NO
1.4013,YES
0.6517,NO
0.9555,NO
0.2223,NO
0.7979999999999999,NO
1.485,NO
1.1563,NO
0.4285,NO
0.6519,NO
0.6811,NO
1.7968,YES
2.5778,YES
2.6067,YES
1.9719,YES
0.8524,NO
2.1232,YES
0.9420000000000001,NO
1.1646,YES
0.8884,YES
0.5391,NO
0.8775,NO
0.6022,NO
0.9935,NO
1.3886,YES
0.6029,YES
0.9024,NO
0.7221,NO
0.7777,NO
0.5317,NO
0.736,NO
1.1442,NO
0.5017,NO
1.0736,YES
0.8946,NO
1.3287,YES
0.4646,NO
0.8751,YES
0.6479,NO
0.6129,NO
0.7732,NO
0.8404,NO
0.529,NO
0.6627,NO
0.9373,NO
0.9913,NO
1.0687,NO
0.2755,NO
1.0502,NO
1.8222,NO
1.0061,NO
2.5089,NO
0.8487,NO
0.4433,NO
1.974,NO
3.9681,YES
1.2583,NO
1.8762,YES
1.0698,NO
1.6914,NO
0.439,NO
0.579,NO
1.9706,NO
0.7941,NO
0.7481,NO
0.3806,NO
1.0579,NO
3.359,YES
4.1943,YES
3.9726,YES
2.8045,YES
1.5278,NO
3.5615,YES
1.6195,NO
1.9262,YES
1.2107,YES
0.4668,NO
0.726,NO
0.45399999999999996,NO
1.2021,NO
2.3389,YES
1.1529,YES
0.9263,NO
0.8355,NO
0.7507,NO
0.6558,NO
0.8107,NO
1.4548,NO
0.3914,NO
1.4314,YES
0.5579,NO
2.184,YES
0.2944,NO
1.3964,YES
0.5541,NO
0.6974,NO
0.9259999999999999,NO
0.9498,NO
0.5328,NO
0.8016,NO
1.1512,NO
1.1995,NO
1.0638,NO
0.5025,NO
1.6377,YES
2.9248,YES
2.551,YES
1.8808,YES
0.9598,NO
0.4818,NO
2.3183,YES
0.922,NO
2.1449,YES
0.8436,NO
1.0243,NO
1.2975,NO
0.4636,NO
0.7792,NO
3.6776,YES
0.8791,NO
2.9619999999999997,YES
0.7852,NO
2.6117,YES
0.9962,NO
1.6295,NO
1.6431,NO
0.5117,NO
1.7125,YES
1.1487,NO
2.1614,YES
1.4508,NO
0.1955,NO
1.5759999999999998,NO
1.8052,NO
1.0887,NO
2.7661,NO
1.6114,NO
0.8607,NO
1.8395,NO
4.2771,YES
0.9858,NO
2.0435,YES
1.2521,NO
1.7996,NO
0.38,NO
0.8718,NO
2.0847,NO
1.1614,NO
0.4197,NO
0.7831,NO
0.9109999999999999,NO
3.2061,YES
4.312,YES
4.406000000000001,YES
3.0722,YES
1.5645,NO
3.784,YES
1.6725,NO
0.7222,NO
0.3086,NO
1.5234,YES
3.5242,YES
2.6169,YES
1.7377,YES
0.6627,NO
0.27699999999999997,NO
2.1118,YES
1.6481,NO
1.4964,YES
0.8698,NO
1.4979,NO
1.5929,NO
0.5854,NO
0.4927,NO
4.1745,YES
0.6212,NO
3.281,YES
0.5168,NO
2.7317,YES
1.5986,NO
2.2755,NO
2.3788,NO
1.386,NO
1.5676,YES
1.2338,NO
1.8456,YES
0.8156,NO
0.2401,NO
1.4392,NO
0.7228,NO
0.5466,NO
2.373,NO
0.9061,NO
0.2108,NO
2.033,NO
2.5368,YES
1.7045,NO
1.5908,YES
1.0002,NO
1.3407,NO
0.392,NO
0.3622,NO
1.1791,NO
0.2721,NO
0.3511,NO
0.2256,NO
0.5538,NO
1.9589,YES
2.6355,YES
2.9004,YES
1.5414,YES
1.6540000000000001,NO
2.6923,YES
1.6286,NO
0.8245,NO
0.319,NO
1.262,NO
1.6587,NO
0.9383,NO
2.112,NO
0.9519,NO
0.2972,NO
1.4172,NO
3.4345,YES
0.9921,NO
1.5101,YES
0.7127,NO
1.0398,NO
0.161,NO
0.4041,NO
1.6954,NO
0.8947,NO
0.5955,NO
0.4397,NO
0.484,NO
2.7719,YES
3.5189,YES
3.8226,YES
2.6054,YES
1.1168,NO
3.2368,YES
1.3602,NO
0.8895,NO
0.1315,NO
0.4438,NO
1.1982,NO
0.8465,NO
1.4839,NO
1.0078,NO
0.4788,NO
0.5744,NO
3.7143,YES
0.2479,NO
1.9261,YES
1.0774,NO
1.3446,NO
0.4072,NO
0.5761,NO
1.4405,NO
0.7792,NO
0.251,NO
0.3992,NO
0.485,NO
2.7988,YES
3.7143,YES
3.7686,YES
2.7677,YES
0.3691,NO
3.2722,YES
0.7646,NO
1.109,NO
0.203,NO
1.3526,NO
1.9948,NO
1.0804,NO
2.0884,NO
1.2015,NO
0.6287,NO
1.3092,NO
3.7926,YES
0.9858,NO
2.0119,YES
1.1561,NO
1.4652,NO
0.4829,NO
0.5644,NO
2.0486,NO
0.9437,NO
0.6031,NO
0.5798,NO
1.0116,NO
2.7899,YES
3.8692,YES
3.8824,YES
2.8403,YES
0.9616,NO
3.3669,YES
1.5219999999999998,NO
1.2104,NO
0.5896,NO
4.4461,YES
1.7735,YES
0.8171,YES
5.1064,YES
1.4949,NO
0.5015,NO
5.7521,YES
1.2457,NO
5.2775,YES
0.7708,NO
1.2999,NO
1.5707,NO
0.3387,NO
0.3865,NO
2.0167,YES
0.6042,NO
1.0362,YES
0.5605,NO
1.3541,YES
1.0073,NO
1.37,NO
2.0985,NO
0.5214,NO
4.5999,YES
1.8842,NO
4.1871,YES
0.7642,NO
0.4638,NO
2.3291,YES
1.3982,NO
0.9697,NO
3.7643,YES
0.602,NO
0.2509,NO
3.9871,YES
1.1926,NO
3.4963,YES
0.6958,NO
0.9001,NO
1.6855,NO
0.2648,NO
0.3859,NO
1.8254,NO
0.5072,NO
1.3486,NO
0.4716,NO
1.2757,NO
1.0308,NO
1.0608,NO
1.3843,NO
0.3835,NO
3.0229,YES
0.9452,NO
3.195,YES
0.8405,NO
0.5516,NO
2.0975,YES
2.9912,YES
2.6745,YES
2.7209,YES
1.2224,NO
0.5101,NO
3.0374,YES
1.7429,NO
2.2256,YES
0.9165,NO
1.3563,NO
1.6248,NO
0.391,NO
0.9484,NO
3.877,YES
0.9996,NO
2.5340000000000003,YES
0.7479,NO
2.7986,YES
1.8954,NO
2.3968,NO
2.4295,NO
1.1495,NO
2.4227,YES
1.7369,NO
2.2547,YES
0.9901,NO
0.2531,NO
2.2564,YES
1.4332,NO
1.0092,NO
2.5687,YES
0.5249,NO
0.153,NO
2.7292,YES
1.4469,NO
2.5619,YES
0.5827,NO
0.6718,NO
0.8715,NO
0.2822,NO
0.2295,NO
1.5896,NO
0.5231,NO
1.4709999999999999,NO
0.2516,NO
0.8059,NO
1.1952,NO
1.7033,NO
2.4558,NO
0.7225,NO
2.3722,YES
1.8283,NO
2.1121,YES
0.1921,NO
0.1196,NO
0.7135,YES
2.1451,YES
2.1852,YES
0.5873,YES
0.1667,NO
0.1249,NO
1.0944,YES
0.2696,NO
0.9412,YES
0.3781,NO
0.4504,NO
0.377,NO
0.2104,NO
0.2468,NO
2.8753,YES
0.2569,NO
2.0852,YES
0.2132,NO
2.3794,YES
0.6524,NO
1.0815,NO
0.5664,NO
0.2296,NO
0.7868,YES
0.6171,NO
0.835,YES
2.0804,YES
0.4575,YES
0.752,NO
0.6967,NO
0.3124,NO
1.4767,NO
2.0975,YES
1.6126,YES
1.3689,NO
0.8456,NO
1.0889,NO
0.4614,NO
0.4194,NO
1.1011,NO
0.1446,NO
1.5033,YES
0.4182,NO
1.8924,YES
0.3732,NO
1.5557,YES
0.5535,NO
0.6383,NO
1.1083,NO
0.9583,NO
0.3728,NO
1.2637,NO
0.9535,NO
1.1748,NO
1.3289,NO
0.7446,NO
4.2781,YES
2.2325,YES
1.082,YES
5.065,YES
1.311,NO
0.3461,NO
5.6276,YES
1.4392,NO
5.3631,YES
0.8896,NO
1.8574,NO
1.9227,NO
0.7887,NO
0.33,NO
2.3173,YES
0.5271,NO
1.4596,YES
0.5191,NO
1.6341,YES
1.0597,NO
1.3619999999999999,NO
2.2269,NO
0.5592,NO
4.2057,YES
1.9715,NO
4.5651,YES
1.3172,NO
0.8279,NO
4.2009,YES
2.4859999999999998,YES
1.2027,YES
5.886,YES
1.3579,NO
0.4244,NO
6.1149,YES
2.4421,NO
5.3427,YES
1.0908,NO
1.2663,NO
1.9158,NO
0.2406,NO
0.5441,NO
2.6003,YES
0.9295,NO
1.6461,YES
0.7447,NO
1.4705,YES
2.2015,NO
2.52,NO
3.1775,NO
1.4056,NO
4.7696,YES
2.6518,NO
4.7391,YES
1.0369,NO
0.5841,NO
4.2807,YES
1.9722,YES
1.0786,YES
5.1857,YES
1.2848,NO
0.3879,NO
5.9126,YES
1.2316,NO
5.5898,YES
0.884,NO
1.4366,NO
1.5608,NO
0.3082,NO
0.3376,NO
2.0559,YES
0.5591,NO
1.7709,YES
0.4333,NO
1.8309,YES
1.1535,NO
1.6019999999999999,NO
2.3864,NO
0.4925,NO
4.612,YES
1.9636,NO
4.185,YES
1.3066,NO
0.588,NO
4.3534,YES
2.4402,YES
1.0638,YES
5.2926,YES
1.0451,NO
0.35600000000000004,NO
5.5407,YES
1.9201,NO
5.0862,YES
0.8959,NO
1.4357,NO
1.8157,NO
0.4923,NO
0.2645,NO
2.3335,YES
0.6265,NO
1.565,YES
0.6192,NO
1.4538,YES
1.3462,NO
1.6706,NO
2.5989999999999998,NO
0.8302,NO
4.314,YES
1.9712,NO
4.7353,YES
0.655,NO
0.2317,NO
1.1245,YES
2.5937,YES
2.3111,YES
1.0841,YES
0.2993,NO
0.1689,NO
1.7221,YES
0.8071,NO
1.4326,YES
0.8247,NO
0.8789,NO
1.0626,NO
0.4753,NO
0.4697,NO
3.3113,YES
0.3576,NO
2.8786,YES
0.2623,NO
