50Traced_NONETRACED_SUM_SINGLE_LSA_71_MEDIAN,Associated
0.3933,NO
0.5937,NO
0.3109,NO
1.1644,NO
0.5924,NO
0.2651,NO
0.4494,NO
0.5562,NO
0.1689,NO
1.9188,YES
0.2757,NO
1.7853,YES
0.5687,NO
0.7994,NO
0.5284,NO
0.4825,NO
0.9854,NO
0.306,NO
0.8009,NO
0.6341,NO
0.8203,NO
1.3396,YES
1.8143,YES
1.1945,YES
1.6449,YES
0.1573,NO
1.6889,YES
0.5193,NO
1.4885,YES
1.4661,YES
0.9027,NO
0.2209,NO
0.1148,NO
0.4597,NO
2.5486,YES
2.4296,YES
0.1871,NO
0.4651,NO
0.6591,NO
0.5288,NO
0.4991,NO
0.7743,NO
0.682,NO
2.1745,YES
0.33899999999999997,NO
1.6258,YES
0.2542,NO
2.3629,YES
0.1677,NO
0.4975,NO
0.4308,NO
0.4026,NO
0.3683,NO
0.6697,NO
0.6133,NO
0.8217,NO
0.5946,NO
0.7033,NO
1.2163,NO
1.8514,NO
0.9272,NO
0.843,NO
0.7791,NO
0.6275,NO
0.5457,NO
4.1341,YES
1.2196,NO
3.6575,YES
0.6721,NO
0.9368,NO
0.3837,NO
0.49700000000000005,NO
2.2822,NO
0.4944,NO
1.4815,NO
0.6188,NO
1.5678,NO
3.3895,YES
3.5371,YES
3.2237,YES
3.1396,YES
0.3619,NO
3.5504,YES
1.1788,NO
2.4828,YES
2.6441,YES
1.5591,NO
0.8708,NO
0.8675,NO
1.8199,NO
3.3776,YES
3.0943,YES
1.5521,NO
0.5993,NO
1.6819,NO
0.4975,NO
1.2593,NO
1.5104,NO
1.2048,NO
2.2259,YES
1.6043,NO
2.4035,YES
1.3862,NO
3.0780000000000003,YES
1.0266,NO
0.8744,NO
1.1355,NO
0.7625,NO
0.8752,NO
2.2979,NO
1.0184,NO
2.3635,NO
0.5393,NO
0.508,NO
1.3254,YES
3.8695,YES
3.5532,YES
1.6961,YES
0.5483,NO
0.4116,NO
1.3041,YES
0.6617,NO
2.2944,YES
0.5913,NO
0.3392,NO
0.6643,NO
0.6705,NO
0.3713,NO
4.2997,YES
0.3999,NO
4.5499,YES
0.3136,NO
4.6725,YES
0.7234,NO
0.4175,NO
1.0058,NO
0.8798,NO
1.3454,YES
1.2067,NO
1.7069999999999999,YES
1.0947,NO
0.9438,NO
1.3078,NO
1.5194,NO
0.6215,NO
0.8454,NO
1.1396,NO
1.0561,NO
0.7407,NO
4.0535,YES
1.151,NO
3.6073,YES
0.8740000000000001,NO
1.1167,NO
0.4829,NO
0.7509,NO
1.9822,NO
0.9326,NO
1.0833,NO
1.0665,NO
1.1799,NO
3.4218,YES
3.6268,YES
3.2379,YES
3.1177,YES
0.5055,NO
3.4615,YES
1.2889,NO
0.4896,NO
0.5826,NO
0.8618,YES
4.276,YES
3.4453,YES
1.5454,YES
0.3334,NO
0.3806,NO
0.9868,YES
1.7253,NO
1.7077,YES
1.3349,NO
0.37799999999999995,NO
0.9282,NO
0.6969,NO
0.3847,NO
4.1857,YES
0.4103,NO
4.2125,YES
0.4123,NO
4.2359,YES
1.5653,NO
1.6387,NO
1.5073,NO
2.0138,NO
1.2913,YES
1.6378,NO
1.5419999999999998,YES
0.9388,NO
0.6407,NO
1.1404,NO
1.4799,NO
0.7409,NO
0.7298,NO
1.056,NO
0.8814,NO
0.42200000000000004,NO
2.7445,YES
1.2687,NO
2.5883,YES
0.3887,NO
0.7338,NO
0.2033,NO
0.648,NO
1.4489,NO
0.6384,NO
1.2528,NO
0.9753,NO
1.1668,NO
2.3694,YES
2.4212,YES
2.043,YES
2.3358,YES
0.6006,NO
2.596,YES
1.0989,NO
0.6533,NO
0.6773,NO
2.0229,NO
1.7978,NO
0.9771,NO
1.8204,NO
0.7767,NO
0.5869,NO
1.3942,NO
4.0904,YES
2.1776,NO
3.7018,YES
0.7371,NO
0.9197,NO
0.2729,NO
0.4333,NO
2.4362,NO
0.4709,NO
1.735,NO
0.5795,NO
1.6601,NO
3.4584,YES
3.7552,YES
3.3139,YES
3.1878,YES
1.3738,NO
3.9446,YES
2.1272,NO
0.7923,NO
0.8015,NO
1.2269,NO
1.7454,NO
1.0056,NO
1.1613,NO
0.8093,NO
0.7661,NO
0.6099,NO
3.2478,YES
1.305,NO
2.9010000000000002,YES
0.6064,NO
0.963,NO
0.4486,NO
0.5409,NO
1.8553,NO
0.7091,NO
1.3004,NO
0.7625,NO
1.2808,NO
2.778,YES
3.057,YES
2.3796,YES
2.7716,YES
0.9354,NO
2.9234,YES
1.4954,NO
0.5378,NO
0.6812,NO
0.9907,NO
1.6117,NO
0.7344,NO
0.6239,NO
0.6072,NO
0.5422,NO
0.4148,NO
4.1011,YES
0.9187,NO
3.6441,YES
0.7562,NO
1.0265,NO
0.478,NO
0.3913,NO
1.9426,NO
0.4305,NO
1.125,NO
0.5383,NO
1.19,NO
3.3502,YES
3.5716,YES
3.1857,YES
3.1187,YES
0.2441,NO
3.4582,YES
