50Traced_NONETRACED_SUM_SINGLE_LSA_63_MEDIAN,Associated
0.6407,NO
0.4465,NO
0.2208,NO
0.6406,NO
0.5359,NO
0.9508,NO
0.7647,NO
0.7727,NO
0.2694,NO
1.7952,YES
0.2684,NO
2.4674,YES
0.4757,NO
0.4374,NO
0.4141,NO
0.6835,NO
1.3493,NO
0.6907,NO
0.8372,NO
0.7113,NO
0.552,NO
2.7168,YES
2.8216,YES
2.8585,YES
2.1818,YES
0.2662,NO
1.9703,YES
0.2892,NO
2.3845,YES
1.1171,YES
0.3362,NO
0.5589,NO
0.6854,NO
0.6551,NO
2.3812,YES
2.4528,YES
0.4048,NO
0.245,NO
0.4728,NO
0.3824,NO
0.5284,NO
0.6004,NO
0.6607,NO
2.3859,YES
0.8015,NO
2.3731,YES
0.8497,NO
2.5944,YES
0.5518,NO
0.4233,NO
0.7133,NO
0.5098,NO
0.23,NO
0.5715,NO
0.4356,NO
0.4513,NO
0.308,NO
0.2546,NO
1.0567,NO
0.6985,NO
0.6706,NO
1.6053,NO
0.3699,NO
0.5045,NO
0.985,NO
3.1595,YES
1.1203,NO
3.1669,YES
0.7631,NO
0.6255,NO
0.4871,NO
0.2344,NO
2.1902,NO
0.493,NO
1.3215,NO
0.3568,NO
1.1575,NO
4.0008,YES
4.0442,YES
4.0677,YES
3.2309,YES
1.2105,NO
3.4771,YES
1.2224,NO
3.1183,YES
1.2082,YES
0.3356,NO
0.7136,NO
0.7059,NO
0.4309,NO
3.0639999999999996,YES
3.1112,YES
0.3103,NO
0.6299,NO
0.4754,NO
0.3685,NO
0.8031,NO
0.8098,NO
1.1671,NO
3.0166,YES
0.9306,NO
3.0145,YES
0.8555,NO
3.4549,YES
0.7202,NO
0.6626,NO
0.9966,NO
0.6109,NO
0.5968,NO
0.5398,NO
0.7255,NO
0.3809,NO
0.4283,NO
0.5422,NO
2.2003,YES
4.3431,YES
3.6726,YES
2.4492,YES
0.3079,NO
0.2311,NO
1.5667,YES
0.6354,NO
2.2247,YES
0.6378,NO
0.6175,NO
0.6941,NO
0.5069,NO
0.3871,NO
4.2778,YES
0.2761,NO
4.7697,YES
0.4676,NO
4.0347,YES
0.8712,NO
1.0190000000000001,NO
0.5831,NO
0.4487,NO
2.515,YES
0.9376,NO
2.1925,YES
0.5945,NO
0.1817,NO
1.0758,NO
0.7281,NO
0.6125,NO
1.52,NO
0.5997,NO
0.6859999999999999,NO
0.7876,NO
2.7479,YES
0.9835,NO
2.68,YES
0.8666,NO
0.7305,NO
0.5561,NO
0.5078,NO
1.831,NO
0.6979,NO
1.0651,NO
0.6595,NO
1.0331,NO
3.3948,YES
3.4299,YES
3.4528,YES
2.9196,YES
1.1971,NO
2.8016,YES
1.2404,NO
0.3895,NO
0.4601,NO
1.3064,YES
3.9733,YES
3.3764,YES
1.265,YES
0.4396,NO
0.3045,NO
0.8398,YES
1.3015,NO
1.3231,YES
0.9064,NO
0.2717,NO
0.3938,NO
0.4665,NO
0.3244,NO
4.171,YES
0.4554,NO
4.5026,YES
0.4872,NO
3.8495,YES
1.3245,NO
1.4031,NO
0.9774,NO
0.4309,NO
1.5115,YES
1.0805,NO
1.2482,YES
0.8322,NO
0.49200000000000005,NO
1.236,NO
0.7090000000000001,NO
0.526,NO
1.7934,NO
0.8536,NO
0.8916,NO
1.5422,NO
2.9327,YES
1.7291,NO
2.7998,YES
0.9951,NO
0.8443,NO
0.7113,NO
0.6679,NO
2.0186,NO
0.9325,NO
1.2793,NO
0.8213,NO
1.1944,NO
3.5580000000000003,YES
3.8472,YES
3.8894,YES
3.1902,YES
1.8274,NO
3.5144,YES
1.7374,NO
0.3734,NO
0.3766,NO
1.5763,NO
1.0405,NO
0.8892,NO
2.1957,NO
0.5216,NO
0.5783,NO
1.5408,NO
3.1061,YES
1.8584,NO
3.0832,YES
0.7083,NO
0.6128,NO
0.2123,NO
0.4005,NO
2.7858,NO
0.6438,NO
1.9077,NO
0.4031,NO
1.6127,NO
3.9484,YES
4.0924,YES
4.4783,YES
3.2454,YES
1.8266,NO
3.4798,YES
1.5897,NO
0.5667,NO
0.4056,NO
1.1598,NO
0.9927,NO
1.0291,NO
1.7539,NO
0.5507,NO
0.7556,NO
0.9085,NO
2.9859,YES
1.078,NO
3.0628,YES
0.6726,NO
0.5237,NO
0.43799999999999994,NO
0.5269,NO
2.3889,NO
0.6912,NO
1.5502,NO
0.6635,NO
1.2317,NO
3.8746,YES
3.8935,YES
3.8082,YES
3.0282,YES
1.2957,NO
3.1546,YES
1.4065,NO
0.3441,NO
0.2201,NO
0.8339,NO
0.4825,NO
0.5861,NO
