50Traced_NONETRACED_SUM_RAW_LSA_41_MAX,Associated
0.4295,NO
0.2917,NO
0.3838,NO
0.5047,NO
0.2753,NO
0.4545,NO
0.3006,NO
0.3799,NO
0.2563,NO
1.0047,YES
0.3344,NO
1.6392,YES
0.4056,NO
0.3432,NO
0.2223,NO
0.4252,NO
0.3643,NO
0.4796,NO
0.3066,NO
0.2179,NO
0.3057,NO
1.1856,YES
0.7435,YES
0.7429,YES
1.6249,YES
0.2798,NO
1.4131,YES
0.3947,NO
0.6195,YES
0.4531,YES
0.5487,NO
0.2944,NO
0.3567,NO
0.6008,NO
0.3947,YES
0.7506,YES
0.4961,NO
0.1171,NO
0.4987,NO
0.1883,NO
0.1988,NO
0.325,NO
0.1551,NO
0.7498,YES
0.466,NO
0.43200000000000005,YES
0.2927,NO
0.3399,YES
0.2311,NO
0.132,NO
0.1592,NO
0.1815,NO
0.2121,NO
0.4675,NO
0.3667,NO
0.5283,NO
0.7885,NO
0.1534,NO
0.5377,NO
0.8524,NO
0.8722,NO
0.7695,NO
0.6076,NO
0.4609,NO
0.5709,NO
1.9575,YES
0.755,NO
3.0742,YES
0.3356,NO
0.4355,NO
0.2136,NO
0.6015,NO
0.6693,NO
0.4822,NO
0.7604,NO
0.1924,NO
0.7687,NO
2.7187,YES
1.3427,YES
1.7149,YES
2.5014,YES
0.5287,NO
2.355,YES
0.6444,NO
1.5629,YES
1.4388,YES
0.7454,NO
0.586,NO
0.534,NO
0.7898,NO
0.61,YES
2.2138,YES
0.5941,NO
0.0952,NO
0.7231,NO
0.0887,NO
0.2961,NO
0.4494,NO
0.2075,NO
2.2043,YES
0.7072,NO
1.3764,YES
0.409,NO
0.6183,YES
0.3885,NO
0.1251,NO
0.1796,NO
0.2909,NO
0.1615,NO
0.7067,NO
0.2932,NO
0.6878,NO
0.5717,NO
0.3488,NO
1.4081,YES
3.2204,YES
3.565,YES
1.6381,YES
0.42700000000000005,NO
0.3817,NO
1.5767,YES
0.5148,NO
1.7498,YES
0.5115,NO
0.3786,NO
0.8896,NO
0.2207,NO
0.4055,NO
3.3695,YES
0.3815,NO
2.4296,YES
0.3778,NO
2.6608,YES
0.4715,NO
0.4726,NO
0.6128,NO
0.6062,NO
1.78,YES
0.4376,NO
1.4518,YES
0.4937,NO
0.0732,NO
0.7816,NO
0.8076,NO
0.9335,NO
1.0235,NO
0.4637,NO
0.1872,NO
0.7040000000000001,NO
1.7415,YES
0.9256,NO
2.5913,YES
0.2429,NO
0.2918,NO
0.1689,NO
0.3077,NO
0.6931,NO
0.3538,NO
0.7717,NO
0.2019,NO
0.7644,NO
2.5674,YES
1.1511,YES
1.6142,YES
2.0596,YES
0.7168,NO
1.905,YES
0.7808,NO
0.5064,NO
0.1276,NO
1.364,YES
2.3246,YES
2.1519,YES
1.7802,YES
0.3256,NO
0.0766,NO
1.6822,YES
0.6131,NO
1.7012,YES
0.7465,NO
0.3884,NO
0.7816,NO
0.2375,NO
0.1453,NO
2.0462,YES
0.2023,NO
2.61,YES
0.2308,NO
1.8546,YES
0.6168,NO
0.4795,NO
0.5897,NO
0.8158,NO
1.5997,YES
0.6926,NO
1.495,YES
0.7329,NO
0.2492,NO
0.8943,NO
0.7889,NO
0.657,NO
0.8211,NO
0.4047,NO
0.5073,NO
0.7171,NO
1.2158,YES
0.8695,NO
1.7693,YES
0.5007,NO
0.4109,NO
0.2033,NO
0.5231,NO
0.703,NO
0.45799999999999996,NO
0.5064,NO
0.2768,NO
0.6517,NO
1.9893,YES
1.0148,YES
1.0668,YES
2.5432,YES
0.8001,NO
1.7259,YES
0.8140000000000001,NO
0.7709999999999999,NO
0.2225,NO
0.4699,NO
0.851,NO
0.6243,NO
0.624,NO
0.4344,NO
0.5022,NO
0.5704,NO
1.8905,YES
0.6788,NO
2.6357,YES
0.2978,NO
0.2884,NO
0.0762,NO
0.5444,NO
0.5706,NO
0.4973,NO
0.4389,NO
0.2064,NO
0.5118,NO
2.8738,YES
1.2815,YES
1.4013,YES
3.1174,YES
0.3802,NO
2.0919,YES
0.7236,NO
0.9297,NO
0.4197,NO
0.778,NO
1.1146,NO
0.9461,NO
0.7783,NO
0.5323,NO
0.7019,NO
0.7891,NO
1.9111,YES
0.8374,NO
2.5418,YES
0.5604,NO
0.5506,NO
0.2007,NO
0.7221,NO
0.8982,NO
0.6977,NO
0.8486,NO
0.3102,NO
0.7538,NO
2.7911,YES
1.3242,YES
1.4236,YES
3.1562,YES
0.7476,NO
1.9835,YES
0.8282,NO
0.5981,NO
0.1883,NO
0.3794,NO
0.8937,NO
0.8061,NO
0.4407,NO
0.4283,NO
0.4277,NO
0.428,NO
1.0876,YES
0.4635,NO
1.8549,YES
0.2714,NO
0.3589,NO
0.2045,NO
0.5015,NO
0.8358,NO
0.37200000000000005,NO
0.578,NO
0.2004,NO
0.7276,NO
1.4648,YES
0.899,YES
0.9403,YES
1.7642,YES
0.3155,NO
1.6008,YES
0.4473,NO
0.489,NO
0.4903,NO
3.7689,YES
1.0723,YES
1.5786,YES
4.9372,YES
0.479,NO
0.2657,NO
3.1802,YES
0.3964,NO
3.4646,YES
0.6266,NO
0.5497,NO
0.642,NO
0.1474,NO
0.2265,NO
1.7366,YES
0.3243,NO
2.121,YES
0.3106,NO
1.3718,YES
0.3854,NO
0.4021,NO
0.6977,NO
0.6463,NO
2.7474,YES
1.3032,NO
4.53,YES
0.4568,NO
0.2603,NO
1.8359999999999999,YES
0.5495,NO
0.5562,NO
2.6578,YES
0.2014,NO
0.2664,NO
1.9852,YES
0.3458,NO
2.0709999999999997,YES
0.5205,NO
0.6708,NO
0.6585,NO
0.2648,NO
0.20600000000000002,NO
0.8255,NO
0.2186,NO
0.6839,NO
0.1559,NO
0.3839,NO
0.6288,NO
0.3185,NO
0.5476,NO
0.6692,NO
1.4059,YES
0.9911,NO
2.3252,YES
0.8492,NO
0.5278,NO
1.3413,YES
2.5617,YES
2.7929,YES
1.7581,YES
0.4861,NO
0.5792,NO
1.5830000000000002,YES
0.9344,NO
1.7591,YES
1.2137,NO
0.4097,NO
0.7349,NO
0.2133,NO
0.5969,NO
2.1447,YES
0.6131,NO
2.7230000000000003,YES
0.4044,NO
1.9535,YES
1.1838,NO
0.7591,NO
1.0857,NO
1.2303,NO
1.8097,YES
1.0507,NO
1.4905,YES
0.1636,NO
0.1646,NO
1.7798,YES
0.3161,NO
0.5258,NO
1.8606,YES
0.2627,NO
0.153,NO
0.9055,YES
0.1991,NO
1.1162,YES
0.3082,NO
0.2911,NO
0.2468,NO
0.1277,NO
0.1775,NO
0.4169,NO
0.1654,NO
0.6224,NO
0.0902,NO
0.3492,NO
0.2478,NO
0.187,NO
0.5464,NO
0.2386,NO
1.088,YES
0.6385,NO
1.4211,YES
0.2888,NO
0.225,NO
1.2822,YES
1.9282,YES
2.4312,YES
1.4163,YES
0.2042,NO
0.1348,NO
1.3504,YES
0.2231,NO
1.3624,YES
