50Traced_NONETRACED_MAX_RAW_VSM_70_MAX,Associated
0.1687,NO
0.1687,NO
0.1423,NO
0.2164,NO
0.1423,NO
0.1406,NO
0.1687,NO
0.0679,NO
0.1689,NO
0.2469,YES
0.0829,NO
0.33799999999999997,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1687,NO
0.1423,NO
0.1109,NO
0.1259,NO
0.2179,NO
0.1423,NO
0.4096,YES
0.4096,YES
0.1916,YES
0.4096,YES
0.1573,NO
0.1916,YES
0.1406,NO
1.0,YES
1.0,YES
0.3362,NO
0.1579,NO
0.1659,NO
0.1405,NO
1.0,YES
0.0957,YES
0.1659,NO
0.1231,NO
0.1296,NO
0.1231,NO
0.1835,NO
0.1526,NO
0.1835,NO
1.0,YES
0.1659,NO
0.1615,YES
0.1088,NO
1.0,YES
0.1659,NO
0.1474,NO
0.1474,NO
0.1235,NO
0.1474,NO
0.1903,NO
0.1231,NO
0.1008,NO
0.1495,NO
0.1534,NO
0.2137,NO
0.2865,NO
0.2137,NO
0.1666,NO
0.1465,NO
0.0623,NO
0.2187,NO
1.0,YES
0.1603,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.2137,NO
0.1268,NO
0.1947,NO
0.1755,NO
0.2202,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1659,NO
1.0,YES
0.1452,NO
1.0,YES
0.284,YES
0.3356,NO
0.1662,NO
0.204,NO
0.1489,NO
1.0,YES
0.3413,YES
0.204,NO
0.1387,NO
0.1489,NO
0.1387,NO
0.2289,NO
0.2088,NO
0.2183,NO
1.0,YES
0.204,NO
1.0,YES
0.1216,NO
1.0,YES
0.204,NO
0.1355,NO
0.1355,NO
0.1355,NO
0.1053,NO
0.2201,NO
0.1387,NO
0.1501,NO
0.1566,NO
0.1267,NO
0.3354,YES
0.4156,YES
1.0,YES
0.2372,YES
0.1548,NO
0.0477,NO
0.3354,YES
0.1531,NO
0.2111,YES
0.1531,NO
0.2165,NO
0.2199,NO
0.2199,NO
0.1508,NO
0.4156,YES
0.063,NO
0.4156,YES
0.1508,NO
1.0,YES
0.1335,NO
0.2044,NO
0.1439,NO
0.1335,NO
0.1715,YES
0.1531,NO
0.2372,YES
0.1926,NO
0.1621,NO
0.1975,NO
0.2582,NO
0.2067,NO
0.1701,NO
0.1926,NO
0.1225,NO
0.1458,NO
0.4997,YES
0.1577,NO
0.4997,YES
0.1987,NO
0.1844,NO
0.1844,NO
0.1926,NO
0.2067,NO
0.1694,NO
0.2067,NO
0.2019,NO
0.2067,NO
1.0,YES
1.0,YES
0.4997,YES
1.0,YES
0.2226,NO
0.4997,YES
0.1312,NO
0.1468,NO
0.0774,NO
1.0,YES
1.0,YES
1.0,YES
0.2985,YES
0.0885,NO
0.071,NO
1.0,YES
0.2598,NO
0.2134,YES
0.2548,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.1481,NO
1.0,YES
0.2548,NO
0.2548,NO
0.2564,NO
0.2293,NO
0.2732,YES
0.2564,NO
0.2078,YES
0.1553,NO
0.0785,NO
0.2395,NO
0.19,NO
0.2395,NO
0.1997,NO
0.1653,NO
0.1536,NO
0.2395,NO
1.0,YES
0.2045,NO
0.2638,YES
0.2519,NO
0.2036,NO
0.2033,NO
0.159,NO
0.2395,NO
0.055999999999999994,NO
0.1701,NO
0.2256,NO
0.2395,NO
0.4061,YES
0.4206,YES
1.0,YES
0.4061,YES
0.2405,NO
1.0,YES
0.2199,NO
0.1197,NO
0.1339,NO
0.2688,NO
0.1967,NO
0.1436,NO
0.2079,NO
0.1987,NO
0.0967,NO
0.2198,NO
1.0,YES
0.2347,NO
1.0,YES
0.1331,NO
0.1834,NO
0.0797,NO
0.204,NO
0.1906,NO
0.1655,NO
0.31,NO
0.1309,NO
0.2819,NO
0.4042,YES
0.3905,YES
0.4941,YES
0.2751,YES
0.193,NO
1.0,YES
0.2188,NO
0.1479,NO
0.1479,NO
0.2688,NO
0.2342,NO
0.2047,NO
0.2171,NO
0.1987,NO
0.1204,NO
0.2171,NO
1.0,YES
0.2347,NO
1.0,YES
0.2252,NO
0.2041,NO
0.2007,NO
0.1479,NO
0.1906,NO
0.0637,NO
0.1843,NO
0.1912,NO
0.166,NO
1.0,YES
1.0,YES
0.4754,YES
1.0,YES
0.2206,NO
1.0,YES
0.2171,NO
0.1553,NO
0.0785,NO
0.2688,NO
0.2886,NO
0.1427,NO
0.1986,NO
0.1987,NO
0.0532,NO
0.1421,NO
1.0,YES
0.2347,NO
1.0,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.159,NO
0.1906,NO
0.1118,NO
0.1843,NO
0.1702,NO
0.166,NO
0.4994,YES
0.4994,YES
1.0,YES
0.3916,YES
0.1526,NO
1.0,YES
0.1576,NO
0.1468,NO
0.0451,NO
1.0,YES
0.2996,YES
1.0,YES
1.0,YES
0.2237,NO
0.1065,NO
1.0,YES
0.2938,NO
0.3289,YES
0.2938,NO
0.2131,NO
0.179,NO
0.1834,NO
0.0902,NO
1.0,YES
0.132,NO
0.2829,YES
0.2129,NO
1.0,YES
0.1271,NO
0.0889,NO
0.3025,NO
0.12,NO
0.3399,YES
0.2938,NO
0.3533,YES
0.1799,NO
0.1547,NO
0.47700000000000004,YES
0.2156,NO
0.1535,NO
0.47700000000000004,YES
0.1827,NO
0.1097,NO
0.5448,YES
0.191,NO
0.47700000000000004,YES
0.1528,NO
0.3264,NO
0.3203,NO
0.2648,NO
0.171,NO
0.21899999999999997,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.2637,NO
0.1991,NO
0.1784,NO
0.3767,NO
0.1917,NO
0.3794,YES
0.3359,NO
0.2874,YES
0.1566,NO
0.0364,NO
1.0,YES
1.0,YES
1.0,YES
0.3189,YES
0.1768,NO
0.071,NO
1.0,YES
0.3374,NO
0.3189,YES
0.3374,NO
0.2365,NO
0.2585,NO
0.2585,NO
0.0891,NO
1.0,YES
0.1768,NO
1.0,YES
0.1481,NO
1.0,YES
0.2397,NO
0.2111,NO
0.3002,NO
0.1155,NO
0.3189,YES
0.3374,NO
0.2902,YES
0.1636,NO
0.1646,NO
1.0,YES
0.3036,NO
0.1649,NO
0.4197,YES
0.1681,NO
0.153,NO
0.4738,YES
0.2848,NO
1.0,YES
0.2848,NO
0.2244,NO
0.171,NO
0.171,NO
0.1775,NO
0.3036,NO
0.1654,NO
0.3557,NO
0.0902,NO
0.2663,NO
0.2218,NO
0.1764,NO
0.3901,NO
0.21600000000000003,NO
0.402,YES
0.3584,NO
1.0,YES
0.1468,NO
0.0184,NO
1.0,YES
1.0,YES
1.0,YES
0.2985,YES
0.0855,NO
0.071,NO
1.0,YES
0.1475,NO
0.2134,YES
0.0994,NO
0.1762,NO
0.1733,NO
0.1785,NO
0.0891,NO
1.0,YES
0.0864,NO
1.0,YES
0.1481,NO
1.0,YES
0.0756,NO
0.0756,NO
0.1027,NO
0.035,NO
0.2732,YES
0.2113,NO
0.2078,YES
1.0,YES
1.0,YES
0.3634,NO
0.1548,NO
0.1459,NO
0.1636,NO
1.0,YES
0.3693,YES
0.1636,NO
0.149,NO
0.1517,NO
0.149,NO
0.2131,NO
0.2274,NO
0.2274,NO
1.0,YES
0.1033,NO
1.0,YES
0.0275,NO
1.0,YES
0.0922,NO
0.1398,NO
0.1398,NO
0.1398,NO
0.1193,NO
0.2177,NO
0.15,NO
0.1636,NO
0.1741,NO
0.0672,NO
1.0,YES
0.2624,YES
0.301,YES
1.0,YES
0.1658,NO
0.0677,NO
1.0,YES
0.2649,NO
1.0,YES
0.2649,NO
0.3042,NO
0.2246,NO
0.2024,NO
0.084,NO
0.301,YES
0.132,NO
0.3002,YES
0.0821,NO
0.301,YES
0.1353,NO
0.1329,NO
0.3023,NO
0.1202,NO
1.0,YES
0.2714,NO
1.0,YES
0.17,NO
0.1467,NO
1.0,YES
0.2292,YES
0.3451,YES
1.0,YES
0.2192,NO
0.1165,NO
1.0,YES
0.3049,NO
1.0,YES
0.3049,NO
0.2277,NO
0.2193,NO
0.2193,NO
0.1467,NO
0.3451,YES
0.1931,NO
0.2598,YES
0.1968,NO
0.3451,YES
0.2672,NO
0.2672,NO
0.3004,NO
0.2422,NO
0.3477,YES
0.3049,NO
1.0,YES
0.17,NO
0.1099,NO
1.0,YES
0.2996,YES
1.0,YES
1.0,YES
0.22699999999999998,NO
0.1622,NO
1.0,YES
0.2904,NO
1.0,YES
0.2904,NO
0.2099,NO
0.1848,NO
0.1085,NO
0.2034,NO
1.0,YES
0.1975,NO
0.3422,YES
0.1773,NO
1.0,YES
0.1754,NO
0.1669,NO
0.3619,NO
0.1715,NO
0.3477,YES
0.3259,NO
1.0,YES
0.1741,NO
0.0802,NO
1.0,YES
0.2996,YES
1.0,YES
1.0,YES
0.1867,NO
0.0711,NO
1.0,YES
0.2491,NO
1.0,YES
0.2491,NO
0.2859,NO
0.2246,NO
0.1497,NO
0.1047,NO
1.0,YES
0.132,NO
0.3066,YES
0.1481,NO
1.0,YES
0.1277,NO
0.1669,NO
0.3135,NO
0.1193,NO
1.0,YES
0.2714,NO
1.0,YES
0.1566,NO
0.0905,NO
0.2475,YES
1.0,YES
1.0,YES
0.1542,YES
0.1548,NO
0.0554,NO
0.2475,YES
0.2335,NO
0.1311,YES
0.1418,NO
0.2488,NO
0.2731,NO
0.2523,NO
0.1698,NO
1.0,YES
0.1648,NO
1.0,YES
0.1508,NO
1.0,YES
0.1516,NO
0.2519,NO
0.2335,NO
0.1018,NO
0.152,YES
0.2335,NO
0.1207,YES
0.1566,NO
0.10300000000000001,NO
1.0,YES
1.0,YES
1.0,YES
0.2985,YES
0.1548,NO
0.0792,NO
1.0,YES
0.1836,NO
0.3039,YES
0.1342,NO
0.1477,NO
0.1632,NO
0.1068,NO
0.1825,NO
1.0,YES
0.1772,NO
1.0,YES
0.1481,NO
1.0,YES
0.1677,NO
0.2519,NO
0.2985,NO
0.1348,NO
0.2732,YES
0.2298,NO
0.2728,YES
0.1932,NO
0.1196,NO
0.1931,NO
0.2108,NO
0.14800000000000002,NO
0.1653,NO
0.1233,NO
0.0727,NO
0.2592,NO
0.1291,NO
0.1653,NO
0.1052,NO
0.4225,YES
1.0,YES
1.0,YES
0.1233,NO
0.185,NO
0.0797,NO
0.0717,NO
0.1551,NO
0.14800000000000002,NO
0.1443,NO
0.1813,NO
0.1014,NO
0.1443,NO
0.1754,NO
0.0806,NO
0.2105,NO
1.0,YES
1.0,YES
0.2752,NO
0.1653,NO
0.0962,NO
0.1208,NO
1.0,YES
0.3164,YES
0.1208,NO
0.1519,NO
0.0543,NO
0.1784,NO
0.1661,NO
0.1504,NO
0.1562,NO
1.0,YES
0.1033,NO
0.4181,YES
0.0962,NO
1.0,YES
0.0962,NO
0.1565,NO
0.1565,NO
0.1354,NO
0.1565,NO
0.1407,NO
0.1077,NO
0.1097,NO
0.1566,NO
0.1,NO
1.0,YES
1.0,YES
1.0,YES
