50Traced_NONETRACED_MAX_SINGLE_VSM_56_MEDIAN,Associated
0.2201,NO
0.1429,NO
0.1901,NO
0.3384,NO
0.3315,NO
0.6773,NO
0.4224,NO
0.2025,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.3126,NO
0.3391,NO
0.3391,NO
0.2201,NO
0.5133,NO
0.2886,NO
0.4343,NO
0.2201,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.2574,NO
1.0,YES
1.0,YES
0.4007,NO
0.3639,NO
0.3639,NO
0.3765,NO
1.0,YES
1.0,YES
0.4007,NO
0.2314,NO
0.4007,NO
0.1086,NO
0.1797,NO
0.1526,NO
0.1551,NO
1.0,YES
0.3639,NO
1.0,YES
0.2676,NO
1.0,YES
0.1872,NO
0.2082,NO
0.2082,NO
0.2314,NO
0.2314,NO
0.4007,NO
0.2314,NO
0.3639,NO
0.1671,NO
0.1534,NO
0.1901,NO
0.3063,NO
0.3315,NO
0.3322,NO
0.2344,NO
0.1016,NO
0.2187,NO
1.0,YES
0.3591,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.4176,NO
0.2886,NO
0.391,NO
0.1827,NO
0.2752,NO
1.0,YES
1.0,YES
0.9091,YES
1.0,YES
0.3063,NO
0.6631,YES
0.3063,NO
0.6166,YES
1.0,YES
0.3731,NO
0.6805,NO
0.6805,NO
0.6805,NO
1.0,YES
1.0,YES
0.4748,NO
0.4197,NO
0.4605,NO
0.601,NO
0.7376,NO
0.7376,NO
0.7358,NO
1.0,YES
0.6805,NO
1.0,YES
0.5005,NO
1.0,YES
0.3722,NO
0.4069,NO
0.601,NO
0.4197,NO
0.601,NO
0.6805,NO
0.4197,NO
0.6805,NO
0.1709,NO
0.2248,NO
0.5483,YES
1.0,YES
1.0,YES
1.0,YES
0.2995,NO
0.0369,NO
0.5022,YES
0.3019,NO
0.6283,YES
0.166,NO
0.3291,NO
0.3291,NO
0.3283,NO
0.1146,NO
1.0,YES
0.1052,NO
1.0,YES
0.4988,NO
1.0,YES
0.3725,NO
0.457,NO
0.2743,NO
0.3307,NO
1.0,YES
0.4518,NO
1.0,YES
0.2719,NO
0.2169,NO
0.2268,NO
0.4137,NO
0.4137,NO
0.6773,NO
0.4224,NO
0.2502,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.2451,NO
0.2525,NO
0.2525,NO
0.2719,NO
0.5133,NO
0.2886,NO
0.4343,NO
0.2719,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.4137,NO
0.1709,NO
0.1858,NO
0.4532,YES
1.0,YES
1.0,YES
0.8266,YES
0.2476,NO
0.1098,NO
0.4151,YES
0.5884,NO
0.5193,YES
0.6968,NO
0.3948,NO
0.3948,NO
0.3938,NO
0.1453,NO
1.0,YES
0.2011,NO
1.0,YES
0.4123,NO
1.0,YES
0.6968,NO
0.6232,NO
0.6334,NO
0.5875,NO
0.8266,YES
0.462,NO
0.8266,YES
0.1415,NO
0.1856,NO
0.2381,NO
0.4328,NO
0.4328,NO
0.4328,NO
0.2177,NO
0.1856,NO
0.2649,NO
1.0,YES
0.3648,NO
1.0,YES
0.2519,NO
0.2085,NO
0.2033,NO
0.1856,NO
0.4328,NO
0.1856,NO
0.3183,NO
0.2256,NO
0.2752,NO
1.0,YES
1.0,YES
0.7522,YES
1.0,YES
0.4328,NO
0.5155,YES
0.4328,NO
0.1671,NO
0.1339,NO
0.2605,NO
0.4374,NO
0.4374,NO
0.5273,NO
0.3289,NO
0.1016,NO
0.3809,NO
0.8445,YES
0.551,NO
1.0,YES
0.18899999999999997,NO
0.1437,NO
0.1004,NO
0.204,NO
0.3996,NO
0.2886,NO
0.4374,NO
0.16699999999999998,NO
0.4374,NO
1.0,YES
0.8945,YES
0.9091,YES
0.7875,YES
0.4039,NO
0.7786,YES
0.3531,NO
0.2093,NO
0.2093,NO
0.1953,NO
0.3039,NO
0.2154,NO
0.4023,NO
0.2509,NO
0.2093,NO
0.2637,NO
1.0,YES
0.4203,NO
0.8982,YES
0.2641,NO
0.2866,NO
0.2866,NO
0.1246,NO
0.4176,NO
0.2093,NO
0.258,NO
0.2034,NO
0.2752,NO
1.0,YES
1.0,YES
0.7522,YES
1.0,YES
0.3081,NO
0.594,YES
0.2054,NO
0.2057,NO
0.1109,NO
0.1901,NO
0.3384,NO
0.3335,NO
0.6773,NO
0.4224,NO
0.1244,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.2389,NO
0.2593,NO
0.2593,NO
0.1352,NO
0.5133,NO
0.2886,NO
0.4343,NO
0.1827,NO
0.3335,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.31,NO
0.2194,NO
0.2607,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2995,NO
0.2018,NO
1.0,YES
0.0974,NO
1.0,YES
0.1607,NO
0.5579,NO
0.441,NO
0.441,NO
0.2194,NO
1.0,YES
0.2194,NO
0.7355,YES
0.4988,NO
0.4963,YES
0.3725,NO
0.1907,NO
0.5872,NO
0.3552,NO
1.0,YES
0.5796,NO
1.0,YES
0.2097,NO
0.3233,NO
0.5465,YES
0.2156,NO
0.1606,NO
1.0,YES
0.4103,NO
0.1279,NO
1.0,YES
0.191,NO
1.0,YES
0.1629,NO
0.4978,NO
0.5402,NO
0.5402,NO
0.171,NO
0.5293,NO
0.1398,NO
0.498,NO
0.2054,NO
0.3889,NO
0.2081,NO
0.2365,NO
0.5719,NO
0.3693,NO
1.0,YES
0.6436,NO
0.9755,YES
0.1762,NO
0.2716,NO
0.7876,YES
1.0,YES
1.0,YES
1.0,YES
0.2995,NO
0.0726,NO
0.8170000000000001,YES
0.8445,NO
0.8399,YES
0.6271,NO
0.4811,NO
0.5221,NO
0.5221,NO
0.1146,NO
1.0,YES
0.1052,NO
1.0,YES
0.4988,NO
1.0,YES
0.8445,NO
0.8445,NO
0.6352,NO
0.8445,NO
1.0,YES
0.5406,NO
1.0,YES
0.1636,NO
0.1646,NO
0.6768,YES
0.1762,NO
0.1984,NO
1.0,YES
0.2703,NO
0.153,NO
0.8576,YES
0.3707,NO
1.0,YES
0.439,NO
0.5579,NO
0.3363,NO
0.3363,NO
0.1775,NO
0.3487,NO
0.1654,NO
0.6151,NO
0.1871,NO
0.3164,NO
0.439,NO
0.3927,NO
0.5872,NO
0.3552,NO
1.0,YES
0.5796,NO
1.0,YES
0.221,NO
0.2248,NO
0.5483,YES
1.0,YES
1.0,YES
1.0,YES
0.2995,NO
0.2091,NO
0.5022,YES
0.3019,NO
0.6283,YES
0.3283,NO
0.7871,NO
0.7871,NO
0.7852,NO
0.221,NO
1.0,YES
0.221,NO
1.0,YES
0.4988,NO
1.0,YES
0.3725,NO
0.457,NO
0.2985,NO
0.3307,NO
1.0,YES
0.4518,NO
1.0,YES
1.0,YES
1.0,YES
0.3634,NO
0.4952,NO
0.4952,NO
0.4952,NO
1.0,YES
1.0,YES
0.3813,NO
0.2805,NO
0.3111,NO
0.4076,NO
0.5451,NO
0.5915,NO
0.5915,NO
1.0,YES
0.4952,NO
1.0,YES
0.3642,NO
1.0,YES
0.2458,NO
0.2112,NO
0.4076,NO
