50Traced_NONETRACED_MAX_MULTI_LSA_36_SUM,Associated
0.2534744772048318,NO
0.06838550461098843,NO
0.4244707104818808,NO
0.3673204312248344,NO
0.20483179633718662,NO
0.4486946356669697,NO
0.22840628653071826,NO
0.13599168723210808,NO
0.23912196389141444,NO
0.7883491362514613,YES
0.16943758929731134,NO
0.8475126639823354,YES
0.3670606572282114,NO
0.29458371217041174,NO
0.2662034030393557,NO
0.21989868814131708,NO
0.20652032731523573,NO
0.2177555526691778,NO
0.2767242499025847,NO
0.23821275490323418,NO
0.27633458890765034,NO
0.67859462267827,YES
0.6802182101571633,YES
0.736329393427718,YES
0.7838680348097156,YES
0.38972593843356274,NO
0.6745031822314587,YES
0.16729445382517205,NO
0.6709312897778933,YES
0.32049616833354977,YES
0.3784907130796207,NO
0.2626964540849461,NO
0.15463047148980386,NO
0.20580594882452263,NO
0.8843356280036369,YES
0.5169502532796467,YES
0.2487336017664632,NO
0.15644888946616442,NO
0.22386024158981688,NO
0.1409923366670996,NO
0.29971424860371476,NO
0.22918560852058706,NO
0.2061306663203013,NO
0.6101441745681258,YES
0.12845824133004285,NO
0.7011300168853098,YES
0.11027406156643717,NO
0.8487465904662944,YES
0.10546824262891284,NO
0.12839329783088715,NO
0.18801143005585141,NO
0.2162618521885959,NO
0.11248214053773216,NO
0.23938173788803735,NO
0.16670996233277047,NO
0.18125730614365498,NO
0.2439277828289388,NO
0.17515261722301595,NO
0.2661384595402,NO
0.3406286530718275,NO
0.23723860241589811,NO
0.3570593583582283,NO
0.28529679179114165,NO
0.08332250941680737,NO
0.3243927782828938,NO
0.9250552019742824,YES
0.24418755682556176,NO
0.4609040135082478,YES
0.2704896739836342,NO
0.25366930770229895,NO
0.22749707754253795,NO
0.29412910767632156,NO
0.3591375503312118,NO
0.26743732952331467,NO
0.33419924665540973,NO
0.1887907520457202,NO
0.2975711131315755,NO
0.9179763605663073,YES
0.9041433952461359,YES
0.7102221067671126,YES
0.4450577997142486,YES
0.2902324977269775,NO
0.7531497597090532,YES
0.2194440836472269,NO
0.7126250162358748,YES
0.36134562930250674,YES
0.40115599428497206,NO
0.2537991947006104,NO
0.17164566826860633,NO
0.23632939342771786,NO
0.8510845564359009,YES
0.5355240940381867,YES
0.2551630081828809,NO
0.17476295622808158,NO
0.2281465125340953,NO
0.11514482400311728,NO
0.2545135731913235,NO
0.18521885959215484,NO
0.162423691388492,NO
0.7528899857124302,YES
0.1339784387582803,NO
0.6813222496428109,YES
0.07195739706455383,NO
0.8280945577347708,YES
0.1001428756981426,NO
0.20184439537602283,NO
0.19716846343681,NO
0.14703208208858293,NO
0.10046759319392129,NO
0.28250422132744507,NO
0.2083387452915963,NO
0.2289907780231199,NO
0.221132614625276,NO
0.06513832965320171,NO
0.719184309650604,YES
0.8454344720093518,YES
0.6200155864397974,YES
0.4859072606832056,YES
0.13105598129627222,NO
0.034225224055072084,NO
0.7645798155604624,YES
0.2657487985452656,NO
0.714053773217301,YES
0.23723860241589811,NO
0.3160150668918041,NO
0.33290037667229505,NO
0.21859981815820234,NO
0.14631770359786983,NO
0.6432653591375502,YES
0.084881153396545,NO
0.8623847252889986,YES
0.13638134822704245,NO
0.6583322509416807,YES
0.21496298220548127,NO
0.3697882841927522,NO
0.2369788284192752,NO
0.17560722171710613,NO
0.4679179114170671,YES
0.17177555526691773,NO
0.3493960254578516,YES
0.28666060527341214,NO
0.12306793090011688,NO
0.3383556306013768,NO
0.3496557994544745,NO
0.2697752954929211,NO
0.359332380828679,NO
0.2885439667489284,NO
0.19463566696973633,NO
0.2770489673983634,NO
0.8895960514352513,YES
0.17281465125340956,NO
0.5718275100662423,YES
0.2659436290427328,NO
0.24847382776984017,NO
0.2161969086894402,NO
0.1902844525263021,NO
0.3549811663852448,NO
0.22061306663203012,NO
0.28347837381478114,NO
0.2958176386543707,NO
0.2659436290427328,NO
0.88108845304585,YES
0.8288738797246397,YES
0.7564618781659955,YES
0.571178075074685,YES
0.32705546174827893,NO
0.7418495908559554,YES
0.20177945187686713,NO
0.23808286790492267,NO
0.099558384205741,NO
0.697428237433433,YES
0.8648525782569165,YES
0.7923756331991166,YES
0.47947785426678785,YES
0.14469411611897648,NO
0.07338615404597998,NO
0.7623067930900117,YES
0.42849720742953623,NO
0.6968437459410314,YES
0.23041953500454604,NO
0.321665151318353,NO
0.3742693856344979,NO
0.26750227302247037,NO
0.17469801272892588,NO
0.7738017924405767,YES
0.14599298610209116,NO
0.7983504351214443,YES
0.1466424210936485,NO
0.7939342771788545,YES
0.4088193271853487,NO
0.4690868944018703,NO
0.3873230289648006,NO
0.19034939602545786,NO
0.4514222626315106,YES
0.3482270424730484,NO
0.3482919859722041,YES
0.29750616963241977,NO
0.12391219638914143,NO
0.5048058189375244,NO
0.37927003506948953,NO
0.26172230159761006,NO
0.5195479932458761,NO
0.29750616963241977,NO
0.22580854656448884,NO
0.38569944148590724,NO
0.7571762566567087,YES
0.388686842447071,NO
0.786920379270035,YES
0.403104299259644,NO
0.32328873879724634,NO
0.284972074295363,NO
0.20723470580594883,NO
0.327769840238992,NO
0.22145733212105467,NO
0.30049357059358356,NO
0.3261462527600987,NO
0.26607351604104423,NO
0.7500324717495779,YES
0.7218469931159891,YES
0.751461228731004,YES
0.8298480322119756,YES
0.44375892973113384,NO
0.7356150149370048,YES
0.22463956357968567,NO
0.231393687491882,NO
0.1547603584881153,NO
0.39212884790232494,NO
0.31653461488504997,NO
0.34173269255747496,NO
0.4103130276659306,NO
0.27711391089751913,NO
0.10735160410442914,NO
0.3645278607611378,NO
0.8156903493960256,YES
0.3410183140667619,NO
0.5598129627224315,YES
0.17236004675931937,NO
0.13469281724899335,NO
0.02058708923236783,NO
0.21470320820885824,NO
0.3346538511494999,NO
0.2760098714118716,NO
0.4497986751526172,NO
0.1464475905961813,NO
0.3259514222626314,NO
0.8905052604234316,YES
0.8420574100532537,YES
0.7679568775165606,YES
0.5628653071827511,YES
0.326795687751656,NO
0.8015976100792311,YES
0.2657487985452656,NO
0.2990648136121574,NO
0.12547084036887907,NO
0.47701000129887,NO
0.37888037407455505,NO
0.2941940511754773,NO
0.5082478243927783,NO
0.2995194181062475,NO
0.20301337836082606,NO
0.29607741265099363,NO
0.8604364203143264,YES
0.3454344720093518,NO
0.7632809455773477,YES
0.18580335108455642,NO
0.19502532796467076,NO
0.15268216651513183,NO
0.18210157163267954,NO
0.35147421743083507,NO
0.21853487465904659,NO
0.3065982595142226,NO
0.3021171580724769,NO
0.2927652941940512,NO
0.8902454864268087,YES
0.854916222886089,YES
0.8097804909728537,YES
0.8017274970775425,YES
0.43083517339914273,NO
0.7580854656448889,YES
0.2140537732173009,NO
0.1796986621639174,NO
0.0967658137420444,NO
0.2856864527860761,NO
0.40297441226133257,NO
0.24204442135342252,NO
0.23431614495389014,NO
0.21834004416157937,NO
0.1087803610858553,NO
0.3078321859981816,NO
0.8464086244966879,YES
0.25496817768541363,NO
0.43901805429276525,YES
0.18794648655669566,NO
0.19502532796467076,NO
0.13222496428107544,NO
0.17482789972723733,NO
0.25386413819976617,NO
0.18502402909468757,NO
0.21268995973503052,NO
0.20028575139628518,NO
0.24795427977659434,NO
0.8128977789323288,YES
0.8084166774905832,YES
0.6576178724509677,YES
0.36822964021301463,YES
0.2218469931159891,NO
0.6671645668268606,YES
0.16105987790622162,NO
