50Traced_NONETRACED_SUM_SINGLE_VSM_70_MEDIAN,Associated
0.4285,NO
0.8140000000000001,NO
0.7767,NO
0.8367,NO
0.8008,NO
1.1442,NO
1.2086,NO
0.2862,NO
1.2844,NO
3.1253,YES
1.6652,NO
2.7397,YES
0.4569,NO
0.6135,NO
0.4757,NO
1.0914,NO
1.9376,NO
0.5242,NO
0.7189,NO
0.8359,NO
0.85,NO
3.1551,YES
3.1234,YES
3.5836,YES
3.2958,YES
0.5235,NO
2.6384,YES
1.4422,NO
1.4186,YES
2.1341,YES
1.3014,NO
0.9064,NO
0.8261,NO
1.0737,NO
2.3418,YES
1.3913,YES
1.1115,NO
0.3036,NO
0.9862,NO
0.2197,NO
0.233,NO
0.1622,NO
0.1551,NO
2.1877,YES
0.8817,NO
2.4564,YES
0.8461,NO
2.69,YES
0.6925,NO
0.6476,NO
0.4717,NO
0.4862,NO
0.4058,NO
1.1545,NO
0.498,NO
0.7557,NO
0.3743,NO
0.5117,NO
0.7357,NO
1.413,NO
0.9098,NO
1.1063,NO
1.1506,NO
0.0913,NO
1.2841,NO
3.5037,YES
1.7234,NO
2.7973,YES
0.5681,NO
0.7747,NO
0.5795,NO
0.9094,NO
2.3092,NO
0.3723,NO
0.9781,NO
0.5556,NO
1.023,NO
3.483,YES
3.3941,YES
4.0985,YES
3.3691,YES
0.4857,NO
3.2747,YES
1.4948,NO
1.9625,YES
2.4233,YES
1.5399,NO
1.5366,NO
1.1135,NO
1.5712,NO
2.8457,YES
1.7221,YES
1.9056,NO
0.6686,NO
1.5388,NO
0.3822,NO
1.3192,NO
1.2107,NO
1.3575,NO
2.3454,YES
1.7527,NO
2.6799,YES
1.1346,NO
3.2532,YES
1.1015,NO
1.1448,NO
0.7796,NO
1.0379,NO
0.7064,NO
1.5521,NO
0.5908,NO
1.9045,NO
0.3377,NO
0.8378,NO
2.2663,YES
4.4271,YES
4.7726,YES
2.5088,YES
0.9766,NO
0.1366,NO
2.86,YES
0.8336,NO
2.3853,YES
0.2441,NO
1.3982,NO
1.4915,NO
1.6932,NO
0.376,NO
5.1169,YES
0.2848,NO
4.2336,YES
1.4823,NO
4.0263,YES
1.2338,NO
0.7631,NO
1.2055,NO
1.3241,NO
2.5255,YES
1.2343,NO
2.6172,YES
0.575,NO
0.2489,NO
0.653,NO
1.4802,NO
1.0219,NO
0.9437,NO
0.9835,NO
0.217,NO
1.1544,NO
3.4330000000000003,YES
1.3014,NO
2.7151,YES
0.4764,NO
0.833,NO
0.5523,NO
0.7041,NO
2.4001,NO
0.3343,NO
1.2659,NO
0.528,NO
1.2415,NO
3.5762,YES
3.4523,YES
3.7085,YES
3.2388,YES
0.4613,NO
2.8379,YES
1.2647,NO
0.2273,NO
0.8137,NO
0.9284,YES
3.4203,YES
3.8235,YES
1.2159,YES
0.7463,NO
0.0701,NO
1.2132,YES
0.9607,NO
0.9487,YES
0.5923,NO
0.6989,NO
1.0835,NO
1.0449,NO
0.4109,NO
4.0031,YES
0.2296,NO
3.0234,YES
1.0476,NO
3.2101,YES
1.426,NO
