50Traced_NONETRACED_MAX_MULTI_VSM_31_MAX,Associated
0.2262,NO
0.0652,NO
0.1144,NO
0.3093,NO
0.2804,NO
0.1938,NO
0.2173,NO
0.0679,NO
0.2137,NO
0.5328,YES
0.1134,NO
0.7677,YES
0.3353,NO
0.3555,NO
0.2223,NO
0.1493,NO
0.1513,NO
0.1109,NO
0.2804,NO
0.2179,NO
0.2804,NO
0.3465,YES
0.5015,YES
0.7677,YES
0.7677,YES
0.1573,NO
0.3311,YES
0.1701,NO
1.0,YES
0.6914,YES
0.3362,NO
0.2044,NO
0.1542,NO
0.2387,NO
1.0,YES
1.0,YES
0.2113,NO
0.1939,NO
0.1364,NO
0.1939,NO
0.1797,NO
0.1526,NO
0.1551,NO
1.0,YES
0.2278,NO
0.8716,YES
0.1542,NO
0.568,YES
0.1542,NO
0.1223,NO
0.2456,NO
0.1597,NO
0.1087,NO
0.1903,NO
0.1504,NO
0.1469,NO
0.32,NO
0.294,NO
0.2809,NO
0.4329,NO
0.3753,NO
0.4162,NO
0.3056,NO
0.294,NO
0.2572,NO
1.0,YES
0.2487,NO
1.0,YES
0.2728,NO
0.3673,NO
0.2136,NO
0.294,NO
0.4327,NO
0.294,NO
0.3753,NO
0.1755,NO
0.3753,NO
0.83,YES
1.0,YES
1.0,YES
1.0,YES
0.314,NO
1.0,YES
0.2487,NO
1.0,YES
1.0,YES
0.3356,NO
0.3559,NO
0.3559,NO
0.2528,NO
1.0,YES
1.0,YES
0.2528,NO
0.2251,NO
0.2528,NO
0.316,NO
0.3157,NO
0.3845,NO
0.2386,NO
1.0,YES
0.3559,NO
1.0,YES
0.3559,NO
0.5838,YES
0.3559,NO
0.1769,NO
0.2456,NO
0.316,NO
0.316,NO
0.2528,NO
0.2142,NO
0.184,NO
0.3229,NO
0.11599999999999999,NO
0.5033,YES
1.0,YES
1.0,YES
0.6382,YES
0.2493,NO
0.1691,NO
0.5227,YES
0.3027,NO
0.4491,YES
0.1443,NO
0.2531,NO
0.42,NO
0.1934,NO
0.2493,NO
1.0,YES
0.2254,NO
1.0,YES
0.304,NO
1.0,YES
0.1172,NO
0.462,NO
0.4856,NO
0.2229,NO
0.5820000000000001,YES
0.4444,NO
0.4367,YES
0.3331,NO
0.272,NO
0.2809,NO
0.4528,NO
0.4528,NO
0.4162,NO
0.3331,NO
0.272,NO
0.2962,NO
1.0,YES
0.4052,NO
1.0,YES
0.2522,NO
0.3375,NO
0.1689,NO
0.3331,NO
0.4528,NO
0.3011,NO
0.4528,NO
0.2019,NO
0.4528,NO
0.83,YES
1.0,YES
1.0,YES
1.0,YES
0.4052,NO
1.0,YES
0.4052,NO
0.1741,NO
0.1676,NO
0.4187,YES
0.5253,YES
1.0,YES
0.3353,YES
0.2784,NO
0.1676,NO
0.4664,YES
0.4576,NO
0.4131,YES
0.4608,NO
0.3335,NO
0.3569,NO
0.2375,NO
0.174,NO
1.0,YES
0.1676,NO
1.0,YES
0.1597,NO
0.6089,YES
0.3798,NO
0.4608,NO
0.4608,NO
0.4608,NO
0.3891,YES
0.4608,NO
0.2294,YES
0.2241,NO
0.2816,NO
0.3347,NO
0.42700000000000005,NO
0.42700000000000005,NO
0.6333,NO
0.4164,NO
0.2816,NO
0.4753,NO
1.0,YES
0.4218,NO
1.0,YES
0.3298,NO
0.4018,NO
0.2493,NO
0.2816,NO
0.42700000000000005,NO
0.2816,NO
0.42700000000000005,NO
0.2256,NO
0.42700000000000005,NO
0.5044,YES
0.6471,YES
0.8236,YES
0.7607,YES
0.4758,NO
0.7756,YES
0.4218,NO
0.3071,NO
0.1374,NO
0.3061,NO
0.4029,NO
0.4156,NO
0.6333,NO
0.4164,NO
0.1069,NO
0.4753,NO
1.0,YES
0.3905,NO
1.0,YES
0.3104,NO
0.3824,NO
0.1078,NO
0.204,NO
0.4156,NO
0.1655,NO
0.4156,NO
0.1656,NO
0.3438,NO
0.83,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.3905,NO
0.3071,NO
0.0951,NO
0.242,NO
0.4809,NO
0.4809,NO
0.377,NO
0.2831,NO
0.1204,NO
0.2829,NO
1.0,YES
0.21600000000000003,NO
1.0,YES
0.3649,NO
0.3673,NO
0.22699999999999998,NO
0.1944,NO
0.4809,NO
0.1542,NO
0.4809,NO
0.1912,NO
0.4809,NO
0.83,YES
1.0,YES
1.0,YES
1.0,YES
0.2832,NO
1.0,YES
0.2156,NO
0.32,NO
0.2562,NO
0.2809,NO
0.4329,NO
0.31,NO
0.6333,NO
0.4164,NO
0.2562,NO
0.4753,NO
1.0,YES
0.15,NO
1.0,YES
0.3221,NO
0.3824,NO
0.2131,NO
0.2562,NO
0.4327,NO
0.2562,NO
0.3844,NO
0.1702,NO
0.3438,NO
0.83,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.2458,NO
0.3527,NO
0.2465,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3016,NO
0.2465,NO
1.0,YES
0.3027,NO
1.0,YES
0.1347,NO
0.2942,NO
0.3727,NO
0.1952,NO
0.2734,NO
1.0,YES
0.2471,NO
1.0,YES
0.308,NO
1.0,YES
0.256,NO
0.462,NO
0.6069,NO
0.242,NO
1.0,YES
0.578,NO
1.0,YES
0.3618,NO
0.1547,NO
1.0,YES
0.2517,NO
0.2918,NO
1.0,YES
0.4093,NO
0.1097,NO
1.0,YES
0.4965,NO
1.0,YES
0.4965,NO
0.3264,NO
0.3203,NO
0.2648,NO
0.1747,NO
0.3623,NO
0.1411,NO
0.3673,NO
0.1725,NO
0.2918,NO
0.2505,NO
0.3213,NO
0.4303,NO
0.2244,NO
1.0,YES
0.4918,NO
0.7090000000000001,YES
0.3011,NO
0.2331,NO
0.5764,YES
1.0,YES
1.0,YES
0.6382,YES
0.2784,NO
0.2331,NO
0.583,YES
0.3027,NO
0.583,YES
0.1102,NO
0.4651,NO
0.4651,NO
0.2893,NO
0.2544,NO
1.0,YES
0.2331,NO
1.0,YES
0.304,NO
1.0,YES
0.2397,NO
0.462,NO
0.4856,NO
0.2229,NO
0.583,YES
0.4444,NO
0.583,YES
0.2798,NO
0.1646,NO
1.0,YES
0.2238,NO
0.1649,NO
0.6681,YES
0.3016,NO
0.153,NO
1.0,YES
0.5177,NO
1.0,YES
0.5177,NO
0.2244,NO
0.3856,NO
0.21600000000000003,NO
0.1775,NO
0.3158,NO
0.1654,NO
0.4609,NO
0.13,NO
0.3073,NO
0.2612,NO
0.3773,NO
0.5289,NO
0.3773,NO
1.0,YES
0.4015,NO
0.6773,YES
0.11900000000000001,NO
0.0347,NO
0.1804,YES
0.4998,YES
1.0,YES
0.1594,YES
0.1673,NO
0.0804,NO
0.2096,YES
0.1217,NO
0.1428,YES
0.0994,NO
0.2728,NO
0.2728,NO
0.1785,NO
0.1186,NO
0.5396,YES
0.1216,NO
1.0,YES
0.1347,NO
1.0,YES
0.08199999999999999,NO
0.1581,NO
0.1471,NO
0.0764,NO
0.1428,YES
