50Traced_NONETRACED_MAX_RAW_VSM_99_SUM,Associated
0.11205285638013884,NO
0.10644687666844635,NO
0.206086492258409,NO
0.12867058195408437,NO
0.013747997864388684,NO
0.2085557928457021,NO
0.12226374799786441,NO
0.10824879871863322,NO
0.2133609183128671,NO
0.7825013347570744,YES
0.14809129738387616,NO
0.8432995194874534,YES
0.18726641751201284,NO
0.235250934329952,NO
0.1382140950347037,NO
0.12987186332087564,NO
0.12466631073144688,NO
0.13694607581420182,NO
0.02142285104111054,NO
0.19907901761879343,NO
0.10704751735184198,NO
0.6697143619861187,YES
0.6713828083288842,YES
0.7290443139348639,YES
0.7778964228510412,YES
0.20575280298985585,NO
0.6655098772023493,YES
0.13594500800854248,NO
0.6892685531233316,YES
0.7808328884143086,YES
0.2691537640149493,NO
0.0872931126534971,NO
0.05152162306460226,NO
0.05399092365189537,NO
0.8811398825413775,YES
0.6815936999466097,YES
0.06700480512546717,NO
0.11919380672717567,NO
0.10958355579284573,NO
0.05319006940736788,NO
0.13167378537106247,NO
0.09369994660971706,NO
0.08816070475173518,NO
0.2575413774693006,YES
0.07741591030432463,NO
0.6928723972237053,YES
0.06280032034169782,NO
0.8445675387079553,YES
0.0,NO
0.06393486385477845,NO
0.08295515216230648,NO
0.1311398825413775,NO
0.03610517885744796,NO
0.17111585691404166,NO
0.08595835557928458,NO
0.1113854778430326,NO
0.07087560064068339,NO
0.1682461292044848,NO
0.1396155899626268,NO
0.2790977042178324,NO
0.150961025093433,NO
0.12019487453283503,NO
0.1636412172984517,NO
0.09983982915109452,NO
0.198077949813134,NO
0.6063801388147356,YES
0.15423117992525362,NO
0.7522023491724507,YES
0.12486652429257877,NO
0.2080218900160171,NO
0.1216631073144688,NO
0.18453016550987722,NO
0.1167912439935932,NO
0.15049386011745863,NO
0.19380672717565406,NO
0.1288707955152162,NO
0.23631873998932199,NO
0.46162573411639085,YES
0.901494927923118,YES
0.46536305392418587,YES
0.7359183128670582,YES
0.1579684997330486,NO
0.2768286171916712,YES
0.13073945541911372,NO
0.1627736252002136,YES
0.7387880405766151,YES
0.310464495461826,NO
0.19741057127602776,NO
0.08669247197010146,NO
0.1826615056059797,NO
0.8469701014415378,YES
0.7006807261078485,YES
0.1660437800320342,NO
0.13674586225306995,NO
0.1065803523758676,NO
0.09997330485851577,NO
0.15856914041644424,NO
0.23538441003737323,NO
0.13113988254137748,NO
0.3345568606513615,YES
0.14835824879871862,NO
0.6725173518419648,YES
0.10724773091297385,NO
0.3148691938067272,YES
0.05859583555792848,NO
0.06860651361452216,NO
0.05278964228510412,NO
0.1519620928990924,NO
0.05072076882007476,NO
0.16243993593166045,NO
0.11238654564869197,NO
0.1041777896422851,NO
0.10317672183662574,NO
0.051187933796049134,NO
0.2678857447944475,YES
