50Traced_NONETRACED_MAX_MULTI_LSA_80_MEDIAN,Associated
0.32,NO
0.2574,NO
0.2323,NO
0.3822,NO
0.31,NO
0.6333,NO
0.3056,NO
0.1819,NO
0.4753,NO
1.0,YES
0.4964,NO
1.0,YES
0.3104,NO
0.35200000000000004,NO
0.3353,NO
0.3282,NO
0.2383,NO
0.318,NO
0.3844,NO
0.2179,NO
0.3078,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
0.7756,YES
0.2458,NO
1.0,YES
1.0,YES
0.3362,NO
0.2796,NO
0.2796,NO
0.2796,NO
1.0,YES
1.0,YES
0.2287,NO
0.2425,NO
0.2796,NO
0.1443,NO
0.196,NO
0.3413,NO
0.1551,NO
1.0,YES
0.1922,NO
1.0,YES
0.1687,NO
1.0,YES
0.1542,NO
0.2425,NO
0.2456,NO
0.1789,NO
0.126,NO
0.2796,NO
0.2425,NO
0.2287,NO
0.32,NO
0.1534,NO
0.2287,NO
0.3822,NO
0.3765,NO
0.6333,NO
0.3056,NO
0.294,NO
0.4753,NO
1.0,YES
0.4964,NO
1.0,YES
0.3104,NO
0.35200000000000004,NO
0.2728,NO
0.3282,NO
0.3104,NO
0.318,NO
0.3844,NO
0.1755,NO
0.3078,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.2458,NO
1.0,YES
1.0,YES
0.3356,NO
0.1662,NO
0.1507,NO
0.1923,NO
0.5161,YES
0.6779999999999999,YES
0.2344,NO
0.2069,NO
0.1923,NO
0.0887,NO
0.2824,NO
0.3667,NO
0.3667,NO
1.0,YES
0.1922,NO
1.0,YES
0.2013,NO
0.5838,YES
0.2013,NO
0.1815,NO
0.2187,NO
0.2187,NO
0.1053,NO
0.2528,NO
0.1351,NO
0.1923,NO
0.2493,NO
0.2493,NO
0.6191,YES
1.0,YES
1.0,YES
0.6191,YES
0.2784,NO
0.1691,NO
0.3433,YES
0.2975,NO
0.6191,YES
0.1443,NO
0.2986,NO
0.3877,NO
0.3877,NO
0.2493,NO
1.0,YES
0.2493,NO
1.0,YES
0.1456,NO
1.0,YES
0.254,NO
0.4169,NO
0.4471,NO
0.138,NO
0.6191,YES
0.4382,NO
0.3433,YES
0.3331,NO
0.3331,NO
0.4052,NO
0.3613,NO
0.3613,NO
0.3946,NO
0.3056,NO
0.2866,NO
0.4052,NO
1.0,YES
0.4052,NO
1.0,YES
0.3104,NO
0.3511,NO
0.1926,NO
0.3331,NO
0.3104,NO
0.3331,NO
0.3613,NO
0.2866,NO
0.2918,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3029,NO
1.0,YES
0.2458,NO
0.1918,NO
0.174,NO
0.5253,YES
1.0,YES
1.0,YES
