50Traced_NONETRACED_SUM_RAW_VSM_16_SUM,Associated
0.06240649711476812,NO
0.041889292583885435,NO
0.15005877324214578,NO
0.16520624064971148,NO
0.167156443684548,NO
0.12425197691814488,NO
0.07293225048087197,NO
0.035824962598845905,NO
0.19034515922205597,NO
0.30962812566787773,YES
0.08212224834366316,NO
0.5124759564009403,YES
0.12831267364821544,NO
0.17303376789912375,NO
0.1042690745885873,NO
0.07103547766616798,NO
0.08604936952340242,NO
0.03718743321222484,NO
0.07183693096815559,NO
0.08546163710194485,NO
0.1452500534302201,NO
0.44296324000854886,YES
0.41074481726864714,YES
0.26199508441974784,YES
0.21711369950844195,YES
0.18265120752297498,NO
0.351918144902757,YES
0.12590831374225261,NO
0.6596762128659971,YES
0.16993481513143832,YES
0.23680273562727078,NO
0.11166916007693953,NO
0.07162321008762555,NO
0.1093182303911092,NO
0.23084526608249628,YES
0.4625187005770463,YES
0.11944325710621928,NO
0.04399978627911946,NO
0.11068070100448815,NO
0.06473071169053216,NO
0.05743748664244497,NO
0.13549903825603762,NO
0.03144368454798033,NO
0.4055086556956615,YES
0.0761380636888224,NO
0.24794293652489846,YES
0.08978948493267791,NO
0.5313368241077153,YES
0.044347082709980765,NO
0.07194379140842058,NO
0.04314490275699935,NO
0.06262021799529814,NO
0.06692135071596494,NO
0.17952553964522333,NO
0.06096388117119042,NO
0.13557918358623638,NO
0.1011701218209019,NO
0.1027195982047446,NO
0.21414832229108782,NO
0.10648642872408633,NO
0.09769715751228895,NO
0.17843022013250692,NO
0.11805407138277407,NO
0.0796377431075016,NO
0.18906283393887582,NO
0.4125881598632186,YES
0.10416221414832229,NO
0.4732047446035478,YES
0.13256037614874971,NO
0.1702821115622996,NO
0.09638811711904252,NO
0.07370698867279334,NO
0.1058719811925625,NO
0.03935135712759136,NO
0.09721628553109637,NO
0.13253366103868347,NO
0.1058719811925625,NO
0.5369737123316948,YES
0.4118668518914298,YES
0.38077046377431073,YES
0.23025753366103868,YES
0.18679204958324427,NO
0.28766830519341735,YES
0.13063688822397948,NO
0.2000961743962385,YES
0.11877537935456292,YES
0.1542797606326138,NO
0.11653131010899764,NO
0.12187433212224832,NO
0.08268326565505449,NO
0.15005877324214578,YES
0.16079824748877963,YES
0.0823359692241932,NO
0.04194272280401795,NO
0.09823145971361402,NO
0.02455118615088694,NO
0.07159649497755931,NO
0.06825710621927764,NO
0.05281577260098311,NO
0.1217140414618508,YES
0.13643406710835648,NO
0.059013678136353914,YES
0.09045736268433426,NO
0.21676640307758063,YES
0.05618187646933105,NO
0.04389292583885446,NO
0.0396185082282539,NO
0.03889720025646505,NO
0.03854990382560376,NO
0.13902543278478305,NO
0.04245030989527676,NO
0.058773242145757645,NO
0.14754755289591792,NO
0.04645757640521479,NO
0.22969651634964736,YES
0.713640735199829,YES
0.6597563581961957,YES
0.2237123316948066,YES
0.13189249839709338,NO
0.058612951485360124,NO
0.3527463133148108,YES
0.11773349006197906,NO
0.45840457362684334,YES
0.022894849326779227,NO
0.16079824748877963,NO
0.18139559734986108,NO
0.22042637315665742,NO
0.08324428296644582,NO
0.9465163496473606,YES
0.05107929044667664,NO
0.6519288309467834,YES
0.1308506091045095,NO
0.5680433853387475,YES
0.09398375721307972,NO
0.16240115409275485,NO
0.13167877751656337,NO
0.06112417183158794,NO
0.46877003633254966,YES
0.047125454156871124,NO
0.23538683479375933,YES
0.06764265868775379,NO
0.043358623637529375,NO
0.23565398589442188,NO
0.18259777730284246,NO
0.21051506732207736,NO
0.23175357982474884,NO
0.15297072023936736,NO
0.036706561231032275,NO
0.3342861722590297,NO
0.5008014533019876,YES
0.14995191280188075,NO
0.8042583885445608,YES
0.18404039324642016,NO
0.23482581748236803,NO
0.15056636033340456,NO
0.0223338320153879,NO
0.21433532806155164,NO
0.012876683051934176,NO
0.159676212865997,NO
0.0884804445394315,NO
0.1661145543919641,NO
0.8450256465056635,YES
0.6196302628766831,YES
0.4843716606112417,YES
0.4726971575122889,YES
0.2440158153451592,NO
0.4879782004701859,YES
0.16293545629407993,NO
0.14591793118187646,NO
0.07175678563795682,NO
0.22090724513784996,YES
0.7878553109638812,YES
0.5629407993160932,YES
0.19900085488352212,YES
0.1373423808506091,NO
0.07335969224193203,NO
0.25710621927762345,YES
0.1651260953195127,NO
0.2053857661893567,YES
0.0970292797606326,NO
0.12604188929258386,NO
0.18323893994443255,NO
0.14602479162214146,NO
0.12630904039324642,NO
0.7642925838854455,YES
0.07971788843770035,NO
0.4217781577260098,YES
0.09967407565719169,NO
0.3697638384270143,YES
0.21826244924129085,NO
0.23680273562727078,NO
0.15842060269288308,NO
0.05035798247488779,NO
0.2903932464201752,YES
0.11212331694806585,NO
0.19763838427014319,YES
0.12946142338106434,NO
0.0876789912374439,NO
0.31708164137636247,NO
0.20030989527676854,NO
0.18836824107715325,NO
0.2756999358837358,NO
0.14647894849326779,NO
0.09149925197691815,NO
0.36559628125667876,NO
0.5184868561658474,YES
0.2352532592434281,NO
0.8876629621714042,YES
0.17867065612310323,NO
0.282672579611028,NO
0.12874011540927546,NO
0.05607501602906603,NO
0.18438768967728147,NO
0.020811070741611457,NO
0.1685723445180594,NO
0.12337037828595854,NO
0.17009510579183587,NO
0.9009403718743321,YES
0.5695928617225902,YES
0.5732528318016671,YES
0.46882346655268214,YES
0.31187219491344303,NO
0.4911038683479376,YES
0.23653558452660822,NO
0.13806368882239795,NO
0.08092006839068176,NO
0.21046163710194482,NO
0.12419854669801239,NO
0.13058345800384696,NO
0.1831053643941013,NO
0.08864073519982901,NO
0.08965590938234665,NO
0.19865355845266083,NO
0.5032592434280829,YES
0.17733490061979051,NO
0.6936311177602051,YES
0.08677067749519128,NO
0.16451164778798888,NO
0.042770891216071805,NO
0.10258602265441333,NO
0.12363752938662106,NO
0.05209446462919426,NO
0.18657832870271424,NO
0.10448279546911732,NO
0.1968102158580893,NO
0.7604990382560376,YES
0.5241504594998931,YES
0.5474460354776662,YES
0.2511487497328489,YES
0.24911840136781366,NO
0.4473712331694807,YES
0.11548942081641375,NO
0.17143086129514853,NO
0.028184441119897412,NO
0.3030027783714469,NO
0.1378499679418679,NO
0.1428991237443898,NO
0.2298033767899124,NO
0.14126950203034833,NO
0.08925518273135284,NO
0.29573626843342593,NO
0.5,YES
0.1975582389399444,NO
0.7046911733276341,YES
0.1796591151955546,NO
