50Traced_NONETRACED_MAX_SINGLE_VSM_89_MAX,Associated
0.1341,NO
0.0652,NO
0.1818,NO
0.2164,NO
0.2553,NO
0.1415,NO
0.1963,NO
0.1058,NO
0.1818,NO
1.0,YES
0.1142,NO
1.0,YES
0.3391,NO
0.3391,NO
0.3391,NO
0.1142,NO
0.2553,NO
0.1109,NO
0.1689,NO
0.2179,NO
0.2553,NO
1.0,YES
0.5954,YES
0.3643,YES
1.0,YES
0.1573,NO
1.0,YES
0.2183,NO
1.0,YES
1.0,YES
0.3362,NO
0.1579,NO
0.1148,NO
0.2515,NO
1.0,YES
1.0,YES
0.2584,NO
0.3066,NO
0.2853,NO
0.3066,NO
0.1797,NO
0.1526,NO
0.1551,NO
1.0,YES
0.1079,NO
0.9606,YES
0.1897,NO
1.0,YES
0.0538,NO
0.3066,NO
0.1826,NO
0.1987,NO
0.3066,NO
0.2853,NO
0.3066,NO
0.2584,NO
0.2057,NO
0.1534,NO
0.1827,NO
0.3744,NO
0.3369,NO
0.6773,NO
0.4224,NO
0.0777,NO
0.444,NO
1.0,YES
0.1603,NO
1.0,YES
0.2134,NO
0.2168,NO
0.2136,NO
0.3123,NO
0.5133,NO
0.2774,NO
0.4343,NO
0.1827,NO
0.4531,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2232,NO
1.0,YES
0.1539,NO
1.0,YES
1.0,YES
0.5415,NO
0.3722,NO
0.3006,NO
0.5089,NO
1.0,YES
1.0,YES
0.5415,NO
0.601,NO
0.5415,NO
0.601,NO
0.7376,NO
0.7124,NO
0.7358,NO
1.0,YES
0.3722,NO
1.0,YES
0.28600000000000003,NO
1.0,YES
0.3722,NO
0.601,NO
0.4069,NO
0.4197,NO
0.601,NO
0.5415,NO
0.601,NO
0.4852,NO
0.1047,NO
0.2059,NO
0.7346,YES
1.0,YES
1.0,YES
0.503,YES
0.257,NO
0.0921,NO
0.7346,YES
0.1395,NO
0.5679,YES
0.166,NO
0.379,NO
0.379,NO
0.379,NO
0.0921,NO
1.0,YES
0.1052,NO
1.0,YES
0.3664,NO
1.0,YES
0.2736,NO
0.457,NO
0.3867,NO
0.2464,NO
0.5192,YES
0.3393,NO
0.7346,YES
0.2719,NO
0.2719,NO
0.3573,NO
0.265,NO
0.3369,NO
0.4167,NO
0.2687,NO
0.2502,NO
0.3573,NO
1.0,YES
0.3573,NO
1.0,YES
0.2525,NO
0.2525,NO
0.2525,NO
0.2719,NO
0.3158,NO
0.2719,NO
0.2672,NO
0.2719,NO
0.3207,NO
1.0,YES
1.0,YES
0.7522,YES
0.9651,YES
0.3573,NO
0.9651,YES
0.1625,NO
0.1425,NO
0.2059,NO
1.0,YES
1.0,YES
1.0,YES
0.6847,YES
0.257,NO
0.1065,NO
1.0,YES
0.6903,NO
0.6283,YES
0.6903,NO
0.2252,NO
0.3152,NO
0.2833,NO
0.2264,NO
1.0,YES
0.2011,NO
1.0,YES
0.4988,NO
1.0,YES
0.6968,NO
0.6968,NO
0.6334,NO
0.6968,NO
0.7068,YES
0.6968,NO
1.0,YES
0.2057,NO
0.1856,NO
0.2381,NO
0.19,NO
0.2874,NO
0.6773,NO
0.4224,NO
0.1856,NO
0.444,NO
1.0,YES
0.2045,NO
1.0,YES
0.4406,NO
0.4406,NO
0.4406,NO
0.1856,NO
0.5133,NO
0.0636,NO
0.4343,NO
0.2256,NO
0.1755,NO
1.0,YES
0.5954,YES
1.0,YES
1.0,YES
0.2405,NO
1.0,YES
0.2836,NO
0.1601,NO
0.1825,NO
0.4095,NO
0.3895,NO
