50Traced_NONETRACED_SUM_SINGLE_LSA_35_MEDIAN,Associated
0.5787,NO
0.4677,NO
0.5717,NO
0.59,NO
0.7643,NO
0.7163,NO
0.8292,NO
0.4841,NO
0.3365,NO
3.1465,YES
1.0615,NO
2.3979,YES
0.8507,NO
0.9452,NO
1.1177,NO
0.5289,NO
1.7125,NO
0.5759,NO
1.0644,NO
0.5445,NO
1.0314,NO
2.6672,YES
2.8969,YES
2.3469,YES
2.7273,YES
0.5918,NO
2.4644,YES
1.0503,NO
1.883,YES
1.8444,YES
1.1682,NO
0.3348,NO
0.4351,NO
1.4509999999999998,NO
1.9824,YES
0.9536,YES
1.2907,NO
0.3563,NO
1.4786,NO
0.3157,NO
0.6267,NO
0.7382,NO
0.6755,NO
1.6337,YES
0.4664,NO
1.1158,YES
0.7175,NO
2.0444,YES
0.3646,NO
0.6706,NO
0.5720000000000001,NO
0.7725,NO
0.3195,NO
1.3971,NO
0.7536,NO
1.6840000000000002,NO
0.2901,NO
0.1868,NO
0.9253,NO
0.792,NO
0.8758,NO
1.3113,NO
0.7878,NO
0.2334,NO
0.9069,NO
3.111,YES
1.7914,NO
2.3963,YES
0.4452,NO
0.5152,NO
0.6068,NO
0.3312,NO
1.8019,NO
0.3556,NO
1.4207,NO
0.1755,NO
1.037,NO
2.7803,YES
2.7924,YES
2.7795,YES
2.7185,YES
1.1901,NO
2.5591,YES
1.3682,NO
2.247,YES
2.3238,YES
0.6509,NO
0.4101,NO
0.4782,NO
0.5463,NO
1.8785,YES
1.2609,YES
0.4923,NO
0.5834,NO
0.6872,NO
0.3875,NO
0.9843,NO
1.0477,NO
0.7895,NO
1.6945,YES
0.7074,NO
1.4311,YES
0.4567,NO
2.476,YES
0.4539,NO
0.7225,NO
0.8144,NO
0.4992,NO
0.3832,NO
0.612,NO
0.3381,NO
1.1697,NO
0.691,NO
0.7336,NO
2.0792,YES
4.3977,YES
4.2111,YES
2.7687,YES
1.4713,NO
0.4072,NO
