50Traced_NONETRACED_SUM_MULTI_VSM_96_MAX,Associated
0.6946,NO
0.3185,NO
0.5691,NO
1.3051,NO
0.813,NO
1.1927,NO
0.4911,NO
0.4652,NO
0.9677,NO
1.7817,YES
0.7031,NO
1.6185,YES
0.7393,NO
0.8162,NO
0.2895,NO
0.4788,NO
1.2136,NO
0.2192,NO
0.8483,NO
0.2179,NO
0.9463,NO
1.9933,YES
2.0125,YES
1.8935,YES
1.3551,YES
0.7979,NO
2.1385,YES
0.8389,NO
1.6353,YES
0.9258,YES
0.6539,NO
0.8087,NO
0.899,NO
1.0586,NO
1.0543,YES
1.2909,YES
0.7668,NO
0.3718,NO
0.7336,NO
0.1327,NO
0.4583,NO
0.5532,NO
0.2731,NO
0.8531,YES
0.7390000000000001,NO
0.8168,YES
0.7792,NO
0.8229,YES
0.6433,NO
0.4059,NO
0.5208,NO
0.1664,NO
0.1769,NO
0.8031,NO
0.5446,NO
1.1087,NO
1.2866,NO
0.6559999999999999,NO
0.8933,NO
2.1757,NO
1.1129,NO
1.7401,NO
0.7922,NO
0.7343,NO
0.9767,NO
3.2396,YES
0.711,NO
2.529,YES
0.8675,NO
1.0508,NO
0.2162,NO
0.6589,NO
1.7797,NO
0.5978,NO
1.0153,NO
0.3975,NO
1.5032,NO
3.4930000000000003,YES
3.4877,YES
3.5673,YES
2.4783,YES
1.2215,NO
3.6936,YES
1.291,NO
2.8137,YES
2.3083,YES
1.2193,NO
1.127,NO
0.8804,NO
1.6146,NO
1.2136,YES
2.3451,YES
1.2961,NO
1.249,NO
1.0152,NO
0.5106,NO
0.3187,NO
0.6109,NO
0.2075,NO
1.1116,YES
1.0683,NO
2.1849,YES
0.6618,NO
1.4396,YES
0.66,NO
1.2642,NO
1.4768,NO
1.0647,NO
0.675,NO
1.1813,NO
1.2918,NO
1.2112,NO
1.1215,NO
0.4963,NO
0.8712,YES
2.9201,YES
3.2919,YES
1.5472,YES
0.9226,NO
0.4597,NO
1.1354,YES
1.0487,NO
1.0347,YES
0.7696,NO
1.2393,NO
1.1487,NO
0.7781,NO
0.6484,NO
2.5736,YES
0.4417,NO
2.9269,YES
0.5213,NO
2.5258,YES
0.6940000000000001,NO
1.0023,NO
0.5911,NO
0.7683,NO
1.1474,YES
1.2582,NO
1.314,YES
0.6709999999999999,NO
0.3477,NO
1.0176,NO
2.1630000000000003,NO
1.0195,NO
1.8259999999999998,NO
0.9267,NO
0.5696,NO
1.2247,NO
3.5744,YES
0.8548,NO
2.7323,YES
0.7743,NO
1.1847,NO
0.2967,NO
0.6363,NO
1.4181,NO
0.3886,NO
0.7294,NO
0.2192,NO
1.2853,NO
3.8704,YES
3.9539,YES
4.2281,YES
2.8669,YES
1.6979,NO
4.2411,YES
1.3998,NO
1.1272,NO
0.5022,NO
0.473,YES
2.6526,YES
2.9593,YES
1.0739,YES
0.579,NO
0.3742,NO
0.7257,YES
0.6755,NO
0.5914,YES
0.3339,NO
1.1677,NO
0.8177,NO
0.7552,NO
0.395,NO
2.1527,YES
0.4781,NO
2.6111,YES
0.5163,NO
2.1615,YES
0.2261,NO
0.4602,NO
0.2228,NO
0.3477,NO
0.7524,YES
0.513,NO
1.0282,YES
1.0048,NO
0.7002,NO
0.9079,NO
2.0986,NO
0.9055,NO
1.7832,NO
0.8758,NO
0.8639,NO
1.6205,NO
3.7496,YES
1.0588,NO
2.6939,YES
1.1123,NO
1.1524,NO
0.299,NO
0.826,NO
1.328,NO
0.6965,NO
0.8891,NO
0.3579,NO
1.0924,NO
3.8886,YES
3.9826,YES
4.177,YES
2.9167,YES
1.5275,NO
4.2343,YES
0.9521,NO
0.8078,NO
0.5995,NO
1.2451,NO
2.313,NO
1.4409,NO
2.2246,NO
1.1251,NO
0.6981,NO
1.7055,NO
3.3783,YES
1.0913,NO
2.5725,YES
0.7939,NO
0.8708,NO
0.1458,NO
0.7705,NO
1.636,NO
0.6637,NO
1.4364,NO
0.2958,NO
1.4019,NO
3.7147,YES
3.6225,YES
3.7823,YES
2.8274,YES
1.8467,NO
4.4524,YES
1.4229,NO
1.1822,NO
0.9423,NO
0.4571,NO
2.0034,NO
1.0621,NO
1.3196,NO
0.8229,NO
0.99,NO
0.8414,NO
3.4130000000000003,YES
0.3636,NO
2.3796,YES
0.66,NO
0.7898,NO
0.2007,NO
0.6968,NO
1.2873,NO
0.9365,NO
0.7953,NO
0.4959,NO
1.1666,NO
3.5712,YES
3.5296,YES
3.78,YES
2.7368,YES
0.932,NO
3.8599,YES
0.5874,NO
0.5019,NO
0.2457,NO
0.6205,NO
2.3955,NO
1.2590000000000001,NO
1.4672,NO
0.4002,NO
0.237,NO
1.1025,NO
3.7955,YES
0.573,NO
2.7148,YES
0.9115,NO
1.1239,NO
0.2922,NO
0.4195,NO
1.7414,NO
0.3483,NO
0.9868,NO
0.1702,NO
1.5627,NO
3.8418,YES
3.7918,YES
4.1096,YES
2.9056,YES
1.1915,NO
3.9684,YES
1.0289,NO
1.6676,NO
0.703,NO
4.2477,YES
2.4884,YES
2.7854,YES
4.8476,YES
1.8292,NO
0.8556,NO
4.8429,YES
1.6782,NO
3.7267,YES
0.8119,NO
1.4089,NO
1.1094,NO
0.5227,NO
1.0735,NO
2.6172,YES
0.7878,NO
2.9461,YES
0.5459,NO
1.9572,YES
2.0764,NO
1.9171,NO
1.6784,NO
1.3402,NO
5.1613,YES
2.8715,NO
4.5872,YES
0.8969,NO
0.3361,NO
2.9085,YES
1.6429,NO
1.8336,NO
2.9613,YES
1.2738,NO
0.3268,NO
3.6411,YES
1.2183,NO
2.4831,YES
0.6437,NO
1.8922,NO
0.9267,NO
0.7023,NO
0.862,NO
1.7083,NO
0.4151,NO
2.4353,NO
0.2525,NO
1.08,NO
1.4081,NO
1.5116,NO
1.0659,NO
1.1279,NO
3.3521,YES
2.1716,NO
2.5251,YES
1.4482,NO
0.6707,NO
1.7286,YES
3.6811,YES
3.7646,YES
2.7385,YES
1.2915,NO
0.7691,NO
2.2284,YES
1.7978,NO
2.0929,YES
1.0767,NO
1.1863,NO
1.3126,NO
0.6683,NO
0.8337,NO
2.9229,YES
0.6937,NO
3.6113,YES
0.6752,NO
2.8316,YES
1.6923,NO
1.7245,NO
1.6378,NO
1.4738,NO
2.7323,YES
2.3262,NO
2.4652,YES
0.7061,NO
0.2693,NO
2.8045,YES
1.4638,NO
1.6461,NO
3.0215,YES
0.8892,NO
0.1805,NO
3.1577,YES
0.5647,NO
2.6717,YES
0.2062,NO
0.9629,NO
0.7596,NO
0.2456,NO
0.3449,NO
1.3708,NO
0.2712,NO
1.6664,NO
0.1453,NO
1.1191,NO
0.6074,NO
1.0582,NO
0.8245,NO
0.4172,NO
3.5502,YES
1.2094,NO
3.0712,YES
0.7065,NO
0.4001,NO
0.5866,YES
1.3213,YES
1.5469,YES
0.9276,YES
0.5079,NO
0.3795,NO
0.6561,YES
0.4442,NO
0.5171,YES
0.1634,NO
0.3103,NO
0.2085,NO
0.1785,NO
0.3765,NO
1.175,YES
0.4197,NO
1.3832,YES
0.3212,NO
1.1086,YES
0.3178,NO
0.3682,NO
0.2148,NO
0.2342,NO
0.6939,YES
0.6659,NO
0.6685,YES
2.6708,YES
1.7478,YES
0.8955,NO
1.3285,NO
1.0765,NO
1.3230000000000002,NO
1.4561,YES
2.1862,YES
0.8321,NO
1.0193,NO
0.8225,NO
0.5133,NO
0.4284,NO
0.8496,NO
0.3683,NO
1.3353,YES
1.2276,NO
1.6128,YES
0.7471,NO
1.3868,YES
0.8475,NO
0.9909,NO
1.3302,NO
0.8901,NO
0.42200000000000004,NO
0.8931,NO
1.0303,NO
1.204,NO
1.1512,NO
0.4901,NO
4.6242,YES
2.0471,YES
2.5986,YES
5.2364,YES
1.6521,NO
0.3772,NO
5.0339,YES
1.1191,NO
4.1355,YES
0.7053,NO
1.1111,NO
1.1324,NO
0.3123,NO
0.6783,NO
2.6003,YES
0.4582,NO
2.5022,YES
0.2342,NO
2.0132,YES
1.4222,NO
1.6731,NO
1.2691,NO
1.0383,NO
5.5237,YES
2.4611,NO
5.039,YES
1.379,NO
0.789,NO
3.1636,YES
1.6547,YES
1.4345,YES
3.6228,YES
1.2753,NO
0.7369,NO
3.1663,YES
1.2708,NO
2.8451,YES
0.9157,NO
0.8611,NO
1.1997,NO
0.3512,NO
0.6366,NO
1.709,YES
0.8187,NO
1.5194,YES
0.4728,NO
1.4156,YES
1.7449,NO
1.944,NO
1.4581,NO
0.7952,NO
3.6935,YES
2.3905,NO
3.5121,YES
1.0545,NO
0.5,NO
4.093,YES
2.4573,YES
2.5711,YES
4.7296,YES
1.6205,NO
0.3806,NO
4.6684,YES
1.8739,NO
3.6567,YES
1.123,NO
1.1211,NO
1.058,NO
0.3716,NO
0.8227,NO
2.74,YES
0.5993,NO
2.7531,YES
0.254,NO
1.9404,YES
2.1235,NO
2.0345,NO
1.9712,NO
1.7736,NO
4.9754,YES
3.0543,NO
4.2986,YES
1.0636,NO
0.3559,NO
4.5691,YES
1.3847,YES
1.8365,YES
5.0233,YES
1.3334,NO
0.2961,NO
4.9734,YES
0.7316,NO
4.1428,YES
0.3771,NO
0.9313,NO
0.9893,NO
0.3018,NO
0.539,NO
2.1269,YES
0.3403,NO
1.9638,YES
0.1789,NO
1.4483,YES
1.0917,NO
1.1654,NO
0.9001,NO
0.6151,NO
5.4717,YES
1.781,NO
4.979,YES
1.0139,NO
0.6725,NO
0.8961,YES
3.3144,YES
3.8833,YES
1.7665,YES
0.8581,NO
0.4435,NO
1.0197,YES
1.2372,NO
1.0079,YES
0.7443,NO
0.8206,NO
0.7151,NO
0.3453,NO
0.5112,NO
2.6615,YES
0.6745,NO
3.4148,YES
0.4858,NO
2.9109,YES
0.7140000000000001,NO
1.0447,NO
0.8016,NO
0.9504,NO
1.2481,YES
1.6912,NO
1.2758,YES
0.9385,NO
0.3817,NO
1.1595,YES
3.4763,YES
3.963,YES
2.0927,YES
0.7705,NO
0.2217,NO
1.13,YES
1.4506,NO
0.9833,YES
0.9352,NO
0.6588,NO
0.8188,NO
0.3982,NO
0.3943,NO
3.1336,YES
0.4265,NO
3.1809,YES
0.3095,NO
3.23,YES
1.0781,NO
1.2129,NO
0.9363,NO
1.005,NO
1.4733,YES
1.74,NO
2.0375,YES
0.4692,NO
0.0692,NO
0.2736,NO
0.9776,NO
0.6183,NO
0.2989,NO
0.3704,NO
0.111,NO
0.7033,NO
0.682,NO
0.5066,NO
0.6938,NO
1.7642,YES
1.4639,YES
1.2002,YES
0.34,NO
0.5477,NO
0.0797,NO
0.6336,NO
0.2503,NO
0.5337,NO
0.4666,NO
1.0506,NO
0.5869,NO
0.2151,NO
0.373,NO
0.4916,NO
0.4959,NO
2.2372,YES
1.6491,YES
0.5869,NO
0.9021,NO
0.9651,NO
0.9489,NO
1.17,YES
1.7717,YES
0.7774,NO
0.5253,NO
0.7123,NO
0.1784,NO
0.6035,NO
0.8121,NO
0.3811,NO
1.0725,YES
0.9865,NO
1.5213,YES
0.828,NO
1.2081,YES
0.6937,NO
0.3549,NO
0.7179,NO
0.1931,NO
0.2192,NO
0.5559,NO
0.5372,NO
0.6541,NO
1.06,NO
0.4581,NO
1.3741,YES
3.3867,YES
4.2493,YES
2.2691,YES
0.7676,NO
0.2791,NO
1.9717,YES
1.1098,NO
1.541,YES
0.5239,NO
1.1236,NO
1.1398,NO
0.6586,NO
0.4444,NO
3.0906,YES
0.4514,NO
3.3169999999999997,YES
0.4113,NO
3.1515,YES
0.695,NO
