50Traced_NONETRACED_MAX_SINGLE_LSA_69_MEDIAN,Associated
0.2201,NO
0.3133,NO
0.1144,NO
0.3895,NO
0.2553,NO
0.3464,NO
0.2687,NO
0.2626,NO
0.2216,NO
1.0,YES
0.3591,NO
1.0,YES
0.3701,NO
0.3701,NO
0.3701,NO
0.2626,NO
0.2207,NO
0.2626,NO
0.1949,NO
0.2508,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
0.6631,YES
0.2574,NO
0.405,YES
1.0,YES
0.3362,NO
0.3639,NO
0.3639,NO
0.3765,NO
1.0,YES
1.0,YES
0.4007,NO
0.3066,NO
0.4007,NO
0.3066,NO
0.4183,NO
0.4183,NO
0.4183,NO
1.0,YES
0.3639,NO
1.0,YES
0.3639,NO
0.8571,YES
0.2664,NO
0.1589,NO
0.3066,NO
0.3066,NO
0.3066,NO
0.4007,NO
0.2181,NO
0.2853,NO
0.1503,NO
0.3133,NO
0.2077,NO
0.3895,NO
0.1538,NO
0.3464,NO
0.4224,NO
0.21600000000000003,NO
0.444,NO
1.0,YES
0.3591,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.21600000000000003,NO
0.1904,NO
0.21600000000000003,NO
0.1949,NO
0.1851,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.4748,NO
0.6805,NO
0.6805,NO
0.466,NO
1.0,YES
1.0,YES
0.4748,NO
0.4069,NO
0.6805,NO
0.4069,NO
0.7376,NO
0.7376,NO
0.7376,NO
1.0,YES
0.6805,NO
1.0,YES
0.6805,NO
1.0,YES
0.3722,NO
0.4069,NO
0.4197,NO
0.4197,NO
0.4197,NO
0.48100000000000004,NO
0.4197,NO
0.4653,NO
0.1663,NO
0.2248,NO
0.5483,YES
1.0,YES
1.0,YES
0.6847,YES
0.257,NO
0.153,NO
0.5022,YES
0.2044,NO
1.0,YES
0.22399999999999998,NO
0.3291,NO
0.3291,NO
0.3291,NO
0.1663,NO
1.0,YES
0.1663,NO
1.0,YES
0.1663,NO
1.0,YES
0.3725,NO
0.457,NO
0.5265,NO
0.3307,NO
0.7068,YES
0.4619,NO
0.5859,YES
0.2719,NO
0.2719,NO
0.2039,NO
0.3054,NO
0.3054,NO
0.2356,NO
0.2719,NO
0.2502,NO
0.2731,NO
1.0,YES
0.2442,NO
1.0,YES
0.2327,NO
0.2525,NO
0.2525,NO
0.2719,NO
0.3054,NO
0.2719,NO
0.2299,NO
0.2719,NO
0.3207,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3191,NO
0.6152,YES
0.2423,NO
0.1219,NO
0.2183,NO
0.4532,YES
1.0,YES
1.0,YES
0.5660000000000001,YES
0.2196,NO
0.1098,NO
0.4151,YES
0.6968,NO
0.8266,YES
0.6968,NO
0.4058,NO
0.4403,NO
0.4403,NO
0.1453,NO
1.0,YES
0.141,NO
0.8266,YES
0.1473,NO
1.0,YES
0.6968,NO
0.6968,NO
0.6968,NO
0.6903,NO
0.5843,YES
0.462,NO
0.4843,YES
0.1415,NO
0.1856,NO
0.2535,NO
0.4328,NO
0.4328,NO
0.3984,NO
0.4224,NO
0.1536,NO
0.444,NO
1.0,YES
0.4328,NO
1.0,YES
0.406,NO
0.4406,NO
0.4406,NO
0.1438,NO
0.4328,NO
0.1308,NO
0.4328,NO
0.2508,NO
0.2148,NO
0.5857,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3939,NO
0.1503,NO
0.3133,NO
0.3387,NO
0.4374,NO
0.3349,NO
0.3464,NO
0.4224,NO
0.1825,NO
0.444,NO
1.0,YES
0.3591,NO
1.0,YES
0.18899999999999997,NO
0.1104,NO
0.1275,NO
0.204,NO
0.3349,NO
0.1825,NO
0.4374,NO
0.1827,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3939,NO
0.2093,NO
0.2036,NO
0.242,NO
0.4413,NO
0.4413,NO
0.3022,NO
0.2687,NO
0.2093,NO
0.3095,NO
1.0,YES
0.4413,NO
1.0,YES
0.2729,NO
0.2729,NO
0.2729,NO
0.2093,NO
0.4413,NO
0.2011,NO
0.4413,NO
0.2508,NO
0.3064,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3119,NO
0.594,YES
0.2586,NO
0.1503,NO
0.3133,NO
0.17,NO
0.3895,NO
0.3335,NO
0.3464,NO
0.2687,NO
0.1812,NO
0.1951,NO
1.0,YES
0.3591,NO
1.0,YES
0.2846,NO
0.2846,NO
0.2846,NO
0.1812,NO
0.3335,NO
0.1812,NO
0.31,NO
0.1867,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
0.6631,YES
0.2574,NO
0.1816,NO
0.3044,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3986,NO
0.1816,NO
1.0,YES
0.2044,NO
1.0,YES
0.1607,NO
0.5579,NO
0.441,NO
0.441,NO
0.1816,NO
1.0,YES
0.2282,NO
1.0,YES
0.506,NO
0.4963,YES
0.3725,NO
0.3721,NO
0.6965,NO
0.3552,NO
1.0,YES
0.5442,NO
1.0,YES
0.2097,NO
0.2094,NO
1.0,YES
0.2156,NO
0.1735,NO
1.0,YES
0.3772,NO
0.1097,NO
0.9727,YES
0.2628,NO
0.8915,YES
0.2628,NO
0.3385,NO
0.36700000000000005,NO
0.3385,NO
0.171,NO
0.5205,NO
0.1747,NO
0.3673,NO
0.2986,NO
0.2725,NO
0.2975,NO
0.5079,NO
0.5719,NO
0.5079,NO
0.8926,YES
0.6436,NO
0.7653,YES
0.1762,NO
0.2231,NO
0.8593,YES
1.0,YES
1.0,YES
0.8399,YES
0.3168,NO
0.1537,NO
0.8170000000000001,YES
0.6271,NO
0.982,YES
0.6271,NO
0.4794,NO
0.445,NO
0.445,NO
0.1537,NO
1.0,YES
0.1477,NO
1.0,YES
0.3365,NO
1.0,YES
0.3657,NO
0.6271,NO
0.6271,NO
0.6271,NO
0.7497,YES
0.5406,NO
0.8593,YES
0.1636,NO
0.2596,NO
1.0,YES
0.6479,NO
0.5126,NO
1.0,YES
0.3184,NO
0.153,NO
1.0,YES
0.439,NO
1.0,YES
0.439,NO
0.5579,NO
0.2863,NO
0.2479,NO
0.1775,NO
0.5126,NO
0.1823,NO
0.6479,NO
0.3116,NO
0.4729,NO
0.439,NO
0.439,NO
0.5562,NO
0.3552,NO
0.6964,YES
0.5021,NO
1.0,YES
0.1943,NO
0.2956,NO
0.41200000000000003,YES
1.0,YES
1.0,YES
0.4775,YES
0.257,NO
0.2203,NO
0.4713,YES
0.3283,NO
0.6136,YES
0.3283,NO
0.7871,NO
0.7871,NO
0.7871,NO
0.2203,NO
1.0,YES
0.2203,NO
1.0,YES
0.2833,NO
1.0,YES
0.3283,NO
0.457,NO
0.4726,NO
0.2029,NO
