50Traced_NONETRACED_MAX_MULTI_VSM_96_MEDIAN,Associated
0.3071,NO
0.1493,NO
0.2809,NO
0.3093,NO
0.3069,NO
0.1782,NO
0.2852,NO
0.2852,NO
0.1898,NO
1.0,YES
0.4964,NO
1.0,YES
0.2522,NO
0.3824,NO
0.2223,NO
0.2358,NO
0.3984,NO
0.2852,NO
0.3844,NO
0.2852,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.314,NO
1.0,YES
0.3251,NO
1.0,YES
1.0,YES
0.3362,NO
0.2304,NO
0.2165,NO
0.2069,NO
1.0,YES
1.0,YES
0.2069,NO
0.1692,NO
0.1358,NO
0.1789,NO
0.3148,NO
0.3413,NO
0.3148,NO
1.0,YES
0.1922,NO
1.0,YES
0.1359,NO
1.0,YES
0.1607,NO
0.1484,NO
0.1789,NO
0.1522,NO
0.1107,NO
0.228,NO
0.1789,NO
0.2113,NO
0.3071,NO
0.1534,NO
0.2809,NO
0.4029,NO
0.3753,NO
0.3753,NO
0.294,NO
0.294,NO
0.2381,NO
1.0,YES
0.4964,NO
1.0,YES
0.2522,NO
0.3824,NO
0.2136,NO
0.2431,NO
0.3984,NO
0.294,NO
0.3844,NO
0.294,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.314,NO
1.0,YES
0.3251,NO
1.0,YES
1.0,YES
0.3356,NO
0.2304,NO
0.3559,NO
0.3559,NO
1.0,YES
0.6779999999999999,YES
0.2862,NO
0.2069,NO
0.1598,NO
0.2187,NO
0.3845,NO
0.3845,NO
0.3845,NO
1.0,YES
0.3559,NO
0.904,YES
0.2148,NO
1.0,YES
0.3559,NO
0.1815,NO
0.2187,NO
0.1854,NO
0.1053,NO
0.228,NO
0.2187,NO
0.2455,NO
0.3229,NO
0.0521,NO
0.3433,YES
1.0,YES
1.0,YES
0.6191,YES
0.3189,NO
0.0821,NO
0.4224,YES
0.2975,NO
0.278,YES
0.2147,NO
0.3553,NO
0.3553,NO
0.3553,NO
0.11199999999999999,NO
0.7797,YES
0.1081,NO
0.6477,YES
0.1417,NO
0.7797,YES
0.2147,NO
0.4291,NO
0.3006,NO
0.1787,NO
0.3603,YES
0.2147,NO
