50Traced_NONETRACED_SUM_MULTI_LSA_15_MAX,Associated
1.162,NO
0.8015,NO
0.6961,NO
1.4433,NO
0.7142,NO
1.6541,NO
1.4702,NO
0.4845,NO
1.4208,NO
2.6244,YES
1.2546,NO
2.397,YES
1.3534,NO
1.0105,NO
0.5371,NO
0.6588,NO
1.5036,NO
0.5581,NO
1.115,NO
0.7936,NO
0.6809999999999999,NO
2.6537,YES
3.2151,YES
2.6929,YES
2.4833,YES
1.2770000000000001,NO
2.5935,YES
1.1309,NO
3.0081,YES
1.943,YES
0.7683,NO
0.9475,NO
0.4597,NO
1.3466,NO
2.336,YES
1.7977,YES
0.8555,NO
0.5907,NO
0.8366,NO
0.2667,NO
1.1758,NO
0.6895,NO
0.6656,NO
1.9373,YES
0.4575,NO
2.215,YES
0.5306,NO
1.93,YES
0.2918,NO
0.6309,NO
0.7061,NO
0.5219,NO
0.5774,NO
0.9554,NO
1.2019,NO
0.6405,NO
1.5829,NO
0.8633,NO
1.0987,NO
2.1005,NO
0.958,NO
2.2554,NO
1.8666,NO
0.5732,NO
1.6474,NO
3.5921,YES
1.5696,NO
3.2991,YES
1.6978,NO
1.7284,NO
0.7624,NO
0.7666,NO
2.1784,NO
0.588,NO
1.3796,NO
0.7582,NO
1.141,NO
3.4031,YES
3.9404,YES
3.5629,YES
3.4189,YES
1.3703,NO
3.6849,YES
1.2458,NO
2.867,YES
1.7647,YES
0.7741,NO
1.0602,NO
0.6514,NO
1.5630000000000002,NO
2.1092,YES
1.8099,YES
1.0588,NO
0.8094,NO
1.0521,NO
0.4542,NO
0.8779,NO
0.6016,NO
0.4998,NO
1.9743,YES
0.8942,NO
2.1661,YES
0.7708,NO
1.8464,YES
0.5231,NO
0.7204,NO
0.9273,NO
0.638,NO
0.9537,NO
1.4039,NO
1.1903,NO
0.8296,NO
1.3501,NO
0.7281,NO
1.45,YES
4.1159,YES
4.3542,YES
2.0118,YES
1.0943,NO
0.3088,NO
2.3487,YES
0.955,NO
1.0985,YES
1.0162,NO
1.3779,NO
0.9315,NO
1.1963,NO
0.4921,NO
4.4688,YES
0.7007,NO
4.8423,YES
0.6124,NO
4.3349,YES
1.3495,NO
1.5195,NO
1.0176,NO
0.8856,NO
1.6365,YES
1.9031,NO
1.1157,YES
1.4327,NO
0.6618,NO
1.041,NO
2.4663,NO
1.2588,NO
1.827,NO
1.8092,NO
0.6354,NO
1.531,NO
3.1039999999999996,YES
1.4387,NO
2.9761,YES
1.6171,NO
1.2914,NO
0.519,NO
0.9564,NO
2.1271,NO
0.6817,NO
1.7089,NO
0.7205,NO
1.2782,NO
2.8408,YES
3.3161,YES
3.2313,YES
2.7519,YES
1.349,NO
2.8674,YES
1.3627,NO
1.0731,NO
0.5317,NO
1.2288,YES
2.877,YES
2.8318,YES
1.5724,YES
1.2543,NO
0.3983,NO
1.8422,YES
1.6868,NO
1.1831,YES
1.7654,NO
0.8088,NO
0.5333,NO
0.3288,NO
0.4969,NO
3.1578,YES
0.6838,NO
3.3116,YES
0.433,NO
2.8044,YES
1.8961,NO
2.0952,NO
1.7478,NO
1.5638,NO
1.3154,YES
2.0966,NO
1.1602,YES
1.5311,NO
0.8124,NO
1.9252,NO
2.4733,NO
1.318,NO
2.9621,NO
