50Traced_NONETRACED_SUM_RAW_LSA_38_SUM,Associated
0.07736209414672507,NO
0.0699696663296259,NO
0.09641613301876192,NO
0.06149870801033592,NO
0.057409279856195934,NO
0.08969778676553197,NO
0.1267722727783395,NO
0.07774407369958433,NO
0.14726435231996401,NO
0.49677564318615886,YES
0.07462082912032356,NO
0.44956746432985056,YES
0.10722390742613189,NO
0.10077519379844962,NO
0.06358836085833053,NO
0.08688911358274351,NO
0.11922255926300415,NO
0.09513537804741037,NO
0.03840017975508369,NO
0.0901247050893158,NO
0.09789911245927424,NO
0.18624873609706774,YES
0.5227277833951242,YES
0.4513650151668352,YES
0.13142343556903718,YES
0.10906639703404111,NO
0.3934838782159308,YES
0.09670823502977194,NO
0.2896079092236827,YES
0.13984945511740254,YES
0.1049320301089765,NO
0.07942927760925739,NO
0.0366250983035614,NO
0.08518144028760813,NO
0.40838108077744073,YES
0.32540164026513874,YES
0.09529266374564654,NO
0.06113919784293901,NO
0.08336142006516123,NO
0.036939669700033706,NO
0.08538366475676892,NO
0.09594427592405347,NO
0.09091113358049657,NO
0.19896640826873385,YES
0.07877766543085046,NO
0.16108302437928324,YES
0.017054263565891473,NO
0.18368722615436467,YES
0.04309628131670599,NO
0.024783732164925285,NO
0.08318166498146276,NO
0.055813953488372085,NO
0.01471744747781148,NO
0.08837209302325583,NO
0.07500280867318279,NO
0.10091001011122344,NO
0.08203572632288506,NO
0.06001572856982363,NO
0.12807549713515334,NO
0.12198629367486799,NO
0.13131108864172564,NO
0.11976182451409953,NO
0.1590832490731378,NO
0.0455005055611729,NO
0.12337939557353106,NO
0.7559824738793394,YES
0.11746994719694415,NO
0.727019436018425,YES
0.15413998427143016,NO
0.13155825188181103,NO
0.09055162341309964,NO
0.06039770812268284,NO
0.21918885518481068,NO
0.06073474890461746,NO
0.11843613077182338,NO
0.07906976744186045,NO
0.15553308617009326,NO
0.316728457476688,YES
0.7251994157959779,YES
0.7025278058645096,YES
0.17117177845185935,YES
0.08430513425457814,NO
0.5906752050331423,YES
0.11057184586001573,NO
