50Traced_NONETRACED_MAX_SINGLE_LSA_22_MEDIAN,Associated
0.2626,NO
0.3133,NO
0.1766,NO
0.3895,NO
0.3315,NO
0.3464,NO
0.2626,NO
0.2201,NO
0.2452,NO
0.8445,YES
0.3591,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.2626,NO
0.5985,NO
0.2626,NO
0.391,NO
0.2508,NO
0.4715,NO
0.8156,YES
1.0,YES
1.0,YES
1.0,YES
0.1818,NO
1.0,YES
0.2574,NO
1.0,YES
1.0,YES
0.3362,NO
0.1702,NO
0.1148,NO
0.2515,NO
1.0,YES
1.0,YES
0.2515,NO
0.2314,NO
0.2515,NO
0.2314,NO
0.1797,NO
0.1558,NO
0.1551,NO
1.0,YES
0.1702,NO
1.0,YES
0.1126,NO
1.0,YES
0.1702,NO
0.2314,NO
0.1361,NO
0.2314,NO
0.127,NO
0.2515,NO
0.2314,NO
0.2146,NO
0.1503,NO
0.3011,NO
0.6593,NO
0.6139,NO
0.3186,NO
0.6773,NO
0.4224,NO
0.1135,NO
0.2357,NO
1.0,YES
0.7077,NO
1.0,YES
0.2134,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.5752,NO
0.1268,NO
0.4343,NO
0.2508,NO
0.4531,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.2473,NO
1.0,YES
1.0,YES
0.4748,NO
0.3514,NO
0.3514,NO
0.4605,NO
1.0,YES
1.0,YES
0.4748,NO
0.4136,NO
0.4605,NO
0.601,NO
0.7376,NO
0.7124,NO
0.7376,NO
1.0,YES
0.3722,NO
1.0,YES
0.3722,NO
1.0,YES
0.3722,NO
0.3114,NO
0.3579,NO
0.601,NO
0.601,NO
0.4748,NO
0.601,NO
0.4632,NO
0.1709,NO
0.1651,NO
0.41200000000000003,YES
1.0,YES
1.0,YES
0.503,YES
0.22,NO
0.1663,NO
0.3689,YES
0.2963,NO
0.4615,YES
0.1733,NO
0.379,NO
0.379,NO
0.379,NO
0.0681,NO
1.0,YES
0.1663,NO
1.0,YES
0.1989,NO
1.0,YES
0.3342,NO
0.4485,NO
0.2692,NO
0.2464,NO
0.7346,YES
0.4518,NO
0.4304,YES
0.2169,NO
0.3133,NO
0.6593,NO
0.6139,NO
0.3315,NO
0.6773,NO
0.4224,NO
0.2169,NO
0.3573,NO
1.0,YES
0.7077,NO
1.0,YES
0.2525,NO
0.2525,NO
0.2525,NO
0.0966,NO
0.5985,NO
0.2084,NO
0.4343,NO
0.2508,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.2574,NO
0.146,NO
0.1858,NO
0.4532,YES
1.0,YES
1.0,YES
0.5660000000000001,YES
0.2476,NO
0.1105,NO
0.4151,YES
0.3019,NO
0.5193,YES
0.2085,NO
0.4403,NO
0.4403,NO
0.4403,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.2026,NO
1.0,YES
0.3405,NO
0.457,NO
0.2743,NO
0.2733,NO
0.8266,YES
0.4518,NO
0.4843,YES
0.2332,NO
0.1091,NO
0.6593,NO
0.6139,NO
0.3318,NO
0.6773,NO
0.4224,NO
0.2332,NO
0.2724,NO
1.0,YES
0.7077,NO
1.0,YES
0.3899,NO
0.3765,NO
0.3899,NO
0.0966,NO
0.5133,NO
0.22399999999999998,NO
0.4343,NO
0.2508,NO
0.4328,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.2535,NO
0.1825,NO
0.3133,NO
0.6593,NO
0.4834,NO
0.3315,NO
0.6773,NO
0.4224,NO
0.1135,NO
0.4039,NO
1.0,YES
0.7077,NO
1.0,YES
0.2134,NO
0.1756,NO
0.1733,NO
0.204,NO
0.5985,NO
0.1825,NO
0.4343,NO
0.2508,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3531,NO
0.2093,NO
0.3133,NO
0.3916,NO
0.6139,NO
0.3315,NO
0.4023,NO
0.2509,NO
0.2093,NO
0.3095,NO
1.0,YES
0.4203,NO
1.0,YES
0.2866,NO
0.2866,NO
0.2866,NO
0.0966,NO
0.5985,NO
0.2011,NO
0.391,NO
0.2508,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3095,NO
1.0,YES
0.2574,NO
0.1812,NO
0.2365,NO
0.6593,NO
0.6139,NO
0.2874,NO
0.6773,NO
0.4224,NO
0.1135,NO
0.1851,NO
1.0,YES
0.7077,NO
1.0,YES
0.2134,NO
0.2048,NO
0.2045,NO
0.1812,NO
0.5133,NO
0.1812,NO
0.4343,NO
0.2508,NO
0.35600000000000004,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.2054,NO
0.1816,NO
0.3233,NO
1.0,YES
0.4964,YES
0.5116,YES
1.0,YES
0.3986,NO
0.1816,NO
1.0,YES
0.1364,NO
1.0,YES
0.1073,NO
0.441,NO
0.441,NO
0.441,NO
0.1677,NO
0.5205,YES
0.2282,NO
0.6649,YES
0.506,NO
0.6673,YES
0.2146,NO
0.2483,NO
0.5729,NO
0.2207,NO
1.0,YES
0.6436,NO
1.0,YES
0.2216,NO
0.3233,NO
1.0,YES
0.6811,NO
0.6811,NO
1.0,YES
0.1827,NO
0.134,NO
1.0,YES
0.2219,NO
1.0,YES
0.1528,NO
0.3385,NO
0.4246,NO
0.3385,NO
0.171,NO
0.5293,NO
0.1398,NO
0.6811,NO
0.1588,NO
0.6811,NO
0.2308,NO
0.2628,NO
0.5719,NO
0.2628,NO
1.0,YES
0.6436,NO
0.9755,YES
0.1537,NO
0.2207,NO
0.665,YES
1.0,YES
1.0,YES
0.6724,YES
0.3708,NO
0.1537,NO
0.7728,YES
0.8778,NO
0.7728,YES
0.8778,NO
0.5221,NO
0.5221,NO
0.5221,NO
0.0926,NO
0.8408,YES
0.1477,NO
1.0,YES
0.3365,NO
1.0,YES
0.8778,NO
0.5163,NO
0.8778,NO
0.6271,NO
0.982,YES
0.8778,NO
0.6755,YES
0.1636,NO
0.2523,NO
0.9109,YES
0.1762,NO
0.1649,NO
0.9109,YES
0.2718,NO
0.153,NO
1.0,YES
0.159,NO
1.0,YES
0.1456,NO
0.38799999999999996,NO
0.2863,NO
0.2479,NO
0.1775,NO
0.4061,NO
0.1654,NO
0.6151,NO
0.1206,NO
0.3164,NO
0.2218,NO
0.1764,NO
0.5218,NO
0.21600000000000003,NO
1.0,YES
0.5021,NO
0.9109,YES
0.2091,NO
0.2248,NO
0.5483,YES
1.0,YES
1.0,YES
0.6847,YES
0.2995,NO
0.2091,NO
0.5022,YES
0.2895,NO
0.6283,YES
0.4207,NO
0.7871,NO
0.7602,NO
0.7871,NO
0.0927,NO
1.0,YES
0.2009,NO
1.0,YES
0.2032,NO
1.0,YES
0.2878,NO
0.3862,NO
0.4207,NO
0.4207,NO
1.0,YES
0.4518,NO
0.5859,YES
1.0,YES
1.0,YES
0.3988,NO
0.3683,NO
0.3796,NO
0.3988,NO
1.0,YES
1.0,YES
0.3988,NO
0.2805,NO
0.3111,NO
0.4076,NO
0.6218,NO
0.6005,NO
0.6218,NO
1.0,YES
0.3722,NO
1.0,YES
0.3642,NO
0.9717,YES
0.4952,NO
0.2112,NO
0.2427,NO
0.4076,NO
0.4076,NO
0.4952,NO
0.4076,NO
0.2901,NO
0.2003,NO
0.3002,NO
1.0,YES
0.7438,YES
0.7667,YES
1.0,YES
0.2995,NO
0.1337,NO
1.0,YES
0.2266,NO
0.9932,YES
0.1607,NO
0.3854,NO
0.3838,NO
0.2758,NO
0.1393,NO
0.7517,YES
0.1439,NO
0.7355,YES
0.506,NO
1.0,YES
0.2189,NO
0.3721,NO
0.5729,NO
0.3307,NO
1.0,YES
0.5975,NO
1.0,YES
0.2339,NO
0.2248,NO
1.0,YES
0.7438,YES
0.7667,YES
1.0,YES
0.2995,NO
0.2339,NO
1.0,YES
0.6074,NO
1.0,YES
0.4814,NO
0.38799999999999996,NO
0.4246,NO
0.2972,NO
0.1393,NO
0.7517,YES
0.2247,NO
0.7355,YES
0.506,NO
1.0,YES
0.6074,NO
0.6074,NO
0.4814,NO
0.6074,NO
1.0,YES
0.5442,NO
0.9755,YES
0.2216,NO
0.2497,NO
1.0,YES
0.4102,YES
0.4228,YES
1.0,YES
0.3986,NO
0.1622,NO
1.0,YES
0.679,NO
1.0,YES
0.679,NO
0.38799999999999996,NO
0.4246,NO
0.2972,NO
0.2034,NO
0.5293,YES
0.2282,NO
0.6649,YES
0.3901,NO
0.5515,YES
0.679,NO
0.5224,NO
0.679,NO
0.5224,NO
1.0,YES
0.679,NO
1.0,YES
0.1943,NO
0.2426,NO
1.0,YES
0.4724,YES
0.4724,YES
1.0,YES
0.2874,NO
0.1121,NO
1.0,YES
0.4433,NO
1.0,YES
0.4433,NO
0.43799999999999994,NO
0.43799999999999994,NO
0.43799999999999994,NO
0.1393,NO
0.4641,YES
0.1365,NO
0.6151,YES
0.506,NO
0.5693,YES
0.4433,NO
0.2655,NO
0.5518,NO
0.2655,NO
1.0,YES
0.5442,NO
0.9632,YES
0.1709,NO
0.1914,NO
0.368,YES
1.0,YES
1.0,YES
0.4595,YES
0.2217,NO
0.0897,NO
0.337,YES
0.5159,NO
0.4216,YES
0.3287,NO
0.4875,NO
0.4875,NO
0.4875,NO
0.1698,NO
1.0,YES
0.1648,NO
1.0,YES
0.2026,NO
1.0,YES
0.4983,NO
0.6109,NO
0.6109,NO
0.6109,NO
0.6711,YES
0.6109,NO
0.3932,YES
0.1352,NO
0.1672,NO
0.41200000000000003,YES
1.0,YES
1.0,YES
0.5094,YES
0.2229,NO
0.0994,NO
0.505,YES
0.4027,NO
0.505,YES
0.4027,NO
0.1448,NO
0.1853,NO
0.2052,NO
0.1825,NO
1.0,YES
0.1772,NO
1.0,YES
0.1786,NO
1.0,YES
0.4027,NO
0.4584,NO
0.4584,NO
0.4584,NO
0.7440000000000001,YES
0.4584,NO
0.4359,YES
0.2769,NO
0.0394,NO
0.4344,NO
0.2921,NO
0.256,NO
0.4344,NO
0.4548,NO
0.2552,NO
0.4344,NO
0.2128,NO
0.4141,NO
0.3073,NO
1.0,YES
1.0,YES
1.0,YES
0.1038,NO
0.4823,NO
0.2452,NO
0.3169,NO
0.3802,NO
0.3169,NO
0.2128,NO
0.2739,NO
0.3073,NO
0.3073,NO
0.36200000000000004,NO
0.3073,NO
0.4344,NO
1.0,YES
1.0,YES
0.2752,NO
0.1653,NO
0.1333,NO
0.1763,NO
1.0,YES
1.0,YES
0.2116,NO
0.1519,NO
0.2116,NO
0.1784,NO
0.2981,NO
0.2981,NO
0.2981,NO
1.0,YES
0.1438,NO
1.0,YES
0.1407,NO
0.9717,YES
0.1333,NO
0.1441,NO
0.1441,NO
0.1354,NO
0.1441,NO
0.2116,NO
0.1024,NO
0.2116,NO
0.1709,NO
0.1742,NO
0.425,YES
1.0,YES
1.0,YES
0.5308,YES
0.2322,NO
0.1036,NO
0.3893,YES
0.3019,NO
0.48700000000000004,YES
0.2002,NO
0.4256,NO
0.4256,NO
0.4256,NO
0.0718,NO
1.0,YES
0.1052,NO
1.0,YES
0.2026,NO
1.0,YES
0.3405,NO
0.457,NO
0.2743,NO
0.2563,NO
0.7752,YES
0.4518,NO
0.4541,YES
1.0,YES
0.316,YES
0.3473,NO
0.1555,NO
0.0906,NO
0.2094,NO
0.316,YES
1.0,YES
0.245,NO
0.2094,NO
0.245,NO
0.2094,NO
0.3489,NO
0.337,NO
0.3489,NO
0.316,YES
0.1603,NO
1.0,YES
0.1629,NO
1.0,YES
0.1366,NO
0.2094,NO
0.1232,NO
0.2094,NO
0.1149,NO
0.245,NO
0.2094,NO
0.245,NO
0.2411,NO
0.18899999999999997,NO
0.6593,NO
0.3384,NO
0.2874,NO
0.6773,NO
0.4224,NO
0.2411,NO
0.1921,NO
1.0,YES
0.7077,NO
1.0,YES
0.5436,NO
0.5436,NO
0.5436,NO
0.1414,NO
0.5133,NO
0.2316,NO
0.4343,NO
0.2508,NO
0.2845,NO
1.0,YES
0.6033,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.1553,NO
1.0,YES
0.3287,YES
0.2823,NO
0.1748,NO
0.1532,NO
0.1202,NO
0.3287,YES
1.0,YES
0.1631,NO
0.1431,NO
0.1631,NO
0.1095,NO
0.2636,NO
0.2546,NO
0.2636,NO
0.3287,YES
0.1897,NO
1.0,YES
0.1897,NO
1.0,YES
0.1897,NO
0.1431,NO
0.1431,NO
0.1274,NO
0.1431,NO
0.1631,NO
0.0804,NO
0.1631,NO
0.263,NO
0.1091,NO
0.1994,NO
0.6139,NO
0.1992,NO
0.2215,NO
0.1529,NO
0.263,NO
0.2215,NO
1.0,YES
0.2215,NO
1.0,YES
0.2438,NO
0.2385,NO
0.2176,NO
0.0966,NO
0.1952,NO
0.2526,NO
0.1949,NO
0.2556,NO
0.2752,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2598,NO
1.0,YES
0.2054,NO
