50Traced_NONETRACED_SUM_MULTI_VSM_77_MEDIAN,Associated
1.4866,NO
0.4505,NO
0.9493,NO
2.5881,NO
0.9447,NO
1.6733,NO
1.4272,NO
0.7598,NO
1.6045,NO
3.3641,YES
1.238,NO
2.7439999999999998,YES
0.852,NO
1.3374,NO
0.4484,NO
1.084,NO
1.7268,NO
1.2995,NO
1.0015,NO
0.6439,NO
1.2998,NO
2.3968,YES
3.7432,YES
2.803,YES
2.0304,YES
1.5022,NO
2.7682,YES
0.9894,NO
1.0493,YES
0.6573,YES
0.8977,NO
0.7798,NO
0.5854,NO
0.8574,NO
1.3534,YES
1.2505,YES
0.7392,NO
0.5632,NO
0.6335,NO
0.4429,NO
0.5847,NO
0.726,NO
0.4625,NO
1.2815,YES
1.0271,NO
1.4199,YES
0.7414,NO
0.8635,YES
0.7992,NO
0.4505,NO
0.8966,NO
0.3546,NO
0.2558,NO
0.7798,NO
0.4944,NO
0.7591,NO
1.4095,NO
0.4392,NO
0.9204,NO
2.2291,NO
0.7342,NO
1.8073,NO
1.4766,NO
0.6531,NO
1.7677,NO
3.5189,YES
1.3325,NO
2.9347,YES
0.8364,NO
1.3171,NO
0.2203,NO
0.8922,NO
1.4974,NO
1.064,NO
0.8301,NO
0.5177,NO
0.9921,NO
2.7225,YES
3.8177,YES
3.1422,YES
2.0395,YES
1.4818,NO
3.275,YES
1.0483,NO
1.7018,YES
0.6313,YES
1.0907,NO
0.8035,NO
0.6315,NO
1.0492,NO
2.0696,YES
1.7947,YES
0.7979999999999999,NO
0.8525,NO
0.8042,NO
0.7411,NO
0.7966,NO
0.8736,NO
0.5093,NO
1.9051,YES
1.1597,NO
1.8584,YES
0.6473,NO
1.2247,YES
0.6303,NO
0.633,NO
1.3092,NO
0.7189,NO
0.4333,NO
0.9505,NO
0.6311,NO
0.7539,NO
1.0187,NO
0.6544,NO
1.9149,YES
4.1574,YES
3.2234,YES
2.3836,YES
0.7951,NO
0.4661,NO
2.3384,YES
0.7329,NO
1.6163,YES
0.2892,NO
1.2413,NO
1.3691,NO
0.4759,NO
0.6162,NO
3.8697,YES
0.8955,NO
3.2994,YES
0.5329,NO
3.5178,YES
0.5102,NO
1.8979,NO
0.7597,NO
0.634,NO
2.3433,YES
0.6994,NO
1.6402,YES
1.1079,NO
0.4133,NO
1.3969999999999998,NO
2.3183,NO
1.097,NO
2.6469,NO
1.4216,NO
0.6143,NO
2.515,NO
3.8741,YES
1.7907,NO
3.3839,YES
0.9075,NO
1.2857,NO
0.1689,NO
0.8814,NO
1.8698,NO
1.011,NO
1.1659,NO
0.6284,NO
1.2556,NO
2.885,YES
4.1684,YES
3.0615,YES
1.9998,YES
2.4645,NO
3.2718,YES
1.2937,NO
0.6136,NO
0.1974,NO
0.9502,YES
3.165,YES
2.5499,YES
1.4961,YES
0.5051,NO
0.0604,NO
1.3377,YES
0.9121,NO
0.8795,YES
0.8611,NO
0.5128,NO
0.5272,NO
0.2375,NO
0.1463,NO
2.855,YES
0.3573,NO
2.3755,YES
0.2329,NO
2.7623,YES
0.8348,NO
1.9769999999999999,NO
1.0269,NO
0.4452,NO
1.4403,YES
0.5708,NO
0.8053,YES
1.4279,NO
0.38299999999999995,NO
0.9542,NO
1.2548,NO
0.4243,NO
1.9701,NO
1.8847,NO
0.9862,NO
1.8591,NO
3.4785,YES
1.5835,NO
2.9224,YES
1.0742,NO
1.2241,NO
0.4753,NO
1.2569,NO
1.3803,NO
1.2357,NO
0.4836,NO
0.6452,NO
0.2901,NO
2.6709,YES
3.6536,YES
2.9011,YES
2.0877,YES
1.788,NO
3.2019,YES
1.296,NO
1.3579,NO
0.4885,NO
1.2378,NO
2.3711,NO
1.0107,NO
2.5257,NO
1.1555,NO
0.379,NO
2.2768,NO
3.8005,YES
1.8661,NO
3.1861,YES
0.8693,NO
1.3426,NO
0.2003,NO
0.9059,NO
1.7765,NO
0.9487,NO
0.9975,NO
0.6279,NO
1.0765,NO
2.787,YES
4.173,YES
3.1146,YES
2.1286,YES
2.1473,NO
3.1015,YES
1.4087,NO
1.8723,NO
0.5589999999999999,NO
1.1773,NO
2.0008,NO
0.9747,NO
2.4963,NO
1.8359999999999999,NO
0.8387,NO
2.1805,NO
3.5244,YES
1.8001,NO
3.177,YES
1.429,NO
1.5164,NO
0.7222,NO
1.2892,NO
1.7733,NO
1.2157,NO
1.0439,NO
0.8585,NO
1.0398,NO
2.7153,YES
4.1607,YES
3.1341,YES
1.7690000000000001,YES
2.1308,NO
3.1255,YES
1.3313,NO
1.2648,NO
0.4149,NO
0.5572,NO
1.7216,NO
0.431,NO
1.3636,NO
0.9937,NO
0.3948,NO
1.2751,NO
3.0081,YES
1.0332,NO
2.6066,YES
0.7753,NO
1.0804,NO
0.3888,NO
0.7754,NO
1.1643,NO
0.8806,NO
0.5396,NO
0.5655,NO
0.7584,NO
2.1889,YES
3.1749,YES
2.3308,YES
1.614,YES
1.2479,NO
2.4816,YES
0.7959999999999999,NO
1.2051,NO
0.5353,NO
4.3044,YES
2.4032,YES
1.367,YES
5.4524,YES
0.9774,NO
0.4121,NO
5.1186,YES
2.0841,NO
4.4347,YES
1.2149,NO
1.8836,NO
1.9219,NO
0.764,NO
0.8358,NO
2.4676,YES
0.8644,NO
2.8925,YES
0.3921,NO
1.5188,YES
1.5041,NO
1.9932,NO
1.4823,NO
0.9271,NO
4.9047,YES
2.2408,NO
4.1511,YES
0.9047,NO
0.3164,NO
2.3811,YES
1.1789,NO
0.5389,NO
2.8545,YES
0.7192,NO
0.3814,NO
2.3328,YES
1.4637,NO
2.556,YES
1.0568,NO
1.9243,NO
1.3824,NO
0.9743,NO
0.9229,NO
1.5035,NO
0.8102,NO
1.1549,NO
0.4664,NO
0.784,NO
0.919,NO
1.8002,NO
0.7719,NO
0.75,NO
2.5669999999999997,YES
1.3985,NO
1.9747,YES
1.1307,NO
0.3673,NO
1.5099,YES
3.8103,YES
2.3647,YES
2.3674,YES
0.966,NO
0.2211,NO
2.2431,YES
2.7505,NO
1.8102,YES
2.1225,NO
1.2848,NO
1.5099,NO
0.6174,NO
0.5874,NO
3.0505,YES
0.7617,NO
2.2769999999999997,YES
0.3709,NO
2.6343,YES
1.936,NO
3.3311,NO
2.1397,NO
1.4191,NO
2.3855,YES
2.1357,NO
1.4348,YES
0.867,NO
0.3631,NO
2.9026,YES
0.9740000000000001,NO
0.3941,NO
3.4968,YES
0.6395,NO
0.2633,NO
3.2901,YES
0.6789,NO
3.1022,YES
0.2297,NO
1.1348,NO
1.2354,NO
0.4703,NO
0.5058,NO
1.0403,NO
0.5657,NO
1.6872,NO
0.2727,NO
0.3344,NO
0.6298,NO
0.5049,NO
0.6542,NO
0.2352,NO
2.9944,YES
0.8611,NO
3.1119,YES
0.8009,NO
0.1696,NO
0.8963,YES
2.7452,YES
2.2218,YES
1.1191,YES
0.6908,NO
0.1442,NO
0.9631,YES
0.3793,NO
0.8221,YES
0.3943,NO
0.9806,NO
0.8182,NO
0.5373,NO
0.289,NO
2.5365,YES
0.4335,NO
2.1121,YES
0.2362,NO
2.3256,YES
0.3876,NO
1.5386,NO
0.7325,NO
0.2489,NO
1.1464,YES
0.3441,NO
0.871,YES
1.3978,YES
0.8439,YES
0.5895,NO
0.5148,NO
0.6621,NO
1.0252,NO
1.2262,YES
1.3851,YES
0.7697,NO
0.5125,NO
0.4431,NO
0.3452,NO
0.2131,NO
0.3943,NO
0.2012,NO
1.5535,YES
0.9119,NO
1.4074,YES
0.6172,NO
1.1374,YES
0.6104,NO
0.3983,NO
0.8317,NO
0.4332,NO
0.2272,NO
0.6118,NO
0.3553,NO
0.3943,NO
0.8564,NO
0.5156,NO
4.6718,YES
1.8172,YES
1.0532,YES
5.6379,YES
0.6136,NO
0.48700000000000004,NO
5.2916,YES
1.2332,NO
4.4073,YES
0.3742,NO
1.6349,NO
1.4023,NO
0.4473,NO
0.8333,NO
2.2757,YES
0.8581,NO
2.7824,YES
0.3464,NO
1.3899,YES
0.7948,NO
1.2816,NO
0.8172,NO
0.9165,NO
4.9701,YES
1.6177,NO
4.1296,YES
1.9825,NO
0.9083,NO
5.1828,YES
3.0274,YES
1.8851,YES
6.3024,YES
2.0378,NO
1.1393,NO
5.8211,YES
2.5036,NO
5.0069,YES
1.78,NO
2.3441,NO
2.6864,NO
0.5846,NO
1.5747,NO
3.2472,YES
1.6882,NO
3.4318,YES
1.1424,NO
2.0433,YES
1.8969,NO
2.9276,NO
1.7837,NO
1.1284,NO
5.7673,YES
2.3979,NO
4.796,YES
0.9355,NO
0.5388,NO
4.7476,YES
2.3981,YES
1.5456,YES
5.9611,YES
0.6593,NO
0.3697,NO
5.4199,YES
1.7783,NO
4.6375,YES
0.8441,NO
1.7137,NO
1.9208,NO
0.5194,NO
0.7412,NO
2.3997,YES
0.7723,NO
3.227,YES
0.4135,NO
1.577,YES
1.3132,NO
1.6286,NO
1.0568,NO
0.7054,NO
5.1069,YES
1.7946,NO
4.2779,YES
1.0936,NO
0.5698,NO
5.0869,YES
2.2586,YES
1.4625,YES
6.1469,YES
0.9292,NO
0.3937,NO
5.6774,YES
1.3842,NO
5.0197,YES
0.441,NO
2.3075,NO
2.4667,NO
1.1321,NO
0.8285,NO
2.4614,YES
0.8493,NO
3.2521,YES
0.3913,NO
1.5853,YES
0.7509,NO
1.4988,NO
0.7317,NO
0.6802,NO
5.5651,YES
1.3178,NO
4.7779,YES
0.8924,NO
0.5209,NO
1.4998,YES
3.0502,YES
2.3275,YES
2.248,YES
0.4589,NO
0.3823,NO
2.199,YES
0.8258,NO
1.365,YES
0.2754,NO
0.5333,NO
0.7663,NO
0.2571,NO
0.5805,NO
2.9476,YES
0.7072,NO
2.5434,YES
0.3976,NO
2.5273,YES
0.5355,NO
1.5431,NO
0.7335,NO
0.7849,NO
2.0271,YES
0.8344,NO
1.4411,YES
1.1088,NO
0.4778,NO
1.7476,YES
3.6164,YES
2.6473,YES
2.2413,YES
0.5209,NO
0.4897,NO
2.1481,YES
0.8489,NO
1.3277,YES
0.3506,NO
0.6553,NO
0.5601,NO
0.3322,NO
0.6645,NO
3.4489,YES
0.8408,NO
3.0953,YES
0.3318,NO
3.1406,YES
0.6693,NO
1.7736,NO
1.043,NO
0.7657,NO
1.8857,YES
1.3685,NO
1.4367,YES
0.8562,NO
0.1313,NO
1.0278,NO
1.5938,NO
0.9161,NO
1.1832,NO
1.0084,NO
0.076,NO
1.2058,NO
0.6327,NO
1.2887,NO
0.4277,NO
1.9899,YES
2.0727,YES
1.3827,YES
0.2384,NO
1.1847,NO
0.2829,NO
1.0778,NO
0.1551,NO
0.9205,NO
0.2385,NO
1.2098,NO
0.5902,NO
0.2834,NO
1.5247,NO
0.6051,NO
1.2732,NO
1.8453,YES
1.4946,YES
0.7014,NO
0.7615,NO
0.6297,NO
0.6733,NO
1.9269,YES
2.0289,YES
0.6046,NO
0.8758,NO
0.3855,NO
0.7545,NO
0.5527,NO
1.0728,NO
0.4221,NO
2.2596,YES
1.121,NO
2.3636,YES
0.5068,NO
1.7654,YES
0.7762,NO
0.5598,NO
1.2817,NO
0.5512,NO
0.3665,NO
0.579,NO
0.7426,NO
0.6938,NO
1.3196,NO
0.3822,NO
1.8647,YES
4.3011,YES
3.1092,YES
2.1301,YES
1.0307,NO
0.423,NO
2.0977,YES
0.9773,NO
1.5907,YES
0.6524,NO
1.6988,NO
1.4614,NO
0.8875,NO
0.5524,NO
4.1222,YES
0.8275,NO
3.4947,YES
0.4006,NO
3.6937,YES
0.7419,NO
2.0981,NO
0.8503,NO
0.5891,NO
2.3175,YES
1.1265,NO
1.6427,YES
2.2319,YES
1.5284,YES
