50Traced_NONETRACED_MAX_RAW_LSA_28_MEDIAN,Associated
0.0737,NO
0.1687,NO
0.1377,NO
0.2653,NO
0.1508,NO
0.1423,NO
0.1687,NO
0.1687,NO
0.1689,NO
1.0,YES
0.0616,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1687,NO
0.1733,NO
0.1687,NO
0.1453,NO
0.2179,NO
0.2083,NO
1.0,YES
1.0,YES
0.3527,YES
1.0,YES
0.1573,NO
0.4096,YES
0.1423,NO
0.1792,YES
1.0,YES
0.3362,NO
0.1579,NO
0.1148,NO
0.1112,NO
1.0,YES
1.0,YES
0.1364,NO
0.1231,NO
0.1296,NO
0.1474,NO
0.1835,NO
0.1835,NO
0.1551,NO
1.0,YES
0.1344,NO
1.0,YES
0.1344,NO
1.0,YES
0.1088,NO
0.1474,NO
0.1231,NO
0.1235,NO
0.0802,NO
0.1903,NO
0.1474,NO
0.1008,NO
0.092,NO
0.1534,NO
0.1505,NO
0.2865,NO
0.1512,NO
0.1666,NO
0.1987,NO
0.092,NO
0.2252,NO
1.0,YES
0.2347,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.1906,NO
0.1268,NO
0.1947,NO
0.1755,NO
0.2202,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2254,NO
1.0,YES
0.1505,NO
0.1602,YES
0.284,YES
0.3356,NO
0.204,NO
0.1507,NO
0.204,NO
0.3435,YES
0.284,YES
0.204,NO
0.0952,NO
0.1364,NO
0.1355,NO
0.2289,NO
0.2088,NO
0.2075,NO
0.284,YES
0.204,NO
0.284,YES
0.204,NO
0.3081,YES
0.204,NO
0.1355,NO
0.091,NO
0.11800000000000001,NO
0.1053,NO
0.2201,NO
0.1351,NO
0.204,NO
0.0724,NO
0.1267,NO
0.1404,YES
1.0,YES
1.0,YES
0.3354,YES
0.1548,NO
0.1267,NO
0.3354,YES
0.1531,NO
0.2111,YES
0.1443,NO
0.2165,NO
0.1934,NO
0.1934,NO
0.1267,NO
1.0,YES
0.1267,NO
1.0,YES
0.1417,NO
0.4156,YES
0.1531,NO
0.1531,NO
0.1531,NO
0.0948,NO
0.2111,YES
0.1531,NO
0.3354,YES
0.1926,NO
0.1926,NO
0.1975,NO
0.2653,NO
0.1977,NO
0.2524,NO
0.1987,NO
0.1926,NO
0.2524,NO
1.0,YES
0.2347,NO
1.0,YES
0.1987,NO
0.1756,NO
0.1689,NO
0.1926,NO
0.2524,NO
0.1926,NO
0.2524,NO
0.2019,NO
0.2524,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2254,NO
1.0,YES
0.2524,NO
0.1132,NO
0.1132,NO
0.1371,YES
1.0,YES
1.0,YES
0.2886,YES
0.1548,NO
0.1132,NO
0.2886,YES
0.2598,NO
0.106,YES
0.1459,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.142,NO
0.3658,YES
0.2049,NO
0.2206,NO
0.2228,NO
0.1032,NO
0.1461,YES
0.1353,NO
0.2886,YES
0.1755,NO
0.1755,NO
0.2381,NO
0.2395,NO
0.1547,NO
0.2395,NO
0.1987,NO
0.1755,NO
