50Traced_NONETRACED_SUM_RAW_LSA_71_MEDIAN,Associated
0.2819,NO
0.2791,NO
0.6726,NO
0.7507,NO
0.2194,NO
0.496,NO
0.2088,NO
0.0679,NO
0.5522,NO
1.68,YES
0.3589,NO
2.1741,YES
0.5082,NO
0.2856,NO
0.2223,NO
0.3692,NO
0.2714,NO
0.3788,NO
0.3756,NO
0.2179,NO
0.3916,NO
2.3033,YES
3.1494,YES
1.6728,YES
2.4592,YES
0.5737,NO
0.8156,YES
0.2784,NO
1.0367,YES
2.0638,YES
0.7215,NO
0.4897,NO
0.5054,NO
0.7496,NO
1.411,YES
1.3986,YES
0.4491,NO
0.2604,NO
0.8531,NO
0.1666,NO
0.2959,NO
0.3577,NO
0.1551,NO
2.1408,YES
0.2459,NO
3.054,YES
0.4907,NO
0.8152,YES
0.4637,NO
0.1212,NO
0.2688,NO
0.2234,NO
0.1389,NO
0.6868,NO
0.231,NO
0.5658,NO
0.4048,NO
0.3089,NO
0.9107,NO
0.8436,NO
0.3993,NO
0.4031,NO
0.4719,NO
0.1012,NO
0.6825,NO
1.3558,YES
0.5907,NO
1.2808,YES
0.6029,NO
0.2625,NO
0.2794,NO
0.2796,NO
0.5216,NO
0.5589999999999999,NO
0.6839,NO
0.1755,NO
0.5617,NO
1.5379,YES
2.4718,YES
1.3832,YES
2.65,YES
0.7742,NO
0.8228,YES
0.4181,NO
1.1255,YES
2.0963,YES
0.9056,NO
0.7075,NO
0.5546,NO
0.8378,NO
1.3908,YES
1.3757,YES
0.5106,NO
0.4635,NO
0.7285,NO
0.3395,NO
0.7185,NO
0.575,NO
0.3898,NO
2.1719,YES
0.2739,NO
3.0756,YES
0.5246,NO
0.8425,YES
0.6018,NO
0.1971,NO
0.6701,NO
0.4063,NO
0.4482,NO
0.8372,NO
0.4321,NO
0.6742,NO
0.2525,NO
0.2836,NO
1.7461,YES
2.1973,YES
3.5389999999999997,YES
0.8759999999999999,YES
0.3998,NO
0.2037,NO
0.9291,YES
0.5402,NO
1.4508,YES
0.3049,NO
0.5988,NO
0.3293,NO
0.2085,NO
0.3085,NO
0.973,YES
0.5095,NO
3.0763,YES
0.3323,NO
2.9355,YES
0.2991,NO
0.5103,NO
0.1969,NO
0.23800000000000002,NO
0.8092,YES
0.2113,NO
1.6463,YES
0.3455,NO
0.3584,NO
0.8577,NO
0.5415,NO
0.3783,NO
0.7801,NO
0.3934,NO
0.1225,NO
0.8577,NO
1.3873,YES
0.7383,NO
1.7531,YES
0.3757,NO
0.2292,NO
0.1689,NO
0.3583,NO
0.3743,NO
0.5244,NO
0.424,NO
0.2019,NO
0.4781,NO
1.9535,YES
2.3522,YES
1.2993,YES
2.1221,YES
0.8096,NO
0.7548,YES
0.4027,NO
0.1687,NO
0.3383,NO
1.5237,YES
2.4807,YES
2.0755,YES
0.5768,YES
0.4141,NO
0.1686,NO
0.5443,YES
0.6207,NO
1.2937,YES
0.662,NO
0.4948,NO
0.316,NO
0.2375,NO
0.4007,NO
0.7552,YES
0.5046,NO
2.7537,YES
0.2846,NO
2.5793,YES
0.7205,NO
0.9817,NO
0.3846,NO
0.5916,NO
0.7675,YES
0.2136,NO
1.2425,YES
0.2785,NO
0.4768,NO
1.0802,NO
0.8579,NO
0.5122,NO
0.9808,NO
0.536,NO
0.1536,NO
0.7105,NO
1.5606,YES
1.0289,NO
2.1549,YES
0.5977,NO
0.3577,NO
0.3928,NO
0.5657,NO
0.3331,NO
0.5432,NO
0.8257,NO
0.2256,NO
0.705,NO
2.2435,YES
2.4948,YES
1.4822,YES
1.7751,YES
0.8219,NO
0.6326,YES
0.5378,NO
0.1795,NO
0.1484,NO
0.7391,NO
0.6075,NO
0.2978,NO
0.7241,NO
0.332,NO
0.0967,NO
0.4909,NO
1.6291,YES
0.5813,NO
2.1756,YES
0.294,NO
0.2224,NO
0.1761,NO
0.204,NO
0.2991,NO
0.2362,NO
0.6128,NO
0.1309,NO
0.3656,NO
2.3146,YES
2.6642,YES
1.5373,YES
2.1327,YES
0.745,NO
0.6558,YES
0.2819,NO
0.1523,NO
0.3062,NO
0.7526,NO
0.9617,NO
0.7159,NO
0.7676,NO
0.4428,NO
0.1204,NO
0.6018,NO
1.6361,YES
0.8131,NO
2.182,YES
0.2349,NO
0.2762,NO
0.2007,NO
0.3573,NO
0.3469,NO
0.3937,NO
0.8089,NO
0.1912,NO
0.8257,NO
2.2552,YES
2.6276,YES
1.5238,YES
1.9399,YES
0.7511,NO
0.5857,YES
0.5042,NO
0.4563,NO
0.2818,NO
0.8402,NO
0.6001,NO
0.5578,NO
0.5106,NO
0.3004,NO
0.0756,NO
0.7608,NO
1.2891,YES
0.5151,NO
1.245,YES
0.4948,NO
0.2079,NO
0.2615,NO
0.2453,NO
0.5314,NO
0.43200000000000005,NO
0.5614,NO
0.1702,NO
0.4051,NO
1.5167,YES
2.4395,YES
1.3946,YES
2.6407,YES
0.758,NO
0.8981,YES
0.281,NO
0.281,NO
0.5196,NO
3.7701,YES
1.6821,YES
1.514,YES
3.1371,YES
0.7434,NO
0.1815,NO
2.9905,YES
0.6911,NO
4.0474,YES
0.4865,NO
0.7319,NO
0.7055,NO
0.3439,NO
0.4733,NO
0.7152,YES
0.6482,NO
1.9859,YES
0.3038,NO
1.7475,YES
0.451,NO
1.0677,NO
0.8547,NO
0.6428,NO
3.0884,YES
0.7398,NO
2.9572,YES
0.2612,NO
0.2064,NO
2.2939,YES
0.5029,NO
0.5805,NO
2.0211,YES
0.36200000000000004,NO
0.1393,NO
2.1001,YES
0.3413,NO
2.4478,YES
0.1977,NO
0.805,NO
0.384,NO
0.3161,NO
0.2164,NO
0.21899999999999997,NO
0.1977,NO
0.4338,NO
0.1451,NO
0.7112,NO
0.1991,NO
0.3619,NO
0.4769,NO
0.1917,NO
1.3063,YES
0.5445,NO
1.9393,YES
0.3236,NO
0.3665,NO
2.4246,YES
2.4215,YES
4.1903,YES
1.0058,YES
0.5653,NO
0.2186,NO
1.0768,YES
0.6419,NO
2.0857,YES
0.6061,NO
0.5939,NO
0.2415,NO
0.2048,NO
0.3653,NO
1.2362,YES
0.5145,NO
3.8835,YES
0.365,NO
3.0567,YES
0.7484,NO
0.9358,NO
0.2935,NO
0.6132,NO
0.7897,YES
0.4062,NO
1.9887,YES
0.2159,NO
0.1646,NO
2.1447,YES
0.2721,NO
0.3317,NO
1.5911,YES
0.3602,NO
0.153,NO
1.5285,YES
0.363,NO
1.9336,YES
0.2184,NO
0.5862,NO
0.3031,NO
0.203,NO
0.1775,NO
0.3182,NO
0.1654,NO
0.5063,NO
0.0902,NO
0.2868,NO
0.3452,NO
0.6681,NO
0.5099,NO
0.6095,NO
1.4529,YES
0.5936,NO
1.3833,YES
0.0991,NO
0.2046,NO
1.5525,YES
2.4071,YES
2.6092,YES
0.6164,YES
0.2505,NO
0.08199999999999999,NO
0.5815,YES
0.3401,NO
1.2303,YES
0.2452,NO
0.2772,NO
0.2113,NO
0.1785,NO
0.2712,NO
0.858,YES
0.264,NO
3.2972,YES
0.2435,NO
2.6587,YES
0.2596,NO
0.3633,NO
0.1105,NO
0.2465,NO
0.7038,YES
0.0904,NO
1.2358,YES
0.3838,YES
0.5105,YES
0.3634,NO
0.2212,NO
0.1594,NO
0.1844,NO
0.2983,YES
0.4861,YES
0.1404,NO
0.2778,NO
0.2183,NO
0.3652,NO
0.34299999999999997,NO
0.1999,NO
0.2853,NO
0.5515,YES
0.095,NO
0.872,YES
0.1191,NO
0.2985,YES
0.1867,NO
0.3436,NO
0.4296,NO
0.2503,NO
0.2629,NO
0.2177,NO
0.1801,NO
0.0996,NO
0.4055,NO
0.2518,NO
5.0758,YES
1.2909,YES
1.4176,YES
3.5122,YES
0.8629,NO
0.1892,NO
2.8447,YES
0.6325,NO
4.5087,YES
0.3911,NO
0.7958,NO
0.6916,NO
0.316,NO
0.147,NO
0.6638,YES
0.2127,NO
1.7383,YES
0.2796,NO
1.4249,YES
0.4364,NO
0.8373,NO
0.7453,NO
0.5,NO
2.7125,YES
0.9644,NO
3.4743,YES
0.3221,NO
0.3207,NO
4.2598,YES
1.3695,YES
1.5101,YES
3.2559,YES
0.9416,NO
0.1817,NO
2.6941,YES
0.5188,NO
4.1266,YES
0.3306,NO
0.8831,NO
0.6195,NO
0.4183,NO
0.2079,NO
0.7796,YES
0.4607,NO
2.0245,YES
0.3462,NO
1.5316,YES
0.3825,NO
0.8942,NO
0.5282,NO
0.3955,NO
3.1068,YES
0.6707,NO
3.0581,YES
0.3135,NO
0.1545,NO
3.6753,YES
0.6083,YES
0.8779,YES
3.2079,YES
0.6920000000000001,NO
0.2236,NO
3.0698,YES
0.4926,NO
4.0254,YES
0.3013,NO
0.6662,NO
0.3629,NO
0.1751,NO
0.2034,NO
0.5774,YES
0.205,NO
1.1346,YES
0.1773,NO
0.8122,YES
0.4686,NO
0.7244,NO
0.8477,NO
0.5626,NO
2.4699,YES
0.8073,NO
2.4382,YES
0.2875,NO
0.2794,NO
3.9095,YES
1.4409,YES
1.268,YES
2.5882,YES
0.6766,NO
0.1682,NO
2.4183,YES
0.4799,NO
3.7485,YES
0.2655,NO
0.5104,NO
0.4028,NO
0.1497,NO
0.2435,NO
0.5175,YES
0.2716,NO
1.6344,YES
0.2211,NO
1.5257,YES
0.2948,NO
0.7142,NO
0.5652,NO
0.4669,NO
1.8936,YES
0.6478,NO
3.1329,YES
0.2073,NO
0.0981,NO
1.1253,YES
2.0134,YES
2.8217,YES
0.6034,YES
0.1669,NO
0.085,NO
0.7012,YES
0.3899,NO
0.6599,YES
0.1658,NO
0.5866,NO
0.2731,NO
0.2523,NO
0.1902,NO
1.003,YES
0.248,NO
2.9609,YES
0.171,NO
2.7568,YES
0.3507,NO
0.3184,NO
0.1671,NO
0.4121,NO
0.8356,YES
0.2236,NO
0.6901,YES
0.2712,NO
0.272,NO
1.2538,YES
1.8017,YES
3.4375,YES
0.7097,YES
0.3686,NO
0.1682,NO
0.8079,YES
0.4652,NO
1.0511,YES
0.3591,NO
0.5902,NO
0.1166,NO
0.2273,NO
0.3295,NO
1.058,YES
0.4018,NO
3.1574,YES
0.2637,NO
2.45,YES
0.5072,NO
0.6642,NO
0.2985,NO
0.512,NO
0.6752,YES
0.2713,NO
1.0243,YES
0.3232,NO
0.1635,NO
0.9965,NO
0.6509,NO
0.3804,NO
0.4228,NO
0.1482,NO
0.19899999999999998,NO
0.6592,NO
0.2768,NO
0.6585,NO
0.2956,NO
2.1487,YES
0.7901,YES
1.3392,YES
0.1846,NO
0.1562,NO
0.39299999999999996,NO
0.3998,NO
0.1551,NO
0.5366,NO
0.2485,NO
0.6777,NO
0.1437,NO
0.1607,NO
0.6011,NO
0.4783,NO
0.6886,NO
1.0017,YES
1.4472,YES
0.6482,NO
0.4986,NO
0.4714,NO
0.5503,NO
0.7565,YES
1.3444,YES
0.2317,NO
0.271,NO
0.4729,NO
0.3101,NO
0.3488,NO
0.3244,NO
0.2505,NO
1.5284,YES
0.1959,NO
2.4381,YES
0.4735,NO
0.6788,YES
0.4219,NO
0.2289,NO
0.5058,NO
0.1977,NO
0.2839,NO
0.599,NO
0.3251,NO
0.4062,NO
0.1609,NO
0.3342,NO
1.4922,YES
2.1918,YES
2.9795,YES
0.7193,YES
0.4102,NO
0.26,NO
0.8627,YES
0.293,NO
1.2698,YES
0.242,NO
0.7039,NO
0.2443,NO
0.1988,NO
0.4471,NO
1.0208,YES
0.5358,NO
3.5903,YES
0.2601,NO
2.4374,YES
0.382,NO
0.4501,NO
0.1585,NO
0.2586,NO
0.9191,YES
0.2844,NO
1.0971,YES
0.4227,YES
0.6463,YES
0.6266,NO
0.4485,NO
0.4607,NO
0.4397,NO
0.3733,YES
0.5803,YES
0.3673,NO
0.2631,NO
0.5777,NO
0.1973,NO
0.3307,NO
0.2227,NO
0.132,NO
0.6811,YES
0.1316,NO
1.0627,YES
0.4247,NO
0.3407,YES
0.4595,NO
0.1628,NO
0.2924,NO
0.2006,NO
0.1733,NO
0.40700000000000003,NO
0.1892,NO
0.5933,NO
0.3889,NO
0.2279,NO
0.8649,NO
0.5663,NO
0.462,NO
0.3164,NO
0.2134,NO
0.22899999999999998,NO
0.5051,NO
0.6379,YES
0.5462,NO
0.6745,YES
0.4941,NO
0.263,NO
0.2564,NO
0.2424,NO
0.3507,NO
0.45899999999999996,NO
0.5209,NO
0.2072,NO
0.3151,NO
0.8127,YES
1.6724,YES
0.7337,YES
1.504,YES
0.4411,NO
0.6061,YES
0.4286,NO
0.48700000000000004,YES
0.6688,YES
0.6438,NO
0.4439,NO
0.5287,NO
0.5801,NO
0.4199,YES
0.6003,YES
0.4037,NO
0.3004,NO
0.5864,NO
0.3396,NO
0.2992,NO
0.215,NO
0.2102,NO
0.7066,YES
0.2075,NO
1.1098,YES
0.5421,NO
0.3577,YES
0.4501,NO
0.3116,NO
0.4946,NO
0.2644,NO
0.3214,NO
0.5543,NO
0.2476,NO
0.4489,NO
0.3636,NO
0.3775,NO
0.6689,NO
0.5101,NO
0.3461,NO
0.7734,NO
0.2955,NO
0.1098,NO
0.7619,NO
1.6168,YES
0.6684,NO
1.633,YES
0.4121,NO
0.3068,NO
0.2965,NO
0.3635,NO
0.3192,NO
0.4611,NO
0.3997,NO
0.2286,NO
0.4608,NO
1.7752,YES
2.0597,YES
1.6057,YES
2.3022,YES
0.7982,NO
0.6761,YES
0.3633,NO
