50Traced_NONETRACED_SUM_RAW_VSM_28_MEDIAN,Associated
0.3308,NO
0.4161,NO
0.4015,NO
0.5738,NO
0.3079,NO
0.2376,NO
0.3454,NO
0.2673,NO
0.3861,NO
0.8139,YES
0.2676,NO
1.4324,YES
0.4143,NO
0.4839,NO
0.2223,NO
0.2757,NO
0.429,NO
0.1313,NO
0.2969,NO
0.2179,NO
0.2875,NO
1.304,YES
0.8424,YES
0.6814,YES
1.4024,YES
0.2144,NO
1.2837,YES
0.2355,NO
0.6733,YES
2.0376,YES
0.3362,NO
0.301,NO
0.2212,NO
0.2471,NO
1.6198,YES
1.3866,YES
0.2636,NO
0.3372,NO
0.1901,NO
0.5307,NO
0.3944,NO
0.4312,NO
0.1617,NO
1.4261,YES
0.2064,NO
0.6375,YES
0.1283,NO
0.6934,YES
0.0536,NO
0.3209,NO
0.4014,NO
0.4577,NO
0.363,NO
0.2779,NO
0.3793,NO
0.2148,NO
0.37,NO
0.2339,NO
0.6461,NO
0.5028,NO
0.4514,NO
0.4704,NO
0.3487,NO
0.1328,NO
0.7221,NO
1.6346,YES
0.5959,NO
2.4299,YES
0.205,NO
0.2932,NO
0.2136,NO
0.2373,NO
0.4076,NO
0.1268,NO
0.5231,NO
0.1755,NO
0.4217,NO
1.8828,YES
1.6732,YES
1.7695,YES
2.0047,YES
0.452,NO
1.7332,YES
0.5773,NO
1.0687,YES
2.0784,YES
0.3913,NO
0.6197,NO
0.4786,NO
0.337,NO
2.4219,YES
1.7048,YES
0.4136,NO
0.2959,NO
0.3763,NO
0.3756,NO
0.5414,NO
0.7941,NO
0.2388,NO
1.5516,YES
0.4272,NO
0.9936,YES
0.3951,NO
1.5823,YES
0.3003,NO
0.1251,NO
0.4086,NO
0.4103,NO
0.1467,NO
0.5752,NO
0.1594,NO
0.2619,NO
0.3587,NO
0.4242,NO
0.8989,YES
1.7356,YES
1.8422,YES
1.2934,YES
0.4636,NO
0.2792,NO
1.9476,YES
0.6615,NO
1.3427,YES
0.4501,NO
0.3069,NO
0.4927,NO
0.1934,NO
0.4082,NO
1.3874,YES
0.2372,NO
2.254,YES
0.3257,NO
1.3428,YES
0.2863,NO
0.7882,NO
0.9446,NO
0.5517,NO
1.3848,YES
0.5972,NO
1.8574,YES
0.7263,NO
0.5617,NO
0.5471,NO
1.0718,NO
0.9422,NO
0.54,NO
0.8831,NO
0.4376,NO
0.6925,NO
2.9113,YES
0.5242,NO
3.2833,YES
0.4895,NO
0.8922,NO
0.2592,NO
0.5036,NO
0.8803,NO
0.2759,NO
1.139,NO
0.4474,NO
0.8048,NO
2.7463,YES
3.0288,YES
2.7855,YES
3.2757,YES
0.5356,NO
2.5763,YES
0.8076,NO
0.3477,NO
0.1497,NO
0.4513,YES
1.9889,YES
1.1827,YES
0.8131,YES
0.2943,NO
0.0604,NO
0.8142,YES
0.4747,NO
0.5666,YES
0.5025,NO
0.4001,NO
0.4974,NO
0.2375,NO
0.1808,NO
1.8057,YES
0.14300000000000002,NO
2.2031,YES
0.1492,NO
1.7408,YES
0.4948,NO
0.5007,NO
0.6436,NO
0.5019,NO
0.7148,YES
0.6052,NO
0.7969,YES
0.4979,NO
0.1657,NO
0.7391,NO
0.6018,NO
0.6769,NO
0.8420000000000001,NO
0.4444,NO
0.1599,NO
1.031,NO
2.6689999999999996,YES
0.9486,NO
2.6493,YES
0.2519,NO
0.5783,NO
0.2091,NO
0.2295,NO
0.5735,NO
0.0945,NO
0.9537,NO
0.2256,NO
0.5373,NO
2.1697,YES
2.8015,YES
2.6944,YES
2.6819,YES
0.7929,NO
1.9995,YES
1.0648,NO
0.4269,NO
0.1989,NO
0.5824,NO
0.6026,NO
0.4107,NO
0.774,NO
0.3342,NO
0.1362,NO
0.8838,NO
1.4887,YES
0.9158,NO
1.9414,YES
0.2255,NO
0.4522,NO
0.1118,NO
0.204,NO
0.5534,NO
0.1655,NO
0.6244,NO
0.2534,NO
0.3289,NO
1.7187,YES
1.5215,YES
1.3497,YES
2.0332,YES
0.9035,NO
1.7009999999999998,YES
0.8125,NO
0.5239,NO
0.1447,NO
0.7694,NO
0.5636,NO
0.5566,NO
0.5449,NO
0.47700000000000004,NO
0.2056,NO
0.9618,NO
2.173,YES
0.6853,NO
2.5580000000000003,YES
0.2252,NO
0.3647,NO
0.2007,NO
0.1735,NO
0.3778,NO
0.1343,NO
0.6497,NO
0.3156,NO
0.5216,NO
2.0601,YES
2.2395,YES
2.026,YES
2.5527,YES
0.6801,NO
1.8187,YES
0.9135,NO
0.2166,NO
0.1062,NO
0.2994,NO
0.3754,NO
0.3121,NO
0.0855,NO
0.2664,NO
0.1189,NO
0.1627,NO
1.2855,YES
0.1494,NO
1.7553,YES
0.3578,NO
0.5251,NO
0.2045,NO
0.1265,NO
0.3581,NO
0.0824,NO
0.3813,NO
0.1702,NO
0.2862,NO
1.1796,YES
1.3776,YES
1.5339,YES
1.2406,YES
0.1375,NO
0.9595,YES
0.1342,NO
0.4062,NO
0.4585,NO
2.4815,YES
0.4803,YES
0.4663,YES
3.0455,YES
0.4232,NO
0.3031,NO
3.7175,YES
0.6846,NO
3.8545,YES
0.5445,NO
0.3206,NO
0.4446,NO
0.1522,NO
0.3561,NO
0.5916,YES
0.163,NO
0.8147,YES
0.2129,NO
0.3605,YES
0.4946,NO
0.7629,NO
1.0096,NO
0.6855,NO
3.1618,YES
0.8762,NO
2.6191,YES
0.4037,NO
0.1701,NO
2.4623,YES
0.7040000000000001,NO
0.7182,NO
2.0786,YES
0.4427,NO
0.1646,NO
3.2255,YES
0.6439,NO
2.5757,YES
0.5799,NO
0.5675,NO
0.8882,NO
0.3086,NO
0.2068,NO
0.6705,NO
0.1398,NO
1.0944,NO
0.1451,NO
0.5671,NO
0.5317,NO
0.9429,NO
0.9109,NO
0.7455,NO
1.9167,YES
0.7415,NO
2.1305,YES
0.4729,NO
0.3546,NO
0.6501,YES
2.2709,YES
1.9394,YES
0.8408,YES
0.4728,NO
0.1445,NO
1.4638,YES
0.9586,NO
0.6711,YES
0.8039,NO
0.6853,NO
0.8004,NO
0.28,NO
0.3949,NO
2.0086,YES
0.2125,NO
2.9155,YES
0.239,NO
2.0053,YES
0.6052,NO
1.0006,NO
1.1232,NO
0.8357,NO
0.9420000000000001,YES
0.7679,NO
1.5181,YES
0.1636,NO
0.1646,NO
0.6005,YES
0.3923,NO
0.4192,NO
1.1338,YES
0.2153,NO
0.153,NO
1.1468,YES
0.6091,NO
1.2375,YES
0.3909,NO
0.2244,NO
0.1542,NO
0.1277,NO
0.1775,NO
0.4173,NO
0.1654,NO
0.746,NO
0.0902,NO
0.3426,NO
0.4393,NO
0.6191,NO
0.7549,NO
0.6316,NO
1.0879,YES
0.5871,NO
1.2178,YES
0.2957,NO
0.2004,NO
0.3593,YES
2.4826,YES
1.6729,YES
0.6940000000000001,YES
0.2954,NO
0.1157,NO
0.5638,YES
0.4083,NO
0.3811,YES
0.3296,NO
0.3861,NO
0.3748,NO
0.1785,NO
0.2353,NO
1.7584,YES
0.1998,NO
2.0795,YES
0.1664,NO
2.4073,YES
0.2344,NO
0.3725,NO
0.6145,NO
0.2835,NO
0.6454,YES
0.2656,NO
0.5593,YES
0.7563,YES
2.0596,YES
0.3634,NO
0.4634,NO
0.4428,NO
0.3939,NO
1.8199,YES
1.4617,YES
0.6797,NO
0.3287,NO
0.4217,NO
0.4781,NO
0.4562,NO
0.5149,NO
0.1856,NO
1.4583,YES
0.3311,NO
0.7085,YES
0.3981,NO
0.8929,YES
0.1977,NO
0.2368,NO
0.4241,NO
0.4504,NO
0.3296,NO
0.4352,NO
0.3739,NO
0.574,NO
0.33799999999999997,NO
0.2277,NO
3.0701,YES
0.7126,YES
0.8345,YES
3.3426,YES
0.4949,NO
0.1215,NO
4.3489,YES
0.5463,NO
3.9824,YES
0.6233,NO
0.5375,NO
0.7474,NO
0.3029,NO
0.2383,NO
0.7856,YES
0.1535,NO
1.3409,YES
0.0821,NO
0.5422,YES
0.5663,NO
0.7773,NO
1.2243,NO
0.7073,NO
3.3527,YES
0.8325,NO
3.2798,YES
0.5752,NO
0.2408,NO
2.3903,YES
0.9367,YES
0.9032,YES
3.0525,YES
0.618,NO
0.2734,NO
4.0168,YES
0.6043,NO
3.762,YES
0.5923,NO
0.3088,NO
0.7245,NO
0.2668,NO
0.3019,NO
0.8298,YES
0.2658,NO
1.166,YES
0.4268,NO
0.9778,YES
0.242,NO
0.8123,NO
1.0645,NO
0.5996,NO
3.6588,YES
0.3316,NO
2.9954,YES
0.4179,NO
0.1934,NO
2.3865,YES
0.8208,YES
0.5877,YES
3.0306,YES
0.2993,NO
0.2482,NO
3.98,YES
0.5737,NO
3.7589,YES
0.4952,NO
0.3132,NO
0.5167,NO
0.228,NO
0.2034,NO
0.8514,YES
0.1975,NO
1.0949,YES
0.1952,NO
0.7343,YES
0.292,NO
0.7554,NO
0.8555,NO
0.685,NO
3.5980000000000003,YES
0.3977,NO
2.9188,YES
0.4263,NO
0.2657,NO
3.0379,YES
0.5757,YES
0.8011,YES
3.3808,YES
0.5726,NO
0.1592,NO
4.3186,YES
0.5201,NO
3.9796,YES
0.6366,NO
0.5793,NO
0.971,NO
0.3527,NO
0.3054,NO
0.654,YES
0.1793,NO
1.237,YES
0.1552,NO
0.4798,YES
0.6028,NO
0.7846,NO
1.2151,NO
0.7618,NO
3.3755,YES
0.8629,NO
3.2493,YES
0.3002,NO
0.4526,NO
0.665,YES
2.8775,YES
2.6451,YES
1.0125,YES
0.3653,NO
0.2259,NO
1.4146,YES
0.6854,NO
0.787,YES
0.6806,NO
0.4356,NO
0.3219,NO
0.2523,NO
0.4426,NO
2.1167,YES
0.2917,NO
2.9992,YES
0.2665,NO
2.0686,YES
0.4625,NO
0.7397,NO
1.0764,NO
0.5928,NO
0.9791,YES
0.7427,NO
1.5532,YES
0.4624,NO
0.3064,NO
0.5,YES
2.185,YES
1.2965,YES
1.1005,YES
0.47600000000000003,NO
0.1837,NO
0.9972,YES
0.8534,NO
0.9053,YES
0.6431,NO
0.3327,NO
0.3096,NO
0.1236,NO
0.2956,NO
1.9424,YES
0.2388,NO
2.3444,YES
0.2858,NO
1.9301,YES
0.557,NO
0.8092,NO
0.9168,NO
0.6889,NO
1.1601,YES
0.6589,NO
0.9002,YES
0.192,NO
0.3365,NO
0.2252,NO
0.4091,NO
0.3733,NO
0.3448,NO
0.3644,NO
0.2474,NO
0.4232,NO
0.3274,NO
0.307,NO
0.2914,NO
1.2158,YES
1.4726,YES
0.4298,YES
0.2283,NO
0.4509,NO
0.0927,NO
0.3253,NO
0.1551,NO
0.2096,NO
0.2512,NO
0.4444,NO
0.273,NO
0.3401,NO
0.3276,NO
0.3001,NO
0.2105,NO
1.0656,YES
2.0725,YES
0.2752,NO
0.5371,NO
0.4167,NO
0.3091,NO
2.4276,YES
1.6814,YES
0.2914,NO
0.2908,NO
0.2199,NO
0.4732,NO
0.4462,NO
0.6872,NO
0.1944,NO
1.5447,YES
0.3331,NO
0.9764,YES
0.2814,NO
1.5553,YES
0.27899999999999997,NO
0.2072,NO
0.4005,NO
0.3571,NO
0.2692,NO
0.4411,NO
0.2859,NO
0.157,NO
0.3933,NO
0.4045,NO
0.8823,YES
3.5173,YES
2.7541,YES
1.2502,YES
0.3907,NO
0.2373,NO
1.9256,YES
0.7956,NO
1.079,YES
0.6812,NO
0.5569,NO
0.7301,NO
0.2749,NO
0.3886,NO
2.7411,YES
0.2517,NO
3.6315,YES
0.3006,NO
2.6897,YES
0.3936,NO
1.0155,NO
1.0088,NO
0.726,NO
1.2830000000000001,YES
0.7356,NO
1.6797,YES
0.8423,YES
2.0425,YES
0.3473,NO
0.4283,NO
0.374,NO
0.2362,NO
1.8318,YES
1.4878,YES
0.3213,NO
0.3224,NO
0.2499,NO
0.4459,NO
0.4876,NO
0.6653,NO
0.1976,NO
1.4723,YES
0.2445,NO
0.7648,YES
0.1904,NO
1.0001,YES
0.1682,NO
0.2744,NO
0.3941,NO
0.3915,NO
0.3716,NO
0.3995,NO
0.3578,NO
0.2566,NO
0.4084,NO
0.4044,NO
0.4349,NO
0.3566,NO
0.637,NO
0.1673,NO
0.7063,NO
0.3069,NO
0.4011,NO
1.7993,YES
0.3498,NO
2.3772,YES
0.24100000000000002,NO
0.3315,NO
0.2504,NO
0.3978,NO
0.3455,NO
0.2303,NO
0.439,NO
0.3217,NO
0.4085,NO
1.7418,YES
1.8279,YES
2.2481,YES
1.6855,YES
0.2501,NO
1.5893,YES
0.5741,NO
1.0949,YES
2.076,YES
0.3032,NO
0.5245,NO
0.3122,NO
0.3318,NO
2.4087,YES
1.6922,YES
0.3854,NO
0.3152,NO
0.2577,NO
0.3602,NO
0.4388,NO
0.6417,NO
0.1918,NO
1.5315,YES
0.3916,NO
0.9762,YES
0.3435,NO
1.5516,YES
0.1923,NO
0.1636,NO
0.4383,NO
0.2449,NO
0.2808,NO
0.4614,NO
0.2635,NO
0.1279,NO
0.2997,NO
0.132,NO
0.6227,NO
0.5343,NO
0.4234,NO
0.41200000000000003,NO
0.42,NO
0.1381,NO
0.5208,NO
1.1309,YES
0.5541,NO
2.2771,YES
0.2438,NO
0.3297,NO
0.2176,NO
0.1516,NO
0.3894,NO
0.11,NO
0.3194,NO
0.2839,NO
0.3914,NO
1.6475,YES
1.1871,YES
1.5414,YES
1.5319999999999998,YES
0.4085,NO
1.4728,YES
0.4338,NO
