50Traced_NONETRACED_SUM_SINGLE_VSM_4_MAX,Associated
0.5835,NO
0.4033,NO
1.0981,NO
0.8371,NO
0.546,NO
0.9775,NO
0.8575,NO
0.3787,NO
0.5406,NO
3.3898,YES
0.3415,NO
2.5732,YES
0.6227,NO
0.8556,NO
0.6524,NO
0.2531,NO
1.0518,NO
0.2056,NO
0.278,NO
0.2179,NO
0.9129,NO
2.9426,YES
3.3602,YES
3.3304,YES
2.8280000000000003,YES
1.0341,NO
2.2939,YES
0.9018,NO
1.5628,YES
2.1459,YES
0.8751,NO
0.792,NO
0.7529,NO
0.8018,NO
2.2727,YES
2.3984,YES
0.6665,NO
0.3534,NO
0.8955,NO
0.2688,NO
0.3154,NO
0.3577,NO
0.2683,NO
1.6933,YES
0.7181,NO
1.7099,YES
0.9691,NO
2.2422,YES
0.9566,NO
0.4407,NO
0.6465,NO
0.5662,NO
0.3688,NO
0.9246,NO
0.5342,NO
0.8672,NO
0.5937,NO
0.3985,NO
1.1632,NO
1.2601,NO
0.6181,NO
1.2436,NO
0.9333,NO
0.355,NO
0.3544,NO
4.0634,YES
0.48200000000000004,NO
2.8572,YES
0.5178,NO
0.6703,NO
0.4705,NO
0.34299999999999997,NO
1.3711,NO
0.1831,NO
0.4217,NO
0.2065,NO
1.2556,NO
3.6523,YES
4.0815,YES
4.0846,YES
3.5834,YES
1.1534,NO
3.0341,YES
0.7461,NO
1.8563,YES
2.5066,YES
1.919,NO
1.8308,NO
1.4389,NO
1.7472,NO
2.7365,YES
2.5592,YES
1.6993,NO
0.7142,NO
2.0385,NO
0.5782,NO
1.0709,NO
1.2778,NO
1.1889,NO
1.8991,YES
1.9085,NO
1.9642,YES
1.8006,NO
2.3344,YES
1.9446,NO
0.8811,NO
1.3059,NO
1.4944,NO
0.9384,NO
2.0714,NO
1.3347,NO
2.1429,NO
0.4288,NO
0.6121,NO
1.8995,YES
3.5371,YES
4.226,YES
2.1636,YES
0.7503,NO
0.3297,NO
1.3405,YES
0.4847,NO
2.0998,YES
0.3587,NO
0.4482,NO
0.5257,NO
0.7672,NO
0.5091,NO
4.2982,YES
0.3879,NO
4.5794,YES
0.3317,NO
4.7392,YES
0.5618,NO
1.4701,NO
1.4222,NO
0.7301,NO
2.0514,YES
1.3780000000000001,NO
1.8697,YES
0.5397,NO
0.3746,NO
1.7028,NO
1.6246,NO
0.9752,NO
1.7064,NO
1.1494,NO
0.2946,NO
0.8744,NO
3.7307,YES
1.0108,NO
2.5968,YES
0.6236,NO
0.7555,NO
0.5693,NO
0.3928,NO
1.6222,NO
0.1984,NO
0.7816,NO
0.2019,NO
1.7287,NO
3.3727,YES
3.9608,YES
3.9101,YES
3.5479,YES
1.6488,NO
3.1538,YES
1.3607,NO
0.4389,NO
0.8332,NO
1.7603,YES
3.7437,YES
4.7194,YES
1.8141,YES
0.7073,NO
0.4237,NO
1.0748,YES
1.1273,NO
1.5489,YES
0.9399,NO
0.7485,NO
1.0829,NO
1.2149,NO
0.4241,NO
4.7916,YES
0.3237,NO
4.6739,YES
0.429,NO
4.8035,YES
1.1982,NO
2.0431,NO
2.0177,NO
1.0176,NO
1.8186,YES
1.8571,NO
1.9312,YES
0.7705,NO
0.4801,NO
1.6653,NO
1.2088,NO
1.0426,NO
1.3330000000000002,NO
1.0062,NO
0.6672,NO
0.8507,NO
3.062,YES
1.0074,NO
2.4557,YES
0.2742,NO
0.455,NO
0.348,NO
0.5266,NO
1.3996,NO
0.5954,NO
1.0424,NO
0.525,NO
1.3307,NO
2.8238,YES
3.2363,YES
3.3198,YES
2.7641,YES
1.4099,NO
2.2152,YES
1.1986,NO
0.5763,NO
0.7866,NO
2.3878,NO
1.5658,NO
1.177,NO
2.5249,NO
1.3141,NO
0.5441,NO
1.4579,NO
3.7344,YES
1.7835,NO
2.755,YES
0.6362,NO
0.5308,NO
0.5883,NO
0.5381,NO
1.9717,NO
0.292,NO
1.6707,NO
0.322,NO
2.064,NO
3.5854,YES
3.9191,YES
4.2876,YES
3.48,YES
2.2696,NO
3.2437,YES
1.8273,NO
0.6645,NO
0.5444,NO
0.7401,NO
1.374,NO
0.5953,NO
0.722,NO
0.9207,NO
0.5321,NO
0.2688,NO
3.4132,YES
0.3471,NO
2.3689,YES
0.5697,NO
0.5755,NO
0.6044,NO
0.5424,NO
1.1173,NO
0.2988,NO
0.4155,NO
0.4249,NO
0.9159999999999999,NO
3.1705,YES
3.4417,YES
3.199,YES
3.0588,YES
0.7161,NO
2.2592,YES
0.5656,NO
0.526,NO
0.319,NO
0.905,NO
1.3754,NO
0.8867,NO
0.7685,NO
0.8539,NO
0.3369,NO
0.5149,NO
3.4744,YES
0.4548,NO
2.7029,YES
0.5711,NO
0.6286,NO
0.5074,NO
0.326,NO
1.5221,NO
0.2256,NO
0.5126,NO
0.1702,NO
1.1792,NO
3.2736,YES
3.4837,YES
3.3761,YES
3.0322,YES
0.7952,NO
2.5006,YES
0.7975,NO
0.7422,NO
1.0706,NO
