50Traced_NONETRACED_MAX_MULTI_LSA_34_MAX,Associated
0.3496,NO
0.0652,NO
0.1782,NO
0.3822,NO
0.2813,NO
0.1782,NO
0.4164,NO
0.0679,NO
0.2323,NO
1.0,YES
0.4964,NO
1.0,YES
0.3104,NO
0.3824,NO
0.2223,NO
0.1207,NO
0.3984,NO
0.1443,NO
0.2804,NO
0.2179,NO
0.3438,NO
0.5044,YES
0.6471,YES
0.8236,YES
0.3987,YES
0.4758,NO
1.0,YES
0.2323,NO
0.2803,YES
1.0,YES
0.3362,NO
0.1579,NO
0.1652,NO
0.2287,NO
0.7571,YES
0.3062,YES
0.2113,NO
0.1692,NO
0.2287,NO
0.1443,NO
0.2584,NO
0.3413,NO
0.3148,NO
1.0,YES
0.1542,NO
1.0,YES
0.1652,NO
1.0,YES
0.1652,NO
0.1789,NO
0.1789,NO
0.2425,NO
0.1789,NO
0.2287,NO
0.1322,NO
0.2287,NO
0.2947,NO
0.294,NO
0.2381,NO
0.5644,NO
0.3765,NO
0.4162,NO
0.3258,NO
0.1316,NO
0.3753,NO
1.0,YES
0.2887,NO
0.5949,YES
0.2728,NO
0.35200000000000004,NO
0.2728,NO
0.294,NO
0.4327,NO
0.294,NO
0.3765,NO
0.294,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3753,NO
0.5682,YES
0.3753,NO
0.9153,YES
1.0,YES
0.3356,NO
0.2304,NO
0.3559,NO
0.2528,NO
0.7571,YES
1.0,YES
0.3559,NO
0.2193,NO
0.1598,NO
0.188,NO
0.3157,NO
0.3413,NO
0.3845,NO
1.0,YES
0.1922,NO
1.0,YES
0.2148,NO
1.0,YES
0.1909,NO
0.1769,NO
0.2065,NO
0.316,NO
0.1641,NO
0.3559,NO
0.1351,NO
0.3559,NO
0.1749,NO
0.11599999999999999,NO
0.5033,YES
0.7449,YES
1.0,YES
0.6382,YES
0.344,NO
0.1327,NO
1.0,YES
0.254,NO
0.4491,YES
0.254,NO
0.3031,NO
0.3522,NO
0.3553,NO
0.1567,NO
0.6802,YES
0.154,NO
1.0,YES
0.304,NO
0.7797,YES
0.2431,NO
0.462,NO
0.2896,NO
0.2229,NO
1.0,YES
0.254,NO
1.0,YES
0.3496,NO
0.2866,NO
0.2333,NO
0.5644,NO
0.3613,NO
0.4162,NO
0.4164,NO
0.2866,NO
0.2333,NO
1.0,YES
0.4964,NO
1.0,YES
0.3166,NO
0.3824,NO
0.3166,NO
0.1207,NO
0.4327,NO
0.2498,NO
0.3613,NO
0.2019,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.2458,NO
0.27,NO
0.1168,NO
0.4187,YES
0.7909,YES
1.0,YES
0.5022,YES
0.1807,NO
0.174,NO
0.5253,YES
0.2822,NO
0.2359,YES
0.2419,NO
0.3335,NO
0.3376,NO
0.3335,NO
0.1493,NO
0.594,YES
0.174,NO
1.0,YES
0.174,NO
1.0,YES
0.3118,NO
0.5347,NO
0.4471,NO
0.2111,NO
0.5253,YES
0.2183,NO
0.5253,YES
0.3496,NO
0.3096,NO
0.3877,NO
0.3822,NO
0.3069,NO
0.4162,NO
0.4164,NO
0.3096,NO
0.3877,NO
1.0,YES
0.4964,NO
1.0,YES
0.3298,NO
0.3824,NO
0.4018,NO
0.2816,NO
0.4327,NO
0.2988,NO
0.2405,NO
0.2988,NO
0.4378,NO
0.6851,YES
1.0,YES
0.8236,YES
0.4404,YES
0.4758,NO
1.0,YES
0.3327,NO
0.2947,NO
0.1374,NO
0.2696,NO
0.5644,NO
0.3237,NO
0.3829,NO
0.3258,NO
0.1027,NO
0.3263,NO
0.9462,YES
0.3581,NO
0.7214,YES
0.2244,NO
0.35200000000000004,NO
0.1078,NO
0.204,NO
0.39799999999999996,NO
0.188,NO
0.4156,NO
0.1656,NO
0.4156,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3432,NO
0.7214,YES
0.3263,NO
0.3496,NO
0.307,NO
0.242,NO
0.5077,NO
0.4809,NO
0.4162,NO
0.4164,NO
0.307,NO
0.4809,NO
1.0,YES
0.4964,NO
1.0,YES
0.3649,NO
0.3824,NO
0.3649,NO
0.2435,NO
0.4327,NO
0.2676,NO
0.3827,NO
0.2435,NO
0.4378,NO
0.8995,YES
1.0,YES
1.0,YES
0.8995,YES
0.4809,NO
1.0,YES
0.4809,NO
0.2947,NO
0.1712,NO
0.1837,NO
0.5644,NO
0.3649,NO
0.3083,NO
0.3258,NO
0.2173,NO
0.3649,NO
0.9462,YES
0.2354,NO
0.5949,YES
0.3221,NO
0.35200000000000004,NO
0.3435,NO
0.0849,NO
0.36,NO
0.2173,NO
0.263,NO
0.2173,NO
0.3242,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3649,NO
0.4743,YES
0.3649,NO
0.2433,NO
0.2538,NO
1.0,YES
0.6407,YES
1.0,YES
1.0,YES
0.4093,NO
0.2538,NO
1.0,YES
0.2378,NO
1.0,YES
0.1713,NO
0.534,NO
0.3885,NO
0.3885,NO
0.1567,NO
0.4942,YES
0.2212,NO
0.6036,YES
0.304,NO
0.4542,YES
0.256,NO
0.462,NO
0.6069,NO
0.2338,NO
1.0,YES
0.578,NO
1.0,YES
0.2115,NO
0.1547,NO
1.0,YES
0.2583,NO
0.4032,NO
1.0,YES
0.4093,NO
0.1329,NO
1.0,YES
0.2942,NO
0.7090000000000001,YES
0.1713,NO
0.5231,NO
0.5231,NO
0.5231,NO
0.171,NO
0.4049,NO
0.1411,NO
0.3915,NO
0.1451,NO
0.3831,NO
0.256,NO
0.3547,NO
0.518,NO
0.1917,NO
1.0,YES
0.4918,NO
1.0,YES
0.289,NO
0.3014,NO
0.6062,YES
0.6407,YES
1.0,YES
0.6382,YES
0.344,NO
0.3014,NO
1.0,YES
0.5486,NO
0.583,YES
0.3044,NO
0.3536,NO
0.3522,NO
0.4308,NO
0.2331,NO
0.4947,YES
0.2627,NO
1.0,YES
0.304,NO
1.0,YES
0.3758,NO
0.5486,NO
0.5117,NO
0.2658,NO
1.0,YES
0.337,NO
1.0,YES
0.2393,NO
0.1646,NO
1.0,YES
0.2856,NO
0.1966,NO
1.0,YES
0.3433,NO
0.153,NO
1.0,YES
0.3773,NO
0.6429,YES
0.1456,NO
0.534,NO
0.3856,NO
0.2898,NO
0.1775,NO
0.2701,NO
0.1654,NO
0.4414,NO
0.0902,NO
0.2663,NO
0.2585,NO
0.3773,NO
0.5187,NO
0.2338,NO
0.6681,YES
0.3584,NO
0.6773,YES
0.11,NO
0.1184,NO
0.5033,YES
0.6407,YES
1.0,YES
0.6382,YES
0.344,NO
0.1327,NO
1.0,YES
0.153,NO
0.4491,YES
0.0994,NO
0.3031,NO
0.3522,NO
0.1785,NO
0.1567,NO
1.0,YES
