50Traced_NONETRACED_MAX_SINGLE_LSA_97_MEDIAN,Associated
0.2076,NO
0.2201,NO
0.6593,NO
0.3895,NO
0.3315,NO
0.6773,NO
0.1542,NO
0.2201,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.3391,NO
0.3391,NO
0.3391,NO
0.1142,NO
0.2942,NO
0.2886,NO
0.391,NO
0.2508,NO
0.4715,NO
1.0,YES
0.8945,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.3362,NO
0.2455,NO
0.2152,NO
0.1112,NO
1.0,YES
1.0,YES
0.2504,NO
0.2082,NO
0.0981,NO
0.1086,NO
0.4183,NO
0.4183,NO
0.4173,NO
1.0,YES
0.2664,NO
1.0,YES
0.2047,NO
1.0,YES
0.1702,NO
0.2082,NO
0.2082,NO
0.2082,NO
0.2082,NO
0.1903,NO
0.2082,NO
0.2751,NO
0.0886,NO
0.1534,NO
0.3233,NO
0.6139,NO
0.3186,NO
0.3329,NO
0.1465,NO
0.0976,NO
0.2187,NO
1.0,YES
0.3471,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.4176,NO
0.2774,NO
0.3757,NO
0.2508,NO
0.4531,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2544,NO
1.0,YES
0.2473,NO
1.0,YES
1.0,YES
0.3542,NO
0.3514,NO
0.3514,NO
0.4605,NO
1.0,YES
1.0,YES
0.4479,NO
0.4197,NO
0.4605,NO
0.601,NO
0.2289,NO
0.2088,NO
0.2075,NO
1.0,YES
0.3514,NO
1.0,YES
0.3514,NO
0.9717,YES
0.2632,NO
0.4197,NO
0.4069,NO
0.601,NO
0.601,NO
0.4605,NO
0.601,NO
0.4605,NO
0.1709,NO
0.2248,NO
1.0,YES
1.0,YES
1.0,YES
0.6847,YES
0.257,NO
0.0921,NO
1.0,YES
0.1552,NO
0.6283,YES
0.22399999999999998,NO
0.2165,NO
0.3152,NO
0.2833,NO
0.0921,NO
1.0,YES
0.0556,NO
1.0,YES
0.4988,NO
1.0,YES
0.3725,NO
0.457,NO
0.5265,NO
0.3307,NO
1.0,YES
0.4518,NO
0.5859,YES
0.2565,NO
0.2719,NO
0.4056,NO
0.6139,NO
0.2255,NO
0.4167,NO
0.1684,NO
0.2719,NO
0.2731,NO
1.0,YES
0.4354,NO
0.9651,YES
0.1987,NO
0.1774,NO
0.1689,NO
0.0966,NO
0.4176,NO
0.2719,NO
0.2659,NO
0.2719,NO
0.3207,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3191,NO
1.0,YES
0.2423,NO
0.146,NO
0.1858,NO
0.8266,YES
1.0,YES
1.0,YES
0.5660000000000001,YES
0.2196,NO
0.1194,NO
0.8266,YES
0.6968,NO
0.5679,YES
0.6968,NO
0.3948,NO
0.3948,NO
0.3938,NO
0.1453,NO
1.0,YES
0.2011,NO
1.0,YES
0.4123,NO
0.7299,YES
0.6968,NO
0.6903,NO
0.6968,NO
0.6903,NO
0.8266,YES
0.6903,NO
0.4843,YES
0.2026,NO
0.2148,NO
0.4239,NO
0.6139,NO
0.1965,NO
0.4239,NO
0.1856,NO
0.2148,NO
0.3139,NO
1.0,YES
0.4239,NO
1.0,YES
0.3899,NO
0.3899,NO
0.3889,NO
0.1856,NO
0.4176,NO
0.2148,NO
0.1974,NO
0.2508,NO
0.2752,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4239,NO
1.0,YES
0.4239,NO
0.0949,NO
0.1339,NO
0.6593,NO
0.4834,NO
0.3315,NO
0.6773,NO
0.1477,NO
0.1016,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.2134,NO
0.2391,NO
0.1004,NO
0.204,NO
0.3289,NO
0.2886,NO
0.391,NO
0.2508,NO
0.4715,NO
1.0,YES
0.8945,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3939,NO
0.2093,NO
0.2093,NO
0.6593,NO
0.6139,NO
0.3384,NO
0.6773,NO
0.1684,NO
0.2093,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.2252,NO
0.2391,NO
0.2007,NO
0.1246,NO
0.4413,NO
0.2093,NO
0.3246,NO
0.2508,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3939,NO
0.1275,NO
0.1352,NO
0.6593,NO
0.6139,NO
0.3335,NO
0.6773,NO
0.0605,NO
0.1352,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.2134,NO
0.2391,NO
0.2045,NO
0.0966,NO
0.4176,NO
0.2179,NO
0.3335,NO
0.2508,NO
0.35600000000000004,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3939,NO
0.2069,NO
0.2698,NO
1.0,YES
1.0,YES
0.7667,YES
1.0,YES
0.3042,NO
0.2194,NO
1.0,YES
0.0974,NO
1.0,YES
0.1607,NO
0.441,NO
0.441,NO
0.441,NO
0.2557,NO
1.0,YES
0.2194,NO
0.7355,YES
0.506,NO
0.4963,YES
0.3725,NO
0.3721,NO
0.5265,NO
0.3307,NO
1.0,YES
0.6789,NO
1.0,YES
0.2097,NO
0.2275,NO
0.6877,YES
0.3948,NO
0.3646,NO
1.0,YES
0.3772,NO
0.1097,NO
0.9727,YES
0.5079,NO
1.0,YES
0.5079,NO
0.5402,NO
0.5402,NO
0.5402,NO
0.171,NO
0.5205,NO
0.1398,NO
0.6811,NO
0.3122,NO
0.4971,NO
0.5079,NO
0.2987,NO
0.5079,NO
0.5079,NO
1.0,YES
0.6436,NO
1.0,YES
0.1762,NO
0.2444,NO
0.982,YES
1.0,YES
1.0,YES
0.8399,YES
0.3168,NO
0.0939,NO
0.982,YES
0.8778,NO
0.8399,YES
0.8778,NO
0.5221,NO
0.5221,NO
0.5221,NO
0.0632,NO
1.0,YES
0.205,NO
1.0,YES
0.4898,NO
1.0,YES
0.8778,NO
0.6351,NO
0.8778,NO
0.8778,NO
0.982,YES
0.8778,NO
0.8399,YES
0.1636,NO
0.3162,NO
1.0,YES
0.5126,NO
0.39299999999999996,NO
1.0,YES
0.2984,NO
0.153,NO
1.0,YES
0.439,NO
1.0,YES
0.439,NO
0.38799999999999996,NO
0.3363,NO
0.3363,NO
0.2042,NO
0.5126,NO
0.1654,NO
0.6151,NO
0.3116,NO
0.3035,NO
0.439,NO
0.3927,NO
0.5872,NO
0.3738,NO
0.7803,YES
0.5796,NO
1.0,YES
0.2091,NO
0.2248,NO
1.0,YES
1.0,YES
1.0,YES
0.6847,YES
0.2859,NO
0.2203,NO
1.0,YES
0.2895,NO
0.6283,YES
0.4207,NO
0.7871,NO
0.7871,NO
0.7852,NO
0.2203,NO
1.0,YES
0.2091,NO
1.0,YES
0.4988,NO
0.8689,YES
0.3725,NO
0.457,NO
0.5265,NO
0.4207,NO
1.0,YES
0.4207,NO
0.5859,YES
1.0,YES
1.0,YES
0.4952,NO
0.4952,NO
0.3796,NO
0.4057,NO
1.0,YES
1.0,YES
0.4952,NO
0.3547,NO
0.3868,NO
0.3547,NO
0.2131,NO
0.16,NO
0.1446,NO
1.0,YES
0.4952,NO
1.0,YES
0.3642,NO
0.9717,YES
0.2458,NO
0.3547,NO
0.3269,NO
0.3547,NO
0.3547,NO
0.4952,NO
0.3547,NO
0.4057,NO
0.2216,NO
0.3141,NO
1.0,YES
0.5710000000000001,YES
0.4378,YES
1.0,YES
0.3502,NO
0.1206,NO
1.0,YES
0.4834,NO
1.0,YES
0.4834,NO
0.4322,NO
0.3407,NO
0.2024,NO
0.2557,NO
0.5710000000000001,YES
0.1171,NO
0.611,YES
0.506,NO
0.3611,YES
0.4834,NO
0.2843,NO
0.5832,NO
0.4834,NO
1.0,YES
0.6789,NO
1.0,YES
0.2339,NO
0.2339,NO
1.0,YES
1.0,YES
0.7667,YES
1.0,YES
0.261,NO
0.2339,NO
1.0,YES
0.7974,NO
1.0,YES
0.7974,NO
0.2683,NO
0.2539,NO
0.2097,NO
0.2557,NO
1.0,YES
0.2339,NO
0.7355,YES
0.506,NO
0.4963,YES
0.7974,NO
0.6074,NO
0.7974,NO
0.7974,NO
1.0,YES
0.7974,NO
1.0,YES
0.162,NO
0.2768,NO
1.0,YES
0.5515,YES
0.4228,YES
1.0,YES
0.2913,NO
0.1622,NO
0.8754,YES
0.679,NO
1.0,YES
0.679,NO
0.3397,NO
0.2834,NO
0.1692,NO
0.2557,NO
0.5515,YES
0.1975,NO
0.5385,YES
0.506,NO
0.3004,YES
0.679,NO
0.3994,NO
0.679,NO
0.679,NO
1.0,YES
0.679,NO
1.0,YES
0.2216,NO
0.3162,NO
1.0,YES
1.0,YES
0.7667,YES
1.0,YES
0.3772,NO
0.1215,NO
1.0,YES
0.2655,NO
1.0,YES
0.2655,NO
0.4322,NO
0.36700000000000005,NO
0.33799999999999997,NO
0.2557,NO
1.0,YES
0.1016,NO
0.7355,YES
0.4988,NO
0.4963,YES
0.3725,NO
0.3721,NO
0.5872,NO
0.3738,NO
1.0,YES
0.6789,NO
1.0,YES
0.1709,NO
0.2248,NO
1.0,YES
1.0,YES
1.0,YES
0.6847,YES
0.257,NO
0.0554,NO
1.0,YES
0.2304,NO
0.6283,YES
0.22399999999999998,NO
0.2488,NO
0.3152,NO
0.2833,NO
0.1698,NO
1.0,YES
0.1648,NO
1.0,YES
0.4988,NO
1.0,YES
0.3725,NO
0.457,NO
0.5265,NO
0.3307,NO
1.0,YES
0.4518,NO
0.5859,YES
0.1425,NO
0.2248,NO
1.0,YES
1.0,YES
1.0,YES
0.6847,YES
0.2033,NO
0.1131,NO
1.0,YES
0.4584,NO
0.6283,YES
0.4584,NO
0.2276,NO
0.2493,NO
0.2833,NO
0.1825,NO
1.0,YES
0.1772,NO
1.0,YES
0.4988,NO
1.0,YES
0.4584,NO
0.457,NO
0.5265,NO
0.3307,NO
1.0,YES
0.4518,NO
0.5859,YES
0.2552,NO
0.3926,NO
0.4344,NO
0.3451,NO
0.2645,NO
0.4344,NO
0.4239,NO
0.2552,NO
0.5987,NO
0.2128,NO
0.4141,NO
0.3073,NO
1.0,YES
1.0,YES
0.9975,YES
0.0788,NO
0.4495,NO
0.2552,NO
0.2538,NO
0.2526,NO
0.1907,NO
0.2128,NO
0.2552,NO
0.3073,NO
0.3073,NO
0.3451,NO
0.3073,NO
0.6577,NO
1.0,YES
1.0,YES
0.2752,NO
0.2269,NO
0.1739,NO
0.156,NO
1.0,YES
1.0,YES
0.2269,NO
0.2238,NO
0.2116,NO
0.3252,NO
0.2981,NO
0.2981,NO
0.2981,NO
1.0,YES
0.2269,NO
1.0,YES
0.1668,NO
0.9717,YES
0.1137,NO
0.1688,NO
0.1936,NO
0.3252,NO
0.3252,NO
0.2269,NO
0.3252,NO
0.1919,NO
0.1709,NO
0.2248,NO
1.0,YES
1.0,YES
1.0,YES
0.6847,YES
0.257,NO
0.0554,NO
1.0,YES
0.1552,NO
0.6283,YES
0.22399999999999998,NO
0.1977,NO
0.3152,NO
0.2833,NO
0.0856,NO
1.0,YES
0.0554,NO
1.0,YES
0.4988,NO
0.9541,YES
0.3725,NO
0.457,NO
0.5265,NO
0.3307,NO
1.0,YES
0.3739,NO
0.5859,YES
0.9740000000000001,YES
1.0,YES
0.3473,NO
0.1969,NO
0.1726,NO
0.33399999999999996,NO
1.0,YES
1.0,YES
0.1796,NO
0.1844,NO
0.33399999999999996,NO
0.2506,NO
0.3324,NO
0.3324,NO
0.3324,NO
1.0,YES
0.2137,NO
1.0,YES
0.1642,NO
1.0,YES
0.1366,NO
0.1844,NO
0.1844,NO
0.2506,NO
0.2506,NO
0.33399999999999996,NO
0.2506,NO
0.33399999999999996,NO
0.1238,NO
0.1211,NO
0.1991,NO
0.3895,NO
0.3315,NO
0.3464,NO
0.2049,NO
0.1016,NO
0.3377,NO
1.0,YES
0.1787,NO
1.0,YES
0.564,NO
0.564,NO
0.5626,NO
0.1414,NO
0.2942,NO
0.2886,NO
0.391,NO
0.2508,NO
0.4715,NO
1.0,YES
0.8945,YES
1.0,YES
1.0,YES
0.1991,NO
1.0,YES
0.371,NO
1.0,YES
1.0,YES
0.2823,NO
0.1584,NO
0.1294,NO
0.1202,NO
1.0,YES
1.0,YES
0.0947,NO
0.153,NO
0.1631,NO
0.2223,NO
0.1665,NO
0.1558,NO
0.1463,NO
1.0,YES
0.1294,NO
1.0,YES
0.1294,NO
1.0,YES
0.0778,NO
0.1688,NO
0.1324,NO
0.2223,NO
0.2223,NO
0.1495,NO
0.2223,NO
0.0992,NO
0.263,NO
0.263,NO
0.6593,NO
0.2598,NO
0.1992,NO
0.6773,NO
0.1529,NO
0.263,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.2438,NO
0.2391,NO
0.2176,NO
0.0807,NO
0.2942,NO
0.263,NO
0.191,NO
0.2556,NO
0.3295,NO
1.0,YES
0.5954,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3939,NO
