50Traced_NONETRACED_MAX_RAW_VSM_4_MAX,Associated
0.0737,NO
0.0652,NO
0.1406,NO
0.2164,NO
0.1453,NO
0.1406,NO
0.0589,NO
0.0679,NO
0.1689,NO
0.4096,YES
0.1406,NO
0.33799999999999997,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1142,NO
0.1453,NO
0.1109,NO
0.0747,NO
0.2179,NO
0.1147,NO
0.1916,YES
0.4096,YES
0.4096,YES
0.24,YES
0.1573,NO
0.4096,YES
0.1205,NO
0.4232,YES
1.0,YES
0.3362,NO
0.1579,NO
0.1344,NO
0.1112,NO
1.0,YES
1.0,YES
0.1364,NO
0.1474,NO
0.0981,NO
0.1058,NO
0.1835,NO
0.1835,NO
0.1835,NO
0.2811,YES
0.1344,NO
0.4181,YES
0.0421,NO
1.0,YES
0.0678,NO
0.1212,NO
0.1474,NO
0.1474,NO
0.1231,NO
0.1903,NO
0.1474,NO
0.1008,NO
0.1439,NO
0.1534,NO
0.2137,NO
0.2865,NO
0.2137,NO
0.2137,NO
0.1465,NO
0.0509,NO
0.2187,NO
1.0,YES
0.1603,NO
0.5256,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.2137,NO
0.1268,NO
0.2137,NO
0.1755,NO
0.2202,NO
0.5256,YES
1.0,YES
1.0,YES
0.2965,YES
0.1659,NO
1.0,YES
0.2137,NO
0.4428,YES
1.0,YES
0.3356,NO
0.1662,NO
0.204,NO
0.204,NO
1.0,YES
1.0,YES
0.204,NO
0.1841,NO
0.1692,NO
0.1355,NO
0.2289,NO
0.2183,NO
0.2183,NO
1.0,YES
0.204,NO
1.0,YES
0.204,NO
1.0,YES
0.204,NO
0.1355,NO
0.1841,NO
0.1841,NO
0.1053,NO
0.2201,NO
0.1841,NO
0.204,NO
0.1248,NO
0.0603,NO
0.3354,YES
1.0,YES
1.0,YES
0.3354,YES
0.0826,NO
0.044000000000000004,NO
0.3354,YES
0.1395,NO
0.1801,YES
0.1443,NO
0.2165,NO
0.2037,NO
0.2037,NO
0.07200000000000001,NO
1.0,YES
0.066,NO
0.3609,YES
0.1417,NO
0.3658,YES
0.0968,NO
0.1335,NO
0.1488,NO
0.0827,NO
0.2062,YES
0.1335,NO
0.3354,YES
0.1544,NO
0.1926,NO
0.2286,NO
0.2582,NO
0.2067,NO
0.2286,NO
0.1926,NO
0.1926,NO
0.1458,NO
1.0,YES
0.2286,NO
0.4997,YES
0.1987,NO
0.1756,NO
0.1689,NO
0.1694,NO
0.20600000000000002,NO
0.1694,NO
0.1082,NO
0.2019,NO
0.1293,NO
1.0,YES
0.4997,YES
0.485,YES
0.3374,YES
0.2226,NO
1.0,YES
0.0979,NO
0.1566,NO
0.11,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1548,NO
0.071,NO
1.0,YES
0.2598,NO
0.2134,YES
0.2548,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.1481,NO
1.0,YES
0.2548,NO
0.2548,NO
0.2228,NO
0.1116,NO
0.2732,YES
0.2113,NO
1.0,YES
0.1439,NO
0.1809,NO
0.2381,NO
0.19,NO
0.1547,NO
0.2199,NO
0.1755,NO
0.1809,NO
0.1999,NO
1.0,YES
0.2045,NO
0.27899999999999997,YES
0.2519,NO
0.2418,NO
0.2418,NO
0.1809,NO
0.1254,NO
0.1809,NO
0.1113,NO
0.2256,NO
0.1201,NO
0.2462,YES
1.0,YES
1.0,YES
0.3108,YES
0.2405,NO
1.0,YES
0.2199,NO
0.1686,NO
0.1339,NO
0.2688,NO
0.1967,NO
0.1879,NO
0.2963,NO
0.1987,NO
0.0967,NO
0.2252,NO
1.0,YES
0.2347,NO
1.0,YES
0.151,NO
0.1693,NO
0.0797,NO
0.204,NO
0.20600000000000002,NO
0.1655,NO
0.31,NO
0.1309,NO
0.2819,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2254,NO
1.0,YES
0.1879,NO
0.1439,NO
0.0785,NO
0.2664,NO
0.2342,NO
0.2664,NO
0.2664,NO
0.1684,NO
0.1204,NO
0.2664,NO
1.0,YES
0.1828,NO
1.0,YES
0.2252,NO
0.2085,NO
0.2085,NO
0.0831,NO
0.2664,NO
0.1544,NO
0.2664,NO
0.1912,NO
0.2664,NO
1.0,YES
1.0,YES
0.4373,YES
0.3235,YES
0.2206,NO
1.0,YES
0.2664,NO
0.0727,NO
0.1118,NO
0.2085,NO
0.2886,NO
0.2184,NO
0.2085,NO
0.0605,NO
0.1118,NO
0.2085,NO
0.4994,YES
0.1277,NO
0.4994,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.1118,NO
0.2085,NO
0.1118,NO
0.2085,NO
0.1702,NO
0.2085,NO
0.4994,YES
0.4994,YES
0.3916,YES
0.2631,YES
0.1375,NO
0.3961,YES
0.2085,NO
0.17,NO
0.153,NO
1.0,YES
0.2996,YES
1.0,YES
1.0,YES
0.2237,NO
0.153,NO
1.0,YES
0.1475,NO
1.0,YES
0.1059,NO
0.2131,NO
0.1834,NO
0.1834,NO
0.153,NO
1.0,YES
0.153,NO
1.0,YES
0.2129,NO
1.0,YES
0.1271,NO
0.1426,NO
0.3025,NO
0.12,NO
1.0,YES
0.2616,NO
1.0,YES
0.1799,NO
0.1547,NO
0.3917,YES
0.2156,NO
0.2276,NO
0.4159,YES
0.1955,NO
0.1097,NO
0.5448,YES
0.191,NO
1.0,YES
0.1528,NO
0.3264,NO
0.3203,NO
0.2648,NO
0.171,NO
0.2276,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.2637,NO
0.1991,NO
0.1784,NO
0.3767,NO
0.1917,NO
1.0,YES
0.3359,NO
0.3917,YES
0.1328,NO
0.1768,NO
0.3605,YES
1.0,YES
1.0,YES
0.3605,YES
0.1533,NO
