50Traced_NONETRACED_MAX_SINGLE_LSA_8_MEDIAN,Associated
0.2201,NO
0.2626,NO
0.1766,NO
0.2164,NO
0.3369,NO
0.166,NO
0.2626,NO
0.2626,NO
0.1766,NO
1.0,YES
0.1766,NO
1.0,YES
0.3126,NO
0.3391,NO
0.3391,NO
0.2626,NO
0.4176,NO
0.2201,NO
0.1246,NO
0.2626,NO
0.1755,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1766,NO
0.3196,YES
0.2183,NO
1.0,YES
1.0,YES
0.3362,NO
0.2707,NO
0.3639,NO
0.3639,NO
1.0,YES
1.0,YES
0.3639,NO
0.21100000000000002,NO
0.3639,NO
0.3066,NO
0.4183,NO
0.40399999999999997,NO
0.4183,NO
1.0,YES
0.3639,NO
0.9606,YES
0.3639,NO
1.0,YES
0.2664,NO
0.3066,NO
0.1826,NO
0.3066,NO
0.3066,NO
0.3639,NO
0.1681,NO
0.3639,NO
0.2057,NO
0.21600000000000003,NO
0.6593,NO
0.3744,NO
0.3369,NO
0.1666,NO
0.21600000000000003,NO
0.21600000000000003,NO
0.2357,NO
1.0,YES
0.7077,NO
1.0,YES
0.2134,NO
0.2168,NO
0.2136,NO
0.3123,NO
0.5752,NO
0.2774,NO
0.3757,NO
0.21600000000000003,NO
0.4531,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2232,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.5415,NO
0.5062,NO
0.6805,NO
0.6805,NO
1.0,YES
1.0,YES
0.6805,NO
0.4197,NO
0.6805,NO
0.4197,NO
0.7376,NO
0.7124,NO
0.7376,NO
1.0,YES
0.6805,NO
1.0,YES
0.6805,NO
1.0,YES
0.3722,NO
0.4197,NO
0.4197,NO
0.4197,NO
0.4197,NO
0.6805,NO
0.4197,NO
0.6805,NO
0.1425,NO
0.0781,NO
0.5483,YES
1.0,YES
1.0,YES
1.0,YES
0.2995,NO
0.0471,NO
1.0,YES
0.3019,NO
1.0,YES
0.166,NO
0.2165,NO
0.3152,NO
0.1934,NO
0.0892,NO
1.0,YES
0.0896,NO
1.0,YES
0.4988,NO
1.0,YES
0.3725,NO
0.457,NO
0.5265,NO
0.1918,NO
1.0,YES
0.4619,NO
1.0,YES
0.2719,NO
0.2719,NO
0.6593,NO
0.3031,NO
0.3369,NO
0.2039,NO
0.2719,NO
0.2719,NO
0.2039,NO
1.0,YES
0.7077,NO
1.0,YES
0.2451,NO
0.2368,NO
0.2451,NO
0.2719,NO
0.4176,NO
0.2719,NO
0.2659,NO
0.2719,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2226,NO
1.0,YES
0.3939,NO
0.1425,NO
0.0774,NO
0.5483,YES
1.0,YES
1.0,YES
1.0,YES
0.2995,NO
0.0604,NO
1.0,YES
0.5884,NO
1.0,YES
0.6968,NO
0.4058,NO
0.4403,NO
0.4403,NO
0.2264,NO
1.0,YES
0.2011,NO
1.0,YES
0.4988,NO
1.0,YES
0.6968,NO
0.6232,NO
0.6968,NO
0.6968,NO
1.0,YES
0.462,NO
1.0,YES
0.2148,NO
0.2148,NO
0.6593,NO
0.3031,NO
0.3369,NO
0.366,NO
0.2148,NO
0.2148,NO
0.366,NO
1.0,YES
0.7077,NO
1.0,YES
0.406,NO
0.4406,NO
0.4406,NO
0.2148,NO
0.4176,NO
0.2148,NO
0.1974,NO
0.2256,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.366,NO
1.0,YES
0.3939,NO
0.2057,NO
0.1339,NO
0.6593,NO
0.3895,NO
0.2874,NO
0.4095,NO
0.1633,NO
0.1135,NO
0.4095,NO
1.0,YES
0.7077,NO
1.0,YES
0.2134,NO
0.1166,NO
0.1133,NO
0.3249,NO
0.5985,NO
0.2886,NO
0.391,NO
0.1598,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3916,NO
1.0,YES
0.4095,NO
0.2093,NO
0.2093,NO
0.6593,NO
0.3895,NO
0.4413,NO
0.4413,NO
0.1763,NO
0.2093,NO
0.4413,NO
1.0,YES
0.7077,NO
1.0,YES
0.2729,NO
0.2636,NO
0.2729,NO
0.3249,NO
0.5985,NO
0.2886,NO
0.4413,NO
0.2201,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4413,NO
1.0,YES
0.4413,NO
0.1352,NO
0.1812,NO
0.2898,NO
0.2941,NO
0.3369,NO
0.1246,NO
0.1963,NO
0.1812,NO
0.1851,NO
1.0,YES
0.311,NO
1.0,YES
0.2846,NO
0.2749,NO
0.2846,NO
0.2453,NO
0.4518,NO
0.2179,NO
0.2952,NO
0.1812,NO
0.35600000000000004,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1753,NO
0.5006,YES
0.1943,NO
0.2216,NO
0.3162,NO
1.0,YES
0.7438,YES
1.0,YES
1.0,YES
0.4103,NO
0.2194,NO
1.0,YES
0.0974,NO
1.0,YES
0.1629,NO
0.5579,NO
0.441,NO
0.441,NO
0.2557,NO
1.0,YES
0.2282,NO
1.0,YES
0.506,NO
0.4963,YES
0.3725,NO
0.3721,NO
0.5872,NO
0.3738,NO
1.0,YES
0.6436,NO
1.0,YES
0.2216,NO
0.3044,NO
1.0,YES
0.6811,NO
0.3948,NO
1.0,YES
0.4103,NO
0.134,NO
1.0,YES
0.5079,NO
1.0,YES
0.5079,NO
0.3264,NO
0.4246,NO
0.2972,NO
0.1957,NO
0.5205,NO
0.1747,NO
0.6811,NO
0.2986,NO
0.4971,NO
0.5079,NO
0.5079,NO
0.5079,NO
0.5079,NO
1.0,YES
0.6436,NO
1.0,YES
0.1446,NO
0.1348,NO
0.7876,YES
1.0,YES
1.0,YES
1.0,YES
0.314,NO
0.0478,NO
1.0,YES
0.5997,NO
1.0,YES
0.7101,NO
0.4811,NO
0.5221,NO
0.5221,NO
0.2307,NO
1.0,YES
0.205,NO
1.0,YES
0.4988,NO
1.0,YES
0.7101,NO
0.6351,NO
0.7101,NO
0.7101,NO
1.0,YES
0.4708,NO
1.0,YES
0.1636,NO
0.3162,NO
1.0,YES
0.1762,NO
0.1649,NO
1.0,YES
0.3184,NO
0.153,NO
1.0,YES
0.3707,NO
1.0,YES
0.439,NO
0.5082,NO
0.2235,NO
0.2258,NO
0.2042,NO
0.4061,NO
0.1823,NO
0.6151,NO
0.3116,NO
0.3164,NO
0.439,NO
0.3927,NO
0.5872,NO
0.439,NO
0.9109,YES
0.5796,NO
1.0,YES
0.2091,NO
0.2203,NO
0.5483,YES
1.0,YES
1.0,YES
1.0,YES
0.2995,NO
0.2203,NO
1.0,YES
0.2773,NO
1.0,YES
0.3283,NO
0.6466,NO
0.7016,NO
0.7016,NO
0.2203,NO
1.0,YES
0.2009,NO
1.0,YES
0.4988,NO
1.0,YES
0.3725,NO
0.3862,NO
0.5265,NO
0.3283,NO
1.0,YES
0.4619,NO
1.0,YES
1.0,YES
1.0,YES
0.3988,NO
0.3683,NO
0.4952,NO
0.4952,NO
1.0,YES
1.0,YES
0.4952,NO
0.2805,NO
0.4952,NO
0.4076,NO
0.6218,NO
0.6005,NO
0.6218,NO
1.0,YES
0.4952,NO
0.9606,YES
0.4952,NO
1.0,YES
0.2458,NO
0.4076,NO
0.2427,NO
0.4076,NO
0.4076,NO
0.4952,NO
0.2287,NO
0.4952,NO
0.2097,NO
0.3141,NO
1.0,YES
0.4247,YES
0.5710000000000001,YES
1.0,YES
0.3772,NO
0.134,NO
1.0,YES
0.4834,NO
1.0,YES
0.4834,NO
0.5579,NO
0.3991,NO
0.4132,NO
0.1612,NO
0.5710000000000001,YES
0.1439,NO
0.611,YES
0.2848,NO
0.3143,YES
0.4834,NO
0.4834,NO
0.5832,NO
0.4834,NO
1.0,YES
0.6436,NO
1.0,YES
0.2339,NO
0.3162,NO
1.0,YES
0.7438,YES
1.0,YES
1.0,YES
0.3986,NO
0.2339,NO
1.0,YES
0.3313,NO
1.0,YES
0.4814,NO
0.5579,NO
0.3659,NO
0.3659,NO
0.2557,NO
1.0,YES
0.2282,NO
1.0,YES
0.506,NO
0.4963,YES
0.4814,NO
0.3721,NO
0.5872,NO
0.4814,NO
1.0,YES
0.5796,NO
1.0,YES
0.2216,NO
0.3044,NO
1.0,YES
0.6709999999999999,YES
0.5515,YES
1.0,YES
0.4103,NO
0.1622,NO
1.0,YES
0.4412,NO
1.0,YES
0.5224,NO
0.5579,NO
0.4246,NO
0.2972,NO
0.2557,NO
0.5515,YES
0.2282,NO
0.6709999999999999,YES
0.506,NO
0.4897,YES
0.5224,NO
0.4673,NO
0.5729,NO
0.5224,NO
1.0,YES
0.6436,NO
1.0,YES
0.1943,NO
0.3162,NO
1.0,YES
0.7438,YES
1.0,YES
1.0,YES
0.3598,NO
0.1215,NO
1.0,YES
0.2242,NO
1.0,YES
0.2655,NO
0.5579,NO
0.43799999999999994,NO
0.43799999999999994,NO
0.1529,NO
1.0,YES
0.1365,NO
1.0,YES
0.4988,NO
0.4963,YES
0.3725,NO
0.3721,NO
0.5872,NO
0.3738,NO
1.0,YES
0.5796,NO
1.0,YES
0.135,NO
0.1483,NO
0.368,YES
1.0,YES
1.0,YES
0.6711,YES
0.257,NO
0.1483,NO
0.6711,YES
0.5159,NO
0.6711,YES
0.6109,NO
0.4493,NO
0.4875,NO
0.4875,NO
0.1985,NO
1.0,YES
0.1763,NO
1.0,YES
0.3348,NO
1.0,YES
0.6109,NO
0.5464,NO
0.6109,NO
0.6109,NO
0.6711,YES
0.4051,NO
0.6711,YES
0.1201,NO
0.10300000000000001,NO
0.408,YES
1.0,YES
1.0,YES
0.7440000000000001,YES
0.257,NO
0.0792,NO
0.7440000000000001,YES
0.4027,NO
0.7440000000000001,YES
0.4027,NO
0.2807,NO
0.3152,NO
0.1397,NO
0.1825,NO
1.0,YES
0.1772,NO
1.0,YES
0.3711,NO
1.0,YES
0.4027,NO
0.457,NO
0.4726,NO
0.4027,NO
0.7440000000000001,YES
0.4027,NO
0.7440000000000001,YES
0.2581,NO
0.1102,NO
0.36200000000000004,NO
0.3776,NO
0.3776,NO
0.4344,NO
0.1485,NO
0.0606,NO
0.4344,NO
0.2128,NO
0.4344,NO
0.3073,NO
1.0,YES
0.9658,YES
1.0,YES
0.0766,NO
0.4495,NO
0.0797,NO
0.3451,NO
0.3599,NO
0.3776,NO
0.3073,NO
0.2552,NO
0.3073,NO
0.3073,NO
0.4344,NO
0.272,NO
0.5999,NO
1.0,YES
1.0,YES
0.2752,NO
0.18899999999999997,NO
0.2269,NO
0.2269,NO
1.0,YES
1.0,YES
0.2269,NO
0.2238,NO
0.2269,NO
0.3252,NO
0.3226,NO
0.3116,NO
0.3226,NO
1.0,YES
0.2269,NO
1.0,YES
0.2269,NO
1.0,YES
0.18899999999999997,NO
0.3252,NO
0.1936,NO
0.3252,NO
0.3252,NO
0.2269,NO
0.1048,NO
0.2269,NO
0.1425,NO
0.0573,NO
0.5483,YES
1.0,YES
1.0,YES
1.0,YES
0.2995,NO
0.0554,NO
1.0,YES
0.3019,NO
1.0,YES
0.1607,NO
0.369,NO
0.3563,NO
0.369,NO
0.1146,NO
1.0,YES
0.1052,NO
1.0,YES
0.4988,NO
1.0,YES
0.3725,NO
0.457,NO
0.5265,NO
0.2464,NO
1.0,YES
0.4619,NO
1.0,YES
1.0,YES
1.0,YES
0.3473,NO
0.1555,NO
0.14300000000000002,NO
0.3139,NO
1.0,YES
1.0,YES
0.33399999999999996,NO
0.1725,NO
0.33399999999999996,NO
0.2506,NO
0.3489,NO
0.337,NO
0.3489,NO
1.0,YES
0.1603,NO
1.0,YES
0.113,NO
1.0,YES
0.14300000000000002,NO
0.2506,NO
0.1492,NO
0.2506,NO
0.2506,NO
0.33399999999999996,NO
0.1128,NO
0.33399999999999996,NO
0.2057,NO
0.1685,NO
0.6593,NO
0.3895,NO
0.3369,NO
0.2268,NO
0.1963,NO
0.1685,NO
0.2452,NO
1.0,YES
0.7077,NO
1.0,YES
0.501,NO
0.5436,NO
0.5436,NO
0.3249,NO
0.5985,NO
0.2886,NO
0.391,NO
0.2072,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
1.0,YES
