50Traced_NONETRACED_MAX_MULTI_LSA_15_MEDIAN,Associated
0.2574,NO
0.0731,NO
0.125,NO
0.3822,NO
0.2813,NO
0.2707,NO
0.4164,NO
0.1819,NO
0.4753,NO
1.0,YES
0.2289,NO
1.0,YES
0.3104,NO
0.3824,NO
0.2223,NO
0.1142,NO
0.1393,NO
0.2327,NO
0.3844,NO
0.2179,NO
0.3078,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2502,NO
1.0,YES
0.2323,NO
1.0,YES
0.408,YES
0.3362,NO
0.2576,NO
0.2165,NO
0.2004,NO
1.0,YES
1.0,YES
0.1893,NO
0.2425,NO
0.1364,NO
0.2425,NO
0.3148,NO
0.3148,NO
0.1953,NO
0.8269,YES
0.2278,NO
1.0,YES
0.1359,NO
1.0,YES
0.1607,NO
0.2425,NO
0.2425,NO
0.2425,NO
0.2425,NO
0.228,NO
0.2425,NO
0.1506,NO
0.294,NO
0.1534,NO
0.2866,NO
0.4177,NO
0.2961,NO
0.2866,NO
0.4164,NO
0.294,NO
0.4753,NO
1.0,YES
0.2487,NO
1.0,YES
0.3104,NO
0.3824,NO
0.2136,NO
0.3167,NO
0.4175,NO
0.3069,NO
0.3844,NO
0.1755,NO
0.3078,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2502,NO
1.0,YES
0.2866,NO
0.5161,YES
0.2106,YES
0.3356,NO
0.228,NO
0.3559,NO
0.3559,NO
0.3908,YES
0.5161,YES
0.2528,NO
0.316,NO
0.2528,NO
0.316,NO
0.2824,NO
0.3667,NO
0.3667,NO
0.4268,YES
0.2013,NO
0.3239,YES
0.2148,NO
0.3239,YES
0.1909,NO
0.316,NO
0.316,NO
0.316,NO
0.316,NO
0.3559,NO
0.316,NO
0.3559,NO
0.2522,NO
0.1089,NO
0.5033,YES
1.0,YES
1.0,YES
1.0,YES
0.2784,NO
0.2011,NO
0.5227,YES
0.3027,NO
0.4491,YES
0.1702,NO
0.3553,NO
0.42,NO
0.2204,NO
0.1663,NO
1.0,YES
0.154,NO
1.0,YES
0.1417,NO
1.0,YES
0.3118,NO
0.5347,NO
0.4471,NO
0.1587,NO
1.0,YES
0.4444,NO
1.0,YES
0.1544,NO
0.1012,NO
0.2756,NO
0.4029,NO
0.3132,NO
0.2566,NO
0.3089,NO
0.1225,NO
0.2962,NO
1.0,YES
0.2101,NO
1.0,YES
0.3104,NO
0.3673,NO
0.3166,NO
0.2225,NO
0.3132,NO
0.2156,NO
0.2395,NO
0.2019,NO
0.2918,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2372,NO
1.0,YES
0.2333,NO
0.1918,NO
0.0774,NO
0.2644,YES
1.0,YES
1.0,YES
0.5253,YES
0.174,NO
0.1676,NO
0.2746,YES
0.4576,NO
0.2359,YES
0.4576,NO
0.3108,NO
0.42,NO
0.2375,NO
0.1453,NO
1.0,YES
0.1573,NO
0.6276,YES
0.142,NO
0.7878,YES
0.3798,NO
0.4576,NO
0.4576,NO
0.1295,NO
0.5253,YES
0.4576,NO
0.5253,YES
0.1415,NO
0.1493,NO
0.2381,NO
0.4329,NO
0.42700000000000005,NO
0.42700000000000005,NO
0.4164,NO
0.1536,NO
0.4753,NO
0.8204,YES
0.2383,NO
0.7607,YES
0.3104,NO
0.3824,NO
0.2033,NO
0.3282,NO
0.4327,NO
0.318,NO
0.3844,NO
0.2256,NO
0.2489,NO
1.0,YES
0.9096,YES
1.0,YES
1.0,YES
0.42700000000000005,NO
0.7756,YES
0.42700000000000005,NO
0.0949,NO
0.1374,NO
0.3271,NO
0.4156,NO
0.2823,NO
0.3263,NO
0.3258,NO
0.1016,NO
0.3429,NO
1.0,YES
0.3855,NO
1.0,YES
0.22399999999999998,NO
0.32299999999999995,NO
0.0793,NO
0.3019,NO
0.4156,NO
0.2925,NO
0.4156,NO
0.1309,NO
0.4156,NO
0.9199,YES
1.0,YES
1.0,YES
0.9199,YES
0.2502,NO
1.0,YES
0.3263,NO
0.2435,NO
0.0994,NO
0.1953,NO
0.3827,NO
0.3827,NO
0.2798,NO
0.293,NO
0.2435,NO
0.2829,NO
0.8995,YES
0.2798,NO
0.8995,YES
0.3547,NO
0.3649,NO
0.3649,NO
0.2091,NO
0.3827,NO
0.2026,NO
0.3827,NO
0.1912,NO
0.3827,NO
0.8232,YES
0.8995,YES
0.8995,YES
0.8232,YES
0.2798,NO
0.8995,YES
0.2798,NO
0.1712,NO
0.1493,NO
0.1629,NO
0.4329,NO
0.3847,NO
0.2565,NO
0.3087,NO
0.1712,NO
0.3138,NO
1.0,YES
0.2031,NO
1.0,YES
0.3435,NO
0.3673,NO
0.2131,NO
0.3282,NO
0.4327,NO
0.318,NO
0.3847,NO
0.1712,NO
0.3847,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2371,NO
1.0,YES
