50Traced_NONETRACED_MAX_MULTI_VSM_55_MAX,Associated
0.32,NO
0.0731,NO
0.2809,NO
0.5644,NO
0.3069,NO
0.6333,NO
0.4164,NO
0.1133,NO
0.3138,NO
1.0,YES
0.2887,NO
1.0,YES
0.3353,NO
0.3824,NO
0.2223,NO
0.1944,NO
0.4327,NO
0.1542,NO
0.3529,NO
0.2179,NO
0.3438,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.2458,NO
1.0,YES
1.0,YES
0.3362,NO
0.2796,NO
0.2165,NO
0.2387,NO
1.0,YES
1.0,YES
0.1893,NO
0.2425,NO
0.1256,NO
0.2425,NO
0.3148,NO
0.3413,NO
0.3148,NO
1.0,YES
0.2796,NO
1.0,YES
0.2796,NO
0.568,YES
0.127,NO
0.2425,NO
0.2289,NO
0.1235,NO
0.126,NO
0.2673,NO
0.1778,NO
0.2796,NO
0.32,NO
0.294,NO
0.2866,NO
0.5644,NO
0.3765,NO
0.4162,NO
0.3258,NO
0.294,NO
0.3138,NO
1.0,YES
0.2887,NO
1.0,YES
0.205,NO
0.35200000000000004,NO
0.2136,NO
0.294,NO
0.4327,NO
0.294,NO
0.3765,NO
0.1755,NO
0.3078,NO
0.83,YES
1.0,YES
1.0,YES
1.0,YES
0.314,NO
1.0,YES
0.2866,NO
0.9589,YES
0.5161,YES
0.3356,NO
0.2044,NO
0.1909,NO
0.2862,NO
1.0,YES
1.0,YES
0.2344,NO
0.316,NO
0.2862,NO
0.316,NO
0.3845,NO
0.285,NO
0.3845,NO
1.0,YES
0.2278,NO
0.904,YES
0.1909,NO
0.5838,YES
0.1466,NO
0.316,NO
0.2104,NO
0.1297,NO
0.1641,NO
0.2862,NO
0.1778,NO
0.2528,NO
0.2522,NO
0.1089,NO
0.3413,YES
1.0,YES
1.0,YES
0.5022,YES
0.213,NO
0.0727,NO
0.3236,YES
0.2147,NO
0.4224,YES
0.2147,NO
0.2165,NO
0.3569,NO
0.1934,NO
0.1182,NO
1.0,YES
0.1669,NO
1.0,YES
0.1417,NO
0.6802,YES
0.3118,NO
0.5347,NO
0.1944,NO
0.1856,NO
0.4224,YES
0.2751,NO
0.6191,YES
0.32,NO
0.0732,NO
0.2809,NO
0.5644,NO
0.3132,NO
0.4162,NO
0.3331,NO
0.3331,NO
0.3138,NO
1.0,YES
0.2887,NO
1.0,YES
0.3166,NO
0.35200000000000004,NO
0.19699999999999998,NO
0.1944,NO
0.4327,NO
0.3011,NO
0.3529,NO
0.2019,NO
0.3078,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.314,NO
1.0,YES
0.2458,NO
0.1676,NO
0.1676,NO
0.2644,YES
0.7449,YES
1.0,YES
0.5022,YES
0.1807,NO
0.1676,NO
0.2746,YES
0.2598,NO
0.2359,YES
0.1729,NO
0.3335,NO
0.42,NO
0.3108,NO
0.1676,NO
1.0,YES
0.1676,NO
1.0,YES
0.142,NO
0.6089,YES
0.2049,NO
0.3269,NO
0.2456,NO
0.1856,NO
0.3891,YES
0.2335,NO
0.5253,YES
0.32,NO
0.0745,NO
0.3327,NO
0.4329,NO
0.3069,NO
0.4162,NO
0.3056,NO
0.1536,NO
0.3138,NO
1.0,YES
0.2887,NO
1.0,YES
0.4316,NO
0.3272,NO
0.2685,NO
0.1944,NO
0.4327,NO
0.0688,NO
0.42700000000000005,NO
0.2256,NO
0.19399999999999998,NO
1.0,YES
1.0,YES
1.0,YES
0.5193,YES
0.314,NO
1.0,YES
0.42700000000000005,NO
0.32,NO
0.1339,NO
0.3745,NO
0.5644,NO
0.4156,NO
0.6333,NO
0.4164,NO
0.1133,NO
0.33899999999999997,NO
1.0,YES
0.2887,NO
1.0,YES
0.1331,NO
0.3824,NO
0.0674,NO
0.204,NO
0.4327,NO
0.1655,NO
0.4156,NO
0.1309,NO
0.3438,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.3745,NO
0.32,NO
0.2435,NO
0.2964,NO
0.5077,NO
0.3827,NO
0.4162,NO
0.3056,NO
0.2636,NO
0.3138,NO
1.0,YES
0.3821,NO
1.0,YES
0.3649,NO
0.3166,NO
0.3547,NO
0.2435,NO
0.4327,NO
0.2435,NO
0.3827,NO
0.1912,NO
0.2768,NO
1.0,YES
1.0,YES
1.0,YES
0.8995,YES
0.3821,NO
1.0,YES
0.2964,NO
0.29100000000000004,NO
0.2562,NO
0.20800000000000002,NO
0.5348,NO
0.3847,NO
0.6333,NO
0.4164,NO
0.2562,NO
0.2324,NO
1.0,YES
0.2138,NO
1.0,YES
0.2118,NO
0.3824,NO
0.2045,NO
0.2562,NO
0.3649,NO
0.2562,NO
0.3847,NO
0.1702,NO
0.3438,NO
1.0,YES
0.9475,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.3649,NO
0.2849,NO
0.0907,NO
0.6363,YES
1.0,YES
0.5589,YES
1.0,YES
0.344,NO
0.1861,NO
0.5235,YES
0.1063,NO
1.0,YES
0.1702,NO
0.3885,NO
0.3058,NO
0.2417,NO
0.2538,NO
1.0,YES
0.2212,NO
1.0,YES
0.308,NO
0.4542,YES
0.2129,NO
0.462,NO
0.4531,NO
0.1462,NO
1.0,YES
0.4951,NO
1.0,YES
0.2115,NO
0.1547,NO
1.0,YES
0.2918,NO
0.6395,NO
0.7629,YES
0.2279,NO
0.12,NO
0.9273,YES
0.2414,NO
0.547,YES
0.2942,NO
0.5231,NO
0.3965,NO
0.3254,NO
0.1747,NO
0.6395,NO
0.1398,NO
0.6395,NO
0.1451,NO
0.3894,NO
0.2016,NO
0.3121,NO
0.4676,NO
0.2244,NO
1.0,YES
0.3853,NO
1.0,YES
0.289,NO
0.2331,NO
0.6062,YES
1.0,YES
1.0,YES
0.6382,YES
0.344,NO
0.2331,NO
0.5487,YES
0.6083,NO
0.5285,YES
0.2145,NO
0.4308,NO
0.3569,NO
0.4308,NO
0.3014,NO
1.0,YES
0.2627,NO
1.0,YES
0.1712,NO
0.6089,YES
0.5048,NO
0.6083,NO
0.6083,NO
0.6083,NO
0.586,YES
0.4444,NO
1.0,YES
0.1636,NO
0.1646,NO
1.0,YES
0.2856,NO
0.2302,NO
1.0,YES
0.3016,NO
0.153,NO
0.8116,YES
0.159,NO
0.6707,YES
0.1456,NO
0.534,NO
0.3856,NO
0.21600000000000003,NO
0.1775,NO
0.3273,NO
0.1654,NO
0.516,NO
0.0929,NO
0.3351,NO
0.2462,NO
0.1764,NO
0.3901,NO
0.242,NO
0.5646,YES
0.5169,NO
1.0,YES
0.2522,NO
0.1184,NO
0.2369,YES
1.0,YES
1.0,YES
0.2909,YES
0.1188,NO
0.1184,NO
0.2418,YES
0.1255,NO
0.1252,YES
0.1729,NO
0.2728,NO
0.42,NO
0.1785,NO
0.1493,NO
1.0,YES
0.1184,NO
1.0,YES
0.1347,NO
0.524,YES
0.3118,NO
0.5347,NO
0.2456,NO
0.1587,NO
0.2813,YES
0.153,NO
0.2445,YES
0.9589,YES
0.2393,YES
0.3634,NO
0.3389,NO
0.1894,NO
0.2796,NO
1.0,YES
1.0,YES
0.2269,NO
0.1616,NO
0.275,NO
0.1189,NO
0.4028,NO
0.3053,NO
0.2505,NO
1.0,YES
0.3389,NO
0.904,YES
0.3389,NO
0.5838,YES
0.1539,NO
0.102,NO
0.2104,NO
0.1267,NO
0.1193,NO
0.275,NO
0.1778,NO
0.3389,NO
0.2036,NO
0.1531,NO
1.0,YES
0.5502,YES
0.3075,YES
0.9043,YES
0.4024,NO
0.1329,NO
0.9051,YES
0.2465,NO
1.0,YES
0.3004,NO
0.5037,NO
0.3818,NO
0.42,NO
0.1441,NO
0.5502,YES
0.0939,NO
0.5522,YES
0.1638,NO
0.3831,YES
0.2213,NO
0.3458,NO
0.518,NO
0.24,NO
1.0,YES
0.4645,NO
1.0,YES
0.3203,NO
0.079,NO
1.0,YES
1.0,YES
0.5589,YES
0.7471,YES
0.4024,NO
0.2465,NO
0.9273,YES
0.4324,NO
1.0,YES
0.4324,NO
0.3247,NO
0.3727,NO
0.3247,NO
0.3341,NO
1.0,YES
0.2912,NO
1.0,YES
0.1968,NO
0.4542,YES
0.4324,NO
0.462,NO
0.3669,NO
0.2246,NO
1.0,YES
0.4444,NO
1.0,YES
0.2849,NO
0.1531,NO
1.0,YES
1.0,YES
0.5589,YES
1.0,YES
0.4024,NO
0.1622,NO
0.9051,YES
0.5289,NO
1.0,YES
0.5289,NO
0.534,NO
0.3856,NO
0.21600000000000003,NO
0.2034,NO
1.0,YES
0.1975,NO
1.0,YES
0.308,NO
0.4542,YES
0.5289,NO
0.462,NO
0.5289,NO
0.5289,NO
1.0,YES
0.5289,NO
1.0,YES
0.1369,NO
0.1531,NO
1.0,YES
1.0,YES
0.5589,YES
0.9305,YES
0.344,NO
0.1329,NO
0.9051,YES
0.1321,NO
0.6707,YES
0.1713,NO
0.4969,NO
0.3588,NO
0.201,NO
0.1567,NO
1.0,YES
0.154,NO
1.0,YES
0.14800000000000002,NO
0.4542,YES
0.2462,NO
0.462,NO
0.518,NO
0.242,NO
0.85,YES
0.5169,NO
1.0,YES
0.145,NO
0.0905,NO
0.2369,YES
0.7449,YES
1.0,YES
0.2827,YES
0.1557,NO
0.1109,NO
0.2418,YES
0.3519,NO
0.19899999999999998,YES
0.3519,NO
0.3575,NO
0.42,NO
0.2523,NO
0.1698,NO
1.0,YES
0.1648,NO
1.0,YES
0.1508,NO
0.524,YES
0.3519,NO
0.3023,NO
0.2456,NO
0.1827,NO
0.2578,YES
0.1969,NO
0.44299999999999995,YES
0.2522,NO
0.1089,NO
0.5033,YES
1.0,YES
1.0,YES
0.6382,YES
0.344,NO
0.0883,NO
0.5227,YES
0.1836,NO
0.4491,YES
0.1702,NO
0.3031,NO
0.28600000000000003,NO
0.1762,NO
0.1825,NO
1.0,YES
0.1772,NO
1.0,YES
0.0985,NO
1.0,YES
0.3118,NO
0.5347,NO
0.2985,NO
0.1587,NO
0.5820000000000001,YES
0.4444,NO
1.0,YES
0.4042,NO
0.0461,NO
0.3341,NO
0.2108,NO
0.1436,NO
0.3341,NO
0.4356,NO
0.1439,NO
0.4623,NO
0.2736,NO
0.2148,NO
0.2363,NO
1.0,YES
0.758,YES
0.7691,YES
0.1963,NO
0.1127,NO
0.1711,NO
0.2564,NO
0.1551,NO
0.2533,NO
0.2363,NO
0.3778,NO
0.1636,NO
0.2158,NO
0.3647,NO
0.3398,NO
0.4702,NO
0.6856,YES
0.6856,YES
0.2752,NO
0.1989,NO
0.175,NO
0.1374,NO
0.6856,YES
0.6856,YES
0.1039,NO
0.1519,NO
0.0893,NO
0.1784,NO
0.2437,NO
0.23399999999999999,NO
0.1562,NO
0.6856,YES
0.1989,NO
0.6856,YES
0.1989,NO
0.3735,YES
0.0917,NO
0.1163,NO
0.1569,NO
0.1354,NO
0.0948,NO
0.1407,NO
0.1017,NO
0.1989,NO
0.1934,NO
0.1476,NO
0.3775,YES
1.0,YES
1.0,YES
0.3961,YES
0.2135,NO
0.1526,NO
0.3417,YES
0.1809,NO
0.2787,YES
0.1809,NO
0.3934,NO
0.3022,NO
0.2447,NO
0.1476,NO
0.7194,YES
0.1476,NO
0.7669,YES
0.1039,NO
1.0,YES
0.2391,NO
0.41,NO
0.1956,NO
0.1217,NO
0.3612,YES
0.2759,NO
0.6207,YES
1.0,YES
1.0,YES
0.3473,NO
0.1589,NO
0.2043,NO
0.295,NO
1.0,YES
1.0,YES
0.1841,NO
0.1823,NO
0.295,NO
0.1189,NO
0.3062,NO
0.3413,NO
0.3062,NO
1.0,YES
0.2044,NO
1.0,YES
0.2043,NO
0.5838,YES
0.1256,NO
0.1513,NO
0.2289,NO
0.1823,NO
0.1823,NO
0.295,NO
0.1461,NO
0.2011,NO
0.2326,NO
0.0731,NO
0.1923,NO
0.4029,NO
0.282,NO
0.6333,NO
0.4164,NO
0.1779,NO
0.218,NO
1.0,YES
0.1724,NO
1.0,YES
0.3627,NO
0.3824,NO
0.3627,NO
0.2425,NO
0.3104,NO
0.2114,NO
0.282,NO
0.2072,NO
0.3438,NO
1.0,YES
0.6533,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.2269,NO
1.0,YES
1.0,YES
0.3151,NO
0.1647,NO
0.1756,NO
0.2004,NO
1.0,YES
1.0,YES
0.1008,NO
0.1388,NO
0.0747,NO
0.1102,NO
0.2289,NO
0.3413,NO
0.1463,NO
1.0,YES
0.2044,NO
1.0,YES
0.1756,NO
0.504,YES
0.1025,NO
0.1152,NO
0.2289,NO
0.1388,NO
0.1388,NO
0.2154,NO
0.1432,NO
0.1342,NO
0.32,NO
0.2932,NO
0.2809,NO
0.4329,NO
0.3069,NO
0.6333,NO
0.4164,NO
0.2932,NO
0.3138,NO
1.0,YES
0.2887,NO
1.0,YES
0.3601,NO
0.3824,NO
0.3601,NO
0.2932,NO
0.4327,NO
0.2932,NO
0.3529,NO
0.2286,NO
0.3438,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.2888,NO
