50Traced_NONETRACED_MAX_SINGLE_VSM_70_MAX,Associated
0.1671,NO
0.3133,NO
0.1144,NO
0.2164,NO
0.1516,NO
0.6773,NO
0.2344,NO
0.1058,NO
0.2452,NO
1.0,YES
0.7077,NO
1.0,YES
0.3701,NO
0.3701,NO
0.3691,NO
0.3249,NO
0.2553,NO
0.2886,NO
0.391,NO
0.2179,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.3639,NO
0.3639,NO
0.3639,NO
0.4007,NO
1.0,YES
1.0,YES
0.3639,NO
0.1056,NO
0.3,NO
0.2314,NO
0.4183,NO
0.4183,NO
0.4173,NO
1.0,YES
0.2735,NO
1.0,YES
0.2676,NO
1.0,YES
0.1806,NO
0.2314,NO
0.1361,NO
0.2314,NO
0.2314,NO
0.4007,NO
0.2314,NO
0.4007,NO
0.1606,NO
0.3011,NO
0.3063,NO
0.3076,NO
0.3076,NO
0.6773,NO
0.2252,NO
0.1058,NO
0.3063,NO
1.0,YES
0.7077,NO
1.0,YES
0.2134,NO
0.2168,NO
0.2136,NO
0.3123,NO
0.3076,NO
0.2774,NO
0.3757,NO
0.1755,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.6805,NO
0.6805,NO
0.6805,NO
0.6805,NO
1.0,YES
1.0,YES
0.6805,NO
0.601,NO
0.4748,NO
0.601,NO
0.7376,NO
0.7376,NO
0.7358,NO
1.0,YES
0.5115,NO
1.0,YES
0.5005,NO
1.0,YES
0.3377,NO
0.3114,NO
0.3579,NO
0.601,NO
0.601,NO
0.6805,NO
0.3143,NO
0.6805,NO
0.1568,NO
0.1597,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1724,NO
0.153,NO
1.0,YES
0.2963,NO
0.6283,YES
0.2198,NO
0.3493,NO
0.379,NO
0.379,NO
0.1663,NO
1.0,YES
0.1663,NO
1.0,YES
0.1663,NO
1.0,YES
0.3725,NO
0.3338,NO
0.5265,NO
0.3307,NO
1.0,YES
0.4619,NO
1.0,YES
0.1671,NO
0.3133,NO
0.4137,NO
0.4137,NO
0.4137,NO
0.4167,NO
0.2344,NO
0.1225,NO
0.4137,NO
1.0,YES
0.4354,NO
1.0,YES
0.2451,NO
0.2525,NO
0.2525,NO
0.3249,NO
0.311,NO
0.2886,NO
0.391,NO
0.2019,NO
0.2053,NO
1.0,YES
1.0,YES
0.9651,YES
1.0,YES
0.4137,NO
1.0,YES
0.4137,NO
0.1165,NO
0.2183,NO
0.8266,YES
1.0,YES
1.0,YES
0.8266,YES
0.1658,NO
0.1065,NO
0.8266,YES
0.5884,NO
0.5193,YES
0.6968,NO
0.3948,NO
0.3948,NO
0.3938,NO
0.2264,NO
1.0,YES
0.2011,NO
1.0,YES
0.1449,NO
1.0,YES
0.5683,NO
0.6968,NO
0.6334,NO
0.6968,NO
0.8266,YES
0.6968,NO
0.8266,YES
0.2332,NO
0.1091,NO
0.2535,NO
0.19,NO
0.1547,NO
0.4239,NO
0.1963,NO
0.2332,NO
0.3139,NO
1.0,YES
0.3648,NO
1.0,YES
0.2519,NO
0.2036,NO
0.2033,NO
0.2148,NO
0.1301,NO
0.2332,NO
0.1844,NO
0.2266,NO
0.1755,NO
0.5181,YES
0.5954,YES
1.0,YES
1.0,YES
0.4239,NO
0.5155,YES
0.4239,NO
0.1671,NO
0.3133,NO
0.3349,NO
