50Traced_NONETRACED_MAX_SINGLE_VSM_29_MEDIAN,Associated
0.2626,NO
0.3133,NO
0.1144,NO
0.2553,NO
0.3369,NO
0.3464,NO
0.2687,NO
0.1047,NO
0.2452,NO
1.0,YES
0.3591,NO
1.0,YES
0.3701,NO
0.3574,NO
0.3701,NO
0.2626,NO
0.2942,NO
0.1109,NO
0.391,NO
0.2508,NO
0.2752,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
1.0,YES
0.2434,NO
1.0,YES
1.0,YES
0.3362,NO
0.1579,NO
0.1148,NO
0.2515,NO
1.0,YES
1.0,YES
0.2447,NO
0.3066,NO
0.2302,NO
0.3066,NO
0.397,NO
0.397,NO
0.397,NO
1.0,YES
0.1915,NO
1.0,YES
0.1351,NO
1.0,YES
0.0766,NO
0.3066,NO
0.3066,NO
0.2314,NO
0.3066,NO
0.2245,NO
0.2314,NO
0.2555,NO
0.21600000000000003,NO
0.3011,NO
0.1331,NO
0.3076,NO
0.3369,NO
0.3329,NO
0.2687,NO
0.0976,NO
0.444,NO
1.0,YES
0.3451,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.21600000000000003,NO
0.5133,NO
0.1268,NO
0.3757,NO
0.1851,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2232,NO
1.0,YES
0.2077,NO
1.0,YES
1.0,YES
0.4748,NO
0.6805,NO
0.5217,NO
0.6805,NO
1.0,YES
1.0,YES
0.4748,NO
0.601,NO
0.5415,NO
0.601,NO
0.7376,NO
0.7124,NO
0.7376,NO
1.0,YES
0.6805,NO
1.0,YES
0.6805,NO
1.0,YES
0.3722,NO
0.601,NO
0.601,NO
0.4197,NO
0.601,NO
0.6805,NO
0.4197,NO
0.5415,NO
0.105,NO
0.2248,NO
0.5483,YES
1.0,YES
1.0,YES
1.0,YES
0.257,NO
0.1337,NO
0.5022,YES
0.1395,NO
0.6283,YES
0.166,NO
0.379,NO
0.379,NO
0.379,NO
0.1146,NO
1.0,YES
0.0556,NO
1.0,YES
0.1449,NO
1.0,YES
0.3725,NO
0.3338,NO
0.5265,NO
0.1856,NO
1.0,YES
0.4619,NO
0.5859,YES
0.2169,NO
0.3133,NO
0.2137,NO
0.2582,NO
0.3369,NO
0.3573,NO
0.2687,NO
0.2169,NO
0.444,NO
1.0,YES
0.3591,NO
1.0,YES
0.2451,NO
0.2368,NO
0.2451,NO
0.2169,NO
0.5133,NO
0.2169,NO
0.391,NO
0.2421,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3573,NO
1.0,YES
0.3573,NO
0.1219,NO
0.2248,NO
0.5483,YES
1.0,YES
1.0,YES
1.0,YES
0.2196,NO
0.1337,NO
0.5022,YES
0.6903,NO
0.6283,YES
0.6968,NO
0.4403,NO
0.4403,NO
0.4403,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.1421,NO
1.0,YES
0.6968,NO
0.6968,NO
0.6968,NO
0.6968,NO
1.0,YES
0.6968,NO
0.5859,YES
0.2026,NO
0.2148,NO
0.366,NO
0.4328,NO
0.3318,NO
0.4328,NO
0.2148,NO
0.1977,NO
0.3139,NO
1.0,YES
0.4239,NO
1.0,YES
0.4406,NO
0.4406,NO
0.4406,NO
0.1438,NO
0.4328,NO
0.2148,NO
0.4328,NO
0.2508,NO
0.2148,NO
1.0,YES
1.0,YES
0.5155,YES
1.0,YES
0.4328,NO
0.5155,YES
0.4239,NO
0.1671,NO
0.3133,NO
0.4095,NO
0.3349,NO
0.3315,NO
0.4039,NO
0.2116,NO
0.1016,NO
0.3809,NO
0.8445,YES
0.4039,NO
1.0,YES
0.1626,NO
0.1104,NO
0.1133,NO
0.204,NO
0.3996,NO
0.1655,NO
0.391,NO
0.1439,NO
0.2819,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3496,NO
1.0,YES
0.4039,NO
0.1503,NO
0.2036,NO
0.1953,NO
0.3103,NO
0.3369,NO
0.2251,NO
0.2687,NO
0.1204,NO
0.2637,NO
1.0,YES
0.2333,NO
1.0,YES
0.2252,NO
0.2085,NO
0.2007,NO
0.1438,NO
0.3103,NO
0.0515,NO
0.3103,NO
0.2508,NO
0.3103,NO
1.0,YES
1.0,YES
0.7522,YES
1.0,YES
0.2206,NO
1.0,YES
0.1951,NO
0.1671,NO
0.3133,NO
0.10800000000000001,NO
0.3335,NO
0.3369,NO
0.3464,NO
0.2687,NO
0.1016,NO
0.2452,NO
1.0,YES
0.3591,NO
1.0,YES
0.2846,NO
0.2749,NO
0.2846,NO
0.1438,NO
0.3335,NO
0.0824,NO
0.391,NO
0.2508,NO
0.3335,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
1.0,YES
0.1872,NO
0.2216,NO
0.2607,NO
1.0,YES
1.0,YES
0.7667,YES
1.0,YES
0.3986,NO
0.2018,NO
1.0,YES
0.2963,NO
1.0,YES
0.196,NO
0.5579,NO
0.441,NO
0.441,NO
0.2557,NO
1.0,YES
0.2194,NO
1.0,YES
0.2194,NO
0.4963,YES
0.7244,NO
0.4261,NO
0.7244,NO
0.3976,NO
1.0,YES
0.7244,NO
1.0,YES
0.1799,NO
0.3233,NO
0.7929999999999999,YES
0.2599,NO
0.2599,NO
1.0,YES
0.3772,NO
0.1097,NO
0.9727,YES
0.191,NO
0.8915,YES
0.1629,NO
0.4424,NO
0.3269,NO
0.3385,NO
0.1957,NO
0.5205,NO
0.1398,NO
0.537,NO
0.1533,NO
0.2637,NO
0.1991,NO
0.1784,NO
0.4543,NO
0.2298,NO
0.8926,YES
0.6436,NO
1.0,YES
0.1805,NO
0.2716,NO
0.8593,YES
1.0,YES
1.0,YES
0.982,YES
0.3168,NO
0.1312,NO
0.8170000000000001,YES
0.8445,NO
0.8593,YES
0.8445,NO
0.4794,NO
0.4298,NO
0.445,NO
0.1146,NO
0.982,YES
0.057999999999999996,NO
1.0,YES
0.1608,NO
1.0,YES
0.8778,NO
0.8445,NO
0.8778,NO
0.8445,NO
0.982,YES
0.8778,NO
0.8593,YES
0.1636,NO
0.2596,NO
1.0,YES
0.1762,NO
0.1649,NO
1.0,YES
0.2943,NO
0.153,NO
0.8576,YES
0.159,NO
1.0,YES
0.1456,NO
0.5579,NO
0.1542,NO
0.3473,NO
0.1775,NO
0.4061,NO
0.1654,NO
0.6151,NO
0.1871,NO
0.3164,NO
0.2218,NO
0.1764,NO
0.5872,NO
0.2201,NO
1.0,YES
0.5796,NO
1.0,YES
0.102,NO
0.2059,NO
0.3365,YES
1.0,YES
1.0,YES
0.6136,YES
0.257,NO
0.08199999999999999,NO
0.3081,YES
0.2773,NO
0.3855,YES
0.3283,NO
0.171,NO
0.3152,NO
0.2833,NO
0.1146,NO
1.0,YES
0.0614,NO
1.0,YES
0.1449,NO
1.0,YES
0.3405,NO
0.3338,NO
0.4726,NO
0.3283,NO
0.6136,YES
0.3283,NO
0.3595,YES
1.0,YES
0.9109,YES
0.4057,NO
0.4952,NO
0.3796,NO
0.4952,NO
1.0,YES
1.0,YES
0.3517,NO
0.1451,NO
0.4057,NO
0.1395,NO
0.5915,NO
0.5915,NO
0.5915,NO
1.0,YES
0.4952,NO
1.0,YES
0.4952,NO
0.9717,YES
0.2458,NO
0.3547,NO
0.2086,NO
0.3547,NO
0.1947,NO
0.4952,NO
0.3547,NO
0.4057,NO
0.2216,NO
0.3233,NO
1.0,YES
0.5710000000000001,YES
0.4773,YES
1.0,YES
0.3772,NO
0.1381,NO
1.0,YES
0.0938,NO
1.0,YES
0.1629,NO
0.5579,NO
0.5147,NO
0.5147,NO
0.1612,NO
0.5710000000000001,YES
0.0773,NO
0.6151,YES
0.1871,NO
0.3484,YES
0.2127,NO
0.2469,NO
0.5872,NO
0.3342,NO
1.0,YES
0.6436,NO
1.0,YES
0.2339,NO
0.2248,NO
1.0,YES
1.0,YES
0.7667,YES
1.0,YES
0.261,NO
0.2339,NO
0.8237,YES
0.3262,NO
1.0,YES
0.2157,NO
0.4544,NO
0.3659,NO
0.3659,NO
0.2339,NO
1.0,YES
0.2339,NO
1.0,YES
0.2273,NO
0.4963,YES
0.7974,NO
0.469,NO
0.7974,NO
0.4377,NO
1.0,YES
0.7974,NO
1.0,YES
0.2216,NO
0.3233,NO
1.0,YES
0.6709999999999999,YES
0.6709999999999999,YES
1.0,YES
0.3986,NO
0.1622,NO
1.0,YES
0.4412,NO
1.0,YES
0.5224,NO
0.4503,NO
0.0981,NO
0.2894,NO
0.2557,NO
0.5515,YES
0.1975,NO
0.6709999999999999,YES
0.1773,NO
0.4897,YES
0.679,NO
0.5224,NO
0.679,NO
0.5224,NO
1.0,YES
0.679,NO
1.0,YES
0.1943,NO
0.3233,NO
1.0,YES
1.0,YES
0.7667,YES
1.0,YES
0.3772,NO
0.1381,NO
0.9727,YES
0.2242,NO
1.0,YES
0.2655,NO
0.5579,NO
0.43799999999999994,NO
0.43799999999999994,NO
0.1529,NO
1.0,YES
0.1016,NO
1.0,YES
0.1871,NO
0.4963,YES
0.4433,NO
0.2655,NO
0.5872,NO
0.293,NO
1.0,YES
0.6436,NO
1.0,YES
0.1168,NO
0.2248,NO
0.5483,YES
1.0,YES
1.0,YES
1.0,YES
0.257,NO
0.1337,NO
0.5022,YES
0.5159,NO
0.6283,YES
0.6109,NO
0.2488,NO
0.3152,NO
0.2833,NO
0.1698,NO
1.0,YES
0.1648,NO
1.0,YES
0.1508,NO
1.0,YES
0.6109,NO
0.6109,NO
0.6109,NO
0.6109,NO
1.0,YES
0.6109,NO
0.5859,YES
0.1201,NO
0.2059,NO
0.5865,YES
1.0,YES
1.0,YES
0.7440000000000001,YES
0.257,NO
0.0994,NO
0.4912,YES
0.1836,NO
0.5865,YES
0.166,NO
0.2807,NO
0.3152,NO
0.2833,NO
0.1825,NO
1.0,YES
0.1772,NO
1.0,YES
0.1449,NO
1.0,YES
0.3405,NO
0.3338,NO
0.4726,NO
0.1856,NO
0.7440000000000001,YES
0.3437,NO
0.5865,YES
0.2769,NO
0.4212,NO
0.4344,NO
0.3247,NO
0.3169,NO
0.4344,NO
0.4548,NO
0.0606,NO
0.5987,NO
0.1684,NO
0.4344,NO
0.2358,NO
1.0,YES
1.0,YES
1.0,YES
0.243,NO
0.4823,NO
0.0797,NO
0.3169,NO
0.3599,NO
0.3169,NO
0.054000000000000006,NO
0.2067,NO
0.293,NO
0.3146,NO
0.4344,NO
0.2918,NO
0.6577,NO
1.0,YES
1.0,YES
0.2752,NO
0.1653,NO
0.0814,NO
0.156,NO
1.0,YES
0.3838,YES
0.1219,NO
0.1519,NO
0.1707,NO
0.1784,NO
0.2981,NO
0.2981,NO
0.2981,NO
1.0,YES
0.1438,NO
0.4171,YES
0.0446,NO
0.8571,YES
0.0877,NO
0.1688,NO
0.1001,NO
0.1354,NO
0.0948,NO
0.1534,NO
0.1437,NO
0.1919,NO
0.1179,NO
0.2059,NO
0.425,YES
1.0,YES
1.0,YES
0.7752,YES
0.257,NO
0.1036,NO
0.3893,YES
0.1109,NO
0.48700000000000004,YES
0.166,NO
0.4256,NO
0.4256,NO
0.4256,NO
0.0949,NO
1.0,YES
0.0554,NO
1.0,YES
0.1449,NO
1.0,YES
0.3405,NO
0.3338,NO
0.4081,NO
0.1856,NO
0.7752,YES
0.3581,NO
0.4541,YES
1.0,YES
1.0,YES
0.3473,NO
0.1969,NO
0.2137,NO
0.33399999999999996,NO
1.0,YES
1.0,YES
0.2089,NO
0.2506,NO
0.33399999999999996,NO
0.2506,NO
0.3489,NO
0.337,NO
0.3489,NO
1.0,YES
0.2088,NO
1.0,YES
0.2137,NO
1.0,YES
0.2137,NO
0.2506,NO
0.2506,NO
0.2094,NO
0.2506,NO
0.33399999999999996,NO
0.2094,NO
0.33399999999999996,NO
0.2411,NO
0.3133,NO
0.106,NO
0.3199,NO
0.3471,NO
0.3464,NO
0.2472,NO
0.2411,NO
0.2452,NO
1.0,YES
0.3591,NO
1.0,YES
0.5436,NO
0.5436,NO
0.5436,NO
0.2411,NO
0.3393,NO
0.2411,NO
0.391,NO
0.2508,NO
0.3471,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
1.0,YES
0.3499,NO
1.0,YES
1.0,YES
0.2823,NO
0.2289,NO
0.2282,NO
0.2289,NO
1.0,YES
0.9863,YES
0.115,NO
0.2223,NO
0.1955,NO
0.2223,NO
0.257,NO
0.257,NO
0.257,NO
1.0,YES
0.2289,NO
1.0,YES
0.2289,NO
1.0,YES
0.2282,NO
0.2223,NO
0.2223,NO
0.1274,NO
0.2223,NO
0.2289,NO
0.1431,NO
0.1955,NO
0.3943,NO
0.418,NO
0.2904,NO
0.2598,NO
0.3369,NO
0.4855,NO
0.418,NO
0.3846,NO
0.444,NO
1.0,YES
0.4855,NO
1.0,YES
0.4072,NO
0.4072,NO
0.4072,NO
0.263,NO
0.5133,NO
0.418,NO
0.2598,NO
0.418,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4855,NO
1.0,YES
0.4855,NO
