50Traced_NONETRACED_MAX_MULTI_LSA_97_MAX,Associated
0.2356,NO
0.0652,NO
0.2323,NO
0.3093,NO
0.1298,NO
0.1782,NO
0.2574,NO
0.2574,NO
0.2323,NO
0.5328,YES
0.2323,NO
0.4567,YES
0.2918,NO
0.282,NO
0.2223,NO
0.2574,NO
0.1393,NO
0.2574,NO
0.1402,NO
0.2574,NO
0.1147,NO
0.7677,YES
0.7677,YES
0.3311,YES
0.7677,YES
0.2323,NO
0.3311,YES
0.2323,NO
1.0,YES
0.6914,YES
0.3362,NO
0.2165,NO
0.2165,NO
0.2387,NO
1.0,YES
1.0,YES
0.1715,NO
0.1092,NO
0.2113,NO
0.1939,NO
0.2584,NO
0.3144,NO
0.1953,NO
0.6914,YES
0.2165,NO
0.8716,YES
0.2165,NO
0.6914,YES
0.1542,NO
0.1212,NO
0.2456,NO
0.1939,NO
0.1939,NO
0.2113,NO
0.1778,NO
0.2113,NO
0.3088,NO
0.294,NO
0.2287,NO
0.5644,NO
0.2613,NO
0.2297,NO
0.2254,NO
0.1316,NO
0.2187,NO
0.9462,YES
0.2785,NO
1.0,YES
0.21,NO
0.35200000000000004,NO
0.2136,NO
0.3167,NO
0.4175,NO
0.294,NO
0.3765,NO
0.294,NO
0.3078,NO
0.83,YES
1.0,YES
1.0,YES
1.0,YES
0.303,NO
1.0,YES
0.2487,NO
1.0,YES
1.0,YES
0.3356,NO
0.1662,NO
0.1507,NO
0.2479,NO
1.0,YES
1.0,YES
0.2012,NO
0.2193,NO
0.2479,NO
0.2251,NO
0.3157,NO
0.3144,NO
0.2386,NO
1.0,YES
0.1922,NO
1.0,YES
0.1909,NO
1.0,YES
0.1607,NO
0.316,NO
0.316,NO
0.2251,NO
0.316,NO
0.2479,NO
0.2187,NO
0.2479,NO
0.3011,NO
0.2011,NO
1.0,YES
1.0,YES
1.0,YES
0.6382,YES
0.3189,NO
0.1327,NO
1.0,YES
0.2629,NO
1.0,YES
0.1787,NO
0.3031,NO
0.42,NO
0.1934,NO
0.2011,NO
1.0,YES
0.2011,NO
1.0,YES
0.304,NO
1.0,YES
0.1371,NO
0.462,NO
0.4471,NO
0.1787,NO
1.0,YES
0.4382,NO
1.0,YES
0.32,NO
0.272,NO
0.4528,NO
0.5352,NO
0.2531,NO
0.289,NO
0.2866,NO
0.2866,NO
0.4528,NO
0.8971,YES
