50Traced_NONETRACED_SUM_RAW_VSM_36_MEDIAN,Associated
0.3697,NO
0.1037,NO
0.5114,NO
0.2333,NO
0.0671,NO
0.366,NO
0.2681,NO
0.1829,NO
0.5015,NO
0.9390000000000001,YES
0.5627,NO
1.3343,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.2615,NO
0.1478,NO
0.252,NO
0.1391,NO
0.2179,NO
0.128,NO
1.1084,YES
1.7747,YES
0.9531,YES
0.4591,YES
0.3863,NO
0.9657,YES
0.4239,NO
1.8559999999999999,YES
0.4707,YES
0.4785,NO
0.3631,NO
0.4701,NO
0.6974,NO
1.3494,YES
1.7428,YES
0.6986,NO
0.1967,NO
0.3954,NO
0.3006,NO
0.2364,NO
0.3078,NO
0.2735,NO
1.5493,YES
0.7138,NO
0.9001,YES
0.377,NO
1.6699,YES
0.4066,NO
0.4362,NO
0.5383,NO
0.3104,NO
0.3144,NO
0.5231,NO
0.2742,NO
0.5951,NO
0.4167,NO
0.2593,NO
0.4124,NO
0.4158,NO
0.426,NO
0.7791,NO
0.2435,NO
0.2744,NO
0.6008,NO
1.5391,YES
0.7261,NO
1.2051,YES
0.205,NO
0.2362,NO
0.2136,NO
0.5171,NO
0.7544,NO
0.2191,NO
0.4243,NO
0.3383,NO
0.4779,NO
2.0873,YES
2.3798,YES
1.5387,YES
0.7495,YES
0.6237,NO
1.8756,YES
0.6464,NO
1.819,YES
0.3845,YES
0.5599,NO
0.2971,NO
0.3507,NO
0.7804,NO
1.3569,YES
1.659,YES
0.8427,NO
0.1449,NO
0.7062,NO
0.2002,NO
0.275,NO
0.4997,NO
0.3739,NO
1.4428,YES
0.5358,NO
0.9059999999999999,YES
0.2595,NO
1.6166,YES
0.2897,NO
0.2309,NO
0.2789,NO
0.2513,NO
0.1975,NO
0.8152,NO
0.1634,NO
0.7729,NO
0.1521,NO
0.0689,NO
0.5952,YES
1.3837,YES
1.6422,YES
1.058,YES
0.1495,NO
0.0582,NO
1.0413,YES
0.1666,NO
0.7849,YES
0.4031,NO
0.2272,NO
0.5028,NO
0.1934,NO
0.0615,NO
1.3847,YES
0.0674,NO
1.5278,YES
0.1417,NO
1.1749,YES
0.3928,NO
0.4304,NO
0.3408,NO
0.2906,NO
0.6304,YES
0.3778,NO
0.7612,YES
0.7096,NO
0.2641,NO
0.6181,NO
0.5495,NO
0.3374,NO
0.5102,NO
0.4902,NO
0.4411,NO
0.5436,NO
1.9362,YES
0.6305,NO
1.8624,YES
0.4243,NO
0.6719,NO
0.3162,NO
0.5518,NO
0.4658,NO
0.3753,NO
0.5179,NO
0.3709,NO
0.7454,NO
2.7478,YES
3.4052,YES
1.8739,YES
0.9266,YES
0.5202,NO
2.5149,YES
0.531,NO
0.4318,NO
0.188,NO
0.9026,YES
2.8172,YES
3.4403,YES
1.8376,YES
0.266,NO
0.2432,NO
1.9461,YES
0.584,NO
1.0634,YES
0.5423,NO
0.3232,NO
0.5381,NO
0.2375,NO
0.1973,NO
2.6813,YES
0.1437,NO
2.8316,YES
0.142,NO
1.4477,YES
0.9359999999999999,NO
1.1242,NO
0.9482,NO
0.3042,NO
1.6845,YES
1.0309,NO
1.6114,YES
0.5155,NO
0.1152,NO
0.4071,NO
0.5985,NO
0.363,NO
0.6096,NO
0.2683,NO
0.264,NO
0.6514,NO
1.3078,YES
0.5899,NO
1.5653,YES
0.3225,NO
0.4446,NO
0.2759,NO
0.3239,NO
0.3946,NO
0.3253,NO
0.2722,NO
0.2256,NO
0.3936,NO
2.0851,YES
2.7392,YES
1.2762,YES
0.721,YES
0.5406,NO
1.8986,YES
0.7584,NO
0.596,NO
0.2736,NO
1.0098,NO
0.4434,NO
0.2549,NO
1.037,NO
0.2639,NO
0.3449,NO
1.1768,NO
1.3459,YES
0.8621,NO
2.313,YES
0.2755,NO
0.4628,NO
0.0755,NO
0.4794,NO
0.5633,NO
0.3547,NO
0.4507,NO
0.19,NO
0.48700000000000004,NO
2.6663,YES
3.3176,YES
1.4998,YES
1.4262,YES
0.6975,NO
2.0155,YES
0.6026,NO
0.5799,NO
0.2708,NO
0.6911,NO
0.7696,NO
0.7071,NO
0.9421,NO
0.2899,NO
0.3031,NO
0.8501,NO
1.7331,YES
0.8401,NO
1.7536,YES
0.2257,NO
0.3662,NO
0.2007,NO
0.6586,NO
0.9031,NO
0.3265,NO
0.6909,NO
0.4436,NO
0.731,NO
2.2612,YES
2.8614,YES
1.6929,YES
0.8827,YES
0.7377,NO
2.013,YES
0.7081,NO
0.3568,NO
0.1316,NO
0.5647,NO
0.6411,NO
0.5218,NO
0.8079,NO
0.207,NO
0.1159,NO
0.7363,NO
1.7259,YES
0.8055,NO
1.6806,YES
0.2677,NO
0.4865,NO
0.2651,NO
0.4549,NO
0.8165,NO
0.2758,NO
0.5521,NO
0.2321,NO
0.5655,NO
2.1867,YES
2.8727,YES
1.7281,YES
0.8068,YES
0.7295,NO
2.0049,YES
0.7305,NO
0.6685,NO
0.3689,NO
2.2874,YES
1.2166,YES
1.2921,YES
2.8687,YES
0.4123,NO
0.3153,NO
4.2291,YES
0.3238,NO
3.3375,YES
0.3348,NO
0.2131,NO
0.4809,NO
0.4041,NO
0.3123,NO
1.4529,YES
0.1548,NO
1.0996,YES
0.2576,NO
0.3786,YES
0.6054,NO
0.2629,NO
0.8564,NO
0.3703,NO
3.6463,YES
0.7020000000000001,NO
3.0986,YES
0.3124,NO
0.1547,NO
0.8269,YES
0.5542,NO
0.6523,NO
0.8807,YES
0.1885,NO
0.1519,NO
1.2191,YES
0.2304,NO
1.3056,YES
0.3366,NO
0.3264,NO
0.3318,NO
0.285,NO
0.1789,NO
0.6152,NO
0.1418,NO
0.8568,NO
0.1516,NO
0.3809,NO
0.2293,NO
0.3619,NO
0.3767,NO
0.1917,NO
1.1389,YES
0.3359,NO
0.7606,YES
0.4987,NO
0.3118,NO
1.1053,YES
2.9978,YES
3.6031,YES
2.3551,YES
0.3352,NO
0.3579,NO
2.3209,YES
0.4351,NO
1.3624,YES
0.618,NO
0.4981,NO
1.0128,NO
0.5104,NO
0.4475,NO
3.4675,YES
0.1875,NO
3.1278,YES
0.4369,NO
2.3428,YES
1.0855,NO
1.1435,NO
0.8377,NO
0.6675,NO
1.5819,YES
1.0642,NO
1.8316,YES
0.2533,NO
0.1646,NO
0.7119,YES
0.3554,NO
0.34600000000000003,NO
0.9547,YES
0.2177,NO
0.153,NO
2.3339,YES
0.2837,NO
2.1591,YES
0.5997,NO
0.2244,NO
0.2052,NO
0.2097,NO
0.1775,NO
0.4888,NO
0.1654,NO
0.4777,NO
0.0902,NO
0.3851,NO
0.6963,NO
0.7261,NO
0.5551,NO
0.4869,NO
0.784,YES
0.7785,NO
1.5854,YES
0.3335,NO
0.1543,NO
0.772,YES
3.4347,YES
4.0613,YES
1.5735,YES
0.1167,NO
0.1363,NO
1.7237,YES
0.2313,NO
0.6533,YES
0.2468,NO
0.3897,NO
0.7269,NO
0.4259,NO
0.1769,NO
2.7493,YES
0.0614,NO
3.4317,YES
0.2197,NO
1.9956,YES
0.5516,NO
0.5172,NO
0.6411,NO
0.1887,NO
1.3964,YES
0.6542,NO
1.3099,YES
1.5288,YES
1.0571,YES
0.5409,NO
0.2832,NO
0.2442,NO
0.5598,NO
0.865,YES
1.4804,YES
0.628,NO
0.2741,NO
0.5178,NO
0.326,NO
0.3048,NO
0.664,NO
0.3852,NO
1.455,YES
0.4548,NO
0.4729,YES
0.2493,NO
1.5219999999999998,YES
0.2133,NO
0.5321,NO
0.4734,NO
0.5067,NO
0.3048,NO
0.5513,NO
0.3781,NO
0.6736,NO
0.2673,NO
0.109,NO
1.3714,YES
0.4433,YES
0.5716,YES
1.6395,YES
0.2943,NO
0.11599999999999999,NO
2.367,YES
0.2523,NO
2.0682,YES
0.4624,NO
0.3042,NO
0.3926,NO
0.2033,NO
0.1714,NO
0.6869,YES
0.1328,NO
0.6984,YES
0.1299,NO
0.2997,YES
0.5816,NO
0.4261,NO
0.5224,NO
0.4832,NO
1.6825,YES
0.5184,NO
1.6451,YES
0.2479,NO
0.1448,NO
1.8174,YES
0.7238,YES
0.7916,YES
2.3347,YES
0.3301,NO
0.1165,NO
2.7585,YES
0.6237,NO
2.3337,YES
0.5347,NO
0.2277,NO
0.1763,NO
0.1744,NO
0.203,NO
0.8561,YES
0.1534,NO
0.8856,YES
0.1968,NO
0.2729,YES
0.8468,NO
0.7987,NO
1.0096,NO
0.3673,NO
2.2127,YES
0.8067,NO
2.1081,YES
0.5306,NO
0.1224,NO
2.8113,YES
1.3097,YES
1.4656,YES
3.7972,YES
0.4587,NO
0.2162,NO
4.112,YES
0.4549,NO
2.7775,YES
0.6161,NO
0.1483,NO
0.237,NO
0.1952,NO
0.2034,NO
1.6137,YES
0.1975,NO
1.2708,YES
0.1773,NO
0.7167,YES
0.8675,NO
0.5257,NO
0.8796,NO
0.8006,NO
3.0617,YES
0.6864,NO
2.2824,YES
0.6069,NO
0.2481,NO
3.0318,YES
0.8704,YES
1.0719,YES
3.6521,YES
0.5274,NO
0.2682,NO
4.5921,YES
0.4401,NO
4.2175,YES
0.6573,NO
0.2859,NO
0.2194,NO
0.2184,NO
0.2762,NO
1.0518,YES
0.2286,NO
1.5373,YES
0.1621,NO
0.43200000000000005,YES
0.7835,NO
0.4912,NO
0.953,NO
0.6709999999999999,NO
3.3766,YES
0.5773,NO
2.7275,YES
0.3933,NO
0.0962,NO
0.5799,YES
2.1205,YES
2.7374,YES
0.9278,YES
0.2803,NO
0.1966,NO
1.0483,YES
0.4913,NO
0.6173,YES
0.6155,NO
0.391,NO
0.5665,NO
0.2523,NO
0.177,NO
2.6830000000000003,YES
0.1648,NO
2.6901,YES
0.1678,NO
2.4506,YES
0.7577,NO
1.0095,NO
0.5309,NO
0.311,NO
0.5803,YES
0.8532,NO
0.5006,YES
0.2649,NO
0.1359,NO
0.5201,YES
2.1291,YES
2.3007,YES
1.0553,YES
0.1817,NO
0.1162,NO
1.1365,YES
0.2725,NO
1.0528,YES
0.4389,NO
0.2678,NO
0.4865,NO
0.177,NO
0.1825,NO
2.0833,YES
0.1772,NO
2.2059,YES
0.1006,NO
1.8535,YES
0.3604,NO
0.5605,NO
0.4945,NO
0.139,NO
0.8640000000000001,YES
0.3926,NO
0.9038,YES
0.19399999999999998,NO
0.0394,NO
0.3802,NO
0.2108,NO
0.2588,NO
0.3227,NO
0.2559,NO
0.1514,NO
0.4101,NO
0.20800000000000002,NO
0.4176,NO
0.2351,NO
0.4225,YES
0.8609,YES
0.5562,YES
0.0766,NO
0.2653,NO
0.1034,NO
0.4194,NO
0.1551,NO
0.2017,NO
0.2969,NO
0.3871,NO
0.3466,NO
0.1864,NO
0.4232,NO
0.3466,NO
0.2937,NO
1.0752,YES
0.4394,YES
0.4205,NO
0.3409,NO
0.33799999999999997,NO
0.515,NO
0.5771,YES
0.9209,YES
0.5259,NO
0.3556,NO
0.2504,NO
0.3557,NO
0.1661,NO
0.2694,NO
0.1562,NO
1.4396,YES
0.5137,NO
0.5708,YES
0.3487,NO
1.4666,YES
0.4154,NO
0.5052,NO
0.5854,NO
0.4009,NO
0.2611,NO
0.342,NO
0.39399999999999996,NO
0.3347,NO
0.4484,NO
0.21,NO
0.7866,YES
2.7230000000000003,YES
2.9809,YES
1.4723,YES
0.2594,NO
0.2022,NO
1.9784,YES
0.2963,NO
0.9701,YES
0.2797,NO
0.3632,NO
0.6099,NO
0.2393,NO
0.1618,NO
2.8158,YES
0.0394,NO
2.4175,YES
0.2584,NO
2.4981,YES
0.6101,NO
0.4299,NO
0.5398,NO
0.2479,NO
1.4506,YES
0.8052,NO
1.5071,YES
1.6463,YES
0.2519,YES
0.4628,NO
0.3942,NO
0.41700000000000004,NO
