50Traced_NONETRACED_SUM_SINGLE_LSA_13_MAX,Associated
0.4383,NO
0.7053,NO
0.3618,NO
0.9257,NO
0.8975,NO
0.6087,NO
0.6794,NO
0.4242,NO
0.2531,NO
2.256,YES
0.5169,NO
2.0222,YES
0.4501,NO
0.7145,NO
0.6326,NO
0.8006,NO
1.4156,NO
0.3395,NO
0.5498,NO
0.61,NO
0.3383,NO
2.3064,YES
2.5029,YES
2.687,YES
2.5021,YES
0.1579,NO
1.5097,YES
0.5184,NO
2.1186,YES
2.2272,YES
1.0011,NO
0.52,NO
0.4368,NO
0.7484,NO
3.133,YES
2.9519,YES
0.9076,NO
0.2103,NO
0.9291,NO
0.3422,NO
0.1797,NO
0.2897,NO
0.3159,NO
1.5843,YES
0.5668,NO
2.3013,YES
0.3794,NO
3.3508,YES
0.4395,NO
0.5125,NO
0.3661,NO
0.7611,NO
0.4279,NO
1.0587,NO
0.5322,NO
0.7533,NO
0.4699,NO
0.7766,NO
0.7436,NO
1.376,NO
1.3223,NO
1.7439,NO
0.5728,NO
0.4377,NO
0.9855,NO
3.6994,YES
0.8789,NO
2.8251,YES
0.2248,NO
0.6322,NO
0.3068,NO
0.8331,NO
1.6989,NO
0.312,NO
1.0631,NO
0.4285,NO
0.7089,NO
3.4938,YES
3.5953,YES
4.1572,YES
3.6553,YES
0.5820000000000001,NO
3.1868,YES
0.838,NO
2.8123,YES
2.7516,YES
1.955,NO
2.3295,NO
2.1075,NO
2.5513,NO
4.0452,YES
3.2557,YES
3.0113,NO
1.3992,NO
2.3265,NO
1.4868,NO
1.7153,NO
2.3331,NO
2.1856,NO
1.8389,YES
2.2281,NO
2.4776,YES
1.9137,NO
3.9314,YES
1.8654,NO
1.9097,NO
1.9523,NO
2.2277,NO
2.0204,NO
2.615,NO
2.198,NO
2.9141,NO
0.4988,NO
0.6269,NO
2.1096,YES
4.3711,YES
4.1614,YES
2.3749,YES
0.8198,NO
0.2379,NO
2.5579,YES
0.5154,NO
2.4023,YES
0.2667,NO
0.369,NO
1.0152,NO
0.9079999999999999,NO
0.2373,NO
4.3186,YES
0.1558,NO
3.9291,YES
0.8804,NO
3.7559,YES
0.6435,NO
0.569,NO
1.7378,NO
1.0499,NO
2.4015,YES
1.2856,NO
1.9631,YES
0.5719,NO
0.5967,NO
0.3052,NO
1.2875,NO
1.1133,NO
0.9789,NO
0.7490000000000001,NO
0.5895,NO
0.6144,NO
2.9596,YES
0.4548,NO
2.5129,YES
0.1987,NO
0.4324,NO
0.2461,NO
0.7338,NO
1.4402,NO
0.4849,NO
0.8092,NO
0.6498,NO
0.4432,NO
2.9554,YES
3.0806,YES
3.2904,YES
2.9941,YES
0.3327,NO
2.4274,YES
0.5052,NO
0.6735,NO
0.7173,NO
1.2917,YES
4.3874,YES
4.2091,YES
1.9213,YES
0.8438,NO
0.1917,NO
2.1557,YES
1.6445,NO
1.7563,YES
1.3132,NO
1.1297,NO
1.7324,NO
1.6974,NO
0.455,NO
4.702,YES
0.177,NO
3.8518,YES
0.7783,NO
3.553,YES
1.7,NO
1.8903,NO
2.5651,NO
2.2899,NO
1.6585,YES
1.6021,NO
1.6694,YES
0.6794,NO
0.2719,NO
0.6939,NO
0.9119,NO
0.5505,NO
1.1585,NO
0.7582,NO
0.4239,NO
1.1725,NO
1.9367,YES
0.7132,NO
1.7618,YES
0.4823,NO
0.7662,NO
0.7814,NO
0.3953,NO
1.1025,NO
0.4636,NO
0.5947,NO
0.4496,NO
0.3331,NO
1.9774,YES
2.1587,YES
2.5148,YES
2.3097,YES
0.7497,NO
1.6,YES
1.0915,NO
0.4011,NO
0.6421,NO
0.5727,NO
1.0944,NO
1.2083,NO
1.3281,NO
0.6825,NO
0.4396,NO
0.6909,NO
3.0052,YES
0.7087,NO
2.1235,YES
0.268,NO
0.5308,NO
0.2725,NO
0.6928,NO
1.5098,NO
0.3232,NO
0.8526,NO
0.4367,NO
0.598,NO
2.6196,YES
2.7455,YES
3.3226,YES
2.8241,YES
0.5213,NO
2.5732,YES
0.6299,NO
0.8155,NO
0.6316,NO
0.8915,NO
1.8295,NO
1.6921,NO
1.9348,NO
0.9962,NO
0.6213,NO
1.5869,NO
3.3807,YES
1.2233,NO
2.6118,YES
0.5589999999999999,NO
0.8418,NO
0.6533,NO
0.5628,NO
2.0254,NO
0.6333,NO
1.4473,NO
0.825,NO
1.1842,NO
3.2182,YES
3.2242,YES
4.0446,YES
3.4555,YES
1.2642,NO
2.9956,YES
1.2524,NO
0.5439,NO
0.764,NO
0.5082,NO
1.3706,NO
1.2146,NO
1.1559,NO
0.8991,NO
0.569,NO
0.7349,NO
2.9587,YES
0.6684,NO
2.4144,YES
0.4013,NO
0.6938,NO
0.4719,NO
0.8026,NO
1.7530000000000001,NO
0.4867,NO
0.8662,NO
0.6331,NO
0.5502,NO
2.8794,YES
3.0655,YES
3.2807,YES
3.1181,YES
0.5085,NO
2.5049,YES
0.7623,NO
1.0247,NO
1.4567,NO
5.7306,YES
0.6431,YES
1.1591,YES
5.9726,YES
1.2623,NO
0.5981,NO
5.9836,YES
0.9244,NO
6.1883,YES
0.4185,NO
0.8627,NO
1.7327,NO
1.3621,NO
0.5276,NO
0.8737,YES
0.5593,NO
0.8353,YES
1.3958,NO
1.4399,YES
1.2218,NO
0.9261,NO
2.9037,NO
1.6864,NO
5.4569,YES
3.1825,NO
5.8704,YES
0.6837,NO
1.0866,NO
2.8531,YES
1.5005,NO
1.3805,NO
3.8251,YES
0.7224,NO
0.41200000000000003,NO
3.6642,YES
0.6849,NO
3.1103,YES
0.2859,NO
0.8917,NO
1.7989,NO
1.1693,NO
0.3096,NO
1.4365,NO
0.1503,NO
1.4778,NO
0.4014,NO
1.5308,NO
1.0047,NO
0.8046,NO
1.0976,NO
1.4519,NO
2.9779,YES
2.1943,NO
3.2687,YES
0.9924,NO
1.1387,NO
3.6516,YES
4.967,YES
4.3787,YES
4.4103,YES
1.6594,NO
0.5479,NO
4.3253,YES
1.2281,NO
4.1342,YES
1.2001,NO
1.7033,NO
2.3785,NO
2.0145,NO
0.4231,NO
4.6847,YES
0.4568,NO
4.056,YES
1.2621,NO
3.9665,YES
1.6267,NO
1.6304,NO
2.4537,NO
2.3411,NO
4.1393,YES
2.9926,NO
4.3434,YES
0.4741,NO
0.6554,NO
3.2265,YES
1.3144,NO
1.0174,NO
3.1863,YES
0.6557,NO
0.153,NO
2.7039,YES
0.5479,NO
3.2297,YES
0.3898,NO
0.8778,NO
1.0187,NO
1.0917,NO
0.3315,NO
1.9280000000000002,NO
0.1952,NO
1.2094,NO
0.4889,NO
1.5813,NO
0.5932,NO
0.7186,NO
1.9184,NO
1.6523,NO
2.519,YES
1.0683,NO
2.9951,YES
0.6515,NO
0.6168,NO
1.7531,YES
4.7209,YES
4.1396,YES
2.2764,YES
0.8571,NO
0.2346,NO
2.7655,YES
0.3027,NO
1.9419,YES
0.1979,NO
0.9570000000000001,NO
1.6514,NO
1.4837,NO
0.2964,NO
4.6854,YES
0.2277,NO
4.1905,YES
0.8399,NO
3.8442,YES
0.5348,NO
0.6178,NO
1.4359,NO
1.1213,NO
2.1981,YES
1.3569,NO
1.8862,YES
2.1951,YES
1.6477,YES
1.0162,NO
0.2823,NO
0.5006,NO
1.2046,NO
2.6451,YES
2.403,YES
1.21,NO
0.452,NO
1.1113,NO
0.2668,NO
0.2131,NO
0.5044,NO
0.3323,NO
0.8787,YES
0.4343,NO
2.0481,YES
0.3255,NO
2.4485,YES
0.2611,NO
0.4331,NO
0.4638,NO
0.6445,NO
0.4952,NO
1.1911,NO
0.8081,NO
1.0901,NO
0.8798,NO
1.3777,NO
5.6168,YES
1.3484,YES
1.614,YES
5.739,YES
1.0277,NO
0.3685,NO
5.6817,YES
0.9482,NO
5.8706,YES
0.5538,NO
0.9809,NO
1.925,NO
1.5098,NO
0.6002,NO
1.6722,YES
0.3601,NO
1.3986,YES
1.2031,NO
1.7988,YES
1.2615,NO
1.0835,NO
2.9324,NO
1.9743,NO
4.9691,YES
3.0733,NO
5.5484,YES
0.7240000000000001,NO
1.2447,NO
4.9825,YES
1.9805,YES
1.8082,YES
4.9889,YES
1.0803,NO
0.3215,NO
5.386,YES
0.6012,NO
5.4643,YES
0.7032,NO
1.0337,NO
