50Traced_NONETRACED_MAX_RAW_LSA_31_MAX,Associated
0.1686,NO
0.0652,NO
0.2688,NO
0.2164,NO
0.1142,NO
0.1331,NO
0.1987,NO
0.0679,NO
0.1689,NO
0.4371,YES
0.2347,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1142,NO
0.1733,NO
0.1109,NO
0.1843,NO
0.2179,NO
0.166,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2254,NO
1.0,YES
0.1576,NO
1.0,YES
0.2444,YES
0.3362,NO
0.1579,NO
0.1148,NO
0.1318,NO
1.0,YES
1.0,YES
0.1405,NO
0.1056,NO
0.1405,NO
0.1156,NO
0.1835,NO
0.1528,NO
0.1551,NO
1.0,YES
0.1344,NO
0.4035,YES
0.0576,NO
1.0,YES
0.1344,NO
0.1212,NO
0.1156,NO
0.1235,NO
0.1231,NO
0.1903,NO
0.1231,NO
0.1405,NO
0.0886,NO
0.1534,NO
0.2137,NO
0.2865,NO
0.1512,NO
0.1694,NO
0.1488,NO
0.0509,NO
0.2187,NO
0.4574,YES
0.2137,NO
0.5256,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.1533,NO
0.1544,NO
0.2137,NO
0.1755,NO
0.2202,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1694,NO
1.0,YES
0.1505,NO
1.0,YES
0.1949,YES
0.3356,NO
0.1662,NO
0.1507,NO
0.1441,NO
1.0,YES
1.0,YES
0.1731,NO
0.0952,NO
0.204,NO
0.0887,NO
0.2289,NO
0.2088,NO
0.2075,NO
1.0,YES
0.0927,NO
0.4181,YES
0.204,NO
0.3081,YES
0.204,NO
0.1251,NO
0.091,NO
0.1841,NO
0.1841,NO
0.2201,NO
0.1841,NO
0.1328,NO
0.1566,NO
0.0603,NO
1.0,YES
1.0,YES
0.3497,YES
0.2985,YES
0.1661,NO
0.0477,NO
0.2465,YES
0.183,NO
1.0,YES
0.1443,NO
0.2165,NO
0.2003,NO
0.1934,NO
0.0785,NO
1.0,YES
0.0806,NO
1.0,YES
0.1481,NO
1.0,YES
0.1629,NO
0.1155,NO
0.2298,NO
0.1155,NO
0.2732,YES
0.2113,NO
0.2078,YES
0.1926,NO
0.0732,NO
0.2524,NO
0.2582,NO
0.1977,NO
0.1701,NO
0.1926,NO
0.1225,NO
0.1639,NO
0.4371,YES
0.2524,NO
1.0,YES
0.1987,NO
0.1766,NO
0.1689,NO
0.0988,NO
0.2067,NO
0.0959,NO
0.2524,NO
0.2019,NO
0.2524,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2226,NO
1.0,YES
0.0979,NO
0.1566,NO
0.0774,NO
0.2886,YES
1.0,YES
0.3236,YES
0.1429,YES
0.1132,NO
0.11,NO
0.2068,YES
0.2598,NO
0.2886,YES
0.2548,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
0.2937,YES
0.142,NO
1.0,YES
0.2548,NO
0.2548,NO
0.2228,NO
0.1032,NO
0.1461,YES
0.2548,NO
0.1326,YES
0.1686,NO
0.0785,NO
0.2688,NO
0.19,NO
0.1547,NO
0.2199,NO
0.1987,NO
0.1536,NO
0.2199,NO
0.4371,YES
0.2395,NO
1.0,YES
0.2519,NO
0.2036,NO
0.2033,NO
0.159,NO
0.1733,NO
0.1544,NO
0.2395,NO
0.2256,NO
0.2395,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2405,NO
1.0,YES
0.1635,NO
0.1495,NO
0.1339,NO
0.22399999999999998,NO
0.2338,NO
0.2338,NO
0.2188,NO
0.1488,NO
0.1197,NO
0.2198,NO
0.4371,YES
0.2344,NO
1.0,YES
0.1331,NO
0.1766,NO
0.0647,NO
0.204,NO
0.1733,NO
0.1655,NO
0.31,NO
0.1309,NO
0.2819,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.193,NO
1.0,YES
0.1892,NO
0.1686,NO
0.0769,NO
0.2688,NO
0.2342,NO
0.2047,NO
0.1823,NO
0.1987,NO
0.1479,NO
0.1751,NO
0.4371,YES
0.2664,NO
1.0,YES
0.2252,NO
0.2041,NO
0.2007,NO
0.1479,NO
0.1733,NO
0.0959,NO
0.2664,NO
0.1912,NO
0.2664,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2254,NO
1.0,YES
0.2171,NO
0.1542,NO
0.0714,NO
0.1142,NO
0.2886,NO
0.1427,NO
0.1331,NO
0.1542,NO
0.1542,NO
0.1421,NO
0.4397,YES
0.1006,NO
1.0,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.1542,NO
0.1733,NO
0.0824,NO
0.1059,NO
0.1702,NO
0.1518,NO
1.0,YES
1.0,YES
0.3961,YES
0.3961,YES
0.1375,NO
1.0,YES
0.099,NO
0.1628,NO
0.079,NO
1.0,YES
0.2996,YES
0.2628,YES
1.0,YES
0.2237,NO
0.1065,NO
1.0,YES
0.0974,NO
1.0,YES
0.1059,NO
0.2131,NO
0.1698,NO
0.1474,NO
0.153,NO
0.2337,YES
0.0875,NO
1.0,YES
0.2129,NO
1.0,YES
0.1629,NO
0.1285,NO
0.3025,NO
0.2938,NO
1.0,YES
0.2938,NO
1.0,YES
0.1799,NO
0.1547,NO
0.3595,YES
0.3456,NO
0.3456,NO
1.0,YES
0.1827,NO
0.1097,NO
1.0,YES
0.191,NO
0.4381,YES
0.1528,NO
0.3264,NO
0.3203,NO
0.2648,NO
0.171,NO
0.21899999999999997,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.2637,NO
0.1991,NO
0.1784,NO
0.3767,NO
0.2742,NO
1.0,YES
0.3359,NO
0.3803,YES
0.1566,NO
0.0475,NO
1.0,YES
1.0,YES
1.0,YES
0.3333,YES
0.1661,NO
0.0485,NO
0.3333,YES
0.2328,NO
1.0,YES
0.1095,NO
