50Traced_NONETRACED_SUM_MULTI_LSA_10_MEDIAN,Associated
1.1601,NO
0.5827,NO
1.6126,NO
1.3277,NO
0.8463,NO
1.9187,NO
1.4332,NO
0.5142,NO
1.0835,NO
3.3171,YES
1.4444,NO
2.5016,YES
0.9733,NO
0.5674,NO
0.4754,NO
0.7233,NO
0.6337,NO
0.4159,NO
0.9046,NO
0.4912,NO
0.9143,NO
2.4436,YES
3.2794,YES
3.0285,YES
2.0312,YES
1.4824,NO
2.0378,YES
0.7404,NO
2.1799,YES
0.6903,YES
0.657,NO
0.71,NO
0.5029,NO
0.5521,NO
1.8833,YES
1.4144,YES
0.5334,NO
0.4236,NO
0.3626,NO
0.1231,NO
0.3976,NO
0.9111,NO
0.3873,NO
1.1122,YES
1.0469,NO
1.4409999999999998,YES
0.4556,NO
1.6681,YES
0.8492,NO
0.262,NO
0.6203,NO
0.2351,NO
0.2341,NO
0.5532,NO
0.4045,NO
0.3574,NO
1.5089,NO
0.4501,NO
1.8888,NO
1.7416,NO
1.5633,NO
1.9929,NO
1.6512,NO
0.5552,NO
1.4385,NO
3.7829,YES
1.4836,NO
2.5989999999999998,YES
1.0390000000000001,NO
0.8301,NO
0.7266,NO
0.8005,NO
1.3081,NO
0.4072,NO
1.4247,NO
0.6101,NO
1.7475,NO
2.7842,YES
3.9321,YES
3.6984,YES
2.7423,YES
1.3475,NO
2.0151,YES
1.0305,NO
2.5116,YES
0.83,YES
1.3582,NO
0.9919,NO
0.5213,NO
1.1196,NO
2.4595,YES
1.4517,YES
0.938,NO
0.705,NO
0.8657,NO
0.1532,NO
0.4973,NO
0.9827,NO
0.4616,NO
1.452,YES
0.9963,NO
1.4983,YES
0.4469,NO
1.9533,YES
0.9811,NO
0.5489999999999999,NO
0.8247,NO
0.8137,NO
0.3202,NO
1.1303,NO
0.8018,NO
0.7758,NO
0.5724,NO
0.3708,NO
2.7742,YES
3.9942,YES
3.8557,YES
3.0302,YES
1.642,NO
0.3094,NO
3.0719,YES
1.4117,NO
1.5494,YES
0.6512,NO
1.1039,NO
0.9990000000000001,NO
0.6075,NO
0.8189,NO
4.3739,YES
0.3153,NO
3.3638,YES
0.6735,NO
4.2361,YES
0.9384,NO
2.1737,NO
2.5584,NO
0.8035,NO
2.2197,YES
1.5847,NO
1.7873,YES
1.3495,NO
0.6191,NO
1.8713,NO
1.4503,NO
1.0401,NO
2.0301,NO
1.6965,NO
0.634,NO
1.0658,NO
3.7551,YES
1.3517,NO
2.351,YES
0.4479,NO
0.2247,NO
0.1818,NO
0.7025,NO
0.9717,NO
0.4873,NO
1.0334,NO
0.6157,NO
1.15,NO
2.7262,YES
3.8169,YES
3.6825,YES
2.6736,YES
1.4913,NO
2.0077,YES
0.6858,NO
0.5173,NO
0.3692,NO
1.0912,YES
3.7667,YES
3.4762,YES
1.3131,YES
1.1409,NO
0.1943,NO
1.5484,YES
1.7758,NO
0.5651,YES
