50Traced_NONETRACED_SUM_SINGLE_LSA_52_MEDIAN,Associated
0.6998,NO
0.6956,NO
1.1543,NO
1.1091,NO
0.955,NO
0.6057,NO
0.3722,NO
0.3288,NO
0.9837,NO
3.3716,YES
0.5911,NO
3.3761,YES
0.2512,NO
0.3614,NO
0.2223,NO
0.7449,NO
0.5775,NO
0.5598,NO
0.917,NO
1.1846,NO
0.5425,NO
2.9729,YES
2.6103,YES
3.5887,YES
2.7135,YES
0.7483,NO
3.4255,YES
1.2339,NO
1.1133,YES
1.5934,YES
1.6814,NO
0.5603,NO
0.634,NO
1.33,NO
1.6104,YES
0.8244,YES
1.5209,NO
0.9545,NO
1.4983,NO
0.8985,NO
0.7957,NO
0.862,NO
0.8987,NO
1.8834,YES
0.7223,NO
1.8048,YES
0.8034,NO
2.1467,YES
0.7190000000000001,NO
1.0463,NO
0.8447,NO
1.1705,NO
1.1134,NO
1.6326,NO
1.3477,NO
1.7380000000000002,NO
0.6535,NO
0.8181,NO
1.6112,NO
1.5191,NO
1.6143,NO
1.1653,NO
0.2142,NO
0.1339,NO
1.5959,NO
4.0968,YES
0.9151,NO
4.0413,YES
0.8144,NO
0.8658,NO
0.6206,NO
0.2755,NO
1.1757,NO
0.1268,NO
1.486,NO
0.8157,NO
1.0972,NO
3.6963,YES
3.3664,YES
4.3129,YES
3.1478,YES
1.2672,NO
4.3482,YES
1.7867,NO
1.5376,YES
1.601,YES
1.7886,NO
1.2222,NO
1.4363,NO
1.4741,NO
1.472,YES
1.2001,YES
1.8728,NO
1.1881,NO
1.5489,NO
1.038,NO
0.2561,NO
0.665,NO
0.5691,NO
2.2768,YES
1.2832,NO
2.2076,YES
1.5104,NO
2.5758,YES
1.1499,NO
1.3829,NO
1.0449,NO
1.6556,NO
1.0272,NO
1.7684,NO
1.2347,NO
1.7625,NO
0.3483,NO
0.5284,NO
2.1165,YES
3.6477,YES
4.0908,YES
1.8598,YES
0.3413,NO
0.2721,NO
1.6762,YES
0.7778,NO
1.4971,YES
0.4483,NO
0.2927,NO
0.4569,NO
0.6881,NO
0.2332,NO
4.9887,YES
0.3856,NO
4.8296,YES
1.1875,NO
4.3137,YES
0.7808,NO
0.6058,NO
1.3175,NO
0.5333,NO
1.8741,YES
1.2903,NO
2.3196,YES
0.8395,NO
0.5724,NO
1.1797,NO
1.4944,NO
1.4293,NO
0.6884,NO
0.2122,NO
0.3667,NO
0.9656,NO
3.7876,YES
0.5304,NO
3.7364,YES
0.5586,NO
0.642,NO
0.4006,NO
0.5123,NO
0.991,NO
0.3628,NO
1.4238,NO
1.0688,NO
0.7666,NO
3.2505,YES
2.9804,YES
3.8709,YES
2.8216,YES
0.903,NO
3.7926,YES
1.3982,NO
0.2513,NO
0.6921,NO
1.426,YES
3.7057,YES
4.0089999999999995,YES
1.4839,YES
0.3767,NO
0.2266,NO
1.2685,YES
1.7799,NO
0.9918,YES
1.4754,NO
0.2937,NO
0.4497,NO
0.6999,NO
0.3104,NO
4.7806,YES
0.3432,NO
4.4214,YES
1.0924,NO
4.0296,YES
1.4453,NO
1.3771,NO
2.0279,NO
1.2109999999999999,NO
1.3731,YES
2.3152,NO
1.6536,YES
0.5402,NO
0.4538,NO
1.4852,NO
1.2411,NO
1.143,NO
1.1058,NO
0.3023,NO
0.3674,NO
1.5199,NO
2.3527,YES
1.2718,NO
2.2741,YES
0.3602,NO
0.4448,NO
0.3312,NO
0.4877,NO
1.1922,NO
0.2987,NO
1.2209,NO
0.9785,NO
0.9217,NO
2.0175,YES
1.7634,YES
2.6597,YES
2.1316,YES
1.4032,NO
2.6532,YES
1.5285,NO
0.5839,NO
0.7039,NO
1.5732,NO
1.4199,NO
1.5023,NO
1.2341,NO
0.1339,NO
0.1519,NO
1.7379,NO
4.1134,YES
1.0184,NO
4.0412,YES
0.7116,NO
0.6321,NO
0.3067,NO
0.2885,NO
1.0479,NO
0.1655,NO
1.4135,NO
0.6955,NO
0.8573,NO
3.7031,YES
3.1836,YES
4.1339999999999995,YES
3.3139,YES
1.2492,NO
4.4614,YES
1.704,NO
0.6106,NO
0.882,NO
1.5495,NO
1.6687,NO
1.6582,NO
0.8478,NO
0.4352,NO
0.142,NO
1.6068,NO
3.9221,YES
0.9083,NO
3.7112,YES
0.9489,NO
1.0479,NO
0.823,NO
0.3919,NO
1.1885,NO
0.174,NO
1.4483,NO
0.9906,NO
1.0999,NO
3.4112,YES
3.1325,YES
3.9186,YES
2.9581,YES
1.0795,NO
4.1181,YES
1.7113,NO
0.5949,NO
0.7301,NO
1.1103,NO
1.381,NO
1.5329,NO
0.628,NO
0.2178,NO
0.0787,NO
1.0634,NO
3.8517,YES
0.4753,NO
3.7789,YES
0.5243,NO
0.6845,NO
0.4727,NO
0.2036,NO
0.9142,NO
0.0824,NO
1.2590000000000001,NO
0.6477,NO
0.9989,NO
3.5269,YES
3.2178,YES
3.9559,YES
2.7198,YES
0.7718,NO
3.9302,YES
1.2366,NO
0.8077,NO
1.3491,NO
5.7972,YES
1.3497,YES
2.1682,YES
5.417000000000001,YES
0.9339,NO
0.2881,NO
5.6657,YES
1.0903,NO
5.6925,YES
1.0882,NO
1.6108,NO
1.5715,NO
1.4195,NO
0.4376,NO
2.8487,YES
0.54,NO
3.3241,YES
2.1043,NO
2.6937,YES
1.6394,NO
1.0021,NO
2.397,NO
2.3281,NO
5.4073,YES
3.1663,NO
5.8458,YES
0.8053,NO
1.3165,NO
3.0965,YES
0.7795,NO
1.0522,NO
3.4219,YES
0.364,NO
0.1166,NO
3.6724,YES
1.1113,NO
3.1073,YES
1.0955,NO
1.6261,NO
1.8764,NO
1.5625,NO
0.23800000000000002,NO
1.2068,NO
0.2144,NO
1.8825,NO
0.8977,NO
0.9803,NO
1.1066,NO
1.0190000000000001,NO
2.1522,NO
1.5637,NO
3.3489,YES
1.4419,NO
3.7598,YES
0.3114,NO
1.0877,NO
4.1049,YES
3.0582,YES
3.4539,YES
3.9594,YES
0.7931,NO
0.1138,NO
4.287,YES
0.5603,NO
4.2416,YES
0.3783,NO
1.5001,NO
1.5258,NO
1.6880000000000002,NO
0.2225,NO
4.4,YES
0.2421,NO
4.5512,YES
1.4280000000000002,NO
3.9812,YES
0.8111,NO
0.4612,NO
1.2054,NO
1.4532,NO
3.7328,YES
2.5011,NO
4.1174,YES
0.3721,NO
0.8079,NO
3.5322,YES
0.2211,NO
0.8326,NO
3.0776,YES
0.5521,NO
0.153,NO
3.4945,YES
1.192,NO
3.2418,YES
1.1839,NO
1.4115,NO
0.8959,NO
0.6433,NO
0.1775,NO
1.0742,NO
0.1654,NO
1.1825,NO
0.7082,NO
1.0356,NO
1.6665,NO
0.8409,NO
1.3463,NO
2.0367,NO
3.0186,YES
2.7786,NO
3.2493,YES
0.3043,NO
0.9359,NO
1.8956,YES
3.4782,YES
3.5932,YES
1.518,YES
0.8195,NO
0.1413,NO
1.2786,YES
1.0164,NO
1.202,YES
0.6227,NO
1.0829,NO
1.1377,NO
1.2797,NO
0.3155,NO
4.7009,YES
0.358,NO
4.4588,YES
1.0495,NO
3.9898,YES
0.7177,NO
0.6972,NO
1.2028,NO
0.8287,NO
1.7175,YES
1.4116,NO
2.2721,YES
2.4285,YES
1.258,YES
1.9516,NO
1.1158,NO
1.1214,NO
1.7287,NO
1.3429,YES
1.9721,YES
1.9405,NO
0.6481,NO
1.9173,NO
0.7252,NO
1.5624,NO
1.726,NO
1.9325,NO
2.4669,YES
1.3237,NO
2.4137,YES
1.3528,NO
3.0471,YES
1.1008,NO
0.6861,NO
1.0521,NO
1.1257,NO
0.606,NO
2.1264,NO
1.0049,NO
2.1579,NO
0.6907,NO
1.3799,NO
5.5008,YES
0.9854,YES
1.7219,YES
5.7211,YES
0.6516,NO
0.1449,NO
5.5983,YES
1.0793,NO
5.5422,YES
1.1495,NO
1.5496,NO
1.4091,NO
1.0746,NO
0.2958,NO
2.4157,YES
0.376,NO
3.0603,YES
1.5603,NO
2.0709,YES
1.624,NO
0.9361,NO
2.5128,NO
2.4007,NO
5.6016,YES
2.8737,NO
5.8471,YES
0.6465,NO
1.5481,NO
5.5402,YES
1.4365,YES
2.1763,YES
5.7263,YES
1.0219,NO
0.1481,NO
5.5545,YES
0.8601,NO
5.7959,YES
0.6285,NO
1.831,NO
1.8851,NO
1.3803,NO
0.2342,NO
2.947,YES
0.2857,NO
2.9745,YES
1.8561,NO
2.3293,YES
1.3191,NO
0.945,NO
2.1052,NO
1.7274,NO
5.8892,YES
2.5958,NO
6.0356,YES
0.6966,NO
1.6394,NO
5.5434,YES
1.2104,YES
1.9214,YES
5.7899,YES
1.051,NO
0.1775,NO
5.8697,YES
0.8882,NO
6.0108,YES
0.8563,NO
1.7217,NO
1.8001,NO
1.3898,NO
0.3997,NO
2.6445,YES
0.3699,NO
2.7045,YES
1.7692,NO
2.1542,YES
1.5757,NO
1.028,NO
2.3231,NO
1.9583,NO
5.9872,YES
2.7398,NO
5.8117,YES
0.6189,NO
1.5599,NO
5.8176,YES
1.1934,YES
1.8053,YES
5.7386,YES
1.1266,NO
0.1392,NO
5.7579,YES
0.4728,NO
5.9882,YES
0.3382,NO
2.0148,NO
