50Traced_NONETRACED_SUM_SINGLE_LSA_4_MAX,Associated
0.6257,NO
0.6228,NO
0.3561,NO
0.4316,NO
0.5609,NO
0.4696,NO
1.1569,NO
0.155,NO
1.1299,NO
2.9952,YES
0.4495,NO
3.3827,YES
0.7256,NO
0.657,NO
0.5664,NO
0.4802,NO
1.5613,NO
0.3822,NO
0.9822,NO
0.5586,NO
0.5576,NO
2.4938,YES
2.8992,YES
3.259,YES
3.2557,YES
1.0218,NO
2.7249,YES
0.8872,NO
3.1210000000000004,YES
1.4689,YES
1.3832,NO
0.4054,NO
0.6421,NO
0.8828,NO
1.7438,YES
2.1118,YES
1.2064,NO
0.294,NO
1.021,NO
0.3647,NO
0.7395,NO
0.7022,NO
0.6714,NO
2.2916,YES
0.8433,NO
2.9917,YES
0.532,NO
3.2723,YES
0.4962,NO
0.2308,NO
0.3203,NO
0.4915,NO
0.3376,NO
0.9583,NO
0.251,NO
1.2814,NO
0.5013,NO
0.5485,NO
0.5424,NO
0.8689,NO
0.7072,NO
0.8972,NO
0.9975,NO
0.1961,NO
1.5048,NO
3.3223,YES
0.8821,NO
3.787,YES
0.5283,NO
0.642,NO
0.44,NO
0.2101,NO
1.6709,NO
0.3393,NO
1.2429999999999999,NO
0.2229,NO
1.0198,NO
3.0677,YES
3.3674,YES
3.9939999999999998,YES
3.435,YES
1.4635,NO
3.4264,YES
1.2874,NO
2.6338,YES
1.6793,YES
2.114,NO
1.0728,NO
1.3877,NO
1.6169,NO
1.9068,YES
1.6392,YES
2.1833,NO
0.1743,NO
1.8858,NO
0.2395,NO
1.3219999999999998,NO
1.0339,NO
1.1583,NO
1.8112,YES
1.4141,NO
2.5281,YES
1.2486,NO
3.0546,YES
1.1520000000000001,NO
0.2534,NO
0.1259,NO
0.9356,NO
0.3572,NO
1.5628,NO
0.5458,NO
2.0861,NO
0.6239,NO
0.75,NO
2.289,YES
3.9208,YES
4.4633,YES
2.2911,YES
0.7327,NO
0.2343,NO
2.7397,YES
0.4075,NO
3.16,YES
0.3746,NO
1.1909,NO
1.6119999999999999,NO
1.4551,NO
0.3277,NO
4.4582,YES
0.1848,NO
4.0019,YES
0.7578,NO
3.6624,YES
0.5354,NO
0.6697,NO
1.9539,NO
0.6826,NO
2.397,YES
1.0394,NO
2.5936,YES
0.4547,NO
0.505,NO
0.7482,NO
0.8781,NO
0.9738,NO
0.8639,NO
0.713,NO
0.1332,NO
1.2741,NO
2.9396,YES
0.8554,NO
3.2703,YES
0.4411,NO
0.4475,NO
0.2848,NO
0.2194,NO
1.7715,NO
0.1963,NO
1.0375,NO
0.3252,NO
0.935,NO
2.6445,YES
2.8608,YES
3.3143,YES
2.9667,YES
1.138,NO
2.5801,YES
1.0609,NO
0.6777,NO
0.6005,NO
1.3841,YES
3.4034,YES
3.9416,YES
1.4035,YES
0.7474,NO
0.3531,NO
1.7424,YES
1.3744,NO
2.101,YES
1.4823,NO
1.1809,NO
1.5715,NO
1.4844,NO
0.4728,NO
4.152,YES
0.2563,NO
3.4654,YES
0.7986,NO
2.8919,YES
1.3565,NO
1.5054,NO
2.3564,NO
1.651,NO
1.4891,YES
1.3941,NO
1.6263,YES
0.278,NO
0.3549,NO
0.7847,NO
0.4168,NO
0.7166,NO
0.8738,NO
0.5998,NO
0.1616,NO
1.1937,NO
1.9338,YES
0.8667,NO
2.2212,YES
0.3852,NO
0.2239,NO
0.2033,NO
0.2379,NO
1.2512,NO
0.0636,NO
0.6858,NO
0.2938,NO
0.4942,NO
1.4959,YES
1.8443,YES
2.4682,YES
2.0779,YES
1.1699,NO
2.0413,YES
0.9251,NO
0.5742,NO
0.6754,NO
1.2502,NO
0.922,NO
0.7664,NO
1.4409999999999998,NO
1.0246,NO
0.1385,NO
2.0199,NO
3.0836,YES
1.3597,NO
3.3449,YES
0.389,NO
0.7156,NO
0.3001,NO
0.204,NO
1.6972,NO
0.2975,NO
1.3388,NO
0.2865,NO
1.0996,NO
2.8906,YES
3.0818,YES
3.7488,YES
3.0712,YES
1.8716,NO
2.9331,YES
1.7327,NO
0.7445,NO
0.5554,NO
0.643,NO
0.3965,NO
0.2853,NO
0.9643,NO
0.9907,NO
0.3723,NO
1.4136,NO
3.1099,YES
0.8451,NO
3.6459,YES
0.7363,NO
1.0159,NO
0.7436,NO
0.3565,NO
1.1637,NO
0.5012,NO
0.7139,NO
0.3648,NO
0.7049,NO
2.8279,YES
3.1907,YES
3.5049,YES
3.2437,YES
1.1791,NO
3.0588,YES
1.359,NO
0.7067,NO
0.6105,NO
0.10800000000000001,NO
0.5828,NO
0.5217,NO
0.22699999999999998,NO
1.1027,NO
0.2112,NO
0.8995,NO
3.3258,YES
0.1734,NO
3.8031,YES
0.5864,NO
0.6482,NO
