50Traced_NONETRACED_SUM_MULTI_LSA_95_MEDIAN,Associated
0.7128,NO
0.4841,NO
1.3289,NO
2.2021,NO
1.4256,NO
1.5798,NO
1.2755,NO
0.5915,NO
1.2794,NO
3.0287,YES
1.4763,NO
2.4692,YES
1.0389,NO
1.3615,NO
0.2223,NO
0.5271,NO
1.199,NO
0.6436,NO
1.5837,NO
0.2658,NO
1.4663,NO
2.9994,YES
3.1958,YES
2.9919,YES
1.5321,YES
1.9179,NO
3.5878,YES
1.1704,NO
1.5653,YES
0.9995,YES
0.8614,NO
0.5348,NO
0.4653,NO
0.3442,NO
2.1191,YES
1.6464,YES
0.3818,NO
0.3805,NO
0.2533,NO
0.1718,NO
0.2598,NO
0.9845,NO
0.3163,NO
1.1258,YES
0.4136,NO
2.0289,YES
0.5361,NO
1.2828,YES
0.4882,NO
0.1805,NO
0.4282,NO
0.2616,NO
0.1388,NO
0.5358,NO
0.1504,NO
0.2149,NO
0.5812,NO
0.1982,NO
0.8465,NO
1.4259,NO
0.7449,NO
1.1747,NO
0.7545,NO
0.2281,NO
0.816,NO
3.2194,YES
1.0145,NO
2.5084,YES
1.0794,NO
1.0811,NO
0.2136,NO
0.2419,NO
0.6483,NO
0.3453,NO
0.7281,NO
0.1755,NO
0.851,NO
3.1008,YES
3.1105,YES
3.2051,YES
1.7361,YES
1.4939,NO
3.5429,YES
0.9745,NO
1.153,YES
1.4665,YES
1.8911,NO
1.1347,NO
0.5699,NO
1.5811,NO
2.1345,YES
1.6228,YES
1.5775,NO
0.7758,NO
1.3981,NO
0.6576,NO
0.8066,NO
1.2234,NO
0.3228,NO
1.3430000000000002,YES
0.5069,NO
1.8308,YES
1.0679,NO
1.1585,YES
0.8326,NO
0.7849,NO
0.9606,NO
0.8089,NO
0.5154,NO
1.5789,NO
1.1195,NO
1.1702,NO
0.3693,NO
0.3759,NO
1.3880000000000001,YES
3.7589,YES
3.4368,YES
1.9154,YES
1.5199,NO
0.4472,NO
1.9617,YES
0.7303,NO
1.7268,YES
0.4359,NO
1.0018,NO
2.0067,NO
0.8078,NO
0.5262,NO
2.7788,YES
0.6397,NO
3.5961,YES
0.3531,NO
2.8853,YES
0.8371,NO
1.3553,NO
0.5097,NO
0.4147,NO
1.7447,YES
0.9579,NO
1.4649,YES
0.9228,NO
0.4909,NO
1.2241,NO
1.6503,NO
1.0517,NO
1.507,NO
1.1073,NO
0.5745,NO
1.052,NO
3.0741,YES
1.0705,NO
2.2598,YES
1.327,NO
1.3222,NO
0.2888,NO
0.5129,NO
1.0033,NO
0.5927,NO
1.2423,NO
0.3515,NO
1.1508,NO
2.987,YES
2.977,YES
2.9329,YES
1.7279,YES
1.3654,NO
3.5376,YES
1.1067,NO
0.6165,NO
0.3274,NO
1.3799,YES
3.2015,YES
2.9859,YES
1.6767,YES
1.2064,NO
0.5007,NO
1.43,YES
0.6634,NO
1.1599,YES
0.1459,NO
0.5009,NO
1.4664,NO
0.511,NO
0.4254,NO
2.4858,YES
0.6384,NO
2.8814,YES
0.3254,NO
2.4459,YES
0.7659,NO
1.1993,NO
0.2911,NO
0.4911,NO
1.2417,YES
0.6592,NO
1.0261,YES
1.1176,NO
0.8170000000000001,NO
2.1252,NO
1.6699,NO
1.1059999999999999,NO
2.2654,NO
1.3504,NO
0.7655,NO
1.5256,NO
3.0717,YES
1.608,NO
1.8565,YES
1.4656,NO
1.7393,NO
0.3679,NO
0.7709,NO
1.1436,NO
1.0707,NO
1.5465,NO
0.6273,NO
1.2189,NO
3.0431,YES
2.9636,YES
2.801,YES
2.0638,YES
1.8725,NO
3.4217,YES
1.7066,NO
0.9046,NO
0.3108,NO
2.0114,NO
2.2018,NO
1.6063,NO
2.0926,NO
0.992,NO
0.4409,NO
1.7732,NO
3.1142,YES
2.0805,NO
2.0171,YES
1.0821,NO
1.624,NO
0.2175,NO
0.2868,NO
1.2378,NO
0.4521,NO
1.7459,NO
0.1728,NO
