50Traced_NONETRACED_SUM_MULTI_VSM_86_MAX,Associated
0.7145,NO
0.4066,NO
0.8994,NO
0.6029,NO
0.4335,NO
0.8869,NO
1.0762,NO
0.16,NO
1.0362,NO
2.617,YES
0.7472,NO
2.4784,YES
0.3086,NO
0.7158,NO
0.2223,NO
0.8527,NO
1.1513,NO
0.6944,NO
0.7521,NO
0.5587,NO
0.7649,NO
2.0362,YES
2.6984,YES
2.3624,YES
2.1701,YES
0.7812,NO
2.7918,YES
0.8578,NO
1.0647,YES
1.3261,YES
1.1105,NO
0.8126,NO
0.5728,NO
0.7863,NO
1.2378,YES
0.5797,YES
0.9648,NO
0.2647,NO
0.6913,NO
0.1917,NO
0.5394,NO
0.5377,NO
0.1551,NO
1.3174,YES
0.6732,NO
1.5987,YES
0.5948,NO
1.3759,YES
0.6057,NO
0.1234,NO
0.37,NO
0.4846,NO
0.1899,NO
1.088,NO
0.5238,NO
0.8029999999999999,NO
1.1553,NO
0.2582,NO
1.6521,NO
1.744,NO
1.5077,NO
1.7372,NO
1.6144,NO
0.2404,NO
1.9789,NO
3.4514,YES
1.4629,NO
3.0064,YES
1.3233,NO
1.2329999999999999,NO
0.5945,NO
0.9189,NO
2.2945,NO
0.7078,NO
1.6717,NO
0.4627,NO
1.4565,NO
2.8574,YES
3.695,YES
3.1182,YES
3.1675,YES
1.5089,NO
3.82,YES
1.5619,NO
1.8718,YES
1.621,YES
1.635,NO
0.8266,NO
0.7205,NO
1.4916,NO
1.8161,YES
1.3031,YES
1.5283,NO
1.2428,NO
1.1274,NO
0.7461,NO
0.4936,NO
0.938,NO
0.2075,NO
1.1448,YES
1.0892,NO
1.8131,YES
0.9249,NO
1.4308,YES
0.6272,NO
0.8676,NO
1.4266,NO
1.0415,NO
0.9429,NO
1.2819,NO
1.3465,NO
1.4814,NO
1.7901,NO
0.6756,NO
1.4425,YES
4.2014,YES
4.3749,YES
2.7732,YES
1.2148,NO
0.4799,NO
2.5303,YES
1.324,NO
2.2287,YES
0.8181,NO
1.7149,NO
1.4658,NO
0.9114,NO
0.8743,NO
4.1138,YES
1.202,NO
3.9477,YES
0.95,NO
3.6553,YES
0.7791,NO
1.6944,NO
1.2203,NO
0.5984,NO
1.9409,YES
