50Traced_NONETRACED_MAX_SINGLE_LSA_5_MAX,Associated
0.1671,NO
0.0652,NO
0.1901,NO
0.3384,NO
0.1965,NO
0.0969,NO
0.1963,NO
0.1058,NO
0.2452,NO
1.0,YES
0.0616,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1438,NO
0.5985,NO
0.2886,NO
0.2553,NO
0.2508,NO
0.2553,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
0.6631,YES
0.1205,NO
1.0,YES
1.0,YES
0.3362,NO
0.1579,NO
0.1148,NO
0.2515,NO
1.0,YES
1.0,YES
0.2853,NO
0.3066,NO
0.2302,NO
0.3066,NO
0.1797,NO
0.1526,NO
0.1551,NO
1.0,YES
0.1309,NO
1.0,YES
0.0403,NO
1.0,YES
0.0978,NO
0.3066,NO
0.3066,NO
0.1439,NO
0.3066,NO
0.2245,NO
0.1619,NO
0.2853,NO
0.1671,NO
0.21600000000000003,NO
0.3233,NO
0.6139,NO
0.3369,NO
0.2097,NO
0.2687,NO
0.1058,NO
0.2452,NO
1.0,YES
0.1924,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.21600000000000003,NO
0.5985,NO
0.2886,NO
0.2253,NO
0.2508,NO
0.2752,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3063,NO
1.0,YES
0.3063,NO
0.6166,YES
1.0,YES
0.3542,NO
0.3514,NO
0.3514,NO
0.2611,NO
1.0,YES
0.6166,YES
0.4416,NO
0.4069,NO
0.2858,NO
0.2121,NO
0.7376,NO
0.7124,NO
0.7376,NO
1.0,YES
0.3514,NO
0.6166,YES
0.3514,NO
1.0,YES
0.3514,NO
0.4069,NO
0.4069,NO
0.4069,NO
0.1897,NO
0.2568,NO
0.4069,NO
0.3542,NO
0.1425,NO
0.2248,NO
1.0,YES
1.0,YES
1.0,YES
0.6847,YES
0.2995,NO
0.0527,NO
0.5022,YES
0.1552,NO
0.6283,YES
0.22399999999999998,NO
0.379,NO
0.379,NO
0.379,NO
0.1146,NO
1.0,YES
0.0718,NO
1.0,YES
0.4988,NO
1.0,YES
0.3725,NO
0.457,NO
0.5265,NO
0.1733,NO
1.0,YES
0.2265,NO
1.0,YES
0.2719,NO
0.2719,NO
0.4056,NO
0.6139,NO
0.3369,NO
0.3573,NO
0.2719,NO
0.2502,NO
0.3573,NO
1.0,YES
0.3573,NO
1.0,YES
0.2451,NO
0.2368,NO
0.2451,NO
0.1438,NO
0.4176,NO
0.2719,NO
0.2485,NO
0.2719,NO
0.2752,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3573,NO
1.0,YES
0.2054,NO
0.1219,NO
0.1858,NO
0.8266,YES
1.0,YES
1.0,YES
0.5660000000000001,YES
0.2476,NO
0.0708,NO
0.4151,YES
0.6903,NO
0.5193,YES
0.3749,NO
0.4403,NO
0.4403,NO
0.4403,NO
0.1453,NO
1.0,YES
0.2011,NO
1.0,YES
0.4123,NO
1.0,YES
0.6903,NO
0.6903,NO
0.6968,NO
0.6968,NO
0.8266,YES
0.6903,NO
0.8266,YES
0.2148,NO
0.2148,NO
0.366,NO
0.6139,NO
0.3369,NO
0.2442,NO
0.2687,NO
0.1977,NO
0.366,NO
1.0,YES
0.349,NO
1.0,YES
0.4406,NO
0.4406,NO
0.4406,NO
0.1856,NO
0.5985,NO
0.2886,NO
0.1974,NO
0.2508,NO
0.2752,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.366,NO
1.0,YES
0.366,NO
0.1671,NO
0.1339,NO
0.5133,NO
0.6139,NO
0.3369,NO
0.3916,NO
0.3289,NO
0.1058,NO
0.3809,NO
1.0,YES
0.3492,NO
1.0,YES
0.1661,NO
0.2085,NO
0.1275,NO
0.204,NO
0.5985,NO
0.2886,NO
0.31,NO
0.2508,NO
0.2819,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3496,NO
1.0,YES
0.3916,NO
0.1671,NO
0.1246,NO
0.6593,NO
0.6139,NO
0.3384,NO
0.3022,NO
0.4224,NO
0.1204,NO
0.2452,NO
1.0,YES
0.2773,NO
0.8982,YES
0.2866,NO
0.2866,NO
0.2866,NO
0.1292,NO
0.5985,NO
0.2886,NO
0.3246,NO
0.2253,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4413,NO
1.0,YES
0.4413,NO
0.1671,NO
0.1812,NO
0.2898,NO
0.6139,NO
0.3369,NO
0.1246,NO
0.2687,NO
0.1058,NO
0.2452,NO
1.0,YES
0.1184,NO
1.0,YES
0.2846,NO
0.2749,NO
0.2846,NO
0.1812,NO
0.5985,NO
0.2886,NO
0.3335,NO
0.2508,NO
0.3335,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
1.0,YES
0.2054,NO
0.2216,NO
0.3233,NO
1.0,YES
0.6673,YES
0.5116,YES
1.0,YES
0.4103,NO
0.2018,NO
1.0,YES
0.0974,NO
1.0,YES
0.1629,NO
0.441,NO
0.441,NO
0.441,NO
0.2557,NO
0.5293,YES
0.2282,NO
0.4951,YES
0.3901,NO
0.4892,YES
0.2571,NO
0.2469,NO
0.5872,NO
0.3738,NO
1.0,YES
