50Traced_NONETRACED_SUM_SINGLE_VSM_22_MAX,Associated
0.8678,NO
1.1537,NO
0.6017,NO
1.2119,NO
0.7251,NO
1.7039,NO
0.9285,NO
0.6241,NO
1.3869999999999998,NO
2.8045,YES
1.5339,NO
3.3585,YES
0.7278,NO
0.5416,NO
0.5057,NO
0.7545,NO
1.817,NO
0.5687,NO
1.2077,NO
0.695,NO
1.0526,NO
3.427,YES
3.0067,YES
3.2857,YES
3.0394,YES
1.1118,NO
2.5772,YES
0.9611,NO
2.3011,YES
2.217,YES
1.5023,NO
0.9111,NO
0.6468,NO
1.0882,NO
1.6361,YES
2.0038,YES
1.1068,NO
0.3701,NO
1.0002,NO
0.5128,NO
0.1797,NO
0.2519,NO
0.3982,NO
2.2756,YES
1.0951,NO
2.3154,YES
0.8241,NO
3.0456,YES
0.7711,NO
0.4339,NO
0.3888,NO
0.8568,NO
0.7446,NO
1.0624,NO
0.4325,NO
0.7909,NO
0.4783,NO
0.8824,NO
0.6526,NO
0.8712,NO
0.5832,NO
1.3814,NO
0.9571,NO
0.2266,NO
1.0399,NO
3.2089,YES
1.3381,NO
3.0792,YES
0.5624,NO
0.3568,NO
0.308,NO
0.5503,NO
1.3946,NO
0.3388,NO
0.8372,NO
0.3202,NO
0.9669,NO
3.5312,YES
3.0838,YES
3.3226,YES
3.1262,YES
0.9374,NO
2.8223,YES
0.5675,NO
1.9576,YES
1.9369999999999998,YES
1.0226,NO
1.0273,NO
0.5454,NO
0.7986,NO
1.6403,YES
1.6542,YES
0.8951,NO
0.9272,NO
0.7529,NO
1.2533,NO
1.6423,NO
1.5665,NO
1.5889,NO
2.1414,YES
0.9879,NO
1.8116,YES
0.4535,NO
2.6694,YES
0.5157,NO
1.1822,NO
1.1442,NO
1.0548,NO
1.6064,NO
0.6275,NO
0.6734,NO
0.9165,NO
0.6859999999999999,NO
0.8335,NO
2.069,YES
4.168,YES
3.6648,YES
2.2523,YES
0.7474,NO
0.3177,NO
1.9708,YES
0.3753,NO
2.1914,YES
0.7225,NO
0.8258,NO
0.7758,NO
1.0459,NO
0.1435,NO
4.9271,YES
0.2943,NO
4.218999999999999,YES
0.3327,NO
4.0267,YES
0.7973,NO
1.0079,NO
1.331,NO
0.5902,NO
1.7554,YES
0.5795,NO
1.6612,YES
1.091,NO
1.3396,NO
0.8411,NO
1.725,NO
1.3928,NO
1.857,NO
1.1886,NO
0.812,NO
1.2672,NO
3.4661,YES
1.645,NO
3.7496,YES
1.0708,NO
0.7528,NO
0.6861,NO
0.8285,NO
2.37,NO
0.7555,NO
1.7014,NO
0.8045,NO
1.5619999999999998,NO
4.1743,YES
3.7960000000000003,YES
3.7986,YES
3.6695,YES
1.1661,NO
3.2856,YES
1.1195,NO
0.6185,NO
1.2013,NO
2.3303,YES
5.0382,YES
4.3531,YES
2.8077,YES
1.4144,NO
0.3399,NO
2.0838,YES
2.2584,NO
2.5357,YES
2.3242,NO
1.1009,NO
0.9506,NO
1.1789,NO
0.4754,NO
6.1018,YES
0.23,NO
4.9462,YES
0.2324,NO
4.8719,YES
2.7633,NO
2.7884,NO
2.6177,NO
2.1411,NO
1.7337,YES
2.2228,NO
1.7136,YES
0.6199,NO
0.4347,NO
1.1786,NO
1.0298,NO
0.9590000000000001,NO
1.9448,NO
0.6341,NO
0.2773,NO
1.8433,NO
2.1878,YES
1.9489,NO
2.7023,YES
1.0314,NO
0.6735,NO
0.6962,NO
0.1033,NO
1.6721,NO
0.1828,NO
1.1249,NO
0.2269,NO
0.8051,NO
2.908,YES
2.6648,YES
2.9773,YES
2.8891,YES
1.6329,NO
2.1556,YES
1.9261,NO
0.6161,NO
0.7637,NO
0.9074,NO
1.1876,NO
1.0457,NO
1.9482,NO
0.7629,NO
0.3292,NO
1.56,NO
2.8939999999999997,YES
1.8373,NO
2.9574,YES
0.5304,NO
0.4072,NO
0.4228,NO
0.3588,NO
1.8526,NO
0.2921,NO
1.5693,NO
0.2327,NO
1.3667,NO
3.4360000000000004,YES
3.2391,YES
3.3568,YES
3.0263,YES
1.4853,NO
3.0884,YES
1.1594,NO
0.4338,NO
0.6705,NO
0.5807,NO
1.0105,NO
0.696,NO
1.3818,NO
0.8287,NO
0.2172,NO
1.0037,NO
3.2841,YES
1.3537,NO
3.1721,YES
0.7308,NO
0.5816,NO
0.4082,NO
0.3451,NO
1.635,NO
0.2206,NO
1.0033,NO
0.1912,NO
1.0817,NO
3.6026,YES
3.2823,YES
3.3479,YES
3.2634,YES
0.8777,NO
3.0495,YES
0.5725,NO
0.6516,NO
0.8277,NO
0.2528,NO
1.0619,NO
0.9022,NO
1.2814,NO
0.6675,NO
0.3396,NO
0.7752,NO
3.1654,YES
1.2245,NO
3.3703,YES
0.7205,NO
0.4292,NO
0.3359,NO
0.281,NO
1.7173,NO
0.3558,NO
1.2579,NO
0.2327,NO
1.1402,NO
3.7596,YES
3.3459,YES
3.5332,YES
3.4269,YES
0.8578,NO
3.0136,YES
0.4433,NO
0.6969,NO
0.6054,NO
6.1088,YES
1.3641,YES
1.2524,YES
6.6338,YES
1.3286,NO
0.4946,NO
6.4241,YES
0.5454,NO
6.5381,YES
1.5085,NO
2.0302,NO
1.7197,NO
1.6186,NO
0.2015,NO
3.2872,YES
0.1519,NO
1.7897,YES
0.9118,NO
1.0254,YES
1.5222,NO
1.9118,NO
2.6564,NO
2.4608,NO
6.0449,YES
2.4673,NO
5.7925,YES
0.4279,NO
0.6224,NO
4.1136,YES
1.7052,NO
1.4482,NO
4.7869,YES
0.9548,NO
0.3674,NO
4.3553,YES
0.6617,NO
4.5879,YES
1.3105,NO
1.0439,NO
1.0972,NO
1.1544,NO
0.2686,NO
3.386,NO
0.1398,NO
2.2527,NO
0.6185,NO
1.6632,NO
1.2613,NO
1.5811,NO
1.8882,NO
2.0069,NO
4.2278,YES
2.318,NO
3.4776,YES
0.6134,NO
0.7043,NO
1.5082,YES
3.5209,YES
3.3239,YES
2.2211,YES
0.6734,NO
0.43200000000000005,NO
1.406,YES
0.4688,NO
1.8974,YES
1.2596,NO
0.5234,NO
0.2061,NO
0.4768,NO
0.2683,NO
4.5967,YES
0.1765,NO
4.0668,YES
0.2634,NO
3.3678,YES
1.4472,NO
1.4354,NO
1.2616,NO
0.9147,NO
1.3237,YES
0.9699,NO
1.3682,YES
0.5416,NO
0.3522,NO
3.7025,YES
0.3834,NO
0.5549,NO
4.0661,YES
0.9631,NO
0.1577,NO
4.0017,YES
0.4908,NO
4.4195,YES
1.0108,NO
0.9982,NO
0.7896,NO
0.3703,NO
0.18100000000000002,NO
1.9380000000000002,NO
0.1654,NO
1.4101,NO
0.7715,NO
0.7457,NO
1.2492,NO
1.1184,NO
2.3298,NO
1.6379,NO
3.7193,YES
1.5322,NO
3.4906,YES
0.4374,NO
1.0845,NO
1.5898,YES
4.314,YES
3.5801,YES
1.6264,YES
1.125,NO
0.1648,NO
1.1607,YES
1.0863,NO
1.5596,YES
1.1316,NO
1.2147,NO
1.2288,NO
1.3757,NO
0.4295,NO
4.9224,YES
0.1754,NO
4.0381,YES
0.3759,NO
4.0798,YES
1.3559999999999999,NO
1.4378,NO
1.2977,NO
0.9972,NO
0.9449,YES
0.8516,NO
0.9096,YES
2.2594,YES
1.5805,YES
1.213,NO
0.4982,NO
0.3018,NO
0.7148,NO
0.9654,YES
2.0647,YES
1.146,NO
0.1735,NO
0.8541,NO
0.29600000000000004,NO
1.3437,NO
1.5562,NO
1.3953,NO
1.6726,YES
0.6222,NO
2.0481,YES
0.2918,NO
2.4485,YES
0.2396,NO
0.1144,NO
0.4643,NO
0.41,NO
0.6391,NO
0.6482,NO
0.5581,NO
1.1607,NO
0.4327,NO
0.5253,NO
5.9103,YES
1.6822,YES
1.4524,YES
5.9048,YES
1.2334,NO
0.3946,NO
5.6351,YES
0.2493,NO
5.7422,YES
0.7859999999999999,NO
1.5746,NO
1.3689,NO
1.4422,NO
0.1504,NO
3.0745,YES
0.1832,NO
1.4959,YES
0.7285,NO
1.0567,YES
0.8244,NO
1.2932,NO
2.0906,NO
1.587,NO
5.593999999999999,YES
1.7945,NO
5.3819,YES
0.3738,NO
0.6725,NO
5.0323,YES
1.8982,YES
1.7738,YES
5.2204,YES
1.1933,NO
0.3621,NO
4.6262,YES
0.4531,NO
4.9081,YES
0.9936,NO
0.9113,NO
0.8311,NO
0.9035,NO
0.2294,NO
3.0997,YES
0.1152,NO
2.0745,YES
0.7648,NO
1.5839,YES
1.1244,NO
1.2174,NO
1.8796,NO
1.4033,NO
4.8683,YES
1.6464,NO
4.5333,YES
0.7191,NO
0.6198,NO
5.2921,YES
1.4575,YES
1.4615,YES
5.8919,YES
1.1464,NO
0.3949,NO
5.5824,YES
0.46,NO
5.8179,YES
1.2983,NO
1.2228,NO
1.0022,NO
1.0388,NO
0.2034,NO
3.2504,YES
0.2105,NO
2.2604,YES
0.8883,NO
1.4702,YES
1.4389,NO
1.557,NO
2.4892,NO
2.092,NO
5.443,YES
2.0438,NO
4.8169,YES
0.6351,NO
0.5804,NO
5.0236,YES
1.5883,YES
1.4029,YES
5.2631,YES
1.1821,NO
0.4432,NO
5.3281,YES
0.7229,NO
5.4321,YES
1.4362,NO
1.8794,NO
1.7142,NO
1.5759999999999998,NO
0.2809,NO
3.2916,YES
0.1104,NO
1.9757,YES
0.7328,NO
1.3665,YES
1.4247,NO
1.8161,NO
2.4878,NO
2.0153,NO
4.7314,YES
2.2981,NO
4.9611,YES
0.5009,NO
0.6022,NO
1.6596,YES
4.1815,YES
3.498,YES
1.6409,YES
0.6765,NO
0.2979,NO
1.5988,YES
0.2684,NO
1.4902,YES
0.5054,NO
1.3454,NO
1.3741,NO
1.5875,NO
0.1698,NO
4.5733,YES
0.1648,NO
3.6827,YES
0.1508,NO
3.7928,YES
0.3885,NO
0.9193,NO
0.5804,NO
0.4275,NO
1.1206,YES
0.4485,NO
1.4838,YES
0.4639,NO
0.8834,NO
2.0468,YES
3.9901,YES
3.4498,YES
2.4629,YES
0.9809,NO
0.2578,NO
1.8195,YES
0.7727,NO
2.0507,YES
1.0219,NO
0.5726,NO
0.5969,NO
0.6797,NO
0.2764,NO
4.644,YES
0.1772,NO
4.0439,YES
0.3071,NO
3.9523,YES
1.1756,NO
1.0679,NO
1.1446,NO
0.6902,NO
1.6268,YES
0.6025,NO
1.3484,YES
0.9916,NO
0.6688,NO
0.9531,NO
1.581,NO
1.3411,NO
0.8269,NO
0.3355,NO
0.6352,NO
1.4531,NO
0.4318,NO
0.9768,NO
0.4775,NO
1.964,YES
2.1913,YES
2.2085,YES
0.349,NO
1.5339,NO
0.5568,NO
1.2605,NO
0.648,NO
1.38,NO
0.2846,NO
0.8449,NO
0.6928,NO
0.915,NO
0.9016,NO
0.6431,NO
1.2144,NO
1.6979,YES
1.7749,YES
1.1232,NO
1.2104,NO
0.83,NO
0.7554,NO
1.6719,YES
1.5318,YES
0.6226,NO
0.5342,NO
0.5888,NO
0.6794,NO
0.8411,NO
0.809,NO
0.8731,NO
2.1428,YES
1.1863,NO
1.6846,YES
0.7925,NO
2.5042,YES
0.7997,NO
0.6907,NO
0.6756,NO
0.6036,NO
0.8472,NO
0.5312,NO
0.3724,NO
0.7451,NO
0.397,NO
0.6927,NO
2.3019,YES
4.2131,YES
3.7041,YES
2.3327,YES
0.7792,NO
0.2051,NO
1.8862,YES
0.2684,NO
2.1667,YES
0.5436,NO
0.7732,NO
0.8307,NO
1.1758,NO
0.107,NO
5.0141,YES
0.0631,NO
4.1975,YES
0.2533,NO
4.0406,YES
0.6155,NO
0.8861,NO
0.7739,NO
0.5786,NO
1.8591,YES
0.6872,NO
1.7273,YES
2.102,YES
2.1639,YES
1.054,NO
0.4349,NO
0.2391,NO
0.5212,NO
1.5668,YES
1.9895,YES
0.3016,NO
0.1017,NO
0.3715,NO
0.1262,NO
0.1741,NO
0.1424,NO
0.179,NO
2.2641,YES
0.4516,NO
2.2211,YES
0.321,NO
3.074,YES
0.2796,NO
0.1326,NO
0.076,NO
0.1266,NO
0.2862,NO
0.4304,NO
0.1318,NO
0.3385,NO
0.8264,NO
1.1427,NO
0.7631,NO
1.6043,NO
0.9429,NO
1.0767,NO
0.9649,NO
0.6748,NO
0.8222,NO
2.465,YES
1.0209,NO
2.3972,YES
0.8336,NO
0.8787,NO
0.8426,NO
0.8099,NO
1.9175,NO
0.7371,NO
1.1151,NO
0.7074,NO
1.315,NO
2.5766,YES
2.3222,YES
2.4297,YES
2.1754,YES
0.6309,NO
1.9157,YES
0.4447,NO
2.133,YES
1.5518,YES
0.9035,NO
0.6481,NO
0.5834,NO
0.5855,NO
0.9977,YES
1.9969,YES
0.385,NO
0.2779,NO
0.4642,NO
0.3686,NO
0.1736,NO
0.2129,NO
0.1801,NO
1.6184,YES
0.7944,NO
2.0573,YES
0.6912,NO
2.3424,YES
0.5181,NO
0.469,NO
0.4745,NO
0.4409,NO
0.4395,NO
0.4136,NO
0.4477,NO
0.4772,NO
0.8173,NO
0.4515,NO
0.4509,NO
0.4654,NO
0.6002,NO
1.4683,NO
0.5747,NO
0.3953,NO
1.0442,NO
2.5692,YES
1.2691,NO
2.7348,YES
0.4245,NO
0.2385,NO
0.2176,NO
0.3132,NO
0.9901,NO
0.53,NO
0.769,NO
0.3531,NO
0.5904,NO
3.1678,YES
2.7337,YES
3.1447,YES
3.2046,YES
1.2276,NO
2.3398,YES
0.5551,NO
