50Traced_NONETRACED_MAX_RAW_LSA_77_MAX,Associated
0.1553,NO
0.0785,NO
0.1144,NO
0.2164,NO
0.1663,NO
0.1078,NO
0.1488,NO
0.0679,NO
0.1689,NO
1.0,YES
0.0939,NO
0.33799999999999997,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1142,NO
0.20600000000000002,NO
0.1109,NO
0.1701,NO
0.2179,NO
0.1663,NO
1.0,YES
0.4206,YES
0.4096,YES
1.0,YES
0.1573,NO
1.0,YES
0.1205,NO
0.1792,YES
1.0,YES
0.3362,NO
0.1659,NO
0.1344,NO
0.1405,NO
1.0,YES
1.0,YES
0.1659,NO
0.1231,NO
0.1659,NO
0.1058,NO
0.1797,NO
0.1835,NO
0.1835,NO
0.3834,YES
0.1659,NO
0.1615,YES
0.1659,NO
1.0,YES
0.0836,NO
0.1212,NO
0.1231,NO
0.1474,NO
0.1231,NO
0.1903,NO
0.1474,NO
0.1659,NO
0.1439,NO
0.1534,NO
0.1387,NO
0.2865,NO
0.1512,NO
0.1666,NO
0.1465,NO
0.0623,NO
0.2187,NO
0.5256,YES
0.2137,NO
0.5256,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.2137,NO
0.1268,NO
0.2143,NO
0.1755,NO
0.2202,NO
0.5081,YES
0.5256,YES
1.0,YES
0.5081,YES
0.1659,NO
1.0,YES
0.2137,NO
1.0,YES
1.0,YES
0.3356,NO
0.1662,NO
0.1507,NO
0.1692,NO
1.0,YES
1.0,YES
0.1731,NO
0.1387,NO
0.1692,NO
0.1355,NO
0.2289,NO
0.2088,NO
0.2075,NO
0.3834,YES
0.1138,NO
1.0,YES
0.1216,NO
1.0,YES
0.1216,NO
0.1251,NO
0.1387,NO
0.11800000000000001,NO
0.1387,NO
0.2201,NO
0.1355,NO
0.1692,NO
0.1566,NO
0.1267,NO
0.2062,YES
1.0,YES
1.0,YES
0.2373,YES
0.1548,NO
0.1267,NO
0.3354,YES
0.1531,NO
0.3354,YES
0.1443,NO
0.2165,NO
0.2003,NO
0.2199,NO
0.0891,NO
1.0,YES
0.07400000000000001,NO
1.0,YES
0.1417,NO
1.0,YES
0.073,NO
0.2044,NO
0.2125,NO
0.1531,NO
0.1967,YES
0.1335,NO
0.3354,YES
0.1686,NO
0.1621,NO
0.1975,NO
0.2582,NO
0.1977,NO
0.2286,NO
0.1987,NO
0.1694,NO
0.2524,NO
1.0,YES
0.2524,NO
1.0,YES
0.1987,NO
0.1813,NO
0.1844,NO
0.0656,NO
0.2524,NO
0.1694,NO
0.2524,NO
0.2019,NO
0.2067,NO
0.3897,YES
1.0,YES
0.485,YES
1.0,YES
0.2226,NO
1.0,YES
0.2524,NO
0.1566,NO
0.11,NO
0.2378,YES
1.0,YES
1.0,YES
0.2985,YES
0.1548,NO
0.1132,NO
1.0,YES
0.2598,NO
1.0,YES
0.1459,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.142,NO
1.0,YES
0.2049,NO
0.2206,NO
0.2228,NO
0.1032,NO
0.2732,YES
0.1116,NO
1.0,YES
0.1755,NO
0.1669,NO
0.2381,NO
0.2395,NO
0.1547,NO
0.2199,NO
0.1987,NO
0.1755,NO
0.2395,NO
1.0,YES
0.2395,NO
0.27899999999999997,YES
0.2519,NO
0.2036,NO
0.2418,NO
0.0988,NO
0.2395,NO
0.0734,NO
0.2395,NO
0.2256,NO
0.1506,NO
0.2383,YES
1.0,YES
1.0,YES
1.0,YES
0.2405,NO
1.0,YES
0.2395,NO
0.1553,NO
0.1339,NO
0.22399999999999998,NO
0.2061,NO
0.1436,NO
0.2079,NO
0.1488,NO
0.1197,NO
0.2198,NO
1.0,YES
0.2344,NO
0.3905,YES
0.1331,NO
0.1693,NO
0.0647,NO
0.204,NO
0.20600000000000002,NO
0.1655,NO
0.31,NO
0.1309,NO
0.2819,NO
1.0,YES
0.4206,YES
1.0,YES
1.0,YES
0.2188,NO
1.0,YES
0.1892,NO
0.1495,NO
0.1479,NO
0.1953,NO
0.2664,NO
0.2047,NO
0.2171,NO
0.1684,NO
0.1479,NO
0.2664,NO
1.0,YES
0.2664,NO
1.0,YES
0.2252,NO
0.2041,NO
0.2007,NO
0.0567,NO
0.2664,NO
0.0515,NO
0.2664,NO
0.1912,NO
0.14,NO
0.4038,YES
1.0,YES
0.4373,YES
0.3444,YES
0.2206,NO
1.0,YES
0.2664,NO
0.1686,NO
0.1542,NO
0.10800000000000001,NO
0.2886,NO
0.1576,NO
0.1331,NO
0.1987,NO
0.1542,NO
0.2252,NO
1.0,YES
0.2085,NO
1.0,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.0849,NO
0.2085,NO
0.1118,NO
0.2085,NO
0.1702,NO
0.1518,NO
1.0,YES
1.0,YES
0.3916,YES
1.0,YES
0.1375,NO
1.0,YES
0.2085,NO
0.1741,NO
0.0694,NO
1.0,YES
1.0,YES
0.2628,YES
1.0,YES
0.2237,NO
0.1065,NO
1.0,YES
0.2938,NO
1.0,YES
0.1059,NO
0.2149,NO
0.2246,NO
0.2203,NO
0.136,NO
1.0,YES
0.0908,NO
1.0,YES
0.2129,NO
0.2328,YES
0.1629,NO
0.2938,NO
0.3025,NO
0.2938,NO
1.0,YES
0.2516,NO
1.0,YES
0.1799,NO
0.1547,NO
1.0,YES
0.3456,NO
0.1535,NO
1.0,YES
0.1827,NO
0.1097,NO
0.5448,YES
0.2742,NO
0.4381,YES
0.1528,NO
0.3264,NO
0.3203,NO
0.2875,NO
0.171,NO
0.3456,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.3456,NO
0.1991,NO
0.2742,NO
0.3767,NO
0.2742,NO
1.0,YES
0.3359,NO
1.0,YES
0.1533,NO
0.1427,NO
0.3333,YES
1.0,YES
0.2704,YES
0.3333,YES
0.1768,NO
0.1768,NO
1.0,YES
0.33,NO
1.0,YES
0.33,NO
0.2365,NO
0.2414,NO
0.2585,NO
0.0891,NO
1.0,YES
0.1768,NO
1.0,YES
0.1768,NO
