50Traced_NONETRACED_MAX_RAW_LSA_47_MEDIAN,Associated
0.1687,NO
0.0652,NO
0.1423,NO
0.2164,NO
0.1423,NO
0.1423,NO
0.1687,NO
0.1687,NO
0.1689,NO
0.2469,YES
0.1078,NO
0.4096,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1548,NO
0.1423,NO
0.1548,NO
0.1259,NO
0.2179,NO
0.1453,NO
0.4096,YES
0.4096,YES
0.1668,YES
0.24,YES
0.1573,NO
0.1916,YES
0.1423,NO
1.0,YES
0.2444,YES
0.3362,NO
0.1579,NO
0.1659,NO
0.1659,NO
1.0,YES
1.0,YES
0.1659,NO
0.1056,NO
0.1405,NO
0.1474,NO
0.1797,NO
0.1526,NO
0.1551,NO
0.3834,YES
0.1659,NO
0.1792,YES
0.1088,NO
0.3399,YES
0.1659,NO
0.1474,NO
0.1474,NO
0.1235,NO
0.0802,NO
0.1903,NO
0.1231,NO
0.1659,NO
0.1731,NO
0.1534,NO
0.1694,NO
0.2865,NO
0.1512,NO
0.1666,NO
0.1731,NO
0.1731,NO
0.2187,NO
0.5256,YES
0.1603,NO
0.5256,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.1533,NO
0.1268,NO
0.1947,NO
0.1755,NO
0.2202,NO
0.5256,YES
0.5256,YES
0.3653,YES
0.5256,YES
0.1659,NO
0.5256,YES
0.1251,NO
1.0,YES
1.0,YES
0.3356,NO
0.1662,NO
0.1507,NO
0.1692,NO
1.0,YES
1.0,YES
0.1731,NO
0.1355,NO
0.1364,NO
0.1387,NO
0.2289,NO
0.2088,NO
0.2075,NO
0.3834,YES
0.1216,NO
0.4035,YES
0.1216,NO
1.0,YES
0.0406,NO
0.1387,NO
0.1387,NO
0.11800000000000001,NO
0.1355,NO
0.2201,NO
0.1387,NO
0.1328,NO
0.1508,NO
0.1088,NO
1.0,YES
0.4216,YES
1.0,YES
1.0,YES
0.1661,NO
0.1508,NO
1.0,YES
0.1395,NO
0.2134,YES
0.1443,NO
0.2165,NO
0.1934,NO
0.1934,NO
0.1508,NO
1.0,YES
0.1508,NO
1.0,YES
0.1508,NO
1.0,YES
0.1629,NO
0.0677,NO
0.2298,NO
0.0948,NO
1.0,YES
0.2113,NO
1.0,YES
0.1694,NO
0.1694,NO
0.2286,NO
0.2582,NO
0.1977,NO
0.2286,NO
0.1684,NO
0.1694,NO
0.2286,NO
1.0,YES
0.1577,NO
1.0,YES
0.1987,NO
0.1756,NO
0.1689,NO
0.0988,NO
0.20600000000000002,NO
0.1544,NO
0.1701,NO
0.2019,NO
0.1827,NO
1.0,YES
1.0,YES
0.3527,YES
1.0,YES
0.2286,NO
1.0,YES
0.133,NO
0.1468,NO
0.0774,NO
1.0,YES
0.3647,YES
1.0,YES
1.0,YES
0.1661,NO
0.1132,NO
1.0,YES
0.2598,NO
0.2134,YES
0.2548,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
0.3316,YES
0.1481,NO
1.0,YES
0.2548,NO
0.2548,NO
0.2298,NO
0.2548,NO
1.0,YES
0.2548,NO
1.0,YES
0.1755,NO
0.0785,NO
0.2395,NO
0.19,NO
0.2395,NO
0.2395,NO
0.1755,NO
0.1755,NO
0.2395,NO
1.0,YES
0.2199,NO
1.0,YES
0.2519,NO
0.2036,NO
0.2033,NO
0.1755,NO
0.2395,NO
0.1755,NO
0.1701,NO
0.2256,NO
0.2395,NO
1.0,YES
1.0,YES
0.3527,YES
1.0,YES
0.2405,NO
1.0,YES
0.2395,NO
0.1553,NO
0.1339,NO
0.22399999999999998,NO
0.1967,NO
0.1494,NO
0.2213,NO
0.1987,NO
0.1197,NO
0.2198,NO
1.0,YES
0.2347,NO
1.0,YES
0.1331,NO
0.1834,NO
0.0647,NO
0.204,NO
0.20600000000000002,NO
0.1655,NO
0.31,NO
0.1309,NO
0.2819,NO
1.0,YES
1.0,YES
0.4941,YES
1.0,YES
0.2254,NO
1.0,YES
0.1726,NO
0.1579,NO
0.0785,NO
0.1953,NO
0.2342,NO
0.2174,NO
0.1823,NO
0.1987,NO
0.1579,NO
0.1751,NO
1.0,YES
0.2347,NO
1.0,YES
0.2252,NO
0.2041,NO
0.2007,NO
0.1579,NO
0.2174,NO
0.1579,NO
0.2174,NO
0.1912,NO
0.1608,NO
1.0,YES
1.0,YES
0.3819,YES
0.4754,YES
0.2254,NO
1.0,YES
0.1576,NO
0.1118,NO
0.1118,NO
0.1277,NO
0.2886,NO
0.1576,NO
0.1331,NO
0.1579,NO
0.1118,NO
0.1421,NO
1.0,YES
0.0852,NO
1.0,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.0988,NO
0.1733,NO
0.0959,NO
0.1576,NO
0.1702,NO
0.1576,NO
1.0,YES
1.0,YES
0.314,YES
1.0,YES
0.1375,NO
1.0,YES
0.099,NO
0.1494,NO
0.0802,NO
1.0,YES
0.2996,YES
1.0,YES
1.0,YES
0.2237,NO
0.1494,NO
1.0,YES
0.1183,NO
0.3653,YES
0.1253,NO
0.2131,NO
0.1549,NO
0.1474,NO
0.0973,NO
1.0,YES
0.0875,NO
0.2829,YES
0.2129,NO
1.0,YES
0.1629,NO
0.1253,NO
0.3025,NO
0.12,NO
1.0,YES
0.2616,NO
1.0,YES
0.1799,NO
0.1547,NO
0.47700000000000004,YES
0.2156,NO
0.2276,NO
0.4159,YES
0.1827,NO
0.1097,NO
0.5448,YES
0.191,NO
0.4381,YES
0.1528,NO
0.3264,NO
0.3203,NO
0.2648,NO
0.171,NO
0.2276,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.2637,NO
0.1991,NO
0.1784,NO
0.3767,NO
0.1917,NO
0.3803,YES
0.3359,NO
0.3483,YES
0.1768,NO
0.1768,NO
0.3605,YES
1.0,YES
1.0,YES
0.3605,YES
0.1548,NO
0.1768,NO
0.3605,YES
0.33,NO
0.3333,YES
0.3374,NO
0.2414,NO
0.2061,NO
0.2048,NO
0.1533,NO
1.0,YES
0.1533,NO
1.0,YES
0.1768,NO
1.0,YES
0.3374,NO
0.3374,NO
0.2935,NO
0.33,NO
0.3605,YES
0.3374,NO
0.3605,YES
0.1636,NO
0.1646,NO
0.4534,YES
0.1762,NO
0.3036,NO
0.4534,YES
0.1681,NO
0.153,NO
0.4738,YES
0.2147,NO
0.493,YES
0.1456,NO
0.2244,NO
0.1542,NO
0.1277,NO
0.1775,NO
0.24600000000000002,NO
0.1654,NO
0.3557,NO
0.0902,NO
0.3036,NO
0.2218,NO
0.1764,NO
0.3901,NO
0.21600000000000003,NO
0.402,YES
0.3584,NO
0.4534,YES
0.0976,NO
0.0184,NO
0.1484,YES
1.0,YES
1.0,YES
0.1484,YES
0.1548,NO
0.0855,NO
0.1484,YES
0.1152,NO
0.0976,YES
0.1175,NO
0.171,NO
0.1733,NO
0.1785,NO
0.0855,NO
1.0,YES
0.0855,NO
1.0,YES
0.1347,NO
1.0,YES
0.1175,NO
0.1175,NO
