50Traced_NONETRACED_MAX_RAW_LSA_36_MAX,Associated
0.1439,NO
0.0652,NO
0.1423,NO
0.2164,NO
0.1423,NO
0.0906,NO
0.1548,NO
0.0679,NO
0.1689,NO
0.3236,YES
0.1078,NO
0.33799999999999997,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1548,NO
0.151,NO
0.1548,NO
0.0949,NO
0.2179,NO
0.1423,NO
1.0,YES
0.3053,YES
1.0,YES
0.245,YES
0.1573,NO
0.1916,YES
0.1423,NO
0.1615,YES
0.3715,YES
0.3362,NO
0.1579,NO
0.1659,NO
0.1405,NO
0.3947,YES
0.1615,YES
0.1778,NO
0.1056,NO
0.1194,NO
0.1058,NO
0.1797,NO
0.1766,NO
0.1551,NO
0.3715,YES
0.0766,NO
0.1792,YES
0.0469,NO
0.3399,YES
0.1659,NO
0.1212,NO
0.0769,NO
0.1235,NO
0.0802,NO
0.1903,NO
0.1119,NO
0.1778,NO
0.0886,NO
0.1534,NO
0.1377,NO
0.2865,NO
0.1512,NO
0.1666,NO
0.1488,NO
0.0509,NO
0.2187,NO
1.0,YES
0.1603,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.20600000000000002,NO
0.1544,NO
0.1947,NO
0.1755,NO
0.2202,NO
1.0,YES
0.5256,YES
1.0,YES
1.0,YES
0.1659,NO
0.5256,YES
0.141,NO
1.0,YES
0.284,YES
0.3356,NO
0.1662,NO
0.204,NO
0.1441,NO
1.0,YES
1.0,YES
0.1731,NO
0.0952,NO
0.1525,NO
0.0887,NO
0.2289,NO
0.2094,NO
0.2075,NO
1.0,YES
0.1268,NO
0.4035,YES
0.1268,NO
1.0,YES
0.204,NO
0.1251,NO
0.1218,NO
0.11800000000000001,NO
0.1053,NO
0.2201,NO
0.1351,NO
0.204,NO
0.1248,NO
0.0603,NO
1.0,YES
1.0,YES
1.0,YES
0.2985,YES
0.1548,NO
0.0477,NO
0.2465,YES
0.183,NO
0.2134,YES
0.1531,NO
0.2199,NO
0.2199,NO
0.1934,NO
0.1508,NO
1.0,YES
0.1508,NO
1.0,YES
0.1508,NO
1.0,YES
0.1531,NO
0.2519,NO
0.2298,NO
0.1116,NO
0.2732,YES
0.0968,NO
1.0,YES
0.1544,NO
0.1621,NO
0.2524,NO
0.2653,NO
0.2524,NO
0.1701,NO
0.1684,NO
0.1225,NO
0.2286,NO
1.0,YES
0.1639,NO
1.0,YES
0.1987,NO
0.1844,NO
0.1689,NO
0.1621,NO
0.20600000000000002,NO
0.1544,NO
0.1827,NO
0.2019,NO
0.2524,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2286,NO
1.0,YES
0.2524,NO
0.1328,NO
0.11,NO
0.2886,YES
1.0,YES
0.3316,YES
0.1476,YES
0.1548,NO
0.0604,NO
0.2068,YES
0.2598,NO
0.1371,YES
0.2564,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.142,NO
1.0,YES
0.2564,NO
0.2206,NO
0.2564,NO
0.2564,NO
0.1461,YES
0.1116,NO
0.2886,YES
0.1809,NO
0.1669,NO
0.2381,NO
0.2653,NO
0.1547,NO
0.1997,NO
0.1809,NO
0.1809,NO
0.2369,NO
1.0,YES
0.2199,NO
1.0,YES
0.2519,NO
0.2418,NO
0.2033,NO
0.1809,NO
0.20600000000000002,NO
0.1544,NO
0.1701,NO
0.2256,NO
0.1506,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2405,NO
1.0,YES
0.2369,NO
0.1495,NO
0.1339,NO
0.22399999999999998,NO
0.2653,NO
0.1436,NO
0.2963,NO
0.1987,NO
0.0967,NO
0.2252,NO
1.0,YES
0.2347,NO
1.0,YES
0.1331,NO
0.1834,NO
0.0647,NO
0.204,NO
0.1733,NO
0.1655,NO
0.31,NO
0.1309,NO
0.2819,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2254,NO
1.0,YES
0.2213,NO
0.1495,NO
0.0769,NO
0.1953,NO
0.2653,NO
0.2174,NO
0.2963,NO
0.1987,NO
0.1204,NO
0.2252,NO
1.0,YES
0.2347,NO
1.0,YES
0.2252,NO
0.2041,NO
0.2007,NO
0.0988,NO
0.1733,NO
0.0637,NO
0.1843,NO
0.1912,NO
0.2174,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2254,NO
1.0,YES
0.1743,NO
0.1495,NO
0.1542,NO
0.2085,NO
0.2886,NO
0.2085,NO
0.2963,NO
0.1987,NO
0.0647,NO
0.2252,NO
1.0,YES
0.2347,NO
1.0,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.159,NO
0.20600000000000002,NO
0.1544,NO
0.1843,NO
0.1702,NO
0.2085,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2254,NO
1.0,YES
0.2085,NO
0.1741,NO
0.079,NO
1.0,YES
0.1524,YES
0.27899999999999997,YES
1.0,YES
0.2237,NO
0.153,NO
1.0,YES
0.0974,NO
1.0,YES
0.1059,NO
0.2131,NO
0.2246,NO
0.1474,NO
0.153,NO
0.1662,YES
0.132,NO
0.2598,YES
0.2129,NO
0.27899999999999997,YES
0.1271,NO
0.1285,NO
0.3025,NO
0.12,NO
1.0,YES
0.2714,NO
1.0,YES
0.1799,NO
0.1547,NO
1.0,YES
0.2156,NO
0.1535,NO
0.4159,YES
0.1955,NO
0.1097,NO
0.5448,YES
0.2742,NO
1.0,YES
0.2742,NO
0.3264,NO
0.3203,NO
0.2648,NO
0.171,NO
0.21899999999999997,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.2637,NO
0.2742,NO
0.2742,NO
0.3767,NO
0.1917,NO
0.47700000000000004,YES
0.3359,NO
1.0,YES
0.1768,NO
0.1427,NO
1.0,YES
1.0,YES
1.0,YES
0.2985,YES
0.1768,NO
0.1768,NO
0.3333,YES
0.3002,NO
0.3333,YES
0.3002,NO
0.2585,NO
0.2585,NO
0.2048,NO
0.1768,NO
1.0,YES
0.0806,NO
1.0,YES
0.1768,NO
1.0,YES
0.3002,NO
0.2111,NO
0.3002,NO
0.3002,NO
0.3333,YES
0.1959,NO
1.0,YES
0.1636,NO
0.1646,NO
0.3881,YES
0.1762,NO
0.24600000000000002,NO
0.4197,YES
0.1681,NO
0.153,NO
0.4738,YES
