50Traced_NONETRACED_SUM_SINGLE_VSM_25_MEDIAN,Associated
0.8011,NO
0.2845,NO
0.8838,NO
1.3288,NO
0.8946,NO
0.679,NO
1.1796,NO
0.2917,NO
1.092,NO
3.0377,YES
0.7705,NO
2.9518,YES
0.5851,NO
0.4455,NO
0.5515,NO
0.3358,NO
1.5859999999999999,NO
0.4657,NO
1.1568,NO
0.7562,NO
1.4559,NO
2.8234,YES
2.6737,YES
2.9378,YES
2.5628,YES
1.0641,NO
2.3225,YES
0.8388,NO
1.085,YES
1.545,YES
1.5649,NO
1.0111,NO
0.7966,NO
1.6807,NO
2.2044,YES
1.7931,YES
1.2777,NO
0.7828,NO
1.5483,NO
0.7144,NO
0.7855,NO
0.5884,NO
0.5763,NO
1.9356,YES
1.1972,NO
1.1405,YES
0.8959,NO
2.497,YES
0.9134,NO
0.9249,NO
0.7168,NO
1.0662,NO
0.8089,NO
1.7822,NO
0.5902,NO
1.2037,NO
0.6964,NO
0.3902,NO
0.5346,NO
1.4197,NO
0.8381,NO
0.2843,NO
1.1003,NO
0.3224,NO
0.6367,NO
3.4927,YES
0.4347,NO
3.3045,YES
0.2595,NO
0.2168,NO
0.2136,NO
0.3126,NO
1.1420000000000001,NO
0.295,NO
1.0511,NO
0.6645,NO
1.3331,NO
3.4278,YES
3.1109,YES
3.2342,YES
2.9266,YES
0.7675,NO
2.9582,YES
0.6934,NO
1.8232,YES
2.1637,YES
0.9435,NO
1.0642,NO
0.5965,NO
0.9936,NO
2.8828,YES
2.6045,YES
0.8895,NO
0.7252,NO
0.6693,NO
0.5465,NO
1.6811,NO
1.7548,NO
1.6455,NO
2.7522,YES
0.8207,NO
1.8507,YES
0.3746,NO
3.1253,YES
0.7685,NO
0.7458,NO
0.6663,NO
0.3354,NO
0.7528,NO
0.9274,NO
0.4454,NO
0.4307,NO
0.3,NO
0.8585,NO
1.8772,YES
3.8867,YES
4.2811,YES
2.3195,YES
0.9925,NO
0.281,NO
1.8885,YES
0.9503,NO
1.7813,YES
0.5942,NO
1.3366,NO
1.1689,NO
1.0398,NO
0.4518,NO
4.748,YES
0.1632,NO
3.8819,YES
1.1766,NO
3.7188,YES
0.7873,NO
0.7228,NO
1.2857,NO
0.7656,NO
1.9313,YES
0.6524,NO
2.0781,YES
0.9704,NO
0.5606,NO
1.0834,NO
1.9438,NO
1.3518,NO
0.7485,NO
1.6644,NO
0.5954,NO
0.9916,NO
3.8024,YES
0.865,NO
3.6845,YES
0.6237,NO
0.3849,NO
0.5379999999999999,NO
0.6558,NO
1.8028,NO
0.6054,NO
1.6192,NO
1.1274,NO
1.7488,NO
3.5233,YES
3.4619,YES
3.5039999999999996,YES
3.2439,YES
1.1853,NO
3.0023,YES
1.1542,NO
0.5437,NO
0.6585,NO
1.8154,YES
4.3662,YES
4.7226,YES
2.2809,YES
1.1201,NO
0.2758,NO
1.9247,YES
1.9463,NO
1.7321,YES
1.6857,NO
1.4939,NO
1.2688,NO
1.3146,NO
0.4263,NO
4.9032,YES
0.3036,NO
4.1788,YES
1.3739,NO
4.0233,YES
1.6217,NO
1.7554,NO
1.7054,NO
1.9444,NO
2.0582,YES
1.153,NO
2.1072,YES
0.7602,NO
0.4994,NO
1.3155,NO
1.0667,NO
0.6359,NO
1.234,NO
1.0084,NO
0.4696,NO
1.4795,NO
2.4947,YES
1.4716,NO
2.76,YES
0.4067,NO
0.2036,NO
0.2034,NO
0.3761,NO
0.6564,NO
0.4765,NO
0.7864,NO
0.7404,NO
0.9608,NO
2.3623,YES
2.2397,YES
2.4635,YES
2.8442,YES
1.3932,NO
2.2734,YES
1.2543,NO
0.8315,NO
0.8284,NO
2.2663,NO
1.4797,NO
1.1966,NO
2.2005,NO
1.2757,NO
0.4694,NO
2.2344,NO
2.9851,YES
2.2073,NO
2.7864,YES
0.7198,NO
0.2639,NO
0.3821,NO
0.5132,NO
1.861,NO
0.4275,NO
1.7799,NO
1.1684,NO
1.8272,NO
2.998,YES
2.7651,YES
3.7824,YES
2.8348,YES
2.2534,NO
2.7784,YES
2.4879,NO
0.983,NO
0.5977,NO
1.1848,NO
1.5490000000000002,NO
1.0199,NO
0.8253,NO
1.3359,NO
0.5034,NO
1.0541,NO
3.2807,YES
1.0111,NO
3.14,YES
0.6053,NO
0.3684,NO
0.589,NO
0.5361,NO
1.4704,NO
0.6242,NO
1.2484,NO
1.0157,NO
1.5323,NO
3.0091,YES
3.1142,YES
3.2156,YES
2.9222,YES
1.1811,NO
2.5495,YES
1.3139,NO
0.6486,NO
0.2677,NO
0.8745,NO
1.6658,NO
1.1652,NO
0.6125,NO
0.9025,NO
0.1301,NO
0.8175,NO
3.2508,YES
0.6247,NO
3.074,YES
0.8249,NO
0.6223,NO
0.7988,NO
0.1881,NO
1.5814,NO
0.2651,NO
1.1399,NO
0.6556,NO
1.6656,NO
2.9697,YES
3.0405,YES
2.8539,YES
2.8728,YES
1.0385,NO
2.3582,YES
0.9404,NO
0.6325,NO
1.0395,NO
6.6658,YES
1.4679,YES
1.6817,YES
6.8821,YES
0.9404,NO
0.4568,NO
6.2010000000000005,YES
0.6748,NO
6.8227,YES
0.6386,NO
2.2092,NO
1.0268,NO
0.8390000000000001,NO
0.5712,NO
2.929,YES
0.3119,NO
2.5824,YES
1.8704,NO
2.4599,YES
0.8379,NO
0.6126,NO
3.3026,NO
1.8761,NO
6.4032,YES
1.1931,NO
6.1877,YES
0.7302,NO
0.6682,NO
4.5372,YES
1.3704,NO
1.1197,NO
4.4312,YES
0.5881,NO
0.4143,NO
4.4195,YES
0.9994,NO
4.5296,YES
0.9037,NO
1.8651,NO
1.0247,NO
0.7411,NO
0.2924,NO
1.7045,NO
0.1398,NO
