50Traced_NONETRACED_SUM_SINGLE_VSM_14_MAX,Associated
0.6383,NO
0.7283,NO
1.2019,NO
1.5871,NO
0.5528,NO
1.633,NO
0.8928,NO
0.5364,NO
0.509,NO
2.8705,YES
1.6332,NO
2.6428,YES
0.4381,NO
0.6298,NO
0.4583,NO
0.4004,NO
0.7264,NO
0.3181,NO
1.2076,NO
0.49700000000000005,NO
0.5021,NO
2.7887,YES
3.0063,YES
2.821,YES
2.2455,YES
1.3237,NO
3.1115,YES
0.6545,NO
2.6419,YES
1.4539,YES
1.0329,NO
0.5121,NO
0.465,NO
1.0455,NO
2.414,YES
1.5463,YES
0.6859,NO
0.325,NO
1.2123,NO
0.3167,NO
0.5838,NO
0.8323,NO
0.6436,NO
2.2758,YES
0.6867,NO
1.6677,YES
0.8208,NO
2.7369,YES
0.3559,NO
0.5068,NO
0.47100000000000003,NO
0.5031,NO
0.6068,NO
1.307,NO
0.6765,NO
1.1959,NO
0.6187,NO
0.7071,NO
1.3507,NO
2.1189,NO
0.5173,NO
1.8716,NO
0.9207,NO
0.4699,NO
0.7993,NO
3.3597,YES
1.9881,NO
3.0595,YES
0.6383,NO
0.6387,NO
0.6103,NO
0.2878,NO
0.5672,NO
0.2488,NO
1.4308,NO
0.3052,NO
0.3706,NO
3.4258,YES
3.5202,YES
3.5012,YES
2.3325,YES
1.5919999999999999,NO
3.5818,YES
1.052,NO
3.154,YES
1.4772,YES
0.9394,NO
0.8682,NO
0.3566,NO
0.9143,NO
2.6361,YES
2.056,YES
0.4539,NO
0.5535,NO
0.9351,NO
0.2129,NO
0.7847,NO
1.2524,NO
0.9916,NO
2.4311,YES
0.4911,NO
2.2876,YES
0.7558,NO
3.1245,YES
0.5032,NO
0.6824,NO
0.5657,NO
0.5126,NO
0.4058,NO
0.7477,NO
0.6151,NO
1.0329,NO
0.7137,NO
0.8357,NO
1.1833,YES
4.4414,YES
4.4895,YES
1.8368,YES
0.8801,NO
0.3569,NO
1.5465,YES
0.3795,NO
2.2009,YES
0.3148,NO
1.0234,NO
1.4384,NO
0.8877,NO
0.4003,NO
4.7903,YES
0.2719,NO
4.6080000000000005,YES
0.8496,NO
3.9875,YES
0.9281,NO
1.3843,NO
1.61,NO
0.3788,NO
1.6443,YES
0.8577,NO
1.8034,YES
0.5668,NO
0.6959,NO
0.9575,NO
2.2356,NO
0.7063,NO
1.5653,NO
0.7717,NO
0.4443,NO
0.6246,NO
3.1239,YES
1.4827,NO
3.2158,YES
0.4639,NO
0.628,NO
0.4602,NO
0.2886,NO
0.91,NO
0.2432,NO
1.2387,NO
0.4,NO
0.5924,NO
3.2295,YES
3.447,YES
3.1775,YES
2.2536,YES
1.1044,NO
3.2434,YES
0.8135,NO
0.3492,NO
0.5582,NO
0.9644,YES
4.1610000000000005,YES
4.0365,YES
1.5685,YES
0.6635,NO
0.2137,NO
1.2292,YES
0.5414,NO
1.6032,YES
0.7872,NO
0.4136,NO
0.6559999999999999,NO
0.2375,NO
0.3743,NO
4.2997,YES
0.1609,NO
4.1776,YES
0.6866,NO
3.5294,YES
1.0574,NO
1.4906,NO
1.6027,NO
0.7548,NO
1.3987,YES
1.0221,NO
1.4266,YES
1.1392,NO
1.2657,NO
1.7018,NO
1.9829,NO
0.2697,NO
2.2030000000000003,NO
1.2908,NO
0.725,NO
1.1157,NO
3.5705,YES
2.4202,NO
3.3189,YES
1.1622,NO
1.2421,NO
1.2727,NO
0.6589,NO
0.3339,NO
0.5674,NO
1.3003,NO
0.9790000000000001,NO
0.3022,NO
3.6268,YES
3.7035,YES
3.5051,YES
2.62,YES
2.0232,NO
3.8903,YES
1.6767,NO
0.9428,NO
0.9466,NO
1.5659,NO
1.7542,NO
0.4001,NO
1.8055,NO
1.2219,NO
0.5646,NO
0.9956,NO
3.1121,YES
1.9512,NO
3.0355,YES
0.3446,NO
0.4054,NO
0.3523,NO
0.6003,NO
0.4862,NO
0.4711,NO
0.8928,NO
0.7259,NO
0.3879,NO
3.0981,YES
3.2575,YES
3.2603,YES
2.3783,YES
1.6059999999999999,NO
3.4157,YES
0.8440000000000001,NO
0.8373,NO
0.617,NO
1.0293,NO
2.0683,NO
0.3895,NO
1.5365,NO
0.9713,NO
0.7792,NO
0.6592,NO
3.1349,YES
1.4853,NO
3.2331,YES
0.6186,NO
0.6041,NO
0.5343,NO
0.5373,NO
0.4603,NO
0.6258,NO
0.9940000000000001,NO
0.6479,NO
0.2531,NO
3.1608,YES
3.2769999999999997,YES
3.2115,YES
2.294,YES
1.1834,NO
3.2979,YES
0.9882,NO
0.8349,NO
0.6618,NO
0.6387,NO
1.8355,NO
0.5158,NO
0.9012,NO
0.9872,NO
0.5063,NO
0.3393,NO
2.627,YES
0.9411,NO
2.6258,YES
0.2118,NO
0.2766,NO
0.2045,NO
0.5526,NO
0.5973,NO
0.4652,NO
0.8935,NO
0.6787,NO
0.4919,NO
2.5897,YES
2.7891,YES
2.5813,YES
1.8663,YES
0.6404,NO
2.7799,YES
0.1841,NO
1.0144,NO
1.5582,NO
5.3965,YES
1.3373,YES
1.1408,YES
5.6496,YES
1.7918,NO
0.6301,NO
4.2421,YES
0.8092,NO
5.8354,YES
0.5357,NO
1.4553,NO
1.7329,NO
1.704,NO
0.7416,NO
1.5497,YES
0.307,NO
3.3705,YES
0.9388,NO
1.2502,YES
1.5749,NO
1.3607,NO
2.0904,NO
1.0254,NO
6.0557,YES
1.8915,NO
5.7,YES
0.5539999999999999,NO
1.1087,NO
2.6074,YES
1.0757,NO
0.7904,NO
3.0083,YES
1.0206,NO
0.2574,NO
2.2587,YES
0.7829,NO
2.8892,YES
0.8345,NO
0.9239,NO
1.7804,NO
1.4769,NO
0.2495,NO
1.3581,NO
0.1398,NO
1.4291,NO
0.4278,NO
1.1509,NO
1.0771,NO
1.1647,NO
1.036,NO
0.4719,NO
2.4724,YES
0.7972,NO
2.9717,YES
0.7515,NO
1.5302,NO
2.6269,YES
5.038,YES
4.1001,YES
3.7644,YES
0.8891,NO
0.5148,NO
3.4339,YES
1.5687,NO
4.4114,YES
1.8522,NO
1.865,NO
1.8783,NO
1.8362,NO
0.4069,NO
4.1551,YES
0.2136,NO
4.996,YES
0.9434,NO
3.6223,YES
2.6598,NO
2.7714,NO
3.403,NO
1.2737,NO
3.877,YES
2.3594,NO
4.1007,YES
0.4945,NO
1.2407,NO
3.182,YES
1.3277,NO
0.9529,NO
3.2224,YES
0.9536,NO
0.249,NO
3.4109,YES
1.063,NO
4.2418,YES
0.8633,NO
0.703,NO
0.9411,NO
1.1521,NO
0.183,NO
0.8364,NO
0.1654,NO
1.9528,NO
0.4106,NO
0.9578,NO
1.4986,NO
1.1758,NO
1.8751,NO
1.0982,NO
3.7971,YES
1.8296,NO
3.444,YES
1.1848,NO
1.1942,NO
1.3098,YES
4.6556,YES
4.4857,YES
2.3013,YES
1.1275,NO
0.7389,NO
1.6089,YES
0.4645,NO
2.4651,YES
0.5585,NO
1.868,NO
2.2119,NO
1.6489,NO
0.8144,NO
4.869,YES
0.5894,NO
4.8261,YES
1.3481,NO
3.9427,YES
1.1594,NO
1.6024,NO
1.7790000000000001,NO
0.4186,NO
2.0052,YES
0.8876,NO
2.6417,YES
2.7572,YES
1.0383,YES
1.1805,NO
1.4965,NO
1.0558,NO
1.5402,NO
1.913,YES
2.2321,YES
0.8802,NO
1.077,NO
1.71,NO
0.94,NO
0.9423,NO
1.0727,NO
0.9715,NO
1.8079,YES
1.3258,NO
2.1596,YES
1.4332,NO
2.861,YES
0.7333,NO
1.5394,NO
1.5324,NO
1.4529,NO
0.9948,NO
1.4979,NO
1.3482,NO
1.715,NO
0.5417,NO
1.2281,NO
5.349,YES
1.3869999999999998,YES
1.3774,YES
5.4111,YES
1.3016,NO
0.3115,NO
4.9124,YES
0.0938,NO
5.6751,YES
0.4905,NO
0.8187,NO
1.2749,NO
1.1631,NO
0.2587,NO
1.8366,YES
0.0773,NO
3.1744,YES
0.4761,NO
1.3994,YES
0.8867,NO
0.5991,NO
1.3803,NO
0.5028,NO
5.8734,YES
0.8853,NO
6.1113,YES
0.8723,NO
1.3453,NO
5.3725,YES
2.8016,YES
2.0023,YES
5.8496,YES
1.7043,NO
0.5125,NO
4.2313,YES
1.7879,NO
5.9306,YES
1.5472,NO
1.2143,NO
1.4177,NO
1.2723,NO
0.4053,NO
2.4942,YES
0.1163,NO
4.1091,YES
0.5952,NO
1.8874,YES
2.6379,NO
2.6934,NO
3.4287,NO
1.4174,NO
5.952999999999999,YES
2.6898,NO
5.3037,YES
0.79,NO
1.3755,NO
5.018,YES
1.7297,YES
1.5585,YES
5.0925,YES
1.4635,NO
0.5165,NO
4.6716,YES
0.5222,NO
5.7496,YES
0.8421,NO
0.9799,NO
1.255,NO
1.1803,NO
0.5013,NO
1.6965,YES
0.2194,NO
3.3985,YES
0.732,NO
1.472,YES
1.179,NO
0.9981,NO
2.1362,NO
1.035,NO
5.9404,YES
1.7773,NO
5.2899,YES
0.5409,NO
1.2884,NO
5.1194,YES
2.0811,YES
1.8125,YES
