50Traced_NONETRACED_SUM_RAW_VSM_49_MEDIAN,Associated
0.6534,NO
0.231,NO
0.6897,NO
0.4902,NO
0.4342,NO
0.4279,NO
0.5476,NO
0.17800000000000002,NO
0.6731,NO
3.2523,YES
0.27,NO
3.1801,YES
0.2427,NO
0.5433,NO
0.2223,NO
0.2529,NO
0.2398,NO
0.2452,NO
0.49200000000000005,NO
0.31,NO
0.5142,NO
1.9689,YES
3.3217,YES
2.7433,YES
2.3214,YES
0.2216,NO
3.267,YES
0.6167,NO
1.8855,YES
0.465,YES
0.3362,NO
0.1641,NO
0.1684,NO
0.2816,NO
0.4932,YES
1.0498,YES
0.265,NO
0.3441,NO
0.297,NO
0.1428,NO
0.1797,NO
0.2194,NO
0.1551,NO
1.518,YES
0.0766,NO
1.4843,YES
0.0936,NO
2.3852,YES
0.0412,NO
0.2272,NO
0.3622,NO
0.3117,NO
0.1175,NO
0.3106,NO
0.3105,NO
0.168,NO
0.4732,NO
0.1756,NO
0.6723,NO
0.8733,NO
0.6224,NO
0.4532,NO
0.3509,NO
0.1153,NO
0.5719,NO
2.6424,YES
0.3936,NO
2.0217,YES
0.205,NO
0.4035,NO
0.2136,NO
0.2124,NO
0.3058,NO
0.1648,NO
0.6896,NO
0.21899999999999997,NO
0.6676,NO
1.692,YES
2.1384,YES
1.8874,YES
1.7412,YES
0.3796,NO
2.5211,YES
0.5453,NO
1.0065,YES
0.373,YES
0.5825,NO
0.2307,NO
0.2434,NO
0.3479,NO
0.3819,YES
0.7115,YES
0.4399,NO
0.5219,NO
0.5589999999999999,NO
0.358,NO
0.2289,NO
0.2671,NO
0.2075,NO
0.6086,YES
0.1755,NO
1.1381,YES
0.1982,NO
1.5129,YES
0.1737,NO
0.4032,NO
0.3673,NO
0.5417,NO
0.2628,NO
0.34,NO
0.5724,NO
0.5317,NO
0.518,NO
0.1216,NO
1.4649,YES
2.1079,YES
2.3225,YES
0.9241,YES
0.1552,NO
0.1198,NO
0.8511,YES
0.4873,NO
0.9581,YES
0.3675,NO
0.3494,NO
0.6285,NO
0.1934,NO
0.3385,NO
2.0145,YES
0.2789,NO
1.9974,YES
0.3315,NO
1.7341,YES
0.3499,NO
0.3049,NO
0.4655,NO
0.4063,NO
0.9265,YES
0.4262,NO
1.2072,YES
0.4522,NO
0.1266,NO
0.48200000000000004,NO
0.7632,NO
0.6454,NO
0.2914,NO
0.2714,NO
0.1258,NO
0.42,NO
2.0328,YES
0.2512,NO
1.8293,YES
0.1987,NO
0.2705,NO
0.1689,NO
0.2624,NO
0.3116,NO
0.1717,NO
0.5843,NO
0.2899,NO
0.4992,NO
1.4505,YES
1.5276,YES
1.7311,YES
1.5202,YES
0.2226,NO
2.0069,YES
0.4869,NO
0.4305,NO
0.2065,NO
0.9061,YES
1.1129,YES
1.2698,YES
0.6623,YES
0.1543,NO
0.1818,NO
0.653,YES
0.7094,NO
0.6886,YES
0.5874,NO
0.3392,NO
0.5187,NO
0.3332,NO
0.2331,NO
1.0233,YES
0.2599,NO
1.3854,YES
0.3299,NO
1.1684,YES
0.4429,NO
0.4319,NO
0.5069,NO
0.5899,NO
0.6744,YES
0.5239,NO
0.8536,YES
0.5836,NO
0.1757,NO
1.0351,NO
0.5567,NO
0.7308,NO
0.3009,NO
0.3536,NO
0.212,NO
0.6172,NO
1.7258,YES
0.3611,NO
2.2319999999999998,YES
