50Traced_NONETRACED_SUM_RAW_VSM_30_MEDIAN,Associated
0.872,NO
0.3332,NO
0.2225,NO
0.2524,NO
0.2048,NO
0.6274,NO
0.7673,NO
0.4196,NO
0.4011,NO
1.8413,YES
0.3196,NO
3.4358,YES
0.5273,NO
0.6285,NO
0.3084,NO
0.6371,NO
0.6651,NO
0.6692,NO
0.3075,NO
0.2902,NO
0.1916,NO
1.7380000000000002,YES
3.2194,YES
2.4799,YES
2.57,YES
0.2841,NO
0.878,YES
0.4651,NO
1.2509,YES
0.4185,YES
0.3623,NO
0.3971,NO
0.2509,NO
0.594,NO
1.1691,YES
0.3253,YES
0.55,NO
0.2046,NO
0.5543,NO
0.1547,NO
0.2736,NO
0.2709,NO
0.2767,NO
1.2292,YES
0.3931,NO
0.5276,YES
0.43700000000000006,NO
0.4769,YES
0.4395,NO
0.1212,NO
0.3474,NO
0.2859,NO
0.0968,NO
0.7120000000000001,NO
0.1174,NO
0.3948,NO
0.7412,NO
0.2549,NO
0.386,NO
0.6201,NO
0.4212,NO
0.9229999999999999,NO
0.6198,NO
0.3755,NO
0.7887,NO
2.0551,YES
0.6569,NO
4.022,YES
0.6153,NO
0.5859,NO
0.2984,NO
0.4654,NO
0.8478,NO
0.5995,NO
0.5797,NO
0.2858,NO
0.4505,NO
1.9073,YES
3.4538,YES
2.6364,YES
3.2071,YES
0.627,NO
1.0275,YES
0.861,NO
1.3386,YES
1.1466,YES
0.5881,NO
0.42200000000000004,NO
0.23800000000000002,NO
0.7683,NO
0.7115,YES
1.4098,YES
0.8153,NO
0.2758,NO
0.6168,NO
0.4742,NO
0.5537,NO
0.6689,NO
0.5264,NO
1.466,YES
0.4433,NO
2.1064,YES
0.379,NO
1.409,YES
0.3858,NO
0.223,NO
0.4955,NO
0.3137,NO
0.39799999999999996,NO
0.8812,NO
0.3577,NO
0.5005,NO
0.4125,NO
0.2913,NO
0.3821,YES
3.0069999999999997,YES
1.4080000000000001,YES
1.0194,YES
0.5611,NO
0.2525,NO
0.9256,YES
0.1946,NO
0.5461,YES
0.1766,NO
0.6041,NO
0.8438,NO
0.5666,NO
0.2547,NO
2.9676,YES
0.4002,NO
2.3874,YES
0.1607,NO
2.3391,YES
0.4557,NO
0.4724,NO
0.3118,NO
0.3109,NO
0.9916,YES
0.2407,NO
0.7434,YES
0.4082,NO
0.0942,NO
0.1975,NO
0.3914,NO
0.2044,NO
0.27,NO
0.3209,NO
0.168,NO
0.2189,NO
0.8540000000000001,YES
0.242,NO
1.7038,YES
0.3054,NO
0.3227,NO
0.2787,NO
0.1945,NO
0.6263,NO
0.3665,NO
0.4177,NO
0.2309,NO
0.3907,NO
0.7943,YES
1.4125,YES
1.1016,YES
1.2669,YES
0.24100000000000002,NO
0.4076,YES
0.3059,NO
0.2479,NO
0.16899999999999998,NO
0.3548,YES
1.7939,YES
0.7629,YES
0.8117,YES
0.3428,NO
0.2081,NO
0.7018,YES
0.2598,NO
0.33,YES
0.2926,NO
0.4247,NO
0.479,NO
0.2515,NO
0.1757,NO
1.2329999999999999,YES
0.35700000000000004,NO
1.2081,YES
0.1985,NO
1.1153,YES
0.2899,NO
0.5308,NO
0.3462,NO
0.2046,NO
0.617,YES
0.1597,NO
0.4639,YES
0.6957,NO
0.3497,NO
0.3907,NO
0.5488,NO
0.5006,NO
0.8622,NO
0.5851,NO
0.3917,NO
0.6368,NO
1.3944,YES
0.3997,NO
1.9564,YES
0.4178,NO
0.5826,NO
0.3475,NO
0.6126,NO
0.524,NO
0.6731,NO
0.6804,NO
0.3644,NO
0.5485,NO
1.3137,YES
1.8468,YES
0.9890000000000001,YES
1.7828,YES
0.7146,NO
0.5408,YES
0.5236,NO
0.7803,NO
0.1571,NO
0.3354,NO
0.4976,NO
0.4213,NO
0.7523,NO
0.6878,NO
0.2903,NO
0.6087,NO
2.0269999999999997,YES
0.5841,NO
4.0095,YES
0.5275,NO
0.3634,NO
0.1597,NO
0.4777,NO
0.8618,NO
0.5035,NO
0.6494,NO
0.272,NO
0.5195,NO
1.8880000000000001,YES
3.3761,YES
2.6029,YES
3.1835,YES
0.58,NO
0.9788,YES
0.7438,NO
0.3922,NO
0.0769,NO
0.2125,NO
0.4572,NO
0.2047,NO
0.2692,NO
0.2439,NO
0.1489,NO
0.2803,NO
0.9476,YES
0.2312,NO
2.1485,YES
0.4769,NO
0.3665,NO
0.3177,NO
0.2199,NO
0.6493,NO
0.2251,NO
0.4699,NO
0.1912,NO
0.4448,NO
0.8652,YES
1.4563,YES
1.1644,YES
1.7536,YES
0.2206,NO
0.4431,YES
0.2772,NO
0.5971,NO
0.0872,NO
0.4015,NO
0.6817,NO
0.3747,NO
0.8348,NO
0.5029,NO
0.2445,NO
0.7108,NO
1.4172,YES
0.5553,NO
3.4137,YES
0.5025,NO
0.3084,NO
0.2045,NO
0.2449,NO
1.0587,NO
0.3271,NO
0.5051,NO
0.1715,NO
0.4844,NO
1.2591,YES
2.7887,YES
2.3366,YES
2.5906,YES
0.5122,NO
0.8587,YES
0.5807,NO
0.6895,NO
0.295,NO
1.9477,YES
0.6011,YES
0.5817,YES
2.639,YES
0.4213,NO
0.41100000000000003,NO
2.5157,YES
0.2157,NO
3.1510000000000002,YES
0.4346,NO
0.8256,NO
0.9124,NO
0.5854,NO
0.3919,NO
0.8108,YES
0.4795,NO
1.2887,YES
0.3251,NO
1.1048,YES
0.3261,NO
0.6893,NO
0.9387,NO
0.7095,NO
3.2315,YES
0.3561,NO
2.1745,YES
0.3301,NO
0.1547,NO
1.2964,YES
0.2976,NO
0.2955,NO
1.4961,YES
0.1848,NO
0.1224,NO
1.4249,YES
0.2394,NO
1.6166,YES
0.5358,NO
0.4215,NO
0.4171,NO
0.2648,NO
0.171,NO
0.2945,NO
0.159,NO
0.5829,NO
0.1451,NO
0.4658,NO
0.3368,NO
0.6812,NO
0.596,NO
0.6759999999999999,NO
1.63,YES
0.3359,NO
1.0908,YES
0.4946,NO
0.3599,NO
0.5661,YES
2.8872,YES
1.2994,YES
1.5654,YES
0.722,NO
0.3132,NO
1.3814,YES
0.625,NO
1.0592,YES
1.0152,NO
0.5169,NO
0.4576,NO
0.2048,NO
0.2996,NO
2.3279,YES
0.4233,NO
2.3476,YES
0.1808,NO
2.1436,YES
0.889,NO
1.2990000000000002,NO
1.1027,NO
0.9193,NO
1.1817,YES
0.6308,NO
1.2311,YES
0.2895,NO
0.1646,NO
0.4701,YES
0.7489,NO
0.3802,NO
1.504,YES
0.3121,NO
0.153,NO
1.1078,YES
0.1914,NO
1.5245,YES
0.1456,NO
0.363,NO
0.2402,NO
0.2957,NO
0.1775,NO
0.6289,NO
0.1654,NO
0.8332,NO
0.0902,NO
0.7346,NO
0.2357,NO
0.2084,NO
0.3901,NO
0.2263,NO
1.4144,YES
0.4231,NO
1.2407,YES
0.2634,NO
0.0667,NO
0.1277,YES
0.8832,YES
0.5332,YES
0.4001,YES
0.2365,NO
0.0584,NO
0.4395,YES
0.1152,NO
0.2721,YES
0.0994,NO
0.171,NO
0.3597,NO
0.2354,NO
0.11199999999999999,NO
1.4928,YES
0.1242,NO
0.7654,YES
0.1347,NO
0.8551,YES
0.1028,NO
0.1967,NO
0.0798,NO
0.0602,NO
0.4264,YES
0.0846,NO
0.2599,YES
2.0371,YES
1.2828,YES
0.5805,NO
0.5695,NO
0.2675,NO
0.7744,NO
1.4797,YES
1.4529,YES
0.7022,NO
0.374,NO
0.5396,NO
0.4779,NO
0.3978,NO
0.4771,NO
0.3589,NO
2.1603,YES
0.5902,NO
2.2036,YES
0.4128,NO
1.5513,YES
0.4257,NO
0.2458,NO
0.6804,NO
0.5001,NO
0.2823,NO
0.8703,NO
0.3641,NO
0.361,NO
0.5312,NO
0.23600000000000002,NO
1.5575,YES
0.8225,YES
0.5847,YES
2.45,YES
0.3335,NO
0.1355,NO
2.8492,YES
0.32899999999999996,NO
3.3747,YES
0.5417,NO
0.9879,NO
0.9253,NO
0.6388,NO
0.1868,NO
0.8984,YES
0.1712,NO
1.1174,YES
0.1965,NO
0.9058,YES
0.5139,NO
0.8598,NO
1.1418,NO
0.7571,NO
2.949,YES
0.5564,NO
3.0297,YES
0.6631,NO
0.3464,NO
1.6335,YES
0.7294,YES
0.5319,YES
2.8538,YES
0.3808,NO
0.423,NO
2.7792,YES
0.4052,NO
3.7852,YES
0.6791,NO
0.8628,NO
0.7738,NO
0.5935,NO
0.2945,NO
1.0109,YES
0.45399999999999996,NO
1.3978,YES
0.3952,NO
1.1511,YES
0.5262,NO
0.7496,NO
1.1517,NO
0.9638,NO
3.4228,YES
0.7307,NO
2.8948,YES
0.3828,NO
0.1618,NO
2.0161,YES
1.2978,YES
1.3608,YES
3.3258,YES
0.3031,NO
0.2802,NO
3.2817,YES
0.4898,NO
2.7804,YES
0.4514,NO
0.597,NO
0.6427,NO
0.1667,NO
0.2034,NO
1.2902,YES
0.3237,NO
1.8548,YES
0.3522,NO
1.6571,YES
0.5339,NO
0.948,NO
0.7555,NO
0.768,NO
3.4904,YES
0.4658,NO
2.4576,YES
0.5906,NO
0.2759,NO
1.6321,YES
1.0572,YES
0.6562,YES
2.9928,YES
0.4421,NO
0.1856,NO
2.9686,YES
0.4894,NO
3.8293,YES
0.5888,NO
1.0843,NO
0.9133,NO
0.6234,NO
0.1817,NO
0.9101,YES
0.2457,NO
1.337,YES
0.2403,NO
1.0374,YES
0.7324,NO
0.9572,NO
1.1,NO
0.9426,NO
3.4303,YES
0.7073,NO
3.5845,YES
0.5091,NO
0.1234,NO
0.3806,YES
2.4786,YES
0.9325,YES
0.9345,YES
0.617,NO
0.1164,NO
0.6987,YES
0.457,NO
0.3249,YES
0.6982,NO
0.6272,NO
0.7187,NO
0.4923,NO
0.244,NO
1.9761,YES
0.2368,NO
1.4078,YES
0.1508,NO
1.2775,YES
0.5203,NO
0.8183,NO
0.5103,NO
0.6965,NO
0.6853,YES
0.3248,NO
0.3579,YES
0.4595,NO
0.22699999999999998,NO
0.4596,YES
3.0978,YES
1.9348,YES
1.3812,YES
0.6411,NO
0.23199999999999998,NO
1.6306,YES
0.4845,NO
0.6572,YES
0.5169,NO
0.2306,NO
0.2527,NO
0.1561,NO
0.2672,NO
3.4621,YES
0.287,NO
2.8215,YES
0.2534,NO
2.7962,YES
0.5524,NO
0.7644,NO
0.4093,NO
0.4966,NO
1.3384,YES
0.5029,NO
0.4886,YES
0.6858,NO
0.2796,NO
0.349,NO
0.4272,NO
0.3046,NO
0.8308,NO
0.4714,NO
0.22399999999999998,NO
0.7908,NO
0.2189,NO
0.5521,NO
0.1052,NO
1.4873,YES
2.0934,YES
2.0697,YES
0.4338,NO
0.8247,NO
0.3805,NO
0.5934,NO
0.2143,NO
0.6218,NO
0.1408,NO
0.3097,NO
0.1014,NO
0.0983,NO
0.9477,NO
0.128,NO
0.3098,NO
1.6280000000000001,YES
0.4316,YES
0.3483,NO
0.4922,NO
0.1998,NO
0.3333,NO
1.2613,YES
0.6067,YES
0.4645,NO
0.3318,NO
0.3837,NO
0.4052,NO
0.3643,NO
0.2395,NO
0.2657,NO
1.3479,YES
0.3552,NO
1.3701,YES
0.3219,NO
1.3263,YES
0.2374,NO
0.2141,NO
0.4963,NO
0.2822,NO
0.3623,NO
0.5279,NO
0.2212,NO
0.2215,NO
0.5983,NO
0.2745,NO
0.6109,YES
2.2193,YES
1.1151,YES
1.2292,YES
0.6305,NO
0.263,NO
1.2619,YES
0.2005,NO
0.9391,YES
0.3338,NO
0.5995,NO
0.6562,NO
0.5944,NO
0.3251,NO
2.2515,YES
0.3753,NO
2.069,YES
0.2515,NO
2.0081,YES
0.3295,NO
0.4628,NO
0.3989,NO
0.405,NO
1.1429,YES
0.3844,NO
0.5967,YES
0.9027,YES
1.0979999999999999,YES
0.3666,NO
0.4209,NO
0.2495,NO
0.5517,NO
0.5185,YES
1.1985,YES
0.4581,NO
0.2787,NO
0.4151,NO
0.5314,NO
0.2958,NO
0.3905,NO
0.2444,NO
1.2689,YES
0.5102,NO
1.5102,YES
0.3964,NO
0.7805,YES
0.4516,NO
0.2768,NO
0.4975,NO
0.4259,NO
0.3931,NO
0.6736,NO
0.2894,NO
0.5184,NO
0.6423,NO
0.1167,NO
0.3533,NO
0.6968,NO
0.2998,NO
0.773,NO
0.5562,NO
0.2734,NO
0.6258,NO
1.2658,YES
0.5078,NO
3.2244,YES
0.5693,NO
0.4917,NO
0.3452,NO
0.2581,NO
0.9265,NO
0.4645,NO
0.5222,NO
0.312,NO
0.526,NO
1.1188,YES
2.6447,YES
2.3212,YES
2.4186,YES
0.4303,NO
0.8117,YES
0.6817,NO
1.6935,YES
1.2434,YES
0.3124,NO
0.4212,NO
0.1753,NO
0.3897,NO
1.2925,YES
1.2155,YES
0.4146,NO
0.2637,NO
0.3346,NO
0.2546,NO
0.2898,NO
0.3169,NO
0.2258,NO
2.0842,YES
0.4231,NO
1.6065,YES
0.2515,NO
0.9668,YES
0.2988,NO
0.1859,NO
0.3874,NO
0.3038,NO
0.1038,NO
0.5362,NO
0.2159,NO
0.29100000000000004,NO
0.7651,NO
0.1947,NO
0.5971,NO
0.5058,NO
0.4294,NO
0.9425,NO
0.5838,NO
0.2465,NO
0.8926,NO
1.8624,YES
0.8106,NO
3.2119,YES
0.7033,NO
0.5283,NO
0.3924,NO
0.5434,NO
0.7514,NO
0.40399999999999997,NO
0.7374,NO
0.2286,NO
0.5747,NO
1.7356,YES
2.6231,YES
1.865,YES
2.4265,YES
0.9318,NO
0.7390000000000001,YES
0.9049,NO
