50Traced_NONETRACED_SUM_RAW_LSA_90_MAX,Associated
0.2633,NO
0.2366,NO
0.4143,NO
0.4202,NO
0.2345,NO
0.4692,NO
0.1499,NO
0.1048,NO
0.4708,NO
1.8411,YES
0.5115,NO
3.0698,YES
0.3008,NO
0.6624,NO
0.2973,NO
0.3025,NO
0.5246,NO
0.2036,NO
0.1973,NO
0.2179,NO
0.1236,NO
2.5531,YES
2.4794,YES
1.8818,YES
1.5463,YES
0.8006,NO
2.5569,YES
0.5479,NO
0.9470000000000001,YES
0.4634,YES
0.3569,NO
0.1579,NO
0.1665,NO
0.2012,NO
1.3052,YES
2.0419,YES
0.293,NO
0.3325,NO
0.4414,NO
0.1757,NO
0.2564,NO
0.6092,NO
0.1551,NO
1.5246,YES
0.2623,NO
2.4131,YES
0.1581,NO
1.4033,YES
0.2166,NO
0.1554,NO
0.239,NO
0.138,NO
0.1921,NO
0.4459,NO
0.2388,NO
0.4335,NO
0.2474,NO
0.2733,NO
0.5515,NO
0.4159,NO
0.3965,NO
0.6764,NO
0.4318,NO
0.276,NO
0.6029,NO
2.0191,YES
0.6471,NO
2.6375,YES
0.4475,NO
0.7177,NO
0.2661,NO
0.509,NO
0.6528,NO
0.4508,NO
0.3866,NO
0.2571,NO
0.6159,NO
2.8279,YES
2.7264,YES
2.6579,YES
1.7983,YES
0.8986,NO
2.1977,YES
0.5842,NO
0.6931,YES
1.0769,YES
0.3851,NO
0.3762,NO
0.5532,NO
0.2983,NO
0.7463,YES
1.2357,YES
0.3913,NO
0.365,NO
0.301,NO
0.2969,NO
0.2289,NO
0.4361,NO
0.2075,NO
2.1014,YES
0.5956,NO
2.2272,YES
0.2293,NO
0.7548,YES
0.4607,NO
0.4058,NO
0.3555,NO
0.3297,NO
0.4592,NO
0.5117,NO
0.5107,NO
0.456,NO
0.2674,NO
0.1484,NO
0.8273,YES
1.2112,YES
1.4686,YES
0.7138,YES
0.4936,NO
0.1617,NO
0.6384,YES
0.4028,NO
1.2508,YES
0.5509,NO
0.4701,NO
0.5451,NO
0.2867,NO
0.3101,NO
1.4669,YES
0.2291,NO
1.7641,YES
0.2891,NO
2.6888,YES
0.7516,NO
0.6889,NO
0.7037,NO
0.4441,NO
1.0778,YES
0.7828,NO
0.5777,YES
0.2323,NO
0.2277,NO
0.1975,NO
0.2884,NO
0.245,NO
0.2951,NO
0.1702,NO
0.1225,NO
0.2028,NO
1.0492,YES
0.2709,NO
1.8035,YES
0.2224,NO
0.5344,NO
0.2845,NO
0.2479,NO
0.1902,NO
0.2024,NO
0.1082,NO
0.2019,NO
0.1301,NO
1.9782,YES
1.3187,YES
1.1996,YES
1.6346,YES
0.4811,NO
1.6736,YES
0.0979,NO
0.2692,NO
0.2058,NO
0.3298,YES
1.6668,YES
1.7729,YES
0.2701,YES
0.2987,NO
0.2111,NO
0.45,YES
0.3199,NO
0.4151,YES
0.4795,NO
0.2765,NO
0.282,NO
0.2375,NO
0.4637,NO
1.8376,YES
0.3663,NO
1.0086,YES
0.3095,NO
1.5190000000000001,YES
0.2506,NO
0.5197,NO
0.5116,NO
0.142,NO
0.5739,YES
0.5662,NO
0.3184,YES
0.374,NO
0.2406,NO
0.4357,NO
0.4115,NO
0.6422,NO
0.6308,NO
0.3839,NO
0.4261,NO
0.3688,NO
0.6997,YES
0.7833,NO
0.9772,YES
0.2519,NO
0.575,NO
0.3348,NO
0.4842,NO
0.634,NO
0.5947,NO
0.4187,NO
0.4127,NO
0.6936,NO
1.1014,YES
0.9004,YES
0.7922,YES
0.8059,YES
0.7329,NO
0.9534,YES
0.4234,NO
0.256,NO
0.2058,NO
0.6864,NO
0.4648,NO
0.5078,NO
0.5749,NO
0.3082,NO
0.175,NO
