50Traced_NONETRACED_SUM_MULTI_VSM_15_MEDIAN,Associated
0.6809999999999999,NO
0.3345,NO
0.9593,NO
0.8555,NO
1.0583,NO
2.0627,NO
0.8220000000000001,NO
0.3615,NO
0.8938,NO
2.9518,YES
1.2609,NO
3.1653,YES
1.1119,NO
1.4759,NO
0.7789,NO
0.7861,NO
1.1076,NO
0.7479,NO
0.8816,NO
0.3082,NO
1.3686,NO
2.2898,YES
3.0152,YES
3.029,YES
1.5082,YES
0.9943,NO
1.7139,YES
1.4273,NO
1.8605,YES
1.5853,YES
1.1874,NO
0.6213,NO
0.7168,NO
1.3292,NO
1.8249,YES
2.352,YES
1.1961,NO
0.9127,NO
0.8698,NO
0.6524,NO
0.5216,NO
1.0229,NO
0.3881,NO
2.0875,YES
0.8258,NO
2.4165,YES
0.6739,NO
1.5189,YES
0.5966,NO
0.8978,NO
0.7323,NO
0.8505,NO
0.1456,NO
1.4627,NO
1.0699,NO
1.4071,NO
0.787,NO
0.2828,NO
1.0218,NO
1.1440000000000001,NO
0.9902,NO
2.3068,NO
0.8908,NO
0.696,NO
0.9263,NO
3.7061,YES
1.6267,NO
4.1999,YES
0.9375,NO
1.6498,NO
0.3219,NO
1.1566,NO
1.1553,NO
1.0624,NO
1.2652,NO
0.4717,NO
1.0511,NO
3.2718,YES
3.8792,YES
4.118,YES
2.0543,YES
0.8547,NO
2.7336,YES
1.3653,NO
1.62,YES
1.4934,YES
0.9278,NO
0.3752,NO
0.4861,NO
0.8061,NO
1.6766,YES
2.3666,YES
0.8483,NO
0.6201,NO
0.5876,NO
0.4353,NO
0.7397,NO
0.9531,NO
0.4802,NO
1.9946,YES
0.3526,NO
2.3054,YES
0.7273,NO
1.4986,YES
0.5884,NO
0.6636,NO
0.6039,NO
0.5397,NO
0.21600000000000003,NO
1.1261,NO
1.0466,NO
0.9017,NO
0.8194,NO
0.4894,NO
1.5326,YES
3.3536,YES
4.0355,YES
2.3174,YES
1.2444,NO
0.3464,NO
2.1643,YES
1.1717,NO
2.0239,YES
0.6401,NO
1.3622,NO
1.3779,NO
0.9822,NO
0.6467,NO
3.1347,YES
0.5672,NO
4.0329,YES
0.4231,NO
3.1385,YES
1.0303,NO
0.6664,NO
0.9625,NO
0.2991,NO
2.362,YES
1.5855,NO
2.3425,YES
1.3319999999999999,NO
0.5449,NO
1.4676,NO
1.4599,NO
1.4909,NO
2.5641,NO
1.1001,NO
1.0559,NO
1.4768,NO
3.2496,YES
1.5516,NO
3.3439,YES
0.5762,NO
1.4103,NO
0.1689,NO
1.2734,NO
1.4565,NO
1.3699,NO
1.4969999999999999,NO
0.8654,NO
1.5229,NO
2.7761,YES
3.3541,YES
3.4002,YES
1.6541,YES
1.2779,NO
2.2169,YES
1.9104,NO
1.047,NO
0.4574,NO
1.2111,YES
2.7677,YES
3.1563,YES
2.2582,YES
0.8068,NO
0.4075,NO
1.5130000000000001,YES
1.8749,NO
1.6072,YES
1.5042,NO
1.0604,NO
1.4176,NO
0.8179,NO
0.7348,NO
2.8848,YES
0.6196,NO
2.7883,YES
0.6549,NO
2.7044,YES
1.6764,NO
1.2389,NO
1.4252,NO
0.5274,NO
1.8756,YES
1.6182,NO
2.1064,YES
1.1626,NO
0.5875,NO
1.1771,NO
1.4969999999999999,NO
1.1156,NO
2.3299,NO
1.0262,NO
0.9946,NO
1.2037,NO
2.5907,YES
1.6814,NO
2.613,YES
0.5511,NO
1.0633,NO
0.2033,NO
1.1709,NO
1.2655,NO
1.1003,NO
1.2578,NO
0.8264,NO
1.1144,NO
2.2368,YES
2.4348,YES
2.7147,YES
1.3726,YES
1.2996,NO
2.0818,YES
1.4949,NO
0.5660000000000001,NO
0.2013,NO
1.7749,NO
1.2072,NO
0.9521,NO
2.9332,NO
0.852,NO
0.4339,NO
1.8005,NO
3.4487,YES
2.326,NO
3.8157,YES
0.7706,NO
1.4981,NO
0.133,NO
0.9762,NO
1.2232,NO
0.9105,NO
1.3419,NO
0.3613,NO
1.2007,NO
3.1207,YES
3.5794,YES
3.8536,YES
1.9241,YES
1.3964,NO
2.6804,YES
1.9339,NO
1.0765,NO
0.5868,NO
1.8716,NO
1.6897,NO
1.7651,NO
3.0693,NO
0.9874,NO
0.7461,NO
1.8883,NO
3.4635,YES
2.1069,NO
3.7675,YES
0.9105,NO
1.6398,NO
0.2007,NO
1.3949,NO
1.7252,NO
1.2276,NO
1.8123,NO
0.5607,NO
1.892,NO
3.1923,YES
3.7057,YES
3.6751,YES
1.9568,YES
1.8552,NO
2.5665,YES
2.2156,NO
0.7465,NO
0.099,NO
0.9037,NO
0.9902,NO
0.9371,NO
1.9866,NO
0.4479,NO
0.3131,NO
0.8487,NO
3.1919999999999997,YES
1.266,NO
3.5511,YES
0.4931,NO
1.1242,NO
0.2045,NO
0.7757,NO
1.1505,NO
0.75,NO
0.6003,NO
0.3757,NO
1.1503,NO
2.6477,YES
3.3141,YES
3.3525,YES
1.7506,YES
0.7056,NO
1.9341,YES
1.2809,NO
1.2696,NO
0.8039,NO
3.6281,YES
1.5591,YES
1.4684,YES
4.3568,YES
1.5894,NO
0.8133,NO
4.1479,YES
0.7477,NO
3.5983,YES
0.2255,NO
1.1224,NO
0.9004,NO
0.3854,NO
1.0599,NO
1.4311,YES
0.8215,NO
2.444,YES
0.561,NO
1.7906,YES
0.9913,NO
1.0331,NO
1.0032,NO
0.3858,NO
4.4678,YES
1.7363,NO
3.5581,YES
1.1674,NO
0.5569,NO
2.7765,YES
1.6532,NO
1.6147,NO
3.9351,YES
1.2757,NO
0.4587,NO
4.1455,YES
1.4438,NO
3.5904,YES
1.2238,NO
1.3613,NO
1.3469,NO
0.8777,NO
0.9352,NO
1.9876,NO
0.6636,NO
2.5145,NO
0.4322,NO
2.2781,NO
1.4608,NO
1.3614,NO
1.1387,NO
0.7466,NO
3.528,YES
2.9457,NO
3.5381,YES
0.9605,NO
0.7818,NO
2.2291,YES
3.2306,YES
3.5721,YES
2.5477,YES
1.2047,NO
0.6881,NO
2.3321,YES
1.213,NO
2.3706,YES
0.7717,NO
1.2188,NO
0.7041,NO
0.3581,NO
1.1291,NO
2.7927,YES
0.9466,NO
3.6386,YES
0.5716,NO
3.0776,YES
1.3859,NO
1.002,NO
1.0511,NO
0.541,NO
2.8301,YES
1.8316,NO
1.9037,YES
0.1726,NO
0.2019,NO
2.5544,YES
0.8349,NO
0.8270000000000001,NO
2.2663,YES
0.6524,NO
0.2363,NO
2.2954,YES
0.3896,NO
2.1526,YES
0.1456,NO
0.7206,NO
0.6797,NO
0.1319,NO
0.2316,NO
0.6307,NO
0.3489,NO
1.4267,NO
0.2309,NO
1.085,NO
0.7241,NO
0.5449,NO
0.47,NO
0.2615,NO
2.3162,YES
0.7272,NO
2.0296,YES
0.6748,NO
0.3422,NO
1.1165,YES
2.2802,YES
2.469,YES
1.7838,YES
0.4368,NO
0.1782,NO
1.3385,YES
0.9739,NO
1.2984,YES
