50Traced_NONETRACED_SUM_MULTI_VSM_60_MAX,Associated
0.7016,NO
0.2137,NO
0.9818,NO
0.9622,NO
0.9987,NO
0.5104,NO
0.5282,NO
0.0772,NO
0.8766,NO
3.0355,YES
0.8336,NO
2.4314,YES
0.8375,NO
0.9139,NO
0.3555,NO
0.897,NO
1.065,NO
0.5322,NO
0.8816,NO
0.3458,NO
0.9101,NO
2.6438,YES
3.1264,YES
2.6068,YES
2.2027,YES
1.0175,NO
2.334,YES
0.4248,NO
2.1363,YES
0.3925,YES
0.8298,NO
0.5124,NO
0.5098,NO
0.9497,NO
1.5203,YES
1.3009,YES
1.0148,NO
0.7273,NO
0.7743,NO
0.8875,NO
0.8313,NO
0.9794,NO
0.3575,NO
1.9615,YES
0.701,NO
2.0841,YES
0.5096,NO
1.4929,YES
0.6423,NO
0.6616,NO
1.1831,NO
0.8737,NO
0.6634,NO
1.2259,NO
1.3241,NO
0.7621,NO
0.7018,NO
0.1868,NO
1.6263,NO
1.3778,NO
1.4796,NO
1.0022,NO
0.2458,NO
0.1688,NO
1.3625,NO
3.4968,YES
1.5065,NO
3.1732,YES
1.1988,NO
1.5578,NO
0.483,NO
0.7349,NO
1.4211,NO
0.4145,NO
1.3276,NO
0.2121,NO
1.3318,NO
2.8794,YES
3.7089999999999996,YES
3.0468,YES
2.7567,YES
1.8983,NO
3.0609,YES
1.1699,NO
1.5505,YES
0.4126,YES
1.3884,NO
0.5615,NO
0.7322,NO
1.3088,NO
1.329,YES
0.6581,YES
1.1812,NO
0.6676,NO
1.1543,NO
0.8262,NO
1.1663,NO
1.2692,NO
0.7365,NO
1.195,YES
1.0352,NO
1.3377,YES
0.5378,NO
1.2236,YES
0.9411,NO
0.6355,NO
0.9399,NO
0.9136,NO
0.9007,NO
1.3743,NO
1.1094,NO
1.4324,NO
1.2936,NO
0.2833,NO
2.125,YES
3.3899,YES
3.4695,YES
2.0858,YES
0.8536,NO
0.2418,NO
2.0604,YES
1.321,NO
1.8653,YES
0.8024,NO
1.6722,NO
2.1425,NO
0.8036,NO
0.5658,NO
4.3405,YES
0.4135,NO
3.4009,YES
0.7227,NO
4.1298,YES
0.8065,NO
0.9155,NO
1.2834,NO
0.8375,NO
2.1264,YES
1.183,NO
2.5117,YES
0.9532,NO
0.2043,NO
0.6706,NO
1.17,NO
1.0124,NO
0.1701,NO
0.6831,NO
0.3096,NO
0.3798,NO
3.0481,YES
0.4574,NO
2.7961,YES
0.5793,NO
0.8248,NO
0.1689,NO
