50Traced_NONETRACED_MAX_MULTI_VSM_48_MAX,Associated
0.3496,NO
0.2574,NO
0.2287,NO
0.3822,NO
0.31,NO
0.2707,NO
0.3258,NO
0.2852,NO
0.2141,NO
1.0,YES
0.4964,NO
1.0,YES
0.3555,NO
0.3555,NO
0.2223,NO
0.2852,NO
0.4327,NO
0.2574,NO
0.3844,NO
0.2574,NO
0.1856,NO
0.83,YES
1.0,YES
0.8236,YES
1.0,YES
0.4758,NO
0.7756,YES
0.3251,NO
0.3062,YES
0.408,YES
0.3362,NO
0.2796,NO
0.2165,NO
0.3034,NO
1.0,YES
1.0,YES
0.2796,NO
0.1789,NO
0.3034,NO
0.1102,NO
0.1797,NO
0.1526,NO
0.1551,NO
1.0,YES
0.2165,NO
0.3062,YES
0.2165,NO
0.504,YES
0.2165,NO
0.1484,NO
0.1789,NO
0.1597,NO
0.1939,NO
0.2796,NO
0.2142,NO
0.2796,NO
0.3496,NO
0.1534,NO
0.3753,NO
0.3822,NO
0.31,NO
0.2707,NO
0.3258,NO
0.294,NO
0.3753,NO
1.0,YES
0.4964,NO
1.0,YES
0.3104,NO
0.3511,NO
0.2136,NO
0.294,NO
0.4327,NO
0.1431,NO
0.3844,NO
0.1755,NO
0.271,NO
0.83,YES
1.0,YES
0.8236,YES
1.0,YES
0.4758,NO
0.7756,YES
0.3753,NO
1.0,YES
1.0,YES
0.3356,NO
0.2304,NO
0.2013,NO
0.2862,NO
1.0,YES
1.0,YES
0.2012,NO
0.316,NO
0.2862,NO
0.188,NO
0.2289,NO
0.3144,NO
0.2075,NO
1.0,YES
0.2278,NO
1.0,YES
0.2013,NO
1.0,YES
0.2013,NO
0.1815,NO
0.316,NO
0.316,NO
0.2251,NO
0.2673,NO
0.316,NO
0.1923,NO
0.2522,NO
0.08199999999999999,NO
0.6191,YES
0.7917,YES
0.7917,YES
0.3951,YES
0.2525,NO
0.2011,NO
0.6191,YES
0.2081,NO
0.278,YES
0.1443,NO
0.3877,NO
0.3553,NO
0.2412,NO
0.2011,NO
1.0,YES
0.1652,NO
1.0,YES
0.1652,NO
0.7917,YES
0.3118,NO
0.5347,NO
0.3056,NO
0.254,NO
0.6191,YES
0.2838,NO
0.6191,YES
0.3496,NO
0.1493,NO
0.4528,NO
0.4528,NO
0.31,NO
0.4052,NO
0.3258,NO
0.2866,NO
0.4528,NO
1.0,YES
0.4964,NO
1.0,YES
0.3104,NO
0.3511,NO
0.1926,NO
0.2866,NO
0.4327,NO
0.2866,NO
0.3844,NO
0.2866,NO
0.2418,NO
0.83,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.4528,NO
0.3011,NO
0.0774,NO
1.0,YES
1.0,YES
1.0,YES
0.6382,YES
0.2784,NO
0.1676,NO
1.0,YES
0.4608,NO
0.4491,YES
0.4608,NO
0.3335,NO
0.3569,NO
0.2375,NO
0.1676,NO
1.0,YES
0.154,NO
1.0,YES
0.142,NO
0.7878,YES
0.3157,NO
0.462,NO
0.4856,NO
0.4608,NO
1.0,YES
0.4444,NO
1.0,YES
0.3496,NO
0.1149,NO
0.42700000000000005,NO
0.42700000000000005,NO
0.2386,NO
0.3347,NO
0.3096,NO
0.3096,NO
0.42700000000000005,NO
0.7607,YES
0.4964,NO
0.4525,YES
0.4316,NO
0.3272,NO
0.2685,NO
0.3096,NO
0.3984,NO
0.3096,NO
0.3844,NO
0.3096,NO
0.19399999999999998,NO
0.5044,YES
0.7607,YES
0.8236,YES
1.0,YES
0.4758,NO
0.7756,YES
0.42700000000000005,NO
0.2947,NO
0.1493,NO
0.3905,NO
0.4156,NO
0.4156,NO
0.3855,NO
0.2831,NO
0.0967,NO
0.3023,NO
1.0,YES
0.3581,NO
1.0,YES
0.2244,NO
0.3511,NO
0.1078,NO
0.204,NO
0.4327,NO
0.188,NO
0.4156,NO
0.1309,NO
0.2819,NO
0.6851,YES
1.0,YES
1.0,YES
1.0,YES
0.3855,NO
1.0,YES
0.3905,NO
0.2762,NO
0.2636,NO
0.2057,NO
0.3027,NO
0.2788,NO
0.3821,NO
0.293,NO
0.1787,NO
0.2406,NO
0.8995,YES
0.3821,NO
0.6371,YES
0.3649,NO
0.2766,NO
0.22699999999999998,NO
0.0747,NO
0.2756,NO
0.2636,NO
0.2694,NO
0.2636,NO
0.2694,NO
0.7466,YES
0.8995,YES
0.8232,YES
0.8995,YES
0.2857,NO
0.8232,YES
0.2008,NO
0.29100000000000004,NO
0.2173,NO
0.3649,NO
0.3649,NO
0.3069,NO
0.2565,NO
0.3087,NO
0.2562,NO
0.3649,NO
1.0,YES
0.2887,NO
1.0,YES
0.3435,NO
0.3511,NO
0.2131,NO
0.2562,NO
0.4327,NO
