50Traced_NONETRACED_SUM_RAW_LSA_10_MEDIAN,Associated
0.4371,NO
0.1572,NO
0.6342,NO
0.5085,NO
0.4945,NO
0.6389,NO
0.4372,NO
0.3282,NO
0.7021,NO
1.4411,YES
0.5207,NO
1.3341,YES
0.2777,NO
0.4289,NO
0.3184,NO
0.245,NO
0.5376,NO
0.1506,NO
0.5153,NO
0.2996,NO
0.4789,NO
1.8205,YES
1.754,YES
1.6982,YES
0.4928,YES
0.718,NO
1.7814,YES
0.3953,NO
0.6222,YES
0.5735,YES
0.583,NO
0.1579,NO
0.3217,NO
0.5624,NO
0.6514,YES
0.3862,YES
0.7079,NO
0.2236,NO
0.5402,NO
0.1992,NO
0.2376,NO
0.4465,NO
0.2856,NO
0.3729,YES
0.2561,NO
0.2123,YES
0.3299,NO
0.708,YES
0.44799999999999995,NO
0.2369,NO
0.2302,NO
0.2402,NO
0.0802,NO
0.7118,NO
0.1926,NO
0.4968,NO
0.3245,NO
0.1534,NO
0.4163,NO
0.8082,NO
0.6127,NO
0.6107,NO
0.3917,NO
0.1317,NO
0.6083,NO
2.5742,YES
0.3351,NO
2.3816,YES
0.3446,NO
0.4258,NO
0.2136,NO
0.1919,NO
0.799,NO
0.1268,NO
0.7290000000000001,NO
0.1755,NO
0.3998,NO
3.5481,YES
3.2425,YES
3.2003,YES
1.1075,YES
0.7501,NO
2.8859,YES
0.1772,NO
1.2995,YES
1.2073,YES
0.3926,NO
0.2019,NO
0.3197,NO
0.4574,NO
1.3366,YES
0.4141,YES
0.5026,NO
0.2728,NO
0.4039,NO
0.1475,NO
0.2289,NO
0.2088,NO
0.2075,NO
0.6249,YES
0.4276,NO
0.3225,YES
0.3016,NO
1.2597,YES
0.408,NO
0.4535,NO
0.294,NO
0.3274,NO
0.2215,NO
0.4468,NO
0.507,NO
0.3475,NO
0.3756,NO
0.2949,NO
1.3039,YES
0.9188,YES
1.4583,YES
1.1125,YES
0.6337,NO
0.1568,NO
1.3925,YES
0.5701,NO
1.3064,YES
0.3749,NO
0.3636,NO
0.5956,NO
0.1934,NO
0.2259,NO
2.7517,YES
0.1974,NO
1.6408,YES
0.2963,NO
1.7306,YES
0.7084,NO
0.5646,NO
0.6049,NO
0.1903,NO
1.2936,YES
0.5039,NO
0.9015,YES
0.3278,NO
0.0732,NO
0.9026,NO
1.0025,NO
0.7284,NO
1.0975,NO
0.4318,NO
0.1559,NO
1.0388,NO
2.844,YES
0.7408,NO
2.5027,YES
0.4449,NO
0.59,NO
0.1708,NO
0.2109,NO
0.9735,NO
0.0547,NO
0.8828,NO
0.2019,NO
0.6786,NO
4.0729,YES
3.4613,YES
3.4808,YES
1.5822,YES
1.0972,NO
3.4516,YES
0.6065,NO
0.2932,NO
0.1312,NO
0.9365,YES
0.9532,YES
1.3036,YES
0.7325,YES
0.5398,NO
0.2492,NO
0.8231,YES
0.7444,NO
0.9463,YES
0.489,NO
0.4454,NO
0.6293,NO
0.2913,NO
0.2123,NO
1.9866,YES
0.141,NO
1.443,YES
0.243,NO
1.8699,YES
0.9401,NO
0.7597,NO
0.8333,NO
0.1691,NO
0.9022,YES
0.7918,NO
0.4347,YES
0.6767,NO
0.2096,NO
1.0797,NO
1.0979999999999999,NO
0.9418,NO
1.3144,NO
0.642,NO
0.3418,NO
1.3834,NO
2.8303,YES
0.9655,NO
2.5312,YES
0.4864,NO
0.6972,NO
0.2309,NO
0.4734,NO
1.1563,NO
0.1582,NO
1.1279,NO
0.4982,NO
0.9491,NO
4.1036,YES
3.5419,YES
3.4765,YES
1.6183,YES
1.4678,NO
3.5162,YES
0.7402,NO
0.3072,NO
0.1339,NO
0.5209,NO
0.6932,NO
0.4482,NO
0.6923,NO
0.4129,NO
0.0967,NO
0.6883,NO
1.9307,YES
0.4457,NO
1.7319,YES
0.1808,NO
0.2079,NO
0.0947,NO
0.204,NO
0.7034,NO
0.1655,NO
0.4967,NO
0.1309,NO
0.498,NO
2.8471,YES
2.5728,YES
2.5258,YES
0.8678,YES
0.7129,NO
2.6076,YES
0.39399999999999996,NO
0.5827,NO
0.3763,NO
0.6447,NO
0.488,NO
0.3058,NO
0.9296,NO
0.6123,NO
0.4658,NO
0.797,NO
1.2722,YES
0.5102,NO
1.0949,YES
0.2872,NO
0.5026,NO
0.3866,NO
0.3981,NO
0.4387,NO
0.1946,NO
0.3678,NO
0.4596,NO
0.344,NO
2.2046,YES
1.9636,YES
1.9412,YES
0.8521,YES
0.8464,NO
2.0589,YES
0.6784,NO
0.4555,NO
0.3126,NO
0.6915,NO
0.9198,NO
0.669,NO
0.9235,NO
0.6013,NO
0.2329,NO
0.9221,NO
2.6936,YES
0.4529,NO
2.3209,YES
0.5061,NO
0.6051,NO
0.3249,NO
0.212,NO
1.0832,NO
0.1146,NO
0.8711,NO
0.2887,NO
0.6355,NO
3.4789999999999996,YES
2.9123,YES
2.8019,YES
1.4452,YES
0.9797,NO
2.8607,YES
0.4258,NO
0.2181,NO
0.1251,NO
4.9278,YES
0.3371,YES
1.0039,YES
4.9341,YES
0.6724,NO
0.3144,NO
5.6587,YES
0.3571,NO
3.5258,YES
0.3102,NO
0.6165,NO
1.5293,NO
0.7197,NO
0.4199,NO
1.1587,YES
0.35600000000000004,NO
1.2209,YES
0.6457,NO
1.5465,YES
0.5473,NO
0.303,NO
1.058,NO
0.4036,NO
4.3069,YES
0.87,NO
3.9016,YES
0.1799,NO
0.2076,NO
2.5072,YES
0.2466,NO
0.5525,NO
2.5308,YES
0.4539,NO
0.1471,NO
2.861,YES
0.6649,NO
1.1828,YES
0.5581,NO
0.3597,NO
0.767,NO
0.5261,NO
0.171,NO
1.0089,NO
0.1589,NO
0.7681,NO
0.2693,NO
0.6725,NO
0.6481,NO
0.5214,NO
0.8406,NO
0.1917,NO
2.2476,YES
0.5305,NO
1.829,YES
0.3363,NO
0.1123,NO
2.4422,YES
1.1159999999999999,YES
2.5471,YES
2.0192,YES
0.5072,NO
0.2621,NO
2.7317,YES
0.6155,NO
2.1035,YES
0.5146,NO
0.7223,NO
1.3079,NO
0.5812,NO
0.3422,NO
2.8323,YES
0.2134,NO
2.8203,YES
0.45899999999999996,NO
2.2743,YES
0.7072,NO
0.6402,NO
0.6672,NO
0.2132,NO
2.3926,YES
0.5101,NO
1.4823,YES
0.1636,NO
0.1646,NO
1.567,YES
0.1762,NO
0.2297,NO
1.7085,YES
0.1937,NO
0.153,NO
1.9709999999999999,YES
0.35100000000000003,NO
1.1788,YES
0.3689,NO
0.2244,NO
0.4504,NO
0.1614,NO
0.1904,NO
0.4598,NO
0.1654,NO
0.4021,NO
0.1581,NO
